year,sex,age,citizenship,count
2023,m,31,KOR,131
2023,m,33,UZB,592
2023,m,38,DZA,84
2023,m,43,RUS,644
2023,f,38,ROU,175
2023,f,6,ROU,204
2023,m,73,MDA,10
2023,f,40,IRN,38
2023,f,56,DEU,284
2023,m,66,AUT,91
2023,m,55,PHL,72
2023,f,31,PHL,302
2023,m,35,AFG,19
2023,f,45,BRA,19
2023,f,13,ESP,19
2023,m,69,SRB,9
2023,m,41,TJK,99
2023,m,54,DEU,802
2023,f,36,CUB,8
2023,m,38,EST,29
2023,m,77,FRA,53
2023,m,49,ROU,272
2023,f,40,TKM,18
2023,m,42,AGO,5
2023,m,46,PAK,94
2023,f,55,SVK,20
2023,m,50,GBR,286
2023,m,70,DEU,634
2023,m,38,COL,186
2023,m,7,CUB,2
2023,f,41,IDN,62
2023,m,30,SAU,128
2023,m,49,LTU,113
2023,m,39,FRA,240
2023,m,72,ITA,120
2023,f,41,THA,60
2023,m,11,USA,29
2023,f,29,EST,8
2023,m,30,MEX,56
2023,f,43,COL,56
2023,f,64,VNM,80
2023,m,38,NGA,152
2023,m,32,SWE,69
2023,m,33,USA,173
2023,m,53,GBR,256
2023,m,64,RUS,131
2023,f,23,TUR,701
2023,m,77,RUS,32
2023,f,44,RUS,472
2023,m,13,GBR,21
2023,m,36,DEU,544
2023,f,8,DEU,39
2023,f,36,BGR,121
2023,f,62,DEU,336
2023,f,31,CUB,16
2023,f,42,BGD,6
2023,m,27,EST,18
2023,m,28,TUR,1081
2023,f,89,UKR,157
2023,m,51,AZE,62
2023,f,60,BLR,399
2023,m,60,HUN,19
2023,f,27,UNKNOWN,67
2023,m,35,UZB,615
2023,f,39,PRT,24
2023,m,57,ARG,3
2023,f,31,ROU,134
2023,m,27,IRL,25
2023,f,37,CHN,307
2023,f,23,HUN,20
2023,f,77,UNKNOWN,7
2023,f,58,ESP,19
2023,m,27,KEN,44
2023,f,59,KOR,36
2023,f,7,AZE,12
2023,m,6,CHN,66
2023,m,64,KWT,2
2023,m,21,MAR,59
2023,f,33,FIN,25
2023,f,28,PHL,159
2023,f,60,CAN,13
2023,f,14,ITA,20
2023,f,48,ROU,74
2023,f,35,PHL,412
2023,m,24,BGD,184
2023,m,37,CMR,23
2023,m,59,GRC,28
2023,m,56,AUT,83
2023,m,35,VEN,22
2023,m,40,RUS,745
2023,m,28,LTU,89
2023,f,32,IDN,90
2023,m,0,UNKNOWN,31
2023,m,75,AFG,5
2023,f,46,HUN,28
2023,m,61,BGR,104
2023,f,91,DEU,45
2023,f,28,TUN,26
2023,m,37,USA,236
2023,f,29,ARM,46
2023,m,46,GRC,45
2023,m,25,GBR,69
2023,f,48,CAN,18
2023,m,33,TJK,138
2023,m,11,KOR,63
2023,m,13,DEU,62
2023,f,72,UNKNOWN,117
2023,m,57,UNKNOWN,97
2023,f,49,MNG,17
2023,m,41,MUS,3
2023,m,9,ROU,204
2023,f,93,SWE,11
2023,f,73,USA,29
2023,m,46,USA,162
2023,f,42,PRT,23
2023,f,33,UNKNOWN,69
2023,m,56,KOR,133
2023,m,36,ROU,500
2023,m,31,DNK,40
2023,m,35,DEU,512
2023,m,31,COL,310
2023,m,77,UKR,583
2023,m,49,COL,72
2023,f,86,RUS,62
2023,m,41,SRB,99
2023,m,35,MEX,59
2023,f,35,AZE,44
2023,f,35,CHN,331
2023,m,42,SVK,128
2023,m,33,MAR,85
2023,m,40,TUN,86
2023,m,61,SVK,42
2023,f,4,NOR,2
2023,f,42,CZE,53
2023,f,44,BRA,23
2023,m,82,RUS,16
2023,m,6,RUS,174
2023,f,8,LTU,12
2023,m,24,ROU,222
2023,m,3,AUS,3
2023,m,42,HUN,83
2023,m,51,MEX,18
2023,m,47,COL,93
2023,f,45,IND,91
2023,f,6,NLD,9
2023,m,5,MYS,2
2023,f,24,DEU,126
2023,f,41,LTU,92
2023,m,47,UZB,341
2023,m,5,SVK,13
2023,m,30,ALB,83
2023,f,22,ROU,102
2023,m,18,BRA,12
2023,m,43,KAZ,135
2023,m,52,JPN,62
2023,f,49,AUT,65
2023,f,37,LTU,89
2023,f,38,ZWE,52
2023,m,5,USA,34
2023,m,57,AZE,62
2023,f,36,KAZ,128
2023,m,45,COL,130
2023,f,39,IDN,64
2023,f,68,USA,49
2023,m,20,BGD,78
2023,f,1,RUS,102
2023,m,36,GBR,145
2023,m,23,KOSOVO,39
2023,f,24,RWA,75
2023,m,40,KAZ,161
2023,f,79,UNKNOWN,29
2023,m,1,ROU,203
2023,m,5,ARM,29
2023,f,38,USA,131
2023,f,56,IRN,6
2023,m,66,SYR,4
2023,f,54,SAU,1
2023,m,23,CMR,5
2023,f,58,RUS,208
2023,m,25,FIN,27
2023,f,33,LVA,46
2023,f,38,MNG,31
2023,f,22,UZB,47
2023,f,3,LKA,2
2023,m,66,BLR,189
2023,m,58,UZB,42
2023,f,43,BIH,5
2023,m,20,MUS,1
2023,f,64,LVA,9
2023,m,24,SDN,4
2023,m,30,ROU,375
2023,m,25,NGA,92
2023,m,19,CHN,93
2023,m,26,SDN,6
2023,f,40,DEU,222
2023,f,25,UNKNOWN,55
2023,f,57,NLD,29
2023,f,34,PHL,396
2023,f,0,NPL,10
2023,m,36,SRB,93
2023,f,37,FRA,81
2023,m,42,ARM,167
2023,m,19,BEL,16
2023,m,51,NOR,26
2023,m,53,JPN,71
2023,f,23,ZWE,314
2023,f,43,AZE,17
2023,m,43,DZA,49
2023,f,39,UNKNOWN,158
2023,m,30,FIN,40
2023,f,1,VNM,102
2023,f,38,FIN,12
2023,m,36,USA,199
2023,m,28,KOR,93
2023,f,42,UNKNOWN,209
2023,f,37,ARM,88
2023,m,24,IRQ,33
2023,f,48,LBY,5
2023,f,34,EST,4
2023,f,77,ITA,9
2023,m,44,BGR,206
2023,f,20,RUS,399
2023,m,43,KOR,231
2023,m,23,TJK,94
2023,m,6,BGD,11
2023,f,44,DNK,9
2023,m,54,LTU,74
2023,f,7,SWE,6
2023,f,48,GEO,438
2023,m,22,VNM,226
2023,m,33,IDN,253
2023,f,77,SWE,53
2023,m,22,BDI,9
2023,m,27,RWA,80
2023,m,70,USA,89
2023,m,29,TUN,74
2023,f,30,CUB,17
2023,m,27,KOR,76
2023,m,24,AUT,29
2023,f,32,VNM,220
2023,m,1,RUS,90
2023,m,39,PRT,125
2023,f,54,SWE,45
2023,f,27,GBR,45
2023,f,76,AUT,31
2023,m,58,AUT,77
2023,m,64,MDA,99
2023,m,48,GBR,250
2023,m,23,BGD,166
2023,m,35,DNK,21
2023,m,24,MNG,15
2023,m,29,ZAF,20
2023,m,38,ZWE,89
2023,f,64,LTU,31
2023,f,34,NOR,30
2023,m,16,KAZ,70
2023,m,45,NPL,173
2023,f,37,DEU,196
2023,m,37,CUB,30
2023,f,9,ZMB,1
2023,m,37,DZA,74
2023,m,33,ESP,277
2023,f,15,USA,39
2023,f,67,VNM,68
2023,m,23,SRB,50
2023,m,28,ARM,102
2023,m,49,GRC,29
2023,f,28,SWZ,1
2023,m,31,GHA,28
2023,m,43,VNM,324
2023,m,13,HUN,12
2023,m,66,RUS,112
2023,f,42,TUR,77
2023,m,55,GBR,306
2023,f,26,VNM,177
2023,m,60,JOR,8
2023,f,49,GEO,390
2023,m,67,FRA,80
2023,m,39,ETH,17
2023,f,25,DEU,142
2023,m,30,SVK,68
2023,m,26,CAN,31
2023,m,27,ETH,114
2023,m,64,AUT,76
2023,f,71,SWE,97
2023,f,36,SVK,68
2023,f,43,ARM,50
2023,m,35,PHL,400
2023,m,36,THA,17
2023,f,42,SDN,1
2023,m,45,FRA,183
2023,m,57,MDA,323
2023,m,31,AFG,40
2023,m,68,HUN,17
2023,m,63,HUN,23
2023,m,12,ARM,19
2023,f,42,ARM,82
2023,f,85,UNKNOWN,29
2023,m,55,ESP,89
2023,m,34,FIN,45
2023,f,18,ROU,52
2023,f,34,CAN,26
2023,m,31,NGA,168
2023,m,1,MDA,58
2023,f,76,NOR,1
2023,m,47,NGA,44
2023,m,48,MUS,2
2023,m,36,ZWE,89
2023,f,27,SVK,46
2023,m,19,HUN,18
2023,m,34,NLD,102
2023,m,11,PRT,7
2023,m,40,USA,175
2023,m,54,IRL,54
2023,f,49,BGR,100
2023,f,31,CHN,292
2023,m,36,LVA,104
2023,f,30,ZWE,75
2023,f,44,FRA,81
2023,m,24,KGZ,131
2023,f,28,RWA,40
2023,m,24,ECU,19
2023,f,57,DEU,323
2023,f,79,DEU,123
2023,m,31,BEL,46
2023,f,30,SAU,58
2023,m,36,MNE,7
2023,f,50,THA,64
2023,f,34,TUN,9
2023,m,38,PAK,134
2023,f,24,ITA,141
2023,m,38,ETH,15
2023,f,17,FRA,52
2023,f,68,MDA,26
2023,m,47,TUN,32
2023,m,47,PAK,83
2023,m,30,BRA,99
2023,m,59,CZE,63
2023,m,29,VEN,29
2023,m,11,ROU,188
2023,m,37,LKA,30
2023,m,48,KGZ,60
2023,m,31,NOR,36
2023,f,14,BGR,57
2023,m,2,KOR,15
2023,f,8,TJK,6
2023,m,23,RWA,158
2023,f,14,MDA,46
2023,f,73,SWE,88
2023,m,23,TKM,88
2023,m,52,JOR,15
2023,f,34,THA,33
2023,f,53,KOR,64
2023,m,57,ARM,74
2023,m,25,BEL,28
2023,f,37,LBY,4
2023,f,36,NGA,27
2023,f,71,MNG,8
2023,m,4,BGR,73
2023,m,30,TKM,276
2023,f,23,RUS,420
2023,f,45,BGR,105
2023,m,31,NLD,77
2023,m,27,ISR,20
2023,m,63,DNK,41
2023,m,42,GBR,248
2023,f,62,VNM,70
2023,m,47,LKA,18
2023,m,31,KOSOVO,38
2023,m,40,JPN,46
2023,m,58,LVA,40
2023,f,31,TWN,27
2023,m,29,RWA,74
2023,f,29,LBY,2
2023,f,28,KOR,71
2023,m,45,VNM,256
2023,m,43,NPL,203
2023,m,54,KOR,182
2023,m,38,IRN,68
2023,m,2,IND,150
2023,m,64,JPN,49
2023,m,34,BRA,123
2023,f,2,BGD,14
2023,f,41,EST,13
2023,m,19,AZE,126
2023,f,39,JPN,42
2023,f,21,DNK,9
2023,m,64,LVA,15
2023,m,66,ARM,29
2023,m,59,LTU,50
2023,m,38,MEX,57
2023,f,59,DNK,16
2023,m,75,ITA,110
2023,m,43,SRB,91
2023,m,51,KOR,178
2023,m,107,USA,8
2023,f,32,LVA,39
2023,f,24,PAK,18
2023,m,45,KOR,201
2023,m,4,MNG,9
2023,m,39,ARG,27
2023,m,37,MAR,53
2023,m,42,MKD,12
2023,m,29,FRA,219
2023,f,44,JPN,51
2023,m,37,JOR,21
2023,m,59,RUS,242
2023,f,0,GEO,74
2023,m,39,CAN,41
2023,f,28,TUR,430
2023,m,43,JOR,20
2023,f,24,UNKNOWN,43
2023,m,32,UNKNOWN,79
2023,m,26,CHN,221
2023,f,47,ZAF,8
2023,f,15,COL,6
2023,f,63,LTU,33
2023,m,20,IDN,91
2023,m,21,DEU,137
2023,f,36,IRN,45
2023,m,64,BLR,357
2023,m,34,LBY,9
2023,f,44,LBN,2
2023,m,45,ARG,26
2023,m,0,TJK,7
2023,f,33,BGR,138
2023,m,27,ALB,55
2023,f,42,KOSOVO,2
2023,m,30,ITA,332
2023,f,84,SWE,28
2023,m,80,AUT,17
2023,m,27,ESP,260
2023,m,31,ROU,411
2023,f,65,SWE,76
2023,f,12,ROU,161
2023,m,31,UNKNOWN,62
2023,f,38,SVK,62
2023,m,34,GRC,75
2023,m,14,KOR,56
2023,m,76,RUS,37
2023,m,69,NLD,60
2023,m,27,IRQ,56
2023,f,56,PHL,13
2023,f,22,IRL,24
2023,m,28,FRA,216
2023,m,36,AFG,29
2023,m,121,USA,2
2023,m,42,CZE,122
2023,f,3,DEU,28
2023,m,38,IRQ,34
2023,m,26,KEN,26
2023,m,41,BRA,68
2023,m,37,IRQ,42
2023,m,48,BGD,61
2023,m,38,ITA,344
2023,m,23,USA,92
2023,m,35,CHN,474
2023,f,20,MOZ,13
2023,m,48,GHA,6
2023,f,72,AUT,52
2023,m,33,RWA,59
2023,f,46,AFG,7
2023,m,29,KEN,52
2023,f,5,CHN,53
2023,f,68,CZE,18
2023,f,35,TWN,17
2023,m,53,DNK,49
2023,f,14,TUR,29
2023,m,35,BRA,138
2023,f,50,KOR,86
2023,m,3,BLR,770
2023,m,32,VEN,28
2023,m,28,MNG,23
2023,m,24,ESP,260
2023,f,25,USA,112
2023,m,26,NLD,63
2023,f,30,GEO,359
2023,m,39,MAR,56
2023,m,51,LKA,14
2023,m,10,AZE,10
2023,m,37,KOR,136
2023,f,41,KAZ,73
2023,m,34,GHA,22
2023,m,54,MAR,19
2023,m,53,MNG,16
2023,m,39,NLD,95
2023,m,47,IND,456
2023,f,26,ITA,150
2023,f,59,TJK,2
2023,m,30,UNKNOWN,65
2023,m,52,NLD,155
2023,m,34,DEU,439
2023,m,27,ZMB,6
2023,m,21,UNKNOWN,19
2023,m,58,USA,116
2023,m,57,JPN,73
2023,f,31,NPL,117
2023,m,35,AUS,24
2023,m,87,DEU,132
2023,f,19,MAR,11
2023,m,35,TKM,220
2023,m,84,CHE,3
2023,m,54,HUN,54
2023,m,30,PHL,222
2023,f,69,GEO,12
2023,f,109,RUS,4
2023,m,17,PAK,6
2023,f,56,GEO,219
2023,m,51,LTU,98
2023,m,44,SWE,118
2023,m,62,ITA,192
2023,m,45,NLD,115
2023,m,67,DEU,746
2023,m,53,USA,176
2023,f,60,MDA,86
2023,m,62,CZE,50
2023,m,26,ROU,274
2023,f,5,IND,158
2023,f,47,GEO,438
2023,m,72,UNKNOWN,75
2023,m,69,UNKNOWN,87
2023,f,19,ROU,41
2023,m,30,KAZ,230
2023,m,42,NLD,105
2023,m,26,ALB,60
2023,m,70,SWE,89
2023,f,44,BGD,5
2023,m,52,VNM,220
2023,f,52,CHE,6
2023,m,60,GRC,28
2023,f,49,USA,60
2023,f,7,VNM,89
2023,f,36,MNG,36
2023,f,67,IRQ,6
2023,m,78,AUT,32
2023,f,31,TKM,30
2023,f,46,CHN,153
2023,f,8,NLD,11
2023,m,33,GHA,27
2023,f,50,CHN,153
2023,f,51,THA,73
2023,f,19,DEU,94
2023,f,97,UKR,27
2023,f,15,ARM,22
2023,f,11,ROU,186
2023,f,36,DEU,164
2023,m,46,EGY,87
2023,f,38,TUR,202
2023,f,67,AZE,2
2023,f,26,DEU,130
2023,f,59,TUR,13
2023,m,42,KAZ,142
2023,m,50,BGD,46
2023,m,46,PRK,23
2023,m,15,CHN,52
2023,f,27,FRA,142
2023,m,48,UNKNOWN,97
2023,m,75,NLD,60
2023,m,47,CZE,135
2023,f,19,GEO,85
2023,f,37,VNM,212
2023,m,62,CHN,67
2023,f,33,MNG,27
2023,f,67,LVA,8
2023,m,50,LTU,97
2023,f,42,BRA,54
2023,m,50,ESP,119
2023,m,50,ZWE,23
2023,m,18,AZE,96
2023,m,48,NPL,89
2023,f,5,DEU,37
2023,f,52,IRL,14
2023,m,40,FIN,18
2023,m,8,ROU,165
2023,m,36,SVK,106
2023,m,14,GEO,80
2023,m,11,CHN,59
2023,f,75,UNKNOWN,78
2023,m,18,FRA,41
2023,f,30,GBR,59
2023,m,49,CZE,125
2023,f,60,UNKNOWN,21
2023,m,29,CZE,91
2023,f,27,UZB,58
2023,f,31,BRA,78
2023,m,66,ESP,27
2023,m,4,PRT,6
2023,m,30,ARG,33
2023,f,38,ECU,5
2023,m,9,VNM,98
2023,m,46,BRA,33
2023,f,2,GBR,11
2023,f,116,UNKNOWN,3
2023,m,51,TUR,338
2023,m,32,BGD,300
2023,m,4,UZB,12
2023,m,83,UNKNOWN,17
2023,m,42,ETH,4
2023,m,85,ITA,32
2023,m,25,UZB,442
2023,f,49,ARM,62
2023,m,41,FRA,222
2023,m,25,AFG,30
2023,f,47,LTU,58
2023,f,53,PHL,33
2023,m,49,TUN,12
2023,m,65,UNKNOWN,136
2023,m,25,ARG,34
2023,m,8,NGA,5
2023,m,48,NLD,114
2023,m,35,KGZ,109
2023,m,67,TWN,4
2023,m,15,ARM,25
2023,m,24,NOR,35
2023,m,38,FRA,227
2023,f,35,IRN,42
2023,f,38,DEU,189
2023,f,14,LBY,4
2023,f,36,ESP,72
2023,m,52,SRB,70
2023,m,41,BGR,194
2023,f,40,VNM,226
2023,f,55,AUT,75
2023,m,53,ROU,233
2023,m,74,FRA,57
2023,m,22,UZB,497
2023,f,47,THA,62
2023,m,55,SVK,45
2023,m,7,IND,130
2023,m,57,ZAF,5
2023,f,5,GBR,20
2023,f,62,LTU,35
2023,f,35,SAU,12
2023,m,29,GBR,96
2023,f,75,GBR,20
2023,f,40,GRC,18
2023,f,30,UNKNOWN,82
2023,m,64,CZE,41
2023,f,74,NLD,9
2023,m,24,ARM,66
2023,m,48,BEL,41
2023,m,23,FRA,211
2023,m,41,KGZ,143
2023,m,83,UKR,212
2023,m,58,ROU,85
2023,m,32,UNKNOWN,19
2023,m,33,KAZ,169
2023,f,28,NGA,83
2023,m,30,ARM,146
2023,m,43,MUS,6
2023,f,32,CAN,26
2023,m,53,BIH,14
2023,f,73,AUT,50
2023,f,23,IND,179
2023,f,25,NPL,110
2023,m,50,BEL,53
2023,m,15,AZE,13
2023,m,33,KOSOVO,45
2023,m,48,KAZ,113
2023,m,21,UZB,468
2023,m,52,CAN,26
2023,m,71,SWE,66
2023,f,64,SWE,72
2023,f,32,MUS,3
2023,f,38,CUB,9
2023,m,32,LBN,34
2023,m,63,FRA,108
2023,f,63,BLR,309
2023,m,49,IND,305
2023,m,31,BRA,84
2023,m,87,CHN,3
2023,f,2,TUR,33
2023,f,42,LBY,3
2023,m,86,UKR,177
2023,f,33,DNK,5
2023,m,35,UNKNOWN,94
2023,m,41,ALB,57
2023,m,34,TWN,33
2023,m,37,ARG,50
2023,f,10,RUS,167
2023,m,33,HRV,52
2023,f,25,ETH,88
2023,f,23,BEL,14
2023,m,24,DNK,18
2023,m,22,COL,212
2023,f,73,CHE,3
2023,m,28,PER,29
2023,m,15,DEU,58
2023,m,30,IRQ,41
2023,f,41,FRA,65
2023,m,33,TZA,12
2023,f,24,VNM,151
2023,m,44,KAZ,134
2023,f,86,DEU,78
2023,m,34,TKM,216
2023,f,28,NOR,38
2023,m,56,BGD,10
2023,f,26,SVK,55
2023,f,38,PER,7
2023,f,33,KEN,34
2023,m,16,GEO,76
2023,m,62,LBN,5
2023,m,43,ARM,167
2023,f,55,MDA,233
2023,f,27,KAZ,175
2023,f,25,ITA,161
2023,f,25,BRA,37
2023,m,2,ZWE,5
2023,m,34,SVK,95
2023,f,22,VNM,162
2023,m,51,PHL,171
2023,f,64,NOR,9
2023,f,32,AFG,12
2023,f,77,USA,26
2023,f,27,AGO,9
2023,m,46,SVK,79
2023,m,52,PAK,50
2023,m,35,NLD,96
2023,m,42,MNG,21
2023,m,97,YUG,1
2023,m,17,USA,35
2023,f,4,GBR,14
2023,f,59,GBR,36
2023,f,59,MDA,117
2023,f,49,IND,61
2023,m,68,CHE,11
2023,m,72,GBR,57
2023,m,39,KEN,21
2023,f,20,IDN,57
2023,f,33,AUS,6
2023,f,27,ARM,49
2023,m,69,BLR,113
2023,f,29,LTU,72
2023,f,26,IDN,116
2023,m,22,CZE,23
2023,f,3,UZB,12
2023,m,55,HUN,45
2023,m,10,AGO,2
2023,m,47,DNK,54
2023,m,3,IND,160
2023,f,65,CAN,8
2023,f,35,FIN,34
2023,m,38,EGY,169
2023,m,32,GRC,75
2023,f,13,BGR,66
2023,m,26,BGD,274
2023,m,79,DEU,298
2023,m,34,BGR,194
2023,m,31,DZA,90
2023,m,38,GRC,59
2023,m,56,BGR,112
2023,m,23,ZWE,270
2023,f,27,AUT,25
2023,m,25,IRQ,45
2023,m,23,HUN,36
2023,m,38,HUN,85
2023,f,43,CZE,50
2023,f,44,KOR,103
2023,f,24,MYS,9
2023,m,30,UNKNOWN,26
2023,f,23,ROU,106
2023,f,37,NPL,68
2023,m,64,GRC,24
2023,f,21,USA,54
2023,f,67,UNKNOWN,177
2023,m,4,VNM,90
2023,m,49,PRT,50
2023,m,19,CAN,12
2023,m,51,NGA,34
2023,m,68,BLR,125
2023,m,23,JOR,21
2023,m,64,GEO,186
2023,m,27,PHL,89
2023,m,54,COG,5
2023,f,71,UNKNOWN,9
2023,f,39,AUT,41
2023,m,47,KOSOVO,23
2023,m,22,TKM,54
2023,m,1,UNKNOWN,24
2023,m,24,SAU,7
2023,f,29,ITA,175
2023,m,48,ETH,9
2023,f,31,TZA,11
2023,m,63,CHN,71
2023,f,27,THA,22
2023,m,25,LVA,60
2023,m,49,PRK,30
2023,m,58,UNKNOWN,102
2023,m,34,ARG,50
2023,f,5,GRC,12
2023,m,18,KGZ,51
2023,f,79,AUT,13
2023,m,25,MAR,85
2023,f,34,COL,111
2023,f,134,UNKNOWN,2
2023,m,51,BEL,67
2023,f,44,USA,81
2023,m,33,FRA,270
2023,m,23,ESP,265
2023,m,16,COL,4
2023,m,64,PRK,20
2023,m,60,UNKNOWN,116
2023,f,70,SWE,101
2023,m,45,ARM,143
2023,m,48,RUS,505
2023,f,9,CHN,57
2023,m,48,VNM,250
2023,m,5,KGZ,7
2023,m,1,TJK,8
2023,m,19,KAZ,237
2023,f,62,RUS,175
2023,m,60,AUT,82
2023,f,34,AUT,25
2023,f,31,KOR,71
2023,f,15,EGY,7
2023,f,24,IDN,122
2023,m,34,NGA,151
2023,f,41,ALB,10
2023,m,64,VNM,101
2023,m,71,JOR,4
2023,m,34,IRL,34
2023,f,69,RUS,98
2023,m,36,VEN,25
2023,m,41,AUS,15
2023,f,2,EGY,15
2023,m,24,ETH,168
2023,m,65,ITA,183
2023,m,28,NOR,43
2023,f,13,GEO,74
2023,f,30,USA,106
2023,m,36,ITA,334
2023,m,29,ROU,354
2023,f,9,GEO,59
2023,f,6,GEO,57
2023,f,6,RUS,177
2023,m,23,ECU,12
2023,f,31,CRI,6
2023,f,10,BGD,2
2023,f,54,ITA,30
2023,f,17,ROU,75
2023,m,41,ROU,395
2023,f,36,JPN,49
2023,f,92,DEU,66
2023,m,44,BGD,170
2023,m,41,JPN,52
2023,m,90,ITA,8
2023,m,26,BOL,5
2023,m,34,KEN,34
2023,f,55,VNM,76
2023,m,40,GBR,239
2023,f,51,CZE,48
2023,m,68,CHN,47
2023,m,87,UKR,105
2023,m,2,PHL,14
2023,m,20,GRC,8
2023,f,92,GBR,7
2023,m,21,ARG,15
2023,m,59,ESP,52
2023,m,51,CHE,21
2023,f,34,GBR,65
2023,m,55,ARM,93
2023,m,1,SWE,5
2023,f,86,BGR,4
2023,f,34,MEX,32
2023,m,86,FRA,7
2023,f,32,NPL,97
2023,m,44,THA,26
2023,f,40,THA,59
2023,m,29,UNKNOWN,69
2023,m,56,HRV,25
2023,m,39,ALB,70
2023,f,58,BLR,451
2023,m,27,ZWE,94
2023,m,34,TUN,109
2023,m,97,GRC,29
2023,m,59,UNKNOWN,109
2023,m,34,LTU,138
2023,m,41,MKD,15
2023,m,47,KAZ,110
2023,m,24,USA,100
2023,f,34,PRK,47
2023,f,61,GBR,37
2023,f,59,PRK,1
2023,f,79,BLR,37
2023,f,53,RUS,298
2023,f,24,KGZ,69
2023,f,15,ITA,29
2023,m,75,CHE,7
2023,m,43,TKM,80
2023,f,22,BGR,85
2023,f,47,DEU,235
2023,f,46,MNG,21
2023,f,53,LVA,19
2023,m,28,BGD,357
2023,m,10,VNM,96
2023,f,69,VNM,43
2023,f,44,ARM,74
2023,m,59,KAZ,17
2023,m,22,UNKNOWN,29
2023,f,76,BLR,64
2023,m,47,HUN,78
2023,f,14,IND,49
2023,m,65,VNM,94
2023,f,29,GHA,13
2023,m,27,CZE,63
2023,f,27,COG,11
2023,f,50,BGR,87
2023,f,41,AUT,48
2023,f,71,AUT,57
2023,f,92,UKR,85
2023,f,38,KAZ,89
2023,f,46,LVA,30
2023,f,83,ITA,7
2023,m,56,RUS,312
2023,m,22,ROU,168
2023,m,31,CHN,313
2023,m,55,RUS,356
2023,m,60,NOR,29
2023,f,35,BGR,141
2023,f,11,KAZ,23
2023,m,62,UZB,12
2023,f,72,CHN,15
2023,m,29,KOR,128
2023,m,27,CUB,19
2023,m,37,FRA,236
2023,f,6,TUR,34
2023,f,51,IND,39
2023,m,62,COL,6
2023,f,74,RUS,77
2023,m,24,DEU,154
2023,f,90,GBR,1
2023,f,9,AUT,6
2023,m,78,YUG,2
2023,f,56,MNG,23
2023,f,104,UNKNOWN,4
2023,f,43,KAZ,56
2023,f,65,BLR,236
2023,m,39,SAU,11
2023,f,14,VNM,80
2023,f,65,JPN,15
2023,m,56,LBN,18
2023,m,29,CHN,266
2023,m,23,DZA,66
2023,f,0,BIH,3
2023,f,62,GEO,78
2023,f,26,PHL,91
2023,f,77,UNKNOWN,71
2023,m,25,KOSOVO,38
2023,f,29,TUR,471
2023,m,23,YEM,8
2023,m,3,ROU,246
2023,f,41,BRA,54
2023,m,42,PER,15
2023,m,25,TUN,46
2023,f,29,DEU,147
2023,m,61,GRC,43
2023,m,27,GTM,17
2023,m,25,IDN,372
2023,f,53,ITA,30
2023,m,39,SYR,34
2023,f,38,IRN,41
2023,m,66,JPN,23
2023,f,24,AUT,16
2023,m,79,CAN,7
2023,m,9,IRQ,5
2023,m,9,CHN,70
2023,m,82,ARM,7
2023,m,30,COL,325
2023,m,68,IRL,22
2023,m,68,ITA,131
2023,f,13,ROU,132
2023,f,3,GEO,93
2023,f,29,ZMB,4
2023,m,85,VNM,12
2023,m,6,AFG,11
2023,f,43,AUT,50
2023,f,44,HUN,39
2023,f,65,FIN,6
2023,m,40,BGD,262
2023,m,7,ARM,32
2023,f,46,KEN,10
2023,m,46,PHL,417
2023,f,8,FRA,19
2023,m,35,PRT,143
2023,m,49,PHL,221
2023,m,28,CRI,6
2023,f,19,MDA,254
2023,f,27,FIN,30
2023,m,53,TZA,1
2023,m,44,KOR,261
2023,m,50,SVN,10
2023,f,72,RUS,92
2023,f,3,CHN,52
2023,f,87,USA,7
2023,f,40,IDN,64
2023,m,78,ITA,76
2023,m,51,SYR,24
2023,f,5,VNM,93
2023,m,8,KOR,63
2023,m,29,DNK,35
2023,m,72,PRT,4
2023,m,23,MAR,96
2023,m,30,EGY,129
2023,m,37,MKD,7
2023,f,41,CMR,7
2023,f,46,CAN,22
2023,m,55,TUR,176
2023,f,32,CZE,56
2023,m,2,AFG,14
2023,m,59,SVK,49
2023,m,9,IND,122
2023,f,44,TKM,11
2023,f,54,UNKNOWN,4
2023,m,29,NLD,71
2023,f,33,DZA,7
2023,m,36,ETH,29
2023,m,30,RUS,634
2023,m,53,ARM,109
2023,m,24,AZE,478
2023,f,31,NGA,66
2023,m,28,MEX,52
2023,f,35,KOR,63
2023,m,22,LTU,29
2023,f,30,BRA,65
2023,m,29,IRQ,48
2023,m,42,UNKNOWN,150
2023,m,37,KGZ,119
2023,f,66,ARM,42
2023,f,23,EST,4
2023,m,53,TWN,3
2023,f,89,AUT,3
2023,f,36,LVA,48
2023,m,28,SWE,46
2023,f,82,SWE,21
2023,f,46,BGR,100
2023,m,24,KAZ,279
2023,m,61,LTU,36
2023,f,32,DEU,130
2023,f,27,KEN,41
2023,f,35,NPL,69
2023,m,37,CYP,6
2023,f,3,MDA,46
2023,m,0,CUB,1
2023,m,40,SVK,109
2023,f,63,KAZ,18
2023,m,60,PAK,17
2023,m,38,CAN,54
2023,m,18,BGR,74
2023,m,24,ALB,41
2023,f,20,TKM,5
2023,m,76,FRA,40
2023,m,70,MDA,11
2023,m,41,BEL,79
2023,m,41,NZL,8
2023,m,9,SWE,5
2023,m,44,IRQ,36
2023,m,7,NPL,4
2023,m,52,ARM,115
2023,f,10,ZWE,5
2023,m,6,NGA,4
2023,f,44,PHL,265
2023,f,48,BGR,95
