year,sex,age,citizenship,count
2022,m,35,DZA,67
2022,m,73,TUN,3
2022,m,64,MLT,1
2022,m,33,FIN,44
2022,m,5,BGR,59
2022,m,22,LBY,6
2022,m,29,USA,120
2022,f,36,GBR,51
2022,m,47,SVK,79
2022,f,8,SRB,4
2022,m,11,TUR,22
2022,m,51,SAU,5
2022,f,39,IRN,34
2022,m,46,USA,139
2022,m,15,MDA,26
2022,m,70,UNKNOWN,7
2022,m,39,KGZ,74
2022,f,44,JPN,59
2022,m,61,IRQ,17
2022,f,8,DEU,40
2022,f,25,MNE,6
2022,m,39,KAZ,113
2022,f,44,UZB,29
2022,m,23,NGA,60
2022,f,48,DNK,7
2022,f,60,AUT,70
2022,f,57,AUT,84
2022,m,44,PHL,300
2022,f,25,USA,68
2022,m,72,AUT,57
2022,f,46,CAN,17
2022,m,32,DZA,64
2022,m,58,LVA,41
2022,f,23,IDN,81
2022,f,30,CAN,26
2022,f,33,HUN,65
2022,f,1,FRA,11
2022,m,58,NLD,109
2022,m,59,NLD,107
2022,m,21,DZA,27
2022,f,39,KAZ,57
2022,m,38,MAR,52
2022,f,45,AUS,12
2022,f,34,UNKNOWN,86
2022,f,24,SVN,6
2022,m,64,LTU,29
2022,f,31,GRC,31
2022,m,63,IRN,6
2022,f,21,KEN,7
2022,m,32,KGZ,58
2022,m,35,SYR,38
2022,m,79,NOR,5
2022,f,68,CZE,20
2022,m,82,ARM,9
2022,f,43,JPN,49
2022,m,36,AUS,15
2022,f,58,IND,21
2022,m,29,TUN,62
2022,f,57,MDA,122
2022,m,20,GBR,23
2022,m,12,TJK,3
2022,m,54,JPN,74
2022,f,74,DNK,13
2022,m,54,GBR,289
2022,m,66,CAN,14
2022,f,46,BGR,112
2022,f,62,MDA,40
2022,f,30,DEU,116
2022,f,94,UNKNOWN,12
2022,m,67,KOR,33
2022,f,27,AFG,8
2022,m,35,BGD,180
2022,m,28,GRC,36
2022,f,25,ROU,119
2022,m,79,NLD,35
2022,m,4,RUS,147
2022,f,12,RUS,191
2022,f,31,VNM,200
2022,f,104,GBR,2
2022,m,17,HUN,10
2022,m,33,URY,3
2022,m,53,KEN,3
2022,m,76,BGR,26
2022,f,59,PRY,1
2022,m,46,AGO,3
2022,m,46,IND,368
2022,f,80,USA,16
2022,m,45,IRL,43
2022,m,37,IDN,173
2022,f,28,FRA,106
2022,f,8,HUN,11
2022,f,35,NPL,48
2022,f,20,UZB,29
2022,m,26,SGP,2
2022,m,42,KOR,205
2022,m,38,PAK,128
2022,f,1,GEO,68
2022,m,54,SWE,65
2022,m,29,CZE,77
2022,m,33,SRB,74
2022,f,37,TUR,190
2022,m,44,BEL,41
2022,f,42,CZE,48
2022,m,7,TUR,28
2022,m,45,DNK,37
2022,m,24,ITA,141
2022,m,7,MNG,6
2022,m,31,TKM,120
2022,m,48,NOR,28
2022,m,16,KOR,55
2022,f,72,IND,8
2022,f,27,AZE,94
2022,m,27,PRT,89
2022,f,11,FRA,26
2022,m,42,AUT,78
2022,m,67,FRA,80
2022,f,38,HUN,62
2022,f,31,SRB,32
2022,m,57,IRL,39
2022,f,30,VNM,189
2022,f,37,AZE,29
2022,f,84,FRA,3
2022,m,73,ITA,100
2022,f,25,CZE,42
2022,f,86,RUS,31
2022,f,28,GEO,284
2022,f,34,FIN,33
2022,m,37,NGA,142
2022,m,33,NGA,136
2022,m,32,USA,149
2022,f,48,IND,56
2022,m,50,BGD,24
2022,m,43,IRN,32
2022,m,66,SVK,21
2022,m,33,BRA,117
2022,m,43,IRL,53
2022,m,18,PAK,9
2022,m,89,FRA,6
2022,f,22,DEU,100
2022,m,29,IRQ,41
2022,m,27,IRN,27
2022,m,23,PER,20
2022,m,81,DEU,252
2022,f,14,KAZ,14
2022,m,50,TUN,15
2022,f,96,FRA,3
2022,m,39,AFG,14
2022,f,20,AGO,4
2022,m,70,ARM,31
2022,f,37,EGY,15
2022,f,23,MKD,1
2022,f,36,AZE,40
2022,f,43,KEN,13
2022,m,50,TJK,20
2022,m,27,PNG,2
2022,m,65,ARM,28
2022,m,23,KOSOVO,30
2022,f,92,DEU,42
2022,m,58,RUS,236
2022,m,89,DEU,77
2022,f,30,KEN,21
2022,m,32,TJK,106
2022,f,25,SVK,49
2022,m,53,MDA,397
2022,m,50,GBR,242
2022,f,82,USA,8
2022,f,88,UNKNOWN,12
2022,m,19,ITA,30
2022,f,43,IDN,43
2022,f,74,BLR,69
2022,f,72,CHN,14
2022,f,34,PAK,24
2022,f,54,GBR,62
2022,f,46,KOR,89
2022,m,67,RUS,77
2022,m,39,NPL,202
2022,f,46,GBR,49
2022,m,57,BIH,16
2022,m,62,MDA,104
2022,f,9,NLD,15
2022,m,6,RUS,198
2022,m,44,GBR,267
2022,m,35,SVN,14
2022,f,40,JPN,49
2022,m,12,ARM,20
2022,m,22,PER,10
2022,m,26,DEU,192
2022,f,24,KAZ,177
2022,m,43,SRB,65
2022,f,62,ROU,23
2022,m,28,CZE,74
2022,m,28,LVA,70
2022,m,61,BGR,96
2022,m,33,GBR,151
2022,f,45,THA,71
2022,m,63,ROU,46
2022,f,35,VNM,236
2022,m,9,KOR,52
2022,f,20,NLD,33
2022,f,35,UZB,34
2022,m,33,PAK,125
2022,f,46,AGO,2
2022,f,97,DEU,26
2022,f,69,JOR,1
2022,f,49,JPN,44
2022,m,27,ZWE,80
2022,m,34,ECU,3
2022,f,36,BGR,101
2022,m,40,FIN,25
2022,m,56,ISR,17
2022,m,77,DEU,238
2022,f,51,USA,57
2022,m,73,BGR,37
2022,m,34,AFG,19
2022,m,53,NPL,17
2022,f,47,LTU,58
2022,m,64,USA,75
2022,m,26,USA,89
2022,m,9,CZE,18
2022,f,9,IND,76
2022,f,11,SWE,7
2022,f,19,AZE,22
2022,f,48,UNKNOWN,278
2022,m,46,PHL,232
2022,m,18,NOR,6
2022,m,32,KOSOVO,40
2022,m,47,ROU,251
2022,m,29,TJK,76
2022,f,33,KAZ,123
2022,m,4,DEU,31
2022,f,26,URY,2
2022,m,21,BEL,13
2022,f,54,BGR,72
2022,m,55,PAK,21
2022,m,45,SRB,67
2022,f,22,TZA,13
2022,f,49,ROU,70
2022,m,17,CHN,30
2022,m,11,CZE,17
2022,f,27,ROU,125
2022,f,60,UNKNOWN,202
2022,f,41,VNM,144
2022,f,51,UZB,17
2022,m,39,MNG,25
2022,f,40,CHL,4
2022,f,43,AZE,14
2022,m,20,IDN,81
2022,m,42,VNM,291
2022,m,43,HRV,29
2022,f,53,COL,5
2022,m,18,IND,55
2022,m,62,CAN,16
2022,f,104,UNKNOWN,4
2022,f,20,TWN,9
2022,f,30,ZWE,65
2022,f,67,DNK,19
2022,m,15,ARM,28
2022,m,27,ARG,16
2022,f,83,AUT,12
2022,m,19,PRT,9
2022,m,36,NGA,129
2022,m,40,FRA,206
2022,f,34,SVK,62
2022,m,23,LVA,39
2022,f,14,KEN,2
2022,f,74,CHN,18
2022,m,46,IRL,47
2022,m,51,MEX,13
2022,f,65,UNKNOWN,13
2022,f,78,BGR,9
2022,m,9,BGR,63
2022,m,2,SRB,7
2022,f,27,FRA,112
2022,m,34,RWA,18
2022,m,22,MAR,52
2022,m,53,COG,6
2022,m,21,KGZ,81
2022,m,40,JPN,48
2022,f,29,NPL,94
2022,f,60,SWE,52
2022,m,42,IRL,65
2022,f,54,KOR,45
2022,f,39,CAN,25
2022,m,11,IND,66
2022,m,59,MAR,8
2022,f,61,VNM,64
2022,m,32,SWE,69
2022,f,51,NLD,39
2022,m,32,UNKNOWN,98
2022,m,37,GRC,53
2022,f,0,IND,53
2022,m,42,PSE,2
2022,m,43,BEL,58
2022,m,54,HUN,43
2022,f,35,ARM,78
2022,f,23,KOR,57
2022,f,30,ARM,77
2022,m,42,LVA,85
2022,f,25,IDN,86
2022,f,17,KOR,57
2022,f,69,CHN,22
2022,m,38,CHL,15
2022,f,32,VNM,194
2022,m,45,IDN,54
2022,f,59,VNM,87
2022,f,34,RWA,9
2022,m,38,CMR,20
2022,f,13,KOR,48
2022,m,61,PRK,22
2022,m,25,MEX,43
2022,m,1,KAZ,13
2022,m,72,FRA,60
2022,f,44,PER,9
2022,f,35,UNKNOWN,89
2022,m,57,HUN,30
2022,f,37,CHN,263
2022,f,68,SWE,107
2022,f,16,RUS,244
2022,f,55,DEU,264
2022,f,93,DEU,53
2022,m,9,SWE,11
2022,m,68,UNKNOWN,8
2022,m,34,SRB,84
2022,m,29,SRB,74
2022,m,70,CAN,17
2022,f,20,ESP,140
2022,f,30,FRA,81
2022,m,44,THA,27
2022,f,36,BGD,12
2022,m,41,BIH,18
2022,f,14,SOM,1
2022,f,44,IDN,37
2022,f,17,DEU,54
2022,f,35,HRV,24
2022,f,25,NGA,51
2022,f,45,UZB,28
2022,f,27,KEN,28
2022,m,36,SWE,63
2022,m,32,SEN,7
2022,f,33,CZE,60
2022,m,59,GBR,213
2022,m,27,ECU,9
2022,f,29,NGA,56
2022,m,56,KAZ,33
2022,f,0,MDA,59
2022,m,36,TKM,91
2022,m,38,GBR,216
2022,f,68,USA,31
2022,m,34,DZA,65
2022,m,15,GEO,59
2022,m,30,AUT,31
2022,f,29,UNKNOWN,81
2022,m,29,BGR,118
2022,f,68,AUT,80
2022,f,26,LTU,58
2022,m,48,ITA,296
2022,m,28,KOSOVO,38
2022,m,22,FRA,161
2022,f,21,COL,23
2022,f,52,ROU,57
2022,f,12,KOR,64
2022,f,41,MAR,10
2022,m,41,UZB,332
2022,m,41,NOR,34
2022,m,19,TUR,204
2022,f,48,GBR,47
2022,m,37,IRL,33
2022,f,33,JAM,3
2022,f,44,AUS,11
2022,f,58,RUS,199
2022,f,25,UNKNOWN,58
2022,f,83,RUS,49
2022,m,62,GEO,216
2022,f,28,KEN,29
2022,m,76,ITA,110
2022,m,50,GAB,1
2022,f,51,MYS,5
2022,m,31,CZE,100
2022,f,37,TUN,7
2022,f,46,ROU,56
2022,m,55,IND,84
2022,f,47,KAZ,47
2022,m,24,EGY,50
2022,m,21,VNM,137
2022,f,53,CZE,31
2022,m,45,BGR,189
2022,f,38,NZL,1
2022,f,21,GEO,147
2022,m,29,SYR,29
2022,f,72,HUN,8
2022,m,9,TJK,10
2022,f,34,ITA,101
2022,m,55,YUG,6
2022,m,76,SWE,57
2022,m,34,MAR,63
2022,m,60,KAZ,15
2022,f,62,GEO,61
2022,f,22,FRA,99
2022,f,57,ARM,45
2022,f,16,ISR,4
2022,m,62,BEL,43
2022,f,40,ALB,9
2022,f,32,ITA,102
2022,m,69,AUS,7
2022,f,74,BEL,7
2022,m,37,DZA,82
2022,f,47,ESP,38
2022,f,4,TJK,9
2022,f,14,PAK,6
2022,f,3,ESP,9
2022,f,39,DEU,200
2022,f,73,ARM,38
2022,f,29,GRC,31
2022,f,57,NOR,7
2022,f,21,SOM,2
2022,m,34,BOL,8
2022,m,83,USA,19
2022,m,21,MAR,50
2022,m,33,BGR,177
2022,f,55,AUT,59
2022,m,6,TUR,30
2022,f,23,DZA,9
2022,m,24,PRT,54
2022,f,56,BGR,55
2022,f,38,GEO,337
2022,f,5,VNM,74
2022,f,33,PHL,269
2022,m,51,BGR,158
2022,f,86,DEU,84
2022,m,41,MAR,33
2022,f,39,UZB,17
2022,m,34,SOM,2
2022,f,58,GEO,144
2022,f,22,GEO,177
2022,m,48,BGD,36
2022,f,39,USA,134
2022,m,23,PRT,61
2022,f,38,USA,121
2022,m,68,PRK,3
2022,m,30,BGR,134
2022,m,41,KOSOVO,34
2022,m,45,TJK,41
2022,f,26,IRQ,9
2022,f,57,VNM,83
2022,m,50,SVK,68
2022,f,18,IND,57
2022,m,26,MEX,56
2022,m,26,LSO,1
2022,m,14,ROU,57
2022,f,40,BGR,88
2022,m,62,DNK,40
2022,m,10,CHL,2
2022,m,82,ETH,2
2022,m,16,GEO,60
2022,m,12,IRQ,5
2022,f,60,TUR,14
2022,m,35,NLD,94
2022,m,52,TUR,178
2022,m,41,MEX,29
2022,m,21,CHN,80
2022,m,54,LBY,10
2022,f,25,SWE,22
2022,f,59,ITA,19
2022,m,36,ALB,61
2022,f,53,BEL,9
2022,m,79,USA,23
2022,m,20,ESP,82
2022,m,33,AZE,200
2022,m,63,GEO,165
2022,f,64,AUT,95
2022,m,61,TUR,46
2022,f,7,HUN,8
2022,f,23,ESP,260
2022,m,21,AUT,17
2022,f,45,PHL,127
2022,m,25,KGZ,59
2022,f,26,GBR,42
2022,f,8,KOR,68
2022,f,35,KAZ,111
2022,m,34,CHN,428
2022,f,47,ZAF,4
2022,m,57,SWE,65
2022,f,5,PRT,5
2022,f,34,HRV,19
2022,m,28,AFG,46
2022,f,39,VNM,208
2022,f,32,SVK,66
2022,f,56,UNKNOWN,18
2022,f,28,ZWE,88
2022,f,58,CHN,72
2022,m,68,YUG,4
2022,m,45,KOR,199
2022,f,47,IND,45
2022,m,7,LTU,14
2022,f,22,UNKNOWN,40
2022,m,54,PHL,54
2022,f,8,BEL,8
2022,m,59,ARM,61
2022,m,23,MAR,66
2022,f,40,PHL,289
2022,f,46,HUN,38
2022,f,24,IDN,71
2022,f,69,AUT,86
2022,m,64,YUG,4
2022,f,13,ROU,71
2022,f,37,LVA,39
2022,m,32,JOR,24
2022,m,32,NGA,123
2022,f,45,SGP,3
2022,m,28,KEN,42
2022,m,8,USA,34
2022,m,64,ZAF,3
2022,f,62,RUS,176
2022,m,25,ARM,67
2022,m,33,GRC,67
2022,f,57,KAZ,14
2022,f,24,SOM,2
2022,f,21,RWA,80
2022,f,66,CHN,35
2022,f,36,MNG,51
2022,m,53,CHN,223
2022,m,54,UZB,64
2022,f,36,DOM,2
2022,f,53,IND,22
2022,m,41,MNG,19
2022,m,40,ARM,141
2022,f,23,VNM,120
2022,m,68,GBR,114
2022,m,51,PHL,84
2022,m,29,BRA,87
2022,f,36,COL,32
2022,m,56,PAK,21
2022,f,46,USA,64
2022,m,30,TJK,85
2022,m,50,CZE,103
2022,f,131,RUS,1
2022,m,32,TUN,105
2022,m,28,BGR,108
2022,f,32,ALB,13
2022,f,59,THA,11
2022,f,68,DNK,24
2022,f,34,KOSOVO,6
2022,f,110,GBR,2
2022,m,30,SYR,26
2022,m,72,AUS,4
2022,m,32,NLD,80
2022,m,58,LTU,42
2022,f,29,JPN,36
2022,m,64,PRK,18
2022,f,53,ARM,37
2022,m,34,ARM,136
2022,m,60,KOR,96
2022,m,41,NPL,148
2022,f,67,BGR,29
2022,f,46,CZE,53
2022,f,56,MDA,177
2022,m,34,SYR,32
2022,m,27,TUN,48
2022,f,100,UNKNOWN,6
2022,m,29,KOR,98
2022,f,53,CHN,81
2022,m,53,TUR,165
2022,m,31,ARM,125
2022,f,50,THA,62
2022,f,59,AUT,74
2022,f,27,KAZ,181
2022,f,39,NLD,36
2022,f,39,KOR,85
2022,m,68,DNK,34
2022,f,42,LVA,35
2022,m,75,FRA,39
2022,m,39,ESP,190
2022,m,76,AUT,37
2022,m,84,AUT,13
2022,m,23,GBR,40
2022,m,59,BGR,84
2022,f,77,RUS,43
2022,f,50,ROU,43
2022,f,42,BRA,37
2022,f,2,VNM,101
2022,f,86,CHN,4
2022,f,50,FRA,67
2022,m,40,THA,48
2022,m,49,AUT,42
2022,f,38,CHN,239
2022,f,16,KAZ,34
2022,m,46,EGY,66
2022,f,43,ZAF,7
2022,f,36,VEN,10
2022,f,55,PHL,13
2022,f,18,MEX,5
2022,m,59,IDN,1
2022,f,0,KGZ,4
2022,m,25,UNKNOWN,13
2022,m,66,UNKNOWN,112
2022,m,32,ARG,27
2022,m,74,UNKNOWN,8
2022,m,55,CUB,5
2022,f,37,DEU,178
2022,f,15,ARM,18
2022,f,64,TUR,6
2022,m,16,CHE,3
2022,f,30,COM,1
2022,m,56,ITA,247
2022,f,60,LKA,1
2022,f,49,CHL,2
2022,m,26,PRT,95
2022,m,65,USA,104
2022,m,14,CHN,51
2022,f,35,CZE,52
2022,m,4,IND,143
2022,m,23,RWA,100
2022,m,58,FIN,13
2022,f,75,BLR,55
2022,f,25,ITA,129
2022,m,36,GRC,48
2022,f,60,ARM,48
2022,f,51,CHN,126
2022,f,55,CZE,25
2022,f,30,TKM,23
2022,m,11,TJK,4
2022,f,27,MDA,362
2022,m,42,JPN,59
2022,m,43,NLD,97
2022,m,28,LKA,12
2022,f,48,KAZ,35
2022,m,40,GBR,237
2022,m,81,UKR,245
2022,m,36,SAU,24
2022,f,30,BEL,15
2022,f,28,KOR,68
2022,f,26,TWN,22
2022,m,39,CZE,108
2022,m,66,BLR,168
2022,f,37,BEL,9
2022,f,38,NLD,50
2022,m,28,MAR,96
2022,f,21,MOZ,13
2022,m,66,SWE,85
2022,f,52,DEU,247
2022,f,50,ITA,29
2022,f,42,FIN,12
2022,f,28,PHL,119
2022,f,90,SWE,15
2022,f,49,FIN,15
2022,m,19,BGR,59
2022,m,47,HRV,23
2022,f,54,EST,3
2022,f,64,DNK,26
2022,m,63,ARM,47
2022,f,37,MNG,30
2022,f,35,NLD,32
2022,f,24,MAR,34
2022,f,39,BGR,121
2022,m,46,GRC,36
2022,m,26,PHL,42
2022,m,49,VEN,7
2022,m,33,KEN,24
2022,m,13,AFG,9
2022,m,18,RWA,2
2022,m,71,VNM,20
2022,f,56,BRA,7
2022,f,22,BHR,1
2022,f,33,BGR,126
2022,m,59,USA,130
2022,f,63,FIN,12
2022,m,10,CHN,56
2022,m,32,ISR,24
2022,f,9,AZE,15
2022,m,86,YUG,1
2022,m,44,TJK,43
2022,f,41,NLD,43
2022,m,26,TJK,98
2022,m,74,BLR,23
2022,m,94,DEU,47
2022,m,28,JPN,25
2022,f,3,RUS,142
2022,m,25,ETH,101
2022,f,22,IDN,71
2022,m,48,BEL,51
2022,f,41,UNKNOWN,207
2022,m,9,DEU,30
2022,m,26,KAZ,174
2022,f,83,MKD,1
2022,m,27,BIH,16
2022,m,22,KOR,33
2022,m,79,GRC,13
2022,m,20,LVA,15
2022,m,52,FIN,28
2022,m,63,RUS,127
2022,f,71,VNM,23
2022,m,12,ROU,62
2022,m,36,UNKNOWN,117
2022,f,43,KGZ,17
2022,f,56,AUT,79
2022,f,12,LBN,2
2022,m,10,MDA,25
2022,m,28,DNK,27
2022,m,26,ISR,16
2022,m,53,ROU,174
2022,m,43,BGD,111
2022,f,24,KEN,19
2022,m,56,EGY,18
2022,f,1,BGD,12
2022,f,16,LVA,6
2022,f,37,IRL,9
2022,m,81,NOR,7
2022,f,8,IND,71
2022,m,36,TUN,112
2022,m,31,BIH,12
2022,m,44,DNK,34
2022,f,24,ARM,44
2022,m,34,ARG,27
2022,m,79,ROU,2
2022,m,48,KAZ,69
2022,m,42,NPL,146
2022,m,48,CZE,111
2022,m,36,IRL,40
2022,m,30,LTU,109
2022,f,32,MNE,1
2022,m,28,DEU,213
2022,m,25,ARE,3
2022,m,53,CAN,26
2022,f,77,UNKNOWN,7
2022,m,83,PAK,1
2022,m,55,EST,5
2022,m,31,MNG,39
2022,m,35,MAR,54
2022,m,72,GRC,14
2022,m,42,TKM,46
2022,m,17,KAZ,60
2022,m,45,TUN,38
2022,m,24,SRB,36
2022,m,69,ITA,124
2022,f,48,BGR,97
2022,f,30,ALB,8
2022,m,69,GRC,43
2022,f,32,ESP,92
2022,m,45,TKM,26
2022,m,42,ZWE,13
2022,f,91,BLR,6
2022,f,28,SWE,30
2022,m,45,NPL,100
2022,f,47,JPN,52
2022,f,63,SVK,9
2022,f,6,BGR,57
2022,m,42,ALB,39
2022,f,33,SVK,56
2022,m,52,LTU,75
2022,f,43,THA,47
2022,f,78,UNKNOWN,29
2022,m,68,FRA,80
2022,f,84,DEU,87
2022,m,78,AUT,26
2022,m,47,CMR,9
2022,m,41,UNKNOWN,145
2022,m,60,VNM,123
2022,m,90,UKR,22
2022,f,84,AUT,5
2022,m,54,KAZ,37
2022,f,45,AUT,39
2022,f,4,PAN,1
2022,f,40,GBR,60
2022,m,5,CHN,60
2022,m,58,CZE,56
2022,f,7,ARM,22
2022,m,7,IRQ,6
2022,f,52,DNK,11
2022,f,66,BLR,146
2022,m,34,EGY,159
2022,m,62,TUR,49
2022,m,45,MYS,8
2022,m,81,ROU,5
2022,f,0,FRA,7
2022,m,29,SVK,52
2022,m,56,IRL,41
2022,f,8,TUR,18
2022,f,40,COL,29
2022,m,47,BEL,41
2022,f,42,DEU,243
2022,m,52,AUS,18
2022,m,38,TWN,23
2022,m,46,KOSOVO,19
2022,m,72,KAZ,6
2022,m,51,CUB,3
2022,f,32,KEN,27
2022,f,76,DNK,10
2022,m,57,BEL,48
2022,f,31,BGR,102
2022,m,3,PAK,11
2022,m,32,TKM,143
2022,m,36,SVK,96
2022,f,55,KAZ,15
2022,m,51,DNK,57
2022,m,75,FIN,12
2022,f,38,LTU,95
2022,m,48,HUN,55
2022,f,32,BGR,130
2022,f,35,GBR,59
2022,f,45,NLD,54
2022,f,5,MDA,31
2022,m,35,LBN,24
2022,m,33,CRI,10
2022,m,46,NER,2
2022,m,56,UZB,40
2022,m,55,UZB,56
2022,m,24,AUT,36
2022,f,19,AUT,11
2022,f,14,IND,34
2022,m,77,USA,39
2022,f,85,RUS,60
2022,f,44,FRA,49
2022,m,55,ISR,26
2022,f,54,PHL,19
2022,m,63,CHN,43
2022,f,16,IND,27
2022,m,3,UZB,9
2022,m,55,UNKNOWN,110
2022,m,64,CZE,35
2022,f,37,BRA,62
2022,f,42,PER,6
2022,m,28,ARM,97
2022,m,50,LTU,82
2022,f,11,ITA,17
2022,m,40,JAM,3
2022,f,67,GRC,15
2022,m,33,AUT,43
2022,m,38,SVK,103
2022,m,41,COL,48
2022,f,51,SWE,51
2022,m,4,IRL,5
2022,m,55,IRL,43
2022,m,45,AZE,71
2022,f,32,AZE,69
2022,m,7,GEO,51
2022,m,16,IND,34
2022,m,71,NLD,69
2022,f,60,MEX,3
2022,f,10,MDA,31
2022,f,41,CHN,224
2022,m,55,BEL,65
2022,m,41,HRV,35
2022,m,31,MEX,76
2022,f,38,SWE,48
2022,m,57,LTU,46
2022,f,25,ALB,23
2022,m,11,LTU,12
2022,f,40,AZE,21
2022,f,47,KOR,86
2022,f,67,NLD,4
2022,f,75,IND,4
2022,f,53,MDA,241
2022,m,13,TUR,21
2022,f,20,MNG,12
2022,m,59,CAN,17
2022,f,26,RWA,45
2022,m,16,ROU,43
2022,m,72,DNK,21
2022,f,7,CHN,43
2022,m,30,PER,11
2022,f,25,BGD,23
2022,m,40,TJK,71
2022,m,12,FRA,30
2022,m,50,LBN,14
2022,f,66,VNM,65
2022,f,20,COG,8
2022,f,50,USA,59
2022,f,93,UNKNOWN,8
2022,m,71,SYR,3
2022,f,39,ZWE,31
2022,m,107,GBR,1
2022,f,30,ITA,110
2022,m,35,ALB,65
2022,f,17,ESP,8
2022,f,63,CHN,28
2022,f,27,BRA,46
2022,m,62,CHN,69
2022,f,19,MAR,7
2022,m,73,BLR,42
2022,m,24,NGA,73
2022,m,50,PER,6
2022,m,46,PAK,73
2022,f,22,COG,7
2022,m,5,UNKNOWN,9
2022,f,31,EST,10
2022,f,32,DEU,123
2022,f,38,GHA,4
2022,m,26,VEN,12
2022,m,62,VNM,131
2022,m,70,UNKNOWN,94
2022,m,42,LKA,26
2022,m,50,UNKNOWN,87
2022,m,80,GBR,20
2022,f,21,VNM,117
2022,m,73,RUS,41
2022,m,48,EGY,57
2022,m,23,GRC,27
2022,m,66,CHN,53
2022,m,23,HRV,10
2022,m,24,TKM,185
2022,f,34,IND,402
2022,m,6,VNM,74
2022,m,45,SAU,5
2022,m,18,ZWE,9
2022,f,47,CZE,48
2022,f,38,UNKNOWN,158
2022,f,85,DEU,80
2022,m,73,NLD,60
2022,m,3,ITA,20
2022,m,40,PRT,96
2022,f,38,PAK,14
2022,f,68,GBR,26
2022,m,52,DZA,22
2022,m,39,MEX,51
2022,f,81,GBR,5
2022,f,21,SYR,9
2022,m,40,AZE,153
2022,f,64,MDA,20
2022,m,72,GBR,81
2022,m,54,YUG,5
2022,f,30,LTU,91
2022,f,63,ARM,42
2022,m,65,PRT,19
2022,f,19,IND,77
2022,m,28,IRL,16
2022,f,19,ARM,21
2022,f,16,ROU,40
2022,f,48,KOR,87
2022,f,44,KOR,87
2022,m,103,SWE,2
2022,m,53,HUN,43
2022,m,44,YEM,8
2022,m,47,AUS,16
2022,f,26,BIH,9
2022,f,21,USA,49
2022,m,78,TUR,3
2022,f,3,CHN,57
2022,m,50,UZB,152
2022,m,35,KOSOVO,38
2022,f,79,DEU,118
2022,m,51,NPL,37
2022,f,49,FRA,68
2022,m,7,USA,27
2022,m,38,LTU,131
2022,m,75,SAU,2
2022,m,43,NPL,114
2022,f,27,MWI,2
2022,f,15,USA,31
2022,m,72,BGR,49
2022,m,35,GIN,7
2022,m,113,UNKNOWN,2
2022,f,34,MNG,32
2022,m,26,AGO,15
2022,m,20,ARM,20
2022,m,0,ROU,63
2022,f,48,FRA,57
2022,m,90,GBR,4
2022,m,26,SRB,60
2022,f,31,SAU,28
2022,m,60,BGR,101
2022,f,71,GEO,8
2022,f,27,COL,38
2022,m,16,BGR,57
2022,m,51,MNE,4
2022,m,6,GEO,60
2022,m,32,COL,104
2022,m,56,LVA,33
2022,f,18,BEL,5
2022,f,19,CHN,41
2022,f,12,KAZ,12
2022,f,23,KEN,27
2022,f,78,DNK,6
2022,f,17,CHN,25
2022,m,63,UNKNOWN,118
2022,m,17,USA,25
2022,f,32,CZE,57
2022,m,31,BGD,211
2022,m,1,GBR,17
2022,m,27,KAZ,164
2022,m,70,DNK,29
2022,m,41,CZE,99
2022,m,78,RUS,15
2022,f,37,GBR,64
2022,f,74,CAN,4
2022,m,50,PAK,43
2022,f,51,KGZ,10
2022,f,53,SRB,6
2022,m,47,LTU,88
2022,m,56,FRA,169
2022,m,34,BIH,17
2022,f,50,PHL,48
2022,f,66,NLD,18
2022,f,43,CIV,1
2022,f,27,CHN,273
2022,f,58,THA,12
2022,m,22,AUT,18
2022,m,84,UNKNOWN,11
2022,f,34,MMR,4
2022,f,35,TKM,9
2022,f,31,IRN,37
2022,f,56,MUS,2
2022,f,75,DNK,16
2022,m,55,NPL,10
2022,f,32,USA,155
2022,m,22,SRB,33
2022,m,8,TUR,35
2022,m,21,USA,61
2022,f,22,RWA,79
2022,f,54,IND,23
2022,f,25,EST,10
2022,f,37,ROU,156
2022,m,31,LKA,30
2022,m,23,HUN,39
2022,f,67,RUS,98
2022,m,56,SYR,33
2022,f,39,PER,6
2022,f,50,MUS,1
2022,f,39,AUT,42
2022,f,51,GBR,49
2022,f,69,DNK,18
2022,f,25,SRB,15
2022,m,28,AUS,8
2022,m,4,FRA,23
2022,m,96,UNKNOWN,11
2022,f,23,CMR,7
2022,f,35,THA,36
2022,f,41,JPN,56
2022,m,32,TWN,26
2022,f,55,AZE,13
2022,f,8,ROU,51
2022,f,61,FRA,44
2022,f,4,COL,4
2022,m,20,BGD,25
2022,m,39,LVA,125
2022,f,29,IRN,29
2022,f,73,UNKNOWN,80
2022,m,17,ROU,46
2022,m,18,AUT,14
2022,m,28,SVK,71
2022,m,12,VNM,64
2022,m,72,MDA,10
2022,f,67,ARM,44
2022,m,68,SYR,11
2022,m,57,MEX,9
2022,f,24,UGA,8
2022,f,6,VNM,89
2022,m,41,ETH,4
2022,m,58,ARM,56
2022,m,35,LVA,81
2022,m,36,VAT,1
2022,m,81,FRA,17
2022,f,56,USA,43
2022,m,51,IRL,46
2022,f,27,MEX,32
2022,m,3,FRA,11
2022,m,45,THA,34
2022,f,58,KOR,34
2022,f,16,NLD,23
2022,m,48,ARM,125
2022,m,63,PRK,20
2022,m,74,RUS,41
2022,m,46,NOR,36
2022,f,26,MEX,32
2022,m,22,PRT,46
2022,f,67,AUT,77
2022,f,4,MDA,47
