year,quarter,country,sex,age,pesel,iso3c,iso3c_grok,ukr
2017,4,AFGANISTAN,1,to 17,15,AFG,AFG,
2017,4,AFGANISTAN,1,18-64,227,AFG,AFG,
2017,4,AFGANISTAN,2,to 17,11,AFG,AFG,
2017,4,AFGANISTAN,2,18-59,52,AFG,AFG,
2017,4,AFGANISTAN,2,60+,11,AFG,AFG,
2017,4,AFGANISTAN,1,65+,29,AFG,AFG,
2017,4,ALBANIA,1,18-64,371,ALB,ALB,
2017,4,ALBANIA,2,18-59,136,ALB,ALB,
2017,4,ALBANIA,1,to 17,5,ALB,ALB,
2017,4,ALBANIA,1,65+,2,ALB,ALB,
2017,4,ALBANIA,2,60+,4,ALB,ALB,
2017,4,ALBANIA,2,to 17,2,ALB,ALB,
2017,4,ALGIERIA,1,18-64,685,DZA,DZA,
2017,4,ALGIERIA,2,18-59,37,DZA,DZA,
2017,4,ALGIERIA,2,60+,5,DZA,DZA,
2017,4,ALGIERIA,1,65+,38,DZA,DZA,
2017,4,ALGIERIA,2,to 17,5,DZA,DZA,
2017,4,ALGIERIA,1,to 17,3,DZA,DZA,
2017,4,ANDORA,2,18-59,1,AND,AND,
2017,4,ANGOLA,1,18-64,153,AGO,AGO,
2017,4,ANGOLA,2,18-59,99,AGO,AGO,
2017,4,ANGOLA,2,60+,1,AGO,AGO,
2017,4,ANGOLA,1,to 17,4,AGO,AGO,
2017,4,ANGOLA,2,to 17,4,AGO,AGO,
2017,4,ANGOLA,1,65+,1,AGO,AGO,
2017,4,ARABIA SAUDYJSKA,1,to 17,14,SAU,SAU,
2017,4,ARABIA SAUDYJSKA,1,18-64,673,SAU,SAU,
2017,4,ARABIA SAUDYJSKA,2,to 17,16,SAU,SAU,
2017,4,ARABIA SAUDYJSKA,2,18-59,222,SAU,SAU,
2017,4,ARABIA SAUDYJSKA,1,65+,13,SAU,SAU,
2017,4,ARABIA SAUDYJSKA,2,60+,5,SAU,SAU,
2017,4,ARGENTYNA,1,18-64,138,ARG,ARG,
2017,4,ARGENTYNA,2,18-59,88,ARG,ARG,
2017,4,ARGENTYNA,2,60+,10,ARG,ARG,
2017,4,ARGENTYNA,1,65+,7,ARG,ARG,
2017,4,ARGENTYNA,2,to 17,5,ARG,ARG,
2017,4,ARGENTYNA,1,to 17,8,ARG,ARG,
2017,4,ARMENIA,1,to 17,198,ARM,ARM,
2017,4,ARMENIA,1,18-64,1939,ARM,ARM,
2017,4,ARMENIA,2,to 17,189,ARM,ARM,
2017,4,ARMENIA,2,18-59,1295,ARM,ARM,
2017,4,ARMENIA,1,65+,189,ARM,ARM,
2017,4,ARMENIA,2,60+,501,ARM,ARM,
2017,4,AUSTRALIA,1,18-64,319,AUS,AUS,
2017,4,AUSTRALIA,2,18-59,186,AUS,AUS,
2017,4,AUSTRALIA,2,60+,54,AUS,AUS,
2017,4,AUSTRALIA,1,to 17,34,AUS,AUS,
2017,4,AUSTRALIA,1,65+,61,AUS,AUS,
2017,4,AUSTRALIA,2,to 17,20,AUS,AUS,
2017,4,AUSTRIA,1,to 17,64,AUT,AUT,
2017,4,AUSTRIA,1,18-64,1749,AUT,AUT,
2017,4,AUSTRIA,1,65+,495,AUT,AUT,
2017,4,AUSTRIA,2,to 17,37,AUT,AUT,
2017,4,AUSTRIA,2,18-59,1680,AUT,AUT,
2017,4,AUSTRIA,2,60+,785,AUT,AUT,
2017,4,AZERBEJDŻAN,1,18-64,419,AZE,AZE,
2017,4,AZERBEJDŻAN,2,to 17,23,AZE,AZE,
2017,4,AZERBEJDŻAN,1,to 17,25,AZE,AZE,
2017,4,AZERBEJDŻAN,2,18-59,175,AZE,AZE,
2017,4,AZERBEJDŻAN,2,60+,6,AZE,AZE,
2017,4,AZERBEJDŻAN,1,65+,1,AZE,AZE,
2017,4,BAHAMY,2,18-59,1,BHS,BHS,
2017,4,BAHRAJN,1,18-64,2,BHR,BHR,
2017,4,BAHRAJN,2,18-59,1,BHR,BHR,
2017,4,BANGLADESZ,1,18-64,647,BGD,BGD,
2017,4,BANGLADESZ,2,18-59,31,BGD,BGD,
2017,4,BANGLADESZ,2,to 17,3,BGD,BGD,
2017,4,BANGLADESZ,2,60+,1,BGD,BGD,
2017,4,BANGLADESZ,1,65+,1,BGD,BGD,
2017,4,BANGLADESZ,1,to 17,5,BGD,BGD,
2017,4,BARBADOS,2,60+,1,BRB,BRB,
2017,4,BELGIA,1,18-64,912,BEL,BEL,
2017,4,BELGIA,1,65+,238,BEL,BEL,
2017,4,BELGIA,2,to 17,77,BEL,BEL,
2017,4,BELGIA,2,18-59,291,BEL,BEL,
2017,4,BELGIA,2,60+,80,BEL,BEL,
2017,4,BELGIA,1,to 17,83,BEL,BEL,
2017,4,BELIZE,1,18-64,5,BLZ,BLZ,
2017,4,BELIZE,2,18-59,1,BLZ,BLZ,
2017,4,BENIN,1,18-64,9,BEN,BEN,
2017,4,BENIN,2,18-59,3,BEN,BEN,
2017,4,BERLIN ZACHODNI,1,18-64,9,,DEU,
2017,4,BERLIN ZACHODNI,2,60+,10,,DEU,
2017,4,BERLIN ZACHODNI,1,65+,9,,DEU,
2017,4,BERLIN ZACHODNI,2,18-59,10,,DEU,
2017,4,BHUTAN,2,18-59,2,BTN,BTN,
2017,4,BHUTAN,1,18-64,1,BTN,BTN,
2017,4,BIAŁORUŚ,1,to 17,684,BLR,BLR,
2017,4,BIAŁORUŚ,1,18-64,10752,BLR,BLR,
2017,4,BIAŁORUŚ,1,65+,279,BLR,BLR,
2017,4,BIAŁORUŚ,2,to 17,648,BLR,BLR,
2017,4,BIAŁORUŚ,2,18-59,8303,BLR,BLR,
2017,4,BIAŁORUŚ,2,60+,949,BLR,BLR,
2017,4,BOLIWIA,1,18-64,28,BOL,BOL,
2017,4,BOLIWIA,2,to 17,1,BOL,BOL,
2017,4,BOLIWIA,2,18-59,22,BOL,BOL,
2017,4,BOLIWIA,1,65+,1,BOL,BOL,
2017,4,BOLIWIA,1,to 17,1,BOL,BOL,
2017,4,BOLIWIA,2,60+,1,BOL,BOL,
2017,4,BOŚNIA I HERCEGOWINA,1,18-64,318,BIH,BIH,
2017,4,BOŚNIA I HERCEGOWINA,2,18-59,35,BIH,BIH,
2017,4,BOŚNIA I HERCEGOWINA,1,to 17,10,BIH,BIH,
2017,4,BOŚNIA I HERCEGOWINA,1,65+,25,BIH,BIH,
2017,4,BOŚNIA I HERCEGOWINA,2,60+,5,BIH,BIH,
2017,4,BOŚNIA I HERCEGOWINA,2,to 17,6,BIH,BIH,
2017,4,BOTSWANA,2,18-59,1,BWA,BWA,
2017,4,BOTSWANA,1,18-64,3,BWA,BWA,
2017,4,BRAZYLIA,1,18-64,674,BRA,BRA,
2017,4,BRAZYLIA,1,65+,18,BRA,BRA,
2017,4,BRAZYLIA,2,to 17,36,BRA,BRA,
2017,4,BRAZYLIA,2,18-59,392,BRA,BRA,
2017,4,BRAZYLIA,1,to 17,37,BRA,BRA,
2017,4,BRAZYLIA,2,60+,23,BRA,BRA,
2017,4,BRUNEI,1,18-64,4,BRN,BRN,
2017,4,BUŁGARIA,1,to 17,494,BGR,BGR,
2017,4,BUŁGARIA,1,18-64,3862,BGR,BGR,
2017,4,BUŁGARIA,1,65+,431,BGR,BGR,
2017,4,BUŁGARIA,2,to 17,452,BGR,BGR,
2017,4,BUŁGARIA,2,18-59,2146,BGR,BGR,
2017,4,BUŁGARIA,2,60+,283,BGR,BGR,
2017,4,BURKINA FASO,1,18-64,11,BFA,BFA,
2017,4,BURKINA FASO,2,18-59,1,BFA,BFA,
2017,4,BURUNDI,1,18-64,6,BDI,BDI,
2017,4,CHILE,1,18-64,92,CHL,CHL,
2017,4,CHILE,2,18-59,30,CHL,CHL,
2017,4,CHILE,1,65+,10,CHL,CHL,
2017,4,CHILE,2,60+,9,CHL,CHL,
2017,4,CHILE,1,to 17,5,CHL,CHL,
2017,4,CHILE,2,to 17,6,CHL,CHL,
2017,4,CHINY,1,18-64,6353,CHN,CHN,
2017,4,CHINY,1,65+,134,CHN,CHN,
2017,4,CHINY,2,18-59,3803,CHN,CHN,
2017,4,CHINY,2,60+,216,CHN,CHN,
2017,4,CHINY,1,to 17,426,CHN,CHN,
2017,4,CHINY,2,to 17,378,CHN,CHN,
2017,4,CHORWACJA,1,18-64,444,HRV,HRV,
2017,4,CHORWACJA,2,18-59,218,HRV,HRV,
2017,4,CHORWACJA,1,to 17,27,HRV,HRV,
2017,4,CHORWACJA,1,65+,52,HRV,HRV,
2017,4,CHORWACJA,2,to 17,21,HRV,HRV,
2017,4,CHORWACJA,2,60+,10,HRV,HRV,
2017,4,CYPR,1,65+,7,CYP,CYP,
2017,4,CYPR,1,18-64,68,CYP,CYP,
2017,4,CYPR,2,to 17,4,CYP,CYP,
2017,4,CYPR,2,18-59,15,CYP,CYP,
2017,4,CYPR,1,to 17,3,CYP,CYP,
2017,4,CYPR,2,60+,3,CYP,CYP,
2017,4,CZAD,1,18-64,3,TCD,TCD,
2017,4,CZARNOGÓRA,1,18-64,72,MNE,MNE,
2017,4,CZARNOGÓRA,1,to 17,3,MNE,MNE,
2017,4,CZARNOGÓRA,1,65+,2,MNE,MNE,
2017,4,CZARNOGÓRA,2,to 17,3,MNE,MNE,
2017,4,CZARNOGÓRA,2,18-59,23,MNE,MNE,
2017,4,CZECHOSŁOWACJA,1,18-64,49,,CSK,
2017,4,CZECHOSŁOWACJA,1,65+,31,,CSK,
2017,4,CZECHOSŁOWACJA,2,18-59,34,,CSK,
2017,4,CZECHOSŁOWACJA,2,60+,60,,CSK,
2017,4,CZECHY,1,to 17,109,CZE,CZE,
2017,4,CZECHY,1,18-64,1346,CZE,CZE,
2017,4,CZECHY,1,65+,124,CZE,CZE,
2017,4,CZECHY,2,to 17,125,CZE,CZE,
2017,4,CZECHY,2,18-59,1031,CZE,CZE,
2017,4,CZECHY,2,60+,242,CZE,CZE,
2017,4,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,1,18-64,2,UMI,UMI,
2017,4,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,1,65+,1,UMI,UMI,
2017,4,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,2,to 17,1,UMI,UMI,
2017,4,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,2,18-59,1,UMI,UMI,
2017,4,DANIA,1,18-64,855,DNK,DNK,
2017,4,DANIA,1,65+,203,DNK,DNK,
2017,4,DANIA,2,18-59,395,DNK,DNK,
2017,4,DANIA,2,60+,227,DNK,DNK,
2017,4,DANIA,1,to 17,54,DNK,DNK,
2017,4,DANIA,2,to 17,55,DNK,DNK,
2017,4,DEMOKRATYCZNA REPUBLIKA KONGA,1,18-64,15,COD,COD,
2017,4,DEMOKRATYCZNA REPUBLIKA KONGA,2,18-59,6,COD,COD,
2017,4,DOMINIKA,1,18-64,1,DMA,DMA,
2017,4,DOMINIKA,2,18-59,1,DMA,DMA,
2017,4,DOMINIKANA,1,18-64,26,DOM,DOM,
2017,4,DOMINIKANA,1,to 17,2,DOM,DOM,
2017,4,DOMINIKANA,2,18-59,22,DOM,DOM,
2017,4,DOMINIKANA,2,60+,2,DOM,DOM,
2017,4,DOMINIKANA,1,65+,2,DOM,DOM,
2017,4,DOMINIKANA,2,to 17,2,DOM,DOM,
2017,4,DŻIBUTI,1,65+,1,DJI,DJI,
2017,4,DŻIBUTI,2,18-59,3,DJI,DJI,
2017,4,EGIPT,1,18-64,1313,EGY,EGY,
2017,4,EGIPT,2,18-59,86,EGY,EGY,
2017,4,EGIPT,1,to 17,47,EGY,EGY,
2017,4,EGIPT,1,65+,24,EGY,EGY,
2017,4,EGIPT,2,to 17,32,EGY,EGY,
2017,4,EGIPT,2,60+,6,EGY,EGY,
2017,4,EKWADOR,1,18-64,55,ECU,ECU,
2017,4,EKWADOR,2,18-59,27,ECU,ECU,
2017,4,EKWADOR,1,65+,2,ECU,ECU,
2017,4,EKWADOR,2,to 17,2,ECU,ECU,
2017,4,EKWADOR,2,60+,1,ECU,ECU,
2017,4,ERYTREA,1,to 17,7,ERI,ERI,
2017,4,ERYTREA,1,18-64,8,ERI,ERI,
2017,4,ERYTREA,2,to 17,1,ERI,ERI,
2017,4,ERYTREA,2,18-59,7,ERI,ERI,
2017,4,ESTONIA,1,18-64,68,EST,EST,
2017,4,ESTONIA,1,65+,3,EST,EST,
2017,4,ESTONIA,2,18-59,99,EST,EST,
2017,4,ESTONIA,1,to 17,8,EST,EST,
2017,4,ESTONIA,2,to 17,7,EST,EST,
2017,4,ESTONIA,2,60+,3,EST,EST,
2017,4,ETIOPIA,1,18-64,80,ETH,ETH,
2017,4,ETIOPIA,2,18-59,32,ETH,ETH,
2017,4,ETIOPIA,1,65+,7,ETH,ETH,
2017,4,ETIOPIA,2,to 17,2,ETH,ETH,
2017,4,ETIOPIA,2,60+,4,ETH,ETH,
2017,4,FIDŻI,2,18-59,1,FJI,FJI,
2017,4,FILIPINY,1,18-64,361,PHL,PHL,
2017,4,FILIPINY,2,18-59,461,PHL,PHL,
2017,4,FILIPINY,2,60+,28,PHL,PHL,
2017,4,FILIPINY,1,to 17,15,PHL,PHL,
2017,4,FILIPINY,1,65+,6,PHL,PHL,
2017,4,FILIPINY,2,to 17,10,PHL,PHL,
2017,4,FINLANDIA,1,to 17,48,FIN,FIN,
2017,4,FINLANDIA,1,18-64,529,FIN,FIN,
2017,4,FINLANDIA,1,65+,83,FIN,FIN,
2017,4,FINLANDIA,2,18-59,339,FIN,FIN,
2017,4,FINLANDIA,2,60+,72,FIN,FIN,
2017,4,FINLANDIA,2,to 17,50,FIN,FIN,
2017,4,FRANCJA,1,to 17,460,FRA,FRA,
2017,4,FRANCJA,1,18-64,4239,FRA,FRA,
2017,4,FRANCJA,1,65+,525,FRA,FRA,
2017,4,FRANCJA,2,to 17,457,FRA,FRA,
2017,4,FRANCJA,2,18-59,1737,FRA,FRA,
2017,4,FRANCJA,2,60+,322,FRA,FRA,
2017,4,GABON,2,18-59,1,GAB,GAB,
2017,4,GABON,1,18-64,4,GAB,GAB,
2017,4,GAMBIA,1,18-64,53,GMB,GMB,
2017,4,GAMBIA,2,18-59,3,GMB,GMB,
2017,4,GHANA,1,18-64,106,GHA,GHA,
2017,4,GHANA,1,65+,9,GHA,GHA,
2017,4,GHANA,2,18-59,23,GHA,GHA,
2017,4,GHANA,2,60+,1,GHA,GHA,
2017,4,GRECJA,1,18-64,916,GRC,GRC,
2017,4,GRECJA,1,65+,556,GRC,GRC,
2017,4,GRECJA,2,18-59,217,GRC,GRC,
2017,4,GRECJA,2,to 17,18,GRC,GRC,
2017,4,GRECJA,2,60+,392,GRC,GRC,
2017,4,GRECJA,1,to 17,17,GRC,GRC,
2017,4,GRUZJA,1,to 17,66,GEO,GEO,
2017,4,GRUZJA,1,18-64,952,GEO,GEO,
2017,4,GRUZJA,1,65+,24,GEO,GEO,
2017,4,GRUZJA,2,to 17,70,GEO,GEO,
2017,4,GRUZJA,2,18-59,522,GEO,GEO,
2017,4,GRUZJA,2,60+,46,GEO,GEO,
2017,4,GUJANA,2,18-59,1,GUY,GUY,
2017,4,GUJANA,1,18-64,2,GUY,GUY,
2017,4,GWATEMALA,1,18-64,23,GTM,GTM,
2017,4,GWATEMALA,2,18-59,9,GTM,GTM,
2017,4,GWATEMALA,2,60+,1,GTM,GTM,
2017,4,GWATEMALA,1,65+,1,GTM,GTM,
2017,4,GWINEA,1,18-64,50,GIN,GIN,
2017,4,GWINEA,2,18-59,9,GIN,GIN,
2017,4,GWINEA,2,60+,1,GIN,GIN,
2017,4,GWINEA,1,65+,1,GIN,GIN,
2017,4,GWINEA BISSAU,1,18-64,5,GNB,GNB,
2017,4,GWINEA BISSAU,2,18-59,4,GNB,GNB,
2017,4,GWINEA RÓWNIKOWA,1,to 17,1,GNQ,GNQ,
2017,4,GWINEA RÓWNIKOWA,1,18-64,3,GNQ,GNQ,
2017,4,GWINEA RÓWNIKOWA,2,18-59,3,GNQ,GNQ,
2017,4,HAITI,1,18-64,12,HTI,HTI,
2017,4,HAITI,2,18-59,6,HTI,HTI,
2017,4,HISZPANIA,1,to 17,133,ESP,ESP,
2017,4,HISZPANIA,1,18-64,2703,ESP,ESP,
2017,4,HISZPANIA,1,65+,76,ESP,ESP,
2017,4,HISZPANIA,2,to 17,132,ESP,ESP,
2017,4,HISZPANIA,2,18-59,1144,ESP,ESP,
2017,4,HISZPANIA,2,60+,45,ESP,ESP,
2017,4,HOLANDIA,1,to 17,160,NLD,NLD,
2017,4,HOLANDIA,1,18-64,2092,NLD,NLD,
2017,4,HOLANDIA,1,65+,565,NLD,NLD,
2017,4,HOLANDIA,2,to 17,169,NLD,NLD,
2017,4,HOLANDIA,2,18-59,728,NLD,NLD,
2017,4,HOLANDIA,2,60+,114,NLD,NLD,
2017,4,HONDURAS,1,18-64,15,HND,HND,
2017,4,HONDURAS,1,to 17,1,HND,HND,
2017,4,HONDURAS,2,to 17,1,HND,HND,
2017,4,HONDURAS,2,18-59,7,HND,HND,
2017,4,HONDURAS,1,65+,1,HND,HND,
2017,4,HONGKONG,2,60+,1,HKG,HKG,
2017,4,INDIE,1,to 17,300,IND,IND,
2017,4,INDIE,1,18-64,6040,IND,IND,
2017,4,INDIE,1,65+,81,IND,IND,
2017,4,INDIE,2,to 17,244,IND,IND,
2017,4,INDIE,2,18-59,1422,IND,IND,
2017,4,INDIE,2,60+,94,IND,IND,
2017,4,INDONEZJA,1,18-64,140,IDN,IDN,
2017,4,INDONEZJA,2,to 17,6,IDN,IDN,
2017,4,INDONEZJA,2,18-59,211,IDN,IDN,
2017,4,INDONEZJA,1,65+,7,IDN,IDN,
2017,4,INDONEZJA,2,60+,3,IDN,IDN,
2017,4,INDONEZJA,1,to 17,6,IDN,IDN,
2017,4,IRAK,1,to 17,84,IRQ,IRQ,
2017,4,IRAK,1,18-64,572,IRQ,IRQ,
2017,4,IRAK,2,to 17,68,IRQ,IRQ,
2017,4,IRAK,2,18-59,166,IRQ,IRQ,
2017,4,IRAK,1,65+,89,IRQ,IRQ,
2017,4,IRAK,2,60+,37,IRQ,IRQ,
2017,4,IRAN,1,to 17,7,IRN,IRN,
2017,4,IRAN,1,18-64,351,IRN,IRN,
2017,4,IRAN,1,65+,13,IRN,IRN,
2017,4,IRAN,2,to 17,4,IRN,IRN,
2017,4,IRAN,2,18-59,142,IRN,IRN,
2017,4,IRAN,2,60+,11,IRN,IRN,
2017,4,IRLANDIA,1,to 17,61,IRL,IRL,
2017,4,IRLANDIA,1,18-64,725,IRL,IRL,
2017,4,IRLANDIA,1,65+,37,IRL,IRL,
2017,4,IRLANDIA,2,18-59,193,IRL,IRL,
2017,4,IRLANDIA,2,60+,16,IRL,IRL,
2017,4,IRLANDIA,2,to 17,53,IRL,IRL,
2017,4,ISLANDIA,1,18-64,25,ISL,ISL,
2017,4,ISLANDIA,2,60+,1,ISL,ISL,
2017,4,ISLANDIA,1,to 17,5,ISL,ISL,
2017,4,ISLANDIA,2,18-59,6,ISL,ISL,
2017,4,ISLANDIA,2,to 17,2,ISL,ISL,
2017,4,IZRAEL,1,to 17,49,ISR,ISR,
2017,4,IZRAEL,1,18-64,281,ISR,ISR,
2017,4,IZRAEL,1,65+,65,ISR,ISR,
2017,4,IZRAEL,2,to 17,47,ISR,ISR,
2017,4,IZRAEL,2,18-59,121,ISR,ISR,
2017,4,IZRAEL,2,60+,54,ISR,ISR,
2017,4,JAMAJKA,1,18-64,16,JAM,JAM,
2017,4,JAMAJKA,1,to 17,1,JAM,JAM,
2017,4,JAMAJKA,2,18-59,12,JAM,JAM,
2017,4,JAPONIA,1,18-64,1343,JPN,JPN,
2017,4,JAPONIA,2,18-59,973,JPN,JPN,
2017,4,JAPONIA,1,to 17,200,JPN,JPN,
2017,4,JAPONIA,1,65+,168,JPN,JPN,
2017,4,JAPONIA,2,to 17,169,JPN,JPN,
2017,4,JAPONIA,2,60+,95,JPN,JPN,
2017,4,JEMEN,1,18-64,148,YEM,YEM,
2017,4,JEMEN,2,18-59,41,YEM,YEM,
2017,4,JEMEN,1,65+,4,YEM,YEM,
2017,4,JEMEN,2,to 17,7,YEM,YEM,
2017,4,JEMEN,2,60+,11,YEM,YEM,
2017,4,JEMEN,1,to 17,7,YEM,YEM,
2017,4,JORDANIA,1,to 17,9,JOR,JOR,
2017,4,JORDANIA,1,18-64,266,JOR,JOR,
2017,4,JORDANIA,2,18-59,41,JOR,JOR,
2017,4,JORDANIA,1,65+,21,JOR,JOR,
2017,4,JORDANIA,2,to 17,6,JOR,JOR,
2017,4,JORDANIA,2,60+,3,JOR,JOR,
2017,4,JUGOSŁAWIA,1,18-64,137,,YUG,
2017,4,JUGOSŁAWIA,2,18-59,62,,YUG,
2017,4,JUGOSŁAWIA,1,65+,81,,YUG,
2017,4,JUGOSŁAWIA,2,60+,35,,YUG,
2017,4,KAMBODŻA,1,to 17,2,KHM,KHM,
2017,4,KAMBODŻA,2,18-59,8,KHM,KHM,
2017,4,KAMBODŻA,1,18-64,17,KHM,KHM,
2017,4,KAMERUN,1,18-64,221,CMR,CMR,
2017,4,KAMERUN,2,to 17,5,CMR,CMR,
2017,4,KAMERUN,2,18-59,72,CMR,CMR,
2017,4,KAMERUN,2,60+,4,CMR,CMR,
2017,4,KAMERUN,1,to 17,4,CMR,CMR,
2017,4,KANADA,1,to 17,50,CAN,CAN,
2017,4,KANADA,1,18-64,633,CAN,CAN,
2017,4,KANADA,1,65+,160,CAN,CAN,
2017,4,KANADA,2,to 17,41,CAN,CAN,
2017,4,KANADA,2,18-59,425,CAN,CAN,
2017,4,KANADA,2,60+,136,CAN,CAN,
2017,4,KATAR,1,18-64,1,QAT,QAT,
2017,4,KAZACHSTAN,1,18-64,773,KAZ,KAZ,
2017,4,KAZACHSTAN,2,18-59,1227,KAZ,KAZ,
2017,4,KAZACHSTAN,1,to 17,48,KAZ,KAZ,
2017,4,KAZACHSTAN,2,to 17,56,KAZ,KAZ,
2017,4,KAZACHSTAN,2,60+,74,KAZ,KAZ,
2017,4,KAZACHSTAN,1,65+,34,KAZ,KAZ,
2017,4,KENIA,2,to 17,5,KEN,KEN,
2017,4,KENIA,2,18-59,110,KEN,KEN,
2017,4,KENIA,1,18-64,136,KEN,KEN,
2017,4,KENIA,1,65+,4,KEN,KEN,
2017,4,KENIA,1,to 17,1,KEN,KEN,
2017,4,KENIA,2,60+,1,KEN,KEN,
2017,4,KIRGISTAN,1,to 17,20,KGZ,KGZ,
2017,4,KIRGISTAN,2,18-59,117,KGZ,KGZ,
2017,4,KIRGISTAN,1,18-64,110,KGZ,KGZ,
2017,4,KIRGISTAN,2,to 17,20,KGZ,KGZ,
2017,4,KIRGISTAN,2,60+,3,KGZ,KGZ,
2017,4,KIRGISTAN,1,65+,1,KGZ,KGZ,
2017,4,KOLUMBIA,2,60+,9,COL,COL,
2017,4,KOLUMBIA,1,18-64,177,COL,COL,
2017,4,KOLUMBIA,2,to 17,4,COL,COL,
2017,4,KOLUMBIA,2,18-59,139,COL,COL,
2017,4,KOLUMBIA,1,65+,3,COL,COL,
2017,4,KOLUMBIA,1,to 17,9,COL,COL,
2017,4,KOMORY,1,18-64,3,COM,COM,
2017,4,KONGO,1,18-64,155,COG,COG,
2017,4,KONGO,1,65+,6,COG,COG,
2017,4,KONGO,2,to 17,3,COG,COG,
2017,4,KONGO,2,18-59,56,COG,COG,
2017,4,KONGO,2,60+,5,COG,COG,
2017,4,KONGO,1,to 17,3,COG,COG,
2017,4,KOREA POŁUDNIOWA,1,18-64,1912,KOR,KOR,
2017,4,KOREA POŁUDNIOWA,2,to 17,375,KOR,KOR,
2017,4,KOREA POŁUDNIOWA,2,18-59,1343,KOR,KOR,
2017,4,KOREA POŁUDNIOWA,1,to 17,354,KOR,KOR,
2017,4,KOREA POŁUDNIOWA,1,65+,35,KOR,KOR,
2017,4,KOREA POŁUDNIOWA,2,60+,53,KOR,KOR,
2017,4,KOREA PÓŁNOCNA,2,18-59,347,PRK,PRK,
2017,4,KOREA PÓŁNOCNA,1,18-64,674,PRK,PRK,
2017,4,KOREA PÓŁNOCNA,1,65+,18,PRK,PRK,
2017,4,KOREA PÓŁNOCNA,2,to 17,12,PRK,PRK,
2017,4,KOREA PÓŁNOCNA,1,to 17,10,PRK,PRK,
2017,4,KOREA PÓŁNOCNA,2,60+,6,PRK,PRK,
2017,4,KOSOWO,1,18-64,92,,XKX,
2017,4,KOSOWO,1,to 17,2,,XKX,
2017,4,KOSOWO,2,18-59,10,,XKX,
2017,4,KOSOWO,2,to 17,1,,XKX,
2017,4,KOSTARYKA,2,18-59,15,CRI,CRI,
2017,4,KOSTARYKA,1,18-64,40,CRI,CRI,
2017,4,KOSTARYKA,1,65+,2,CRI,CRI,
2017,4,KOSTARYKA,2,to 17,1,CRI,CRI,
2017,4,KUBA,1,18-64,130,CUB,CUB,
2017,4,KUBA,2,18-59,71,CUB,CUB,
2017,4,KUBA,1,65+,7,CUB,CUB,
2017,4,KUBA,2,60+,9,CUB,CUB,
2017,4,KUBA,2,to 17,2,CUB,CUB,
2017,4,KUWEJT,1,18-64,27,KWT,KWT,
2017,4,KUWEJT,1,65+,8,KWT,KWT,
2017,4,KUWEJT,2,18-59,2,KWT,KWT,
2017,4,KUWEJT,1,to 17,1,KWT,KWT,
2017,4,LAOS,1,18-64,33,LAO,LAO,
2017,4,LAOS,2,18-59,10,LAO,LAO,
2017,4,LESOTHO,1,18-64,1,LSO,LSO,
2017,4,LIBAN,1,18-64,265,LBN,LBN,
2017,4,LIBAN,2,18-59,40,LBN,LBN,
2017,4,LIBAN,2,60+,2,LBN,LBN,
2017,4,LIBAN,1,to 17,5,LBN,LBN,
2017,4,LIBAN,1,65+,58,LBN,LBN,
2017,4,LIBAN,2,to 17,8,LBN,LBN,
2017,4,LIBERIA,1,18-64,8,LBR,LBR,
2017,4,LIBERIA,1,65+,1,LBR,LBR,
2017,4,LIBERIA,2,18-59,1,LBR,LBR,
2017,4,LIBIA,1,65+,16,LBY,LBY,
2017,4,LIBIA,1,to 17,31,LBY,LBY,
2017,4,LIBIA,1,18-64,284,LBY,LBY,
2017,4,LIBIA,2,to 17,35,LBY,LBY,
2017,4,LIBIA,2,18-59,95,LBY,LBY,
2017,4,LIBIA,2,60+,4,LBY,LBY,
2017,4,LIECHTENSTEIN,1,18-64,3,LIE,LIE,
2017,4,LITWA,1,to 17,79,LTU,LTU,
2017,4,LITWA,1,18-64,1280,LTU,LTU,
2017,4,LITWA,1,65+,62,LTU,LTU,
2017,4,LITWA,2,to 17,86,LTU,LTU,
2017,4,LITWA,2,18-59,1541,LTU,LTU,
2017,4,LITWA,2,60+,194,LTU,LTU,
2017,4,LUKSEMBURG,1,18-64,25,LUX,LUX,
2017,4,LUKSEMBURG,1,65+,11,LUX,LUX,
2017,4,LUKSEMBURG,2,18-59,11,LUX,LUX,
2017,4,LUKSEMBURG,2,60+,2,LUX,LUX,
2017,4,ŁOTWA,1,18-64,284,LVA,LVA,
2017,4,ŁOTWA,2,to 17,33,LVA,LVA,
2017,4,ŁOTWA,2,18-59,383,LVA,LVA,
2017,4,ŁOTWA,2,60+,30,LVA,LVA,
2017,4,ŁOTWA,1,to 17,23,LVA,LVA,
2017,4,ŁOTWA,1,65+,6,LVA,LVA,
2017,4,MACEDONIA,1,18-64,230,MKD,MKD,
2017,4,MACEDONIA,2,18-59,64,MKD,MKD,
2017,4,MACEDONIA,2,60+,5,MKD,MKD,
2017,4,MACEDONIA,1,65+,14,MKD,MKD,
2017,4,MACEDONIA,2,to 17,6,MKD,MKD,
2017,4,MACEDONIA,1,to 17,2,MKD,MKD,
