year,quarter,country,sex,age,pesel,iso3c,iso3c_grok,ukr
2017,3,PAKISTAN,1,18-64,1016,PAK,PAK,
2017,3,PAKISTAN,2,60+,5,PAK,PAK,
2017,3,PAKISTAN,1,to 17,31,PAK,PAK,
2017,3,PAKISTAN,2,to 17,21,PAK,PAK,
2017,3,PAKISTAN,2,18-59,100,PAK,PAK,
2017,3,PAKISTAN,1,65+,6,PAK,PAK,
2017,3,PANAMA,1,18-64,10,PAN,PAN,
2017,3,PANAMA,2,18-59,6,PAN,PAN,
2017,3,PANAMA,1,65+,1,PAN,PAN,
2017,3,PANAMA,1,to 17,1,PAN,PAN,
2017,3,PANAMA,2,to 17,1,PAN,PAN,
2017,3,PAPUA-NOWA GWINEA,1,to 17,1,PNG,PNG,
2017,3,PAPUA-NOWA GWINEA,1,18-64,1,PNG,PNG,
2017,3,PAPUA-NOWA GWINEA,2,18-59,5,PNG,PNG,
2017,3,PARAGWAJ,1,18-64,23,PRY,PRY,
2017,3,PARAGWAJ,2,18-59,12,PRY,PRY,
2017,3,PARAGWAJ,1,to 17,2,PRY,PRY,
2017,3,PARAGWAJ,2,to 17,1,PRY,PRY,
2017,3,PARAGWAJ,2,60+,1,PRY,PRY,
2017,3,PERU,1,to 17,5,PER,PER,
2017,3,PERU,2,18-59,71,PER,PER,
2017,3,PERU,1,18-64,127,PER,PER,
2017,3,PERU,1,65+,6,PER,PER,
2017,3,PERU,2,to 17,4,PER,PER,
2017,3,PERU,2,60+,13,PER,PER,
2017,3,PORTUGALIA,1,18-64,1283,PRT,PRT,
2017,3,PORTUGALIA,1,65+,19,PRT,PRT,
2017,3,PORTUGALIA,2,18-59,294,PRT,PRT,
2017,3,PORTUGALIA,1,to 17,40,PRT,PRT,
2017,3,PORTUGALIA,2,to 17,47,PRT,PRT,
2017,3,PORTUGALIA,2,60+,6,PRT,PRT,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,1,18-64,184,ZAF,ZAF,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,2,18-59,102,ZAF,ZAF,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,2,60+,15,ZAF,ZAF,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,2,to 17,8,ZAF,ZAF,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,1,65+,11,ZAF,ZAF,
2017,3,REPUBLIKA POŁUDNIOWEJ AFRYKI,1,to 17,6,ZAF,ZAF,
2017,3,REPUBLIKA ŚRODKOWOAFRYKAŃSKA,2,18-59,1,CAF,CAF,
2017,3,REPUBLIKA ŚRODKOWOAFRYKAŃSKA,1,18-64,1,CAF,CAF,
2017,3,REPUBLIKA ŚRODKOWOAFRYKAŃSKA,1,to 17,1,CAF,CAF,
2017,3,REPUBLIKA ZIELONEGO PRZYLĄDKA,1,18-64,4,CPV,CPV,
2017,3,REPUBLIKA ZIELONEGO PRZYLĄDKA,2,18-59,2,CPV,CPV,
2017,3,ROSJA,1,to 17,2122,RUS,RUS,
2017,3,ROSJA,1,18-64,6299,RUS,RUS,
2017,3,ROSJA,1,65+,477,RUS,RUS,
2017,3,ROSJA,2,to 17,2001,RUS,RUS,
2017,3,ROSJA,2,18-59,7552,RUS,RUS,
2017,3,ROSJA,2,60+,1530,RUS,RUS,
2017,3,RUMUNIA,1,to 17,188,ROU,ROU,
2017,3,RUMUNIA,1,18-64,3541,ROU,ROU,
2017,3,RUMUNIA,1,65+,65,ROU,ROU,
2017,3,RUMUNIA,2,to 17,186,ROU,ROU,
2017,3,RUMUNIA,2,18-59,1573,ROU,ROU,
2017,3,RUMUNIA,2,60+,59,ROU,ROU,
2017,3,RWANDA,2,18-59,15,RWA,RWA,
2017,3,RWANDA,1,18-64,25,RWA,RWA,
2017,3,RWANDA,1,to 17,2,RWA,RWA,
2017,3,SAINT KITTS I NEVIS,1,18-64,1,KNA,KNA,
2017,3,SAINT LUCIA,2,18-59,1,LCA,LCA,
2017,3,SAINT VINCENT I GRENADYNY,1,18-64,2,VCT,VCT,
2017,3,SALWADOR,1,to 17,1,SLV,SLV,
2017,3,SALWADOR,1,18-64,14,SLV,SLV,
2017,3,SALWADOR,2,to 17,1,SLV,SLV,
2017,3,SALWADOR,2,18-59,9,SLV,SLV,
2017,3,SENEGAL,1,18-64,82,SEN,SEN,
2017,3,SENEGAL,1,65+,1,SEN,SEN,
2017,3,SENEGAL,2,18-59,19,SEN,SEN,
2017,3,SENEGAL,2,to 17,5,SEN,SEN,
2017,3,SENEGAL,1,to 17,2,SEN,SEN,
2017,3,SERBIA,1,to 17,30,SRB,SRB,
2017,3,SERBIA,1,18-64,435,SRB,SRB,
2017,3,SERBIA,2,18-59,158,SRB,SRB,
2017,3,SERBIA,1,65+,27,SRB,SRB,
2017,3,SERBIA,2,to 17,15,SRB,SRB,
2017,3,SERBIA,2,60+,8,SRB,SRB,
2017,3,SERBIA I CZARNOGÓRA,1,18-64,137,,SCG,
2017,3,SERBIA I CZARNOGÓRA,1,to 17,5,,SCG,
2017,3,SERBIA I CZARNOGÓRA,2,to 17,7,,SCG,
2017,3,SERBIA I CZARNOGÓRA,2,18-59,48,,SCG,
2017,3,SERBIA I CZARNOGÓRA,1,65+,33,,SCG,
2017,3,SERBIA I CZARNOGÓRA,2,60+,9,,SCG,
2017,3,SESZELE,2,18-59,2,SYC,SYC,
2017,3,SESZELE,1,18-64,1,SYC,SYC,
2017,3,SIERRA LEONE,1,18-64,17,SLE,SLE,
2017,3,SIERRA LEONE,2,18-59,3,SLE,SLE,
2017,3,SINGAPUR,1,18-64,37,SGP,SGP,
2017,3,SINGAPUR,1,to 17,4,SGP,SGP,
2017,3,SINGAPUR,2,18-59,39,SGP,SGP,
2017,3,SINGAPUR,1,65+,1,SGP,SGP,
2017,3,SINGAPUR,2,to 17,4,SGP,SGP,
2017,3,SINGAPUR,2,60+,2,SGP,SGP,
2017,3,SŁOWACJA,1,18-64,1147,SVK,SVK,
2017,3,SŁOWACJA,1,65+,41,SVK,SVK,
2017,3,SŁOWACJA,2,to 17,72,SVK,SVK,
2017,3,SŁOWACJA,2,18-59,953,SVK,SVK,
2017,3,SŁOWACJA,2,60+,62,SVK,SVK,
2017,3,SŁOWACJA,1,to 17,82,SVK,SVK,
2017,3,SŁOWENIA,1,to 17,19,SVN,SVN,
2017,3,SŁOWENIA,1,18-64,164,SVN,SVN,
2017,3,SŁOWENIA,2,to 17,17,SVN,SVN,
2017,3,SŁOWENIA,2,18-59,86,SVN,SVN,
2017,3,SŁOWENIA,1,65+,16,SVN,SVN,
2017,3,SŁOWENIA,2,60+,5,SVN,SVN,
2017,3,SOMALIA,1,18-64,43,SOM,SOM,
2017,3,SOMALIA,2,18-59,17,SOM,SOM,
2017,3,SOMALIA,1,to 17,7,SOM,SOM,
2017,3,SOMALIA,2,to 17,8,SOM,SOM,
2017,3,SOMALIA,1,65+,1,SOM,SOM,
2017,3,SRI LANKA,1,to 17,5,LKA,LKA,
2017,3,SRI LANKA,1,18-64,143,LKA,LKA,
2017,3,SRI LANKA,2,to 17,9,LKA,LKA,
2017,3,SRI LANKA,2,18-59,58,LKA,LKA,
2017,3,SRI LANKA,1,65+,1,LKA,LKA,
2017,3,SRI LANKA,2,60+,1,LKA,LKA,
2017,3,STANY ZJEDNOCZONE,1,to 17,296,USA,USA,
2017,3,STANY ZJEDNOCZONE,1,18-64,3436,USA,USA,
2017,3,STANY ZJEDNOCZONE,1,65+,683,USA,USA,
2017,3,STANY ZJEDNOCZONE,2,18-59,2023,USA,USA,
2017,3,STANY ZJEDNOCZONE,2,60+,590,USA,USA,
2017,3,STANY ZJEDNOCZONE,2,to 17,312,USA,USA,
2017,3,SUDAN,1,18-64,36,SDN,SDN,
2017,3,SUDAN,1,65+,10,SDN,SDN,
2017,3,SUDAN,1,to 17,1,SDN,SDN,
2017,3,SUDAN,2,18-59,11,SDN,SDN,
2017,3,SUDAN,2,60+,1,SDN,SDN,
2017,3,SURINAM,1,18-64,4,SUR,SUR,
2017,3,SURINAM,2,18-59,3,SUR,SUR,
2017,3,SYRIA,1,to 17,74,SYR,SYR,
2017,3,SYRIA,1,18-64,774,SYR,SYR,
2017,3,SYRIA,1,65+,63,SYR,SYR,
2017,3,SYRIA,2,to 17,50,SYR,SYR,
2017,3,SYRIA,2,18-59,190,SYR,SYR,
2017,3,SYRIA,2,60+,45,SYR,SYR,
2017,3,SZWAJCARIA,1,to 17,23,CHE,CHE,
2017,3,SZWAJCARIA,1,18-64,224,CHE,CHE,
2017,3,SZWAJCARIA,1,65+,82,CHE,CHE,
2017,3,SZWAJCARIA,2,to 17,23,CHE,CHE,
2017,3,SZWAJCARIA,2,18-59,108,CHE,CHE,
2017,3,SZWAJCARIA,2,60+,57,CHE,CHE,
2017,3,SZWECJA,1,18-64,1780,SWE,SWE,
2017,3,SZWECJA,1,65+,757,SWE,SWE,
2017,3,SZWECJA,2,18-59,1304,SWE,SWE,
2017,3,SZWECJA,2,60+,1384,SWE,SWE,
2017,3,SZWECJA,2,to 17,75,SWE,SWE,
2017,3,SZWECJA,1,to 17,77,SWE,SWE,
2017,3,TADŻYKISTAN,1,18-64,139,TJK,TJK,
2017,3,TADŻYKISTAN,2,18-59,39,TJK,TJK,
2017,3,TADŻYKISTAN,1,to 17,7,TJK,TJK,
2017,3,TADŻYKISTAN,1,65+,1,TJK,TJK,
2017,3,TADŻYKISTAN,2,to 17,7,TJK,TJK,
2017,3,TADŻYKISTAN,2,60+,1,TJK,TJK,
2017,3,TAJLANDIA,2,18-59,510,THA,THA,
2017,3,TAJLANDIA,1,to 17,8,THA,THA,
2017,3,TAJLANDIA,1,18-64,547,THA,THA,
2017,3,TAJLANDIA,2,to 17,7,THA,THA,
2017,3,TAJLANDIA,1,65+,8,THA,THA,
2017,3,TAJLANDIA,2,60+,10,THA,THA,
2017,3,TAJWAN,1,to 17,9,TWN,TWN,
2017,3,TAJWAN,2,18-59,290,TWN,TWN,
2017,3,TAJWAN,1,18-64,395,TWN,TWN,
2017,3,TAJWAN,2,to 17,13,TWN,TWN,
2017,3,TAJWAN,1,65+,2,TWN,TWN,
2017,3,TAJWAN,2,60+,5,TWN,TWN,
2017,3,TANZANIA,1,18-64,73,TZA,TZA,
2017,3,TANZANIA,1,65+,2,TZA,TZA,
2017,3,TANZANIA,2,18-59,37,TZA,TZA,
2017,3,TOGO,1,18-64,30,TGO,TGO,
2017,3,TOGO,2,18-59,3,TGO,TGO,
2017,3,TOGO,1,to 17,1,TGO,TGO,
2017,3,TRYNIDAD I TOBAGO,1,18-64,7,TTO,TTO,
2017,3,TRYNIDAD I TOBAGO,2,18-59,8,TTO,TTO,
2017,3,TUNEZJA,1,18-64,1120,TUN,TUN,
2017,3,TUNEZJA,2,60+,3,TUN,TUN,
2017,3,TUNEZJA,1,to 17,11,TUN,TUN,
2017,3,TUNEZJA,2,to 17,8,TUN,TUN,
2017,3,TUNEZJA,2,18-59,65,TUN,TUN,
2017,3,TUNEZJA,1,65+,16,TUN,TUN,
2017,3,TURCJA,1,18-64,8364,TUR,TUR,
2017,3,TURCJA,2,18-59,4157,TUR,TUR,
2017,3,TURCJA,1,to 17,190,TUR,TUR,
2017,3,TURCJA,1,65+,91,TUR,TUR,
2017,3,TURCJA,2,to 17,154,TUR,TUR,
2017,3,TURCJA,2,60+,31,TUR,TUR,
2017,3,TURKMENISTAN,1,18-64,72,TKM,TKM,
2017,3,TURKMENISTAN,2,18-59,67,TKM,TKM,
2017,3,TURKMENISTAN,1,to 17,12,TKM,TKM,
2017,3,TURKMENISTAN,2,to 17,4,TKM,TKM,
2017,3,TURKMENISTAN,2,60+,5,TKM,TKM,
2017,3,TURKMENISTAN,1,65+,1,TKM,TKM,
2017,3,UGANDA,1,18-64,33,UGA,UGA,
2017,3,UGANDA,2,18-59,19,UGA,UGA,
2017,3,UGANDA,1,65+,1,UGA,UGA,
2017,3,UGANDA,1,to 17,2,UGA,UGA,
2017,3,UGANDA,2,60+,1,UGA,UGA,
2017,3,UKRAINA,1,to 17,4153,UKR,UKR,
2017,3,UKRAINA,1,18-64,66288,UKR,UKR,
2017,3,UKRAINA,1,65+,1170,UKR,UKR,
2017,3,UKRAINA,2,to 17,3927,UKR,UKR,
2017,3,UKRAINA,2,18-59,56855,UKR,UKR,
2017,3,UKRAINA,2,60+,4627,UKR,UKR,
2017,3,URUGWAJ,1,18-64,13,URY,URY,
2017,3,URUGWAJ,1,65+,3,URY,URY,
2017,3,URUGWAJ,2,18-59,11,URY,URY,
2017,3,URUGWAJ,2,60+,4,URY,URY,
2017,3,URUGWAJ,2,to 17,1,URY,URY,
2017,3,UZBEKISTAN,1,18-64,1042,UZB,UZB,
2017,3,UZBEKISTAN,2,to 17,35,UZB,UZB,
2017,3,UZBEKISTAN,1,to 17,36,UZB,UZB,
2017,3,UZBEKISTAN,2,18-59,262,UZB,UZB,
2017,3,UZBEKISTAN,2,60+,19,UZB,UZB,
2017,3,UZBEKISTAN,1,65+,5,UZB,UZB,
2017,3,WATYKAN,1,18-64,55,VAT,VAT,
2017,3,WATYKAN,1,65+,12,VAT,VAT,
2017,3,WATYKAN,2,60+,3,VAT,VAT,
2017,3,WATYKAN,1,to 17,2,VAT,VAT,
2017,3,WATYKAN,2,18-59,9,VAT,VAT,
2017,3,WENEZUELA,1,18-64,96,VEN,VEN,
2017,3,WENEZUELA,2,18-59,51,VEN,VEN,
2017,3,WENEZUELA,1,65+,7,VEN,VEN,
2017,3,WENEZUELA,1,to 17,8,VEN,VEN,
2017,3,WENEZUELA,2,to 17,5,VEN,VEN,
2017,3,WENEZUELA,2,60+,6,VEN,VEN,
2017,3,WĘGRY,1,to 17,65,HUN,HUN,
2017,3,WĘGRY,1,18-64,1004,HUN,HUN,
2017,3,WĘGRY,1,65+,104,HUN,HUN,
2017,3,WĘGRY,2,to 17,58,HUN,HUN,
2017,3,WĘGRY,2,18-59,626,HUN,HUN,
2017,3,WĘGRY,2,60+,135,HUN,HUN,
2017,3,WIELKA BRYTANIA,1,to 17,214,GBR,GBR,
2017,3,WIELKA BRYTANIA,1,18-64,4070,GBR,GBR,
2017,3,WIELKA BRYTANIA,1,65+,642,GBR,GBR,
2017,3,WIELKA BRYTANIA,2,to 17,189,GBR,GBR,
2017,3,WIELKA BRYTANIA,2,18-59,1084,GBR,GBR,
2017,3,WIELKA BRYTANIA,2,60+,300,GBR,GBR,
2017,3,WIETNAM,1,to 17,747,VNM,VNM,
2017,3,WIETNAM,1,18-64,5859,VNM,VNM,
2017,3,WIETNAM,1,65+,277,VNM,VNM,
2017,3,WIETNAM,2,to 17,723,VNM,VNM,
2017,3,WIETNAM,2,18-59,3208,VNM,VNM,
2017,3,WIETNAM,2,60+,519,VNM,VNM,
2017,3,WŁOCHY,1,to 17,164,ITA,ITA,
2017,3,WŁOCHY,1,18-64,5057,ITA,ITA,
2017,3,WŁOCHY,1,65+,1067,ITA,ITA,
2017,3,WŁOCHY,2,to 17,150,ITA,ITA,
2017,3,WŁOCHY,2,18-59,774,ITA,ITA,
2017,3,WŁOCHY,2,60+,158,ITA,ITA,
2017,3,WYBRZEŻE KOŚCI SŁONIOWEJ,1,18-64,21,CIV,CIV,
2017,3,WYBRZEŻE KOŚCI SŁONIOWEJ,2,18-59,10,CIV,CIV,
2017,3,WYSPY ŚWIĘTEGO TOMASZA I KSIĄŻĘCA,1,18-64,1,STP,STP,
2017,3,ZAMBIA,2,18-59,18,ZMB,ZMB,
2017,3,ZAMBIA,1,18-64,8,ZMB,ZMB,
2017,3,ZAMBIA,2,60+,2,ZMB,ZMB,
2017,3,ZIMBABWE,1,to 17,6,ZWE,ZWE,
2017,3,ZIMBABWE,2,18-59,31,ZWE,ZWE,
2017,3,ZIMBABWE,1,18-64,42,ZWE,ZWE,
2017,3,ZIMBABWE,2,to 17,4,ZWE,ZWE,
2017,3,ZIMBABWE,2,60+,1,ZWE,ZWE,
2017,3,ZJEDNOCZONE EMIRATY ARABSKIE,1,18-64,3,ARE,ARE,
2017,3,ZJEDNOCZONE EMIRATY ARABSKIE,1,65+,1,ARE,ARE,
2017,3,ZJEDNOCZONE EMIRATY ARABSKIE,2,18-59,2,ARE,ARE,
2017,3,ZSRR,1,18-64,154,,SUN,
2017,3,ZSRR,1,65+,158,,SUN,
2017,3,ZSRR,2,18-59,162,,SUN,
2017,3,ZSRR,2,60+,435,,SUN,
2017,3,ZSRR,2,to 17,1,,SUN,
2017,3,BEZPAŃSTWOWCY,1,to 17,37,,XXA,
2017,3,BEZPAŃSTWOWCY,1,18-64,490,,XXA,
2017,3,BEZPAŃSTWOWCY,2,to 17,21,,XXA,
2017,3,BEZPAŃSTWOWCY,2,18-59,583,,XXA,
2017,3,BEZPAŃSTWOWCY,1,65+,57,,XXA,
2017,3,BEZPAŃSTWOWCY,2,60+,144,,XXA,
2017,3,INNE KRAJE,2,to 17,1,,XXX,
2017,3,INNE KRAJE,1,to 17,1,,XXX,
2017,3,INNE KRAJE,1,18-64,14,,XXX,
2017,3,INNE KRAJE,2,18-59,25,,XXX,
2017,3,INNE KRAJE,2,60+,3,,XXX,
2017,3,INNE KRAJE,1,65+,3,,XXX,
2017,3,NIEUSTALONE,1,to 17,177,,XXX,
2017,3,NIEUSTALONE,1,18-64,4692,,XXX,
2017,3,NIEUSTALONE,1,65+,768,,XXX,
2017,3,NIEUSTALONE,2,to 17,171,,XXX,
2017,3,NIEUSTALONE,2,18-59,7179,,XXX,
2017,3,NIEUSTALONE,2,60+,2031,,XXX,
2017,2,AFGANISTAN,1,to 17,15,AFG,AFG,
2017,2,AFGANISTAN,1,18-64,223,AFG,AFG,
2017,2,AFGANISTAN,2,to 17,9,AFG,AFG,
2017,2,AFGANISTAN,2,18-59,50,AFG,AFG,
2017,2,AFGANISTAN,2,60+,11,AFG,AFG,
2017,2,AFGANISTAN,1,65+,30,AFG,AFG,
2017,2,ALBANIA,1,18-64,368,ALB,ALB,
2017,2,ALBANIA,2,to 17,2,ALB,ALB,
2017,2,ALBANIA,2,18-59,135,ALB,ALB,
2017,2,ALBANIA,1,to 17,5,ALB,ALB,
2017,2,ALBANIA,1,65+,2,ALB,ALB,
2017,2,ALBANIA,2,60+,5,ALB,ALB,
2017,2,ALGIERIA,1,18-64,670,DZA,DZA,
2017,2,ALGIERIA,1,to 17,3,DZA,DZA,
2017,2,ALGIERIA,2,to 17,5,DZA,DZA,
2017,2,ALGIERIA,2,18-59,38,DZA,DZA,
2017,2,ALGIERIA,2,60+,5,DZA,DZA,
2017,2,ALGIERIA,1,65+,35,DZA,DZA,
2017,2,ANDORA,2,18-59,1,AND,AND,
2017,2,ANGOLA,1,18-64,153,AGO,AGO,
2017,2,ANGOLA,2,18-59,99,AGO,AGO,
2017,2,ANGOLA,2,60+,1,AGO,AGO,
2017,2,ANGOLA,1,to 17,3,AGO,AGO,
2017,2,ANGOLA,2,to 17,4,AGO,AGO,
2017,2,ANGOLA,1,65+,1,AGO,AGO,
2017,2,ARABIA SAUDYJSKA,1,to 17,14,SAU,SAU,
2017,2,ARABIA SAUDYJSKA,1,18-64,671,SAU,SAU,
2017,2,ARABIA SAUDYJSKA,2,to 17,17,SAU,SAU,
2017,2,ARABIA SAUDYJSKA,2,18-59,220,SAU,SAU,
2017,2,ARABIA SAUDYJSKA,1,65+,12,SAU,SAU,
2017,2,ARABIA SAUDYJSKA,2,60+,4,SAU,SAU,
2017,2,ARGENTYNA,1,18-64,133,ARG,ARG,
2017,2,ARGENTYNA,2,18-59,83,ARG,ARG,
2017,2,ARGENTYNA,2,60+,9,ARG,ARG,
2017,2,ARGENTYNA,1,65+,8,ARG,ARG,
2017,2,ARGENTYNA,2,to 17,5,ARG,ARG,
2017,2,ARGENTYNA,1,to 17,7,ARG,ARG,
2017,2,ARMENIA,1,to 17,206,ARM,ARM,
2017,2,ARMENIA,1,18-64,1947,ARM,ARM,
2017,2,ARMENIA,2,to 17,197,ARM,ARM,
2017,2,ARMENIA,2,18-59,1324,ARM,ARM,
2017,2,ARMENIA,1,65+,178,ARM,ARM,
2017,2,ARMENIA,2,60+,480,ARM,ARM,
2017,2,AUSTRALIA,1,18-64,315,AUS,AUS,
2017,2,AUSTRALIA,2,18-59,183,AUS,AUS,
2017,2,AUSTRALIA,2,60+,55,AUS,AUS,
2017,2,AUSTRALIA,1,to 17,37,AUS,AUS,
2017,2,AUSTRALIA,1,65+,60,AUS,AUS,
2017,2,AUSTRALIA,2,to 17,21,AUS,AUS,
2017,2,AUSTRIA,1,to 17,58,AUT,AUT,
2017,2,AUSTRIA,1,18-64,1763,AUT,AUT,
2017,2,AUSTRIA,1,65+,468,AUT,AUT,
2017,2,AUSTRIA,2,to 17,42,AUT,AUT,
2017,2,AUSTRIA,2,18-59,1698,AUT,AUT,
2017,2,AUSTRIA,2,60+,753,AUT,AUT,
2017,2,AZERBEJDŻAN,1,18-64,387,AZE,AZE,
2017,2,AZERBEJDŻAN,2,to 17,19,AZE,AZE,
2017,2,AZERBEJDŻAN,1,to 17,22,AZE,AZE,
2017,2,AZERBEJDŻAN,2,18-59,163,AZE,AZE,
2017,2,AZERBEJDŻAN,2,60+,4,AZE,AZE,
2017,2,BAHAMY,2,18-59,1,BHS,BHS,
2017,2,BAHRAJN,1,18-64,2,BHR,BHR,
2017,2,BAHRAJN,2,18-59,1,BHR,BHR,
2017,2,BANGLADESZ,1,18-64,533,BGD,BGD,
2017,2,BANGLADESZ,2,to 17,2,BGD,BGD,
2017,2,BANGLADESZ,2,18-59,27,BGD,BGD,
2017,2,BANGLADESZ,2,60+,1,BGD,BGD,
2017,2,BANGLADESZ,1,65+,1,BGD,BGD,
2017,2,BANGLADESZ,1,to 17,4,BGD,BGD,
2017,2,BARBADOS,2,60+,1,BRB,BRB,
2017,2,BELGIA,1,18-64,896,BEL,BEL,
2017,2,BELGIA,1,65+,223,BEL,BEL,
2017,2,BELGIA,2,to 17,77,BEL,BEL,
2017,2,BELGIA,2,18-59,281,BEL,BEL,
2017,2,BELGIA,2,60+,78,BEL,BEL,
2017,2,BELGIA,1,to 17,77,BEL,BEL,
2017,2,BELIZE,1,18-64,5,BLZ,BLZ,
2017,2,BELIZE,2,18-59,1,BLZ,BLZ,
2017,2,BENIN,1,18-64,7,BEN,BEN,
2017,2,BENIN,2,18-59,3,BEN,BEN,
2017,2,BERLIN ZACHODNI,1,18-64,9,,DEU,
2017,2,BERLIN ZACHODNI,2,60+,10,,DEU,
2017,2,BERLIN ZACHODNI,1,65+,9,,DEU,
2017,2,BERLIN ZACHODNI,2,18-59,10,,DEU,
2017,2,BHUTAN,2,18-59,2,BTN,BTN,
2017,2,BHUTAN,1,18-64,1,BTN,BTN,
2017,2,BIAŁORUŚ,1,to 17,549,BLR,BLR,
2017,2,BIAŁORUŚ,1,18-64,9985,BLR,BLR,
2017,2,BIAŁORUŚ,1,65+,263,BLR,BLR,
2017,2,BIAŁORUŚ,2,to 17,536,BLR,BLR,
2017,2,BIAŁORUŚ,2,18-59,7951,BLR,BLR,
2017,2,BIAŁORUŚ,2,60+,915,BLR,BLR,
2017,2,BOLIWIA,1,18-64,28,BOL,BOL,
2017,2,BOLIWIA,2,to 17,1,BOL,BOL,
2017,2,BOLIWIA,2,18-59,22,BOL,BOL,
2017,2,BOLIWIA,1,65+,1,BOL,BOL,
2017,2,BOLIWIA,1,to 17,1,BOL,BOL,
2017,2,BOLIWIA,2,60+,1,BOL,BOL,
2017,2,BOŚNIA I HERCEGOWINA,1,18-64,321,BIH,BIH,
2017,2,BOŚNIA I HERCEGOWINA,2,18-59,35,BIH,BIH,
2017,2,BOŚNIA I HERCEGOWINA,1,to 17,10,BIH,BIH,
2017,2,BOŚNIA I HERCEGOWINA,1,65+,23,BIH,BIH,
2017,2,BOŚNIA I HERCEGOWINA,2,60+,5,BIH,BIH,
2017,2,BOŚNIA I HERCEGOWINA,2,to 17,6,BIH,BIH,
2017,2,BOTSWANA,2,18-59,1,BWA,BWA,
2017,2,BOTSWANA,1,18-64,3,BWA,BWA,
2017,2,BRAZYLIA,1,18-64,613,BRA,BRA,
2017,2,BRAZYLIA,1,65+,17,BRA,BRA,
2017,2,BRAZYLIA,2,to 17,22,BRA,BRA,
2017,2,BRAZYLIA,2,18-59,348,BRA,BRA,
2017,2,BRAZYLIA,1,to 17,24,BRA,BRA,
2017,2,BRAZYLIA,2,60+,23,BRA,BRA,
2017,2,BRUNEI,1,18-64,4,BRN,BRN,
2017,2,BUŁGARIA,1,to 17,438,BGR,BGR,
2017,2,BUŁGARIA,1,18-64,3812,BGR,BGR,
2017,2,BUŁGARIA,1,65+,413,BGR,BGR,
2017,2,BUŁGARIA,2,to 17,412,BGR,BGR,
2017,2,BUŁGARIA,2,18-59,2089,BGR,BGR,
2017,2,BUŁGARIA,2,60+,271,BGR,BGR,
2017,2,BURKINA FASO,1,18-64,11,BFA,BFA,
2017,2,BURKINA FASO,2,18-59,1,BFA,BFA,
2017,2,BURUNDI,1,18-64,7,BDI,BDI,
2017,2,CHILE,1,18-64,90,CHL,CHL,
2017,2,CHILE,2,18-59,29,CHL,CHL,
2017,2,CHILE,1,65+,10,CHL,CHL,
2017,2,CHILE,2,60+,9,CHL,CHL,
2017,2,CHILE,1,to 17,5,CHL,CHL,
2017,2,CHILE,2,to 17,6,CHL,CHL,
2017,2,CHINY,1,18-64,6343,CHN,CHN,
2017,2,CHINY,1,65+,124,CHN,CHN,
2017,2,CHINY,2,18-59,3806,CHN,CHN,
2017,2,CHINY,2,60+,194,CHN,CHN,
2017,2,CHINY,1,to 17,412,CHN,CHN,
2017,2,CHINY,2,to 17,373,CHN,CHN,
2017,2,CHORWACJA,1,18-64,421,HRV,HRV,
2017,2,CHORWACJA,2,18-59,207,HRV,HRV,
2017,2,CHORWACJA,1,to 17,26,HRV,HRV,
2017,2,CHORWACJA,1,65+,52,HRV,HRV,
2017,2,CHORWACJA,2,to 17,20,HRV,HRV,
2017,2,CHORWACJA,2,60+,10,HRV,HRV,
2017,2,CYPR,1,65+,7,CYP,CYP,
2017,2,CYPR,1,18-64,64,CYP,CYP,
2017,2,CYPR,2,to 17,4,CYP,CYP,
2017,2,CYPR,2,18-59,15,CYP,CYP,
2017,2,CYPR,1,to 17,3,CYP,CYP,
2017,2,CYPR,2,60+,3,CYP,CYP,
2017,2,CZAD,1,18-64,3,TCD,TCD,
2017,2,CZARNOGÓRA,1,18-64,72,MNE,MNE,
2017,2,CZARNOGÓRA,1,to 17,3,MNE,MNE,
2017,2,CZARNOGÓRA,1,65+,2,MNE,MNE,
2017,2,CZARNOGÓRA,2,to 17,4,MNE,MNE,
2017,2,CZARNOGÓRA,2,18-59,22,MNE,MNE,
2017,2,CZECHOSŁOWACJA,1,18-64,52,,CSK,
2017,2,CZECHOSŁOWACJA,1,65+,28,,CSK,
2017,2,CZECHOSŁOWACJA,2,18-59,36,,CSK,
2017,2,CZECHOSŁOWACJA,2,60+,58,,CSK,
2017,2,CZECHY,1,to 17,106,CZE,CZE,
2017,2,CZECHY,1,18-64,1316,CZE,CZE,
2017,2,CZECHY,1,65+,119,CZE,CZE,
2017,2,CZECHY,2,to 17,116,CZE,CZE,
2017,2,CZECHY,2,18-59,1013,CZE,CZE,
2017,2,CZECHY,2,60+,240,CZE,CZE,
2017,2,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,1,18-64,2,UMI,UMI,
2017,2,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,1,65+,1,UMI,UMI,
2017,2,DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH,2,to 17,1,UMI,UMI,
