year,quarter,type,group,age,sex,country_code,count
2016,1,sickness,entrepreuners,17,f,BGR,2
2016,1,sickness,entrepreuners,17,f,UKR,1
2016,1,sickness,entrepreuners,17,f,VNM,1
2017,1,sickness,entrepreuners,17,f,BGR,1
2017,1,sickness,entrepreuners,17,f,VNM,1
2016,1,sickness,all.people,17,f,BLR,3
2016,1,sickness,all.people,17,f,GBR,1
2016,1,sickness,all.people,17,f,BGR,7
2016,1,sickness,all.people,17,f,CHN,2
2016,1,sickness,all.people,17,f,CZE,1
2016,1,sickness,all.people,17,f,FRA,2
2016,1,sickness,all.people,17,f,IRL,1
2016,1,sickness,all.people,17,f,LTU,1
2016,1,sickness,all.people,17,f,DEU,2
2016,1,sickness,all.people,17,f,RUS,2
2016,1,sickness,all.people,17,f,UKR,29
2016,1,sickness,all.people,17,f,VNM,5
2016,1,sickness,all.people,17,f,ITA,1
2017,1,sickness,all.people,17,f,ARM,1
2017,1,sickness,all.people,17,f,BLR,3
2017,1,sickness,all.people,17,f,GBR,1
2017,1,sickness,all.people,17,f,BGR,6
2017,1,sickness,all.people,17,f,CHN,1
2017,1,sickness,all.people,17,f,CZE,1
2017,1,sickness,all.people,17,f,FRA,2
2017,1,sickness,all.people,17,f,ESP,1
2017,1,sickness,all.people,17,f,LTU,1
2017,1,sickness,all.people,17,f,LVA,1
2017,1,sickness,all.people,17,f,DEU,1
2017,1,sickness,all.people,17,f,RUS,1
2017,1,sickness,all.people,17,f,SCG,1
2017,1,sickness,all.people,17,f,SVN,1
2017,1,sickness,all.people,17,f,UKR,55
2017,1,sickness,all.people,17,f,VNM,5
2016,1,sickness,employees,17,f,BLR,3
2016,1,sickness,employees,17,f,GBR,1
2016,1,sickness,employees,17,f,BGR,5
2016,1,sickness,employees,17,f,CHN,2
2016,1,sickness,employees,17,f,CZE,1
2016,1,sickness,employees,17,f,FRA,2
2016,1,sickness,employees,17,f,LTU,1
2016,1,sickness,employees,17,f,DEU,2
2016,1,sickness,employees,17,f,RUS,2
2016,1,sickness,employees,17,f,UKR,19
2016,1,sickness,employees,17,f,VNM,4
2016,1,sickness,employees,17,f,ITA,1
2017,1,sickness,employees,17,f,ARM,1
2017,1,sickness,employees,17,f,BLR,3
2017,1,sickness,employees,17,f,GBR,1
2017,1,sickness,employees,17,f,BGR,5
2017,1,sickness,employees,17,f,CHN,1
2017,1,sickness,employees,17,f,CZE,1
2017,1,sickness,employees,17,f,FRA,2
2017,1,sickness,employees,17,f,LTU,1
2017,1,sickness,employees,17,f,LVA,1
2017,1,sickness,employees,17,f,DEU,1
2017,1,sickness,employees,17,f,RUS,1
2017,1,sickness,employees,17,f,SCG,1
2017,1,sickness,employees,17,f,UKR,44
2017,1,sickness,employees,17,f,VNM,4
2016,1,disability.pension,entrepreuners,17,f,GBR,2
2016,1,disability.pension,entrepreuners,17,f,BGR,3
2016,1,disability.pension,entrepreuners,17,f,DNK,1
2016,1,disability.pension,entrepreuners,17,f,DEU,1
2016,1,disability.pension,entrepreuners,17,f,RUS,1
2016,1,disability.pension,entrepreuners,17,f,UKR,1
2016,1,disability.pension,entrepreuners,17,f,VNM,1
2017,1,disability.pension,entrepreuners,17,f,GBR,1
2017,1,disability.pension,entrepreuners,17,f,BGR,2
2017,1,disability.pension,entrepreuners,17,f,DNK,1
2017,1,disability.pension,entrepreuners,17,f,DEU,1
2017,1,disability.pension,entrepreuners,17,f,RUS,1
2017,1,disability.pension,entrepreuners,17,f,VNM,1
2016,1,disability.pension,all.people,17,f,BEL,1
2016,1,disability.pension,all.people,17,f,BLR,4
2016,1,disability.pension,all.people,17,f,GBR,2
2016,1,disability.pension,all.people,17,f,BGR,8
2016,1,disability.pension,all.people,17,f,CHN,2
2016,1,disability.pension,all.people,17,f,CZE,1
2016,1,disability.pension,all.people,17,f,DNK,1
2016,1,disability.pension,all.people,17,f,FRA,2
2016,1,disability.pension,all.people,17,f,IRL,1
2016,1,disability.pension,all.people,17,f,KAZ,1
2016,1,disability.pension,all.people,17,f,LTU,1
2016,1,disability.pension,all.people,17,f,DEU,4
2016,1,disability.pension,all.people,17,f,RUS,3
2016,1,disability.pension,all.people,17,f,SWE,1
2016,1,disability.pension,all.people,17,f,UKR,46
2016,1,disability.pension,all.people,17,f,VNM,5
2016,1,disability.pension,all.people,17,f,ITA,1
2017,1,disability.pension,all.people,17,f,ARM,1
2017,1,disability.pension,all.people,17,f,BLR,5
2017,1,disability.pension,all.people,17,f,GBR,1
2017,1,disability.pension,all.people,17,f,BGR,7
2017,1,disability.pension,all.people,17,f,CHN,1
2017,1,disability.pension,all.people,17,f,CZE,1
2017,1,disability.pension,all.people,17,f,DNK,1
2017,1,disability.pension,all.people,17,f,FRA,2
2017,1,disability.pension,all.people,17,f,ESP,1
2017,1,disability.pension,all.people,17,f,LTU,1
2017,1,disability.pension,all.people,17,f,LVA,1
2017,1,disability.pension,all.people,17,f,DEU,3
2017,1,disability.pension,all.people,17,f,RUS,2
2017,1,disability.pension,all.people,17,f,SCG,1
2017,1,disability.pension,all.people,17,f,SVN,1
2017,1,disability.pension,all.people,17,f,UKR,78
2017,1,disability.pension,all.people,17,f,UZB,1
2017,1,disability.pension,all.people,17,f,VNM,5
2016,1,disability.pension,employees,17,f,BLR,3
2016,1,disability.pension,employees,17,f,GBR,1
2016,1,disability.pension,employees,17,f,BGR,5
2016,1,disability.pension,employees,17,f,CHN,2
2016,1,disability.pension,employees,17,f,CZE,1
2016,1,disability.pension,employees,17,f,FRA,2
2016,1,disability.pension,employees,17,f,LTU,1
2016,1,disability.pension,employees,17,f,DEU,2
2016,1,disability.pension,employees,17,f,RUS,2
2016,1,disability.pension,employees,17,f,UKR,19
2016,1,disability.pension,employees,17,f,VNM,4
2016,1,disability.pension,employees,17,f,ITA,1
2017,1,disability.pension,employees,17,f,ARM,1
2017,1,disability.pension,employees,17,f,BLR,3
2017,1,disability.pension,employees,17,f,GBR,1
2017,1,disability.pension,employees,17,f,BGR,5
2017,1,disability.pension,employees,17,f,CHN,1
2017,1,disability.pension,employees,17,f,CZE,1
2017,1,disability.pension,employees,17,f,FRA,2
2017,1,disability.pension,employees,17,f,LTU,1
2017,1,disability.pension,employees,17,f,LVA,1
2017,1,disability.pension,employees,17,f,DEU,1
2017,1,disability.pension,employees,17,f,RUS,1
2017,1,disability.pension,employees,17,f,SCG,1
2017,1,disability.pension,employees,17,f,UKR,44
2017,1,disability.pension,employees,17,f,VNM,4
2016,1,health,employees,17,f,BLR,3
2016,1,health,employees,17,f,GBR,1
2016,1,health,employees,17,f,BGR,5
2016,1,health,employees,17,f,CHN,2
2016,1,health,employees,17,f,CZE,1
2016,1,health,employees,17,f,FRA,1
2016,1,health,employees,17,f,DEU,1
2016,1,health,employees,17,f,RUS,1
2016,1,health,employees,17,f,UKR,18
2016,1,health,employees,17,f,VNM,2
2016,1,health,employees,17,f,ITA,1
2017,1,health,employees,17,f,ARM,1
2017,1,health,employees,17,f,BLR,3
2017,1,health,employees,17,f,GBR,1
2017,1,health,employees,17,f,BGR,5
2017,1,health,employees,17,f,CHN,1
2017,1,health,employees,17,f,CZE,1
2017,1,health,employees,17,f,FRA,1
2017,1,health,employees,17,f,LVA,1
2017,1,health,employees,17,f,RUS,1
2017,1,health,employees,17,f,SCG,1
2017,1,health,employees,17,f,UKR,44
2017,1,health,employees,17,f,VNM,2
2016,1,health,entrepreuners,17,f,GBR,2
2016,1,health,entrepreuners,17,f,BGR,3
2016,1,health,entrepreuners,17,f,DNK,1
2016,1,health,entrepreuners,17,f,DEU,1
2016,1,health,entrepreuners,17,f,UKR,1
2016,1,health,entrepreuners,17,f,VNM,1
2017,1,health,entrepreuners,17,f,GBR,1
2017,1,health,entrepreuners,17,f,BGR,2
2017,1,health,entrepreuners,17,f,DNK,1
2017,1,health,entrepreuners,17,f,DEU,1
2017,1,health,entrepreuners,17,f,VNM,1
2016,1,health,all.people,17,f,AFG,0
2016,1,health,all.people,17,f,ALB,0
2016,1,health,all.people,17,f,DZA,0
2016,1,health,all.people,17,f,USA,2
2016,1,health,all.people,17,f,AND,0
2016,1,health,all.people,17,f,AGO,0
2016,1,health,all.people,17,f,SAU,0
2016,1,health,all.people,17,f,ARG,0
2016,1,health,all.people,17,f,ARM,0
2016,1,health,all.people,17,f,ABW,0
2016,1,health,all.people,17,f,AUS,0
2016,1,health,all.people,17,f,AUT,0
2016,1,health,all.people,17,f,AZE,1
2016,1,health,all.people,17,f,BGD,0
2016,1,health,all.people,17,f,BRB,0
2016,1,health,all.people,17,f,BEL,0
2016,1,health,all.people,17,f,BEN,0
2016,1,health,all.people,17,f,BLR,11
2016,1,health,all.people,17,f,MMR,0
2016,1,health,all.people,17,f,BOL,0
2016,1,health,all.people,17,f,BIH,0
2016,1,health,all.people,17,f,BWA,0
2016,1,health,all.people,17,f,BRA,0
2016,1,health,all.people,17,f,IOT,0
2016,1,health,all.people,17,f,GBR,3
2016,1,health,all.people,17,f,VGB,0
2016,1,health,all.people,17,f,BGR,11
2016,1,health,all.people,17,f,BFA,0
2016,1,health,all.people,17,f,BDI,0
2016,1,health,all.people,17,f,CHL,0
2016,1,health,all.people,17,f,CHN,3
2016,1,health,all.people,17,f,HRV,0
2016,1,health,all.people,17,f,CYP,0
2016,1,health,all.people,17,f,TCD,0
2016,1,health,all.people,17,f,MNE,0
2016,1,health,all.people,17,f,CSK,0
2016,1,health,all.people,17,f,RUS,0
2016,1,health,all.people,17,f,CZE,1
2016,1,health,all.people,17,f,DOM,0
2016,1,health,all.people,17,f,DNK,1
2016,1,health,all.people,17,f,DJI,0
2016,1,health,all.people,17,f,EGY,0
2016,1,health,all.people,17,f,ECU,0
2016,1,health,all.people,17,f,ARE,0
2016,1,health,all.people,17,f,ERI,0
2016,1,health,all.people,17,f,EST,0
2016,1,health,all.people,17,f,ETH,0
2016,1,health,all.people,17,f,PHL,0
2016,1,health,all.people,17,f,FIN,0
2016,1,health,all.people,17,f,FRA,3
2016,1,health,all.people,17,f,ATF,0
2016,1,health,all.people,17,f,GAB,0
2016,1,health,all.people,17,f,GMB,0
2016,1,health,all.people,17,f,GHA,0
2016,1,health,all.people,17,f,GRC,0
2016,1,health,all.people,17,f,GRD,0
2016,1,health,all.people,17,f,GEO,0
2016,1,health,all.people,17,f,GUY,0
2016,1,health,all.people,17,f,GTM,0
2016,1,health,all.people,17,f,GIN,0
2016,1,health,all.people,17,f,HTI,0
2016,1,health,all.people,17,f,IND,1
2016,1,health,all.people,17,f,ESP,0
2016,1,health,all.people,17,f,NLD,0
2016,1,health,all.people,17,f,HND,0
2016,1,health,all.people,17,f,IDN,0
2016,1,health,all.people,17,f,IRQ,4
2016,1,health,all.people,17,f,IRN,0
2016,1,health,all.people,17,f,IRL,0
2016,1,health,all.people,17,f,ISL,0
2016,1,health,all.people,17,f,ISR,0
2016,1,health,all.people,17,f,JAM,0
2016,1,health,all.people,17,f,JPN,0
2016,1,health,all.people,17,f,YEM,0
2016,1,health,all.people,17,f,JOR,0
2016,1,health,all.people,17,f,KHM,0
2016,1,health,all.people,17,f,CMR,1
2016,1,health,all.people,17,f,CAN,0
2016,1,health,all.people,17,f,QAT,0
2016,1,health,all.people,17,f,KAZ,10
2016,1,health,all.people,17,f,KEN,0
2016,1,health,all.people,17,f,KGZ,0
2016,1,health,all.people,17,f,COL,0
2016,1,health,all.people,17,f,COG,0
2016,1,health,all.people,17,f,KOR,0
2016,1,health,all.people,17,f,CRI,0
2016,1,health,all.people,17,f,GBR,0
2016,1,health,all.people,17,f,CUB,0
2016,1,health,all.people,17,f,KWT,0
2016,1,health,all.people,17,f,LKA,0
2016,1,health,all.people,17,f,LAO,0
2016,1,health,all.people,17,f,LBN,0
2016,1,health,all.people,17,f,LBR,0
2016,1,health,all.people,17,f,LBY,0
2016,1,health,all.people,17,f,LTU,1
2016,1,health,all.people,17,f,LUX,0
2016,1,health,all.people,17,f,LVA,0
2016,1,health,all.people,17,f,MKD,0
2016,1,health,all.people,17,f,MDG,0
2016,1,health,all.people,17,f,MYS,0
2016,1,health,all.people,17,f,MLI,0
2016,1,health,all.people,17,f,MLT,0
2016,1,health,all.people,17,f,MAR,1
2016,1,health,all.people,17,f,MRT,0
2016,1,health,all.people,17,f,MUS,0
2016,1,health,all.people,17,f,MEX,0
2016,1,health,all.people,17,f,MDA,2
2016,1,health,all.people,17,f,MCO,0
2016,1,health,all.people,17,f,MNG,2
2016,1,health,all.people,17,f,MOZ,0
2016,1,health,all.people,17,f,NAM,0
2016,1,health,all.people,17,f,NPL,0
2016,1,health,all.people,17,f,DEU,5
2016,1,health,all.people,17,f,NER,0
2016,1,health,all.people,17,f,NGA,1
2016,1,health,all.people,17,f,NIC,0
2016,1,health,all.people,17,f,NOR,0
2016,1,health,all.people,17,f,NZL,0
2016,1,health,all.people,17,f,PAK,0
2016,1,health,all.people,17,f,PSE,0
2016,1,health,all.people,17,f,PAN,0
2016,1,health,all.people,17,f,PNG,0
2016,1,health,all.people,17,f,PRY,0
2016,1,health,all.people,17,f,PER,0
2016,1,health,all.people,17,f,ZAF,0
2016,1,health,all.people,17,f,PRT,0
2016,1,health,all.people,17,f,ZAF,0
2016,1,health,all.people,17,f,CPV,0
2016,1,health,all.people,17,f,RUS,19
2016,1,health,all.people,17,f,ROU,8
2016,1,health,all.people,17,f,RWA,1
2016,1,health,all.people,17,f,SLV,0
2016,1,health,all.people,17,f,ASM,0
2016,1,health,all.people,17,f,SAU,0
2016,1,health,all.people,17,f,SEN,0
2016,1,health,all.people,17,f,SCG,0
2016,1,health,all.people,17,f,SLE,0
2016,1,health,all.people,17,f,SGP,0
2016,1,health,all.people,17,f,SVK,0
2016,1,health,all.people,17,f,SVN,0
2016,1,health,all.people,17,f,SOM,1
2016,1,health,all.people,17,f,SDN,0
2016,1,health,all.people,17,f,SUR,0
2016,1,health,all.people,17,f,SYR,0
2016,1,health,all.people,17,f,CHE,0
2016,1,health,all.people,17,f,SWE,2
2016,1,health,all.people,17,f,CAF,0
2016,1,health,all.people,17,f,TJK,0
2016,1,health,all.people,17,f,THA,0
2016,1,health,all.people,17,f,TWN,0
2016,1,health,all.people,17,f,TZA,0
2016,1,health,all.people,17,f,TGO,0
2016,1,health,all.people,17,f,TTO,0
2016,1,health,all.people,17,f,TUN,0
2016,1,health,all.people,17,f,TUR,1
2016,1,health,all.people,17,f,TKM,0
2016,1,health,all.people,17,f,UGA,0
2016,1,health,all.people,17,f,UKR,410
2016,1,health,all.people,17,f,URY,0
2016,1,health,all.people,17,f,UZB,4
2016,1,health,all.people,17,f,VAT,0
2016,1,health,all.people,17,f,VEN,0
2016,1,health,all.people,17,f,HUN,1
2016,1,health,all.people,17,f,VNM,3
2016,1,health,all.people,17,f,ITA,2
2016,1,health,all.people,17,f,CIV,0
2016,1,health,all.people,17,f,STP,0
2016,1,health,all.people,17,f,COD,0
2016,1,health,all.people,17,f,ZMB,0
2016,1,health,all.people,17,f,ZWE,0
2016,1,health,all.people,17,f,XXX,2
2017,1,health,all.people,17,f,USA,2
2017,1,health,all.people,17,f,ARM,3
2017,1,health,all.people,17,f,BLR,28
2017,1,health,all.people,17,f,GBR,2
2017,1,health,all.people,17,f,BGR,8
2017,1,health,all.people,17,f,CHN,2
2017,1,health,all.people,17,f,CZE,1
2017,1,health,all.people,17,f,DNK,1
2017,1,health,all.people,17,f,FRA,3
2017,1,health,all.people,17,f,GEO,3
2017,1,health,all.people,17,f,IND,1
2017,1,health,all.people,17,f,ESP,1
2017,1,health,all.people,17,f,NLD,1
2017,1,health,all.people,17,f,KAZ,7
2017,1,health,all.people,17,f,LVA,1
2017,1,health,all.people,17,f,MAR,1
2017,1,health,all.people,17,f,MDA,2
2017,1,health,all.people,17,f,DEU,3
2017,1,health,all.people,17,f,NGA,1
2017,1,health,all.people,17,f,RUS,17
2017,1,health,all.people,17,f,ROU,7
2017,1,health,all.people,17,f,RWA,1
2017,1,health,all.people,17,f,SCG,1
2017,1,health,all.people,17,f,SVK,1
2017,1,health,all.people,17,f,SVN,1
2017,1,health,all.people,17,f,SWE,1
2017,1,health,all.people,17,f,TUR,1
2017,1,health,all.people,17,f,UKR,706
2017,1,health,all.people,17,f,UZB,6
2017,1,health,all.people,17,f,HUN,1
2017,1,health,all.people,17,f,VNM,3
2017,1,health,all.people,17,f,ITA,1
2017,1,health,all.people,17,f,XXX,3
2016,1,sickness,entrepreuners,17,m,AUT,1
2016,1,sickness,entrepreuners,17,m,BGR,1
2016,1,sickness,entrepreuners,17,m,ROU,1
2016,1,sickness,entrepreuners,17,m,UKR,1
2016,1,sickness,entrepreuners,17,m,VNM,1
2016,1,sickness,entrepreuners,17,m,ITA,1
2017,1,sickness,entrepreuners,17,m,BGR,1
2017,1,sickness,entrepreuners,17,m,MKD,1
2017,1,sickness,entrepreuners,17,m,ROU,1
2017,1,sickness,entrepreuners,17,m,UKR,1
2017,1,sickness,entrepreuners,17,m,VNM,1
2017,1,sickness,entrepreuners,17,m,ITA,1
2016,1,sickness,all.people,17,m,USA,3
2016,1,sickness,all.people,17,m,ARM,5
2016,1,sickness,all.people,17,m,AUT,3
2016,1,sickness,all.people,17,m,AZE,1
2016,1,sickness,all.people,17,m,BEL,3
2016,1,sickness,all.people,17,m,BLR,5
2016,1,sickness,all.people,17,m,BRA,1
2016,1,sickness,all.people,17,m,GBR,9
2016,1,sickness,all.people,17,m,BGR,8
2016,1,sickness,all.people,17,m,CHN,9
2016,1,sickness,all.people,17,m,CZE,1
2016,1,sickness,all.people,17,m,FRA,3
2016,1,sickness,all.people,17,m,IND,6
2016,1,sickness,all.people,17,m,NLD,4
2016,1,sickness,all.people,17,m,IRL,1
2016,1,sickness,all.people,17,m,CAN,1
2016,1,sickness,all.people,17,m,DEU,3
2016,1,sickness,all.people,17,m,RUS,4
2016,1,sickness,all.people,17,m,ROU,1
2016,1,sickness,all.people,17,m,SWE,2
2016,1,sickness,all.people,17,m,TUR,6
2016,1,sickness,all.people,17,m,UKR,80
2016,1,sickness,all.people,17,m,HUN,1
2016,1,sickness,all.people,17,m,VNM,14
2016,1,sickness,all.people,17,m,ITA,4
2016,1,sickness,all.people,17,m,XXX,4
2017,1,sickness,all.people,17,m,USA,3
2017,1,sickness,all.people,17,m,ARM,6
2017,1,sickness,all.people,17,m,AUT,1
2017,1,sickness,all.people,17,m,AZE,1
2017,1,sickness,all.people,17,m,BEL,3
2017,1,sickness,all.people,17,m,BLR,3
2017,1,sickness,all.people,17,m,GBR,7
2017,1,sickness,all.people,17,m,BGR,6
2017,1,sickness,all.people,17,m,CHN,6
2017,1,sickness,all.people,17,m,CZE,1
2017,1,sickness,all.people,17,m,IND,4
2017,1,sickness,all.people,17,m,NLD,5
2017,1,sickness,all.people,17,m,IRQ,1
2017,1,sickness,all.people,17,m,CAN,1
2017,1,sickness,all.people,17,m,MKD,1
2017,1,sickness,all.people,17,m,DEU,2
2017,1,sickness,all.people,17,m,RUS,2
2017,1,sickness,all.people,17,m,ROU,2
2017,1,sickness,all.people,17,m,SWE,1
2017,1,sickness,all.people,17,m,TUN,1
2017,1,sickness,all.people,17,m,TUR,5
2017,1,sickness,all.people,17,m,UKR,123
2017,1,sickness,all.people,17,m,UZB,1
2017,1,sickness,all.people,17,m,HUN,3
2017,1,sickness,all.people,17,m,VNM,14
2017,1,sickness,all.people,17,m,ITA,1
2017,1,sickness,all.people,17,m,XXX,4
2016,1,sickness,employees,17,m,USA,3
2016,1,sickness,employees,17,m,ARM,5
2016,1,sickness,employees,17,m,AUT,2
2016,1,sickness,employees,17,m,AZE,1
2016,1,sickness,employees,17,m,BEL,3
2016,1,sickness,employees,17,m,BLR,5
2016,1,sickness,employees,17,m,BRA,1
2016,1,sickness,employees,17,m,GBR,9
2016,1,sickness,employees,17,m,BGR,5
2016,1,sickness,employees,17,m,CHN,9
2016,1,sickness,employees,17,m,FRA,3
2016,1,sickness,employees,17,m,IND,6
2016,1,sickness,employees,17,m,NLD,4
2016,1,sickness,employees,17,m,IRL,1
2016,1,sickness,employees,17,m,CAN,1
2016,1,sickness,employees,17,m,DEU,3
2016,1,sickness,employees,17,m,RUS,4
2016,1,sickness,employees,17,m,SWE,2
2016,1,sickness,employees,17,m,TUR,6
2016,1,sickness,employees,17,m,UKR,64
2016,1,sickness,employees,17,m,HUN,1
2016,1,sickness,employees,17,m,VNM,13
2016,1,sickness,employees,17,m,ITA,3
2016,1,sickness,employees,17,m,XXX,4
2017,1,sickness,employees,17,m,USA,3
2017,1,sickness,employees,17,m,ARM,6
2017,1,sickness,employees,17,m,AUT,1
2017,1,sickness,employees,17,m,AZE,1
2017,1,sickness,employees,17,m,BEL,3
2017,1,sickness,employees,17,m,BLR,3
2017,1,sickness,employees,17,m,GBR,7
2017,1,sickness,employees,17,m,BGR,4
2017,1,sickness,employees,17,m,CHN,6
2017,1,sickness,employees,17,m,CZE,1
2017,1,sickness,employees,17,m,IND,4
2017,1,sickness,employees,17,m,NLD,5
2017,1,sickness,employees,17,m,IRQ,1
2017,1,sickness,employees,17,m,CAN,1
2017,1,sickness,employees,17,m,DEU,2
2017,1,sickness,employees,17,m,RUS,2
2017,1,sickness,employees,17,m,ROU,1
2017,1,sickness,employees,17,m,SWE,1
2017,1,sickness,employees,17,m,TUN,1
2017,1,sickness,employees,17,m,TUR,5
2017,1,sickness,employees,17,m,UKR,108
2017,1,sickness,employees,17,m,UZB,1
2017,1,sickness,employees,17,m,HUN,3
2017,1,sickness,employees,17,m,VNM,13
2017,1,sickness,employees,17,m,XXX,4
2016,1,disability.pension,entrepreuners,17,m,AUT,1
2016,1,disability.pension,entrepreuners,17,m,GBR,2
2016,1,disability.pension,entrepreuners,17,m,BGR,5
2016,1,disability.pension,entrepreuners,17,m,CHN,1
2016,1,disability.pension,entrepreuners,17,m,DNK,1
2016,1,disability.pension,entrepreuners,17,m,EST,1
2016,1,disability.pension,entrepreuners,17,m,FIN,1
2016,1,disability.pension,entrepreuners,17,m,NLD,2
2016,1,disability.pension,entrepreuners,17,m,LVA,1
2016,1,disability.pension,entrepreuners,17,m,DEU,4
2016,1,disability.pension,entrepreuners,17,m,RUS,1
2016,1,disability.pension,entrepreuners,17,m,ROU,1
2016,1,disability.pension,entrepreuners,17,m,SWE,1
2016,1,disability.pension,entrepreuners,17,m,UKR,1
2016,1,disability.pension,entrepreuners,17,m,VNM,1
2016,1,disability.pension,entrepreuners,17,m,ITA,3
2017,1,disability.pension,entrepreuners,17,m,GBR,2
2017,1,disability.pension,entrepreuners,17,m,BGR,4
2017,1,disability.pension,entrepreuners,17,m,CHN,1
2017,1,disability.pension,entrepreuners,17,m,DNK,1
2017,1,disability.pension,entrepreuners,17,m,EST,1
2017,1,disability.pension,entrepreuners,17,m,NLD,2
2017,1,disability.pension,entrepreuners,17,m,LVA,1
2017,1,disability.pension,entrepreuners,17,m,MKD,1
2017,1,disability.pension,entrepreuners,17,m,DEU,4
2017,1,disability.pension,entrepreuners,17,m,RUS,1
2017,1,disability.pension,entrepreuners,17,m,ROU,1
2017,1,disability.pension,entrepreuners,17,m,UKR,2
2017,1,disability.pension,entrepreuners,17,m,VNM,1
2017,1,disability.pension,entrepreuners,17,m,ITA,2
2016,1,disability.pension,all.people,17,m,USA,4
2016,1,disability.pension,all.people,17,m,ARM,5
2016,1,disability.pension,all.people,17,m,AUT,3
2016,1,disability.pension,all.people,17,m,AZE,1
2016,1,disability.pension,all.people,17,m,BEL,3
2016,1,disability.pension,all.people,17,m,BLR,5
2016,1,disability.pension,all.people,17,m,BRA,1
2016,1,disability.pension,all.people,17,m,GBR,12
2016,1,disability.pension,all.people,17,m,BGR,14
2016,1,disability.pension,all.people,17,m,CHN,10
2016,1,disability.pension,all.people,17,m,CZE,1
2016,1,disability.pension,all.people,17,m,DNK,1
2016,1,disability.pension,all.people,17,m,EST,1
2016,1,disability.pension,all.people,17,m,FIN,1
2016,1,disability.pension,all.people,17,m,FRA,4
2016,1,disability.pension,all.people,17,m,IND,6
2016,1,disability.pension,all.people,17,m,ESP,1
2016,1,disability.pension,all.people,17,m,NLD,6
2016,1,disability.pension,all.people,17,m,IRL,1
2016,1,disability.pension,all.people,17,m,CAN,1
2016,1,disability.pension,all.people,17,m,LVA,1
2016,1,disability.pension,all.people,17,m,DEU,7
2016,1,disability.pension,all.people,17,m,RUS,5
2016,1,disability.pension,all.people,17,m,ROU,2
2016,1,disability.pension,all.people,17,m,SYR,1
2016,1,disability.pension,all.people,17,m,SWE,3
2016,1,disability.pension,all.people,17,m,TUR,7
2016,1,disability.pension,all.people,17,m,UKR,116
2016,1,disability.pension,all.people,17,m,HUN,1
2016,1,disability.pension,all.people,17,m,VNM,15
2016,1,disability.pension,all.people,17,m,ITA,6
2016,1,disability.pension,all.people,17,m,XXX,5
2017,1,disability.pension,all.people,17,m,USA,3
2017,1,disability.pension,all.people,17,m,ARM,6
2017,1,disability.pension,all.people,17,m,AUT,1
2017,1,disability.pension,all.people,17,m,AZE,1
2017,1,disability.pension,all.people,17,m,BEL,3
2017,1,disability.pension,all.people,17,m,BLR,3
2017,1,disability.pension,all.people,17,m,GBR,10
2017,1,disability.pension,all.people,17,m,BGR,10
2017,1,disability.pension,all.people,17,m,CHN,7
2017,1,disability.pension,all.people,17,m,CZE,1
2017,1,disability.pension,all.people,17,m,DNK,1
2017,1,disability.pension,all.people,17,m,EST,1
2017,1,disability.pension,all.people,17,m,IND,4
2017,1,disability.pension,all.people,17,m,ESP,1
2017,1,disability.pension,all.people,17,m,NLD,7
2017,1,disability.pension,all.people,17,m,IRQ,1
2017,1,disability.pension,all.people,17,m,CAN,1
2017,1,disability.pension,all.people,17,m,LVA,1
2017,1,disability.pension,all.people,17,m,MKD,1
2017,1,disability.pension,all.people,17,m,DEU,6
2017,1,disability.pension,all.people,17,m,RUS,3
2017,1,disability.pension,all.people,17,m,ROU,2
2017,1,disability.pension,all.people,17,m,SWE,1
2017,1,disability.pension,all.people,17,m,TUN,1
2017,1,disability.pension,all.people,17,m,TUR,6
2017,1,disability.pension,all.people,17,m,UKR,178
2017,1,disability.pension,all.people,17,m,UZB,1
2017,1,disability.pension,all.people,17,m,HUN,3
2017,1,disability.pension,all.people,17,m,VNM,14
2017,1,disability.pension,all.people,17,m,ITA,2
2017,1,disability.pension,all.people,17,m,XXX,5
2016,1,disability.pension,employees,17,m,USA,3
2016,1,disability.pension,employees,17,m,ARM,5
2016,1,disability.pension,employees,17,m,AUT,2
2016,1,disability.pension,employees,17,m,AZE,1
2016,1,disability.pension,employees,17,m,BEL,3
2016,1,disability.pension,employees,17,m,BLR,5
2016,1,disability.pension,employees,17,m,BRA,1
2016,1,disability.pension,employees,17,m,GBR,9
2016,1,disability.pension,employees,17,m,BGR,5
2016,1,disability.pension,employees,17,m,CHN,9
2016,1,disability.pension,employees,17,m,FRA,3
2016,1,disability.pension,employees,17,m,IND,6
2016,1,disability.pension,employees,17,m,NLD,4
2016,1,disability.pension,employees,17,m,IRL,1
2016,1,disability.pension,employees,17,m,CAN,1
2016,1,disability.pension,employees,17,m,DEU,3
2016,1,disability.pension,employees,17,m,RUS,4
2016,1,disability.pension,employees,17,m,SWE,2
2016,1,disability.pension,employees,17,m,TUR,6
2016,1,disability.pension,employees,17,m,UKR,64
2016,1,disability.pension,employees,17,m,HUN,1
2016,1,disability.pension,employees,17,m,VNM,13
2016,1,disability.pension,employees,17,m,ITA,3
2016,1,disability.pension,employees,17,m,XXX,4
2017,1,disability.pension,employees,17,m,USA,3
2017,1,disability.pension,employees,17,m,ARM,6
2017,1,disability.pension,employees,17,m,AUT,1
2017,1,disability.pension,employees,17,m,AZE,1
2017,1,disability.pension,employees,17,m,BEL,3
2017,1,disability.pension,employees,17,m,BLR,3
