year,type,group,sex,age,citizenship,count
2023,disability.pension,employees,f,32,JOR,5
2023,disability.pension,employees,m,33,LTU,30
2023,disability.pension,employees,m,43,EGY,30
2023,disability.pension,employees,m,35,RUS,18
2023,disability.pension,employees,m,49,FRA,35
2023,disability.pension,employees,m,57,DEU,45
2023,disability.pension,employees,m,37,BEL,10
2023,disability.pension,employees,m,42,SWE,7
2023,disability.pension,employees,m,48,FRA,2
2023,disability.pension,employees,f,45,IDN,25
2023,disability.pension,employees,f,38,THA,15
2023,disability.pension,employees,f,33,THA,11
2023,disability.pension,employees,f,41,IRL,3
2023,disability.pension,employees,m,37,NLD,35
2023,disability.pension,employees,m,31,ALB,17
2023,disability.pension,employees,m,30,ALB,22
2023,disability.pension,employees,m,35,TUN,2
2023,disability.pension,employees,m,43,GBR,56
2023,disability.pension,employees,f,34,KAZ,34
2023,disability.pension,employees,f,38,LVA,10
2023,disability.pension,employees,m,59,MDA,57
2023,disability.pension,employees,m,41,USA,22
2023,disability.pension,employees,m,35,IRL,12
2023,disability.pension,employees,m,20,BGD,45
2023,disability.pension,employees,m,34,CUB,12
2023,disability.pension,employees,m,46,SVK,19
2023,disability.pension,employees,m,35,SWE,11
2023,disability.pension,employees,f,30,RUS,6
2023,disability.pension,employees,f,29,UKR,68
2023,disability.pension,employees,m,35,BRA,58
2023,disability.pension,employees,m,26,BRA,21
2023,disability.pension,employees,f,32,BRA,32
2023,disability.pension,employees,m,45,EGY,21
2023,disability.pension,employees,m,54,UZB,57
2023,disability.pension,employees,m,28,CHN,81
2023,disability.pension,employees,f,29,COL,49
2023,disability.pension,employees,m,26,DNK,5
2023,disability.pension,employees,f,24,NGA,9
2023,disability.pension,employees,m,46,NOR,4
2023,disability.pension,employees,f,70,BLR,9
2023,disability.pension,employees,m,22,DOM,1
2023,disability.pension,employees,m,43,TZA,2
2023,disability.pension,employees,f,16,IND,1
2023,disability.pension,employees,f,47,JPN,5
2023,disability.pension,employees,m,30,LBN,20
2023,disability.pension,employees,m,56,FRA,23
2023,disability.pension,employees,f,33,BRA,21
2023,disability.pension,employees,m,29,LTU,19
2023,disability.pension,employees,m,32,KEN,18
2023,disability.pension,employees,f,22,BLR,96
2023,disability.pension,employees,m,34,FRA,81
2023,disability.pension,employees,m,42,GBR,50
2023,disability.pension,employees,f,22,JOR,2
2023,disability.pension,employees,m,46,ESP,31
2023,disability.pension,employees,m,29,NLD,14
2023,disability.pension,employees,f,36,ITA,17
2023,disability.pension,employees,f,30,IDN,61
2023,disability.pension,employees,f,25,IDN,62
2023,disability.pension,employees,f,45,FRA,11
2023,disability.pension,employees,f,52,CHN,36
2023,disability.pension,employees,m,36,FRA,6
2023,disability.pension,employees,m,30,NGA,4
2023,disability.pension,employees,m,46,GBR,8
2023,disability.pension,employees,f,32,IRN,22
2023,disability.pension,employees,f,31,ZWE,2
2023,disability.pension,employees,m,71,FRA,2
2023,disability.pension,employees,m,26,BRA,3
2023,disability.pension,employees,m,41,EGY,4
2023,disability.pension,employees,f,28,RUS,22
2023,disability.pension,employees,m,38,ESP,74
2023,disability.pension,employees,m,37,ZAF,4
2023,disability.pension,employees,m,58,DEU,4
2023,disability.pension,employees,f,43,BLR,3
2023,disability.pension,employees,f,41,TTO,1
2023,disability.pension,employees,m,26,BLR,21
2023,disability.pension,employees,m,23,IRN,5
2023,disability.pension,employees,m,36,GHA,2
2023,disability.pension,employees,f,32,EST,1
2023,disability.pension,employees,m,35,CHL,10
2023,disability.pension,employees,f,41,CZE,18
2023,disability.pension,employees,m,24,USA,2
2023,disability.pension,employees,m,30,NGA,34
2023,disability.pension,employees,m,36,USA,30
2023,disability.pension,employees,m,34,LKA,10
2023,disability.pension,employees,m,29,VNM,10
2023,disability.pension,employees,m,63,ROU,12
2023,disability.pension,employees,m,28,PRT,40
2023,disability.pension,employees,m,51,CHL,2
2023,disability.pension,employees,m,26,EGY,8
2023,disability.pension,employees,f,76,UKR,39
2023,disability.pension,employees,m,38,LVA,19
2023,disability.pension,employees,m,50,CHN,49
2023,disability.pension,employees,f,51,CHN,34
2023,disability.pension,employees,m,25,CHN,39
2023,disability.pension,employees,f,36,FIN,3
2023,disability.pension,employees,m,30,IRN,23
2023,disability.pension,employees,f,35,PER,5
2023,disability.pension,employees,m,43,BGR,33
2023,disability.pension,employees,m,29,DEU,35
2023,disability.pension,employees,m,31,RUS,18
2023,disability.pension,employees,m,21,IRN,6
2023,disability.pension,employees,f,39,FRA,10
2023,disability.pension,employees,m,21,SYR,2
2023,disability.pension,employees,f,56,THA,9
2023,disability.pension,employees,m,58,THA,3
2023,disability.pension,employees,m,34,MMR,1
2023,disability.pension,employees,m,28,IRN,8
2023,disability.pension,employees,m,35,UKR,8
2023,disability.pension,employees,m,31,NGA,9
2023,disability.pension,employees,f,36,ESP,11
2023,disability.pension,employees,f,25,IRN,4
2023,disability.pension,employees,m,21,EGY,11
2023,disability.pension,employees,f,39,AUT,2
2023,disability.pension,employees,m,32,KEN,6
2023,disability.pension,employees,f,30,ALB,2
2023,disability.pension,employees,m,23,PSE,2
2023,disability.pension,employees,f,20,BLR,70
2023,disability.pension,employees,m,36,ROU,119
2023,disability.pension,employees,m,35,IRQ,2
2023,disability.pension,employees,m,33,ETH,8
2023,disability.pension,employees,m,32,ETH,6
2023,disability.pension,employees,f,22,PAK,1
2023,disability.pension,employees,m,21,LBN,4
2023,disability.pension,employees,f,35,ARM,13
2023,disability.pension,employees,m,30,CAN,9
2023,disability.pension,employees,m,33,PAK,54
2023,disability.pension,employees,m,27,EST,3
2023,disability.pension,employees,m,22,IRQ,2
2023,disability.pension,employees,m,66,SWE,4
2023,disability.pension,employees,m,48,BEL,6
2023,disability.pension,employees,f,32,ESP,32
2023,disability.pension,employees,m,35,IND,146
2023,disability.pension,employees,f,57,UKR,102
2023,disability.pension,employees,m,52,IDN,8
2023,disability.pension,employees,m,33,PAK,18
2023,disability.pension,employees,m,29,PAK,34
2023,disability.pension,employees,f,31,NGA,33
2023,disability.pension,employees,f,30,IND,26
2023,disability.pension,employees,m,32,PAK,8
2023,disability.pension,employees,f,28,PAK,8
2023,disability.pension,employees,f,40,PHL,198
2023,disability.pension,employees,m,30,IRN,20
2023,disability.pension,employees,m,34,PRT,78
2023,disability.pension,employees,f,27,KAZ,51
2023,disability.pension,employees,m,54,PRT,11
2023,disability.pension,employees,m,30,MDA,38
2023,disability.pension,employees,m,31,PER,2
2023,disability.pension,employees,m,25,LBN,2
2023,disability.pension,employees,m,30,PAK,51
2023,disability.pension,employees,m,28,JOR,2
2023,disability.pension,employees,m,20,NGA,11
2023,disability.pension,employees,m,21,IND,6
2023,disability.pension,employees,m,20,UZB,51
2023,disability.pension,employees,f,26,TUR,112
2023,disability.pension,employees,m,24,BRA,11
2023,disability.pension,employees,m,35,FIN,10
2023,disability.pension,employees,m,48,TUN,4
2023,disability.pension,employees,f,33,LKA,3
2023,disability.pension,employees,m,73,UKR,45
2023,disability.pension,employees,m,57,NLD,29
2023,disability.pension,employees,f,25,PAK,7
2023,disability.pension,employees,m,27,UKR,2
2023,disability.pension,employees,f,38,BLR,21
2023,disability.pension,employees,m,41,BEL,20
2023,disability.pension,employees,f,31,IND,194
2023,disability.pension,employees,m,37,ESP,76
2023,disability.pension,employees,m,28,AUT,6
2023,disability.pension,employees,m,52,USA,17
2023,disability.pension,employees,m,25,MDA,42
2023,disability.pension,employees,m,39,FRA,3
2023,disability.pension,employees,m,22,EGY,16
2023,disability.pension,employees,f,27,IND,42
2023,disability.pension,employees,m,43,CHL,8
2023,disability.pension,employees,f,41,DEU,4
2023,disability.pension,employees,f,32,RUS,24
2023,disability.pension,employees,m,31,NLD,15
2023,disability.pension,employees,m,29,IRN,24
2023,disability.pension,employees,m,21,TUN,3
2023,disability.pension,employees,m,33,IRN,14
2023,disability.pension,employees,m,23,IND,62
2023,disability.pension,employees,m,32,IRN,12
2023,disability.pension,employees,f,30,PAK,12
2023,disability.pension,employees,m,31,PAK,6
2023,disability.pension,employees,m,23,CAN,2
2023,disability.pension,employees,m,37,IRN,14
2023,disability.pension,employees,m,37,RUS,24
2023,disability.pension,employees,m,30,GBR,47
2023,disability.pension,employees,m,27,FRA,49
2023,disability.pension,employees,m,27,DNK,6
2023,disability.pension,employees,m,39,CAN,3
2023,disability.pension,employees,m,34,SDN,2
2023,disability.pension,employees,m,29,ETH,8
2023,disability.pension,employees,f,21,IRN,4
2023,disability.pension,employees,m,20,CAN,2
2023,disability.pension,employees,f,23,ISR,1
2023,disability.pension,employees,m,33,BEL,16
2023,disability.pension,employees,f,52,LTU,2
2023,disability.pension,employees,m,24,SWE,4
2023,disability.pension,employees,m,22,PAK,10
2023,disability.pension,employees,f,25,ETH,26
2023,disability.pension,employees,f,28,IND,32
2023,disability.pension,employees,m,43,MEX,14
2023,disability.pension,employees,f,23,CHN,23
2023,disability.pension,employees,f,24,CHN,26
2023,disability.pension,employees,f,40,PAK,4
2023,disability.pension,employees,m,63,AUT,3
2023,disability.pension,employees,f,26,BGR,14
2023,disability.pension,employees,f,26,IND,34
2023,disability.pension,employees,f,24,VNM,58
2023,disability.pension,employees,m,30,ETH,10
2023,disability.pension,employees,m,27,HUN,22
2023,disability.pension,employees,m,27,AUT,7
2023,disability.pension,employees,m,34,USA,34
2023,disability.pension,employees,m,43,NGA,24
2023,disability.pension,employees,f,22,ZAF,6
2023,disability.pension,employees,f,78,UKR,17
2023,disability.pension,employees,f,34,CHN,60
2023,disability.pension,employees,f,26,TZA,7
2023,disability.pension,employees,m,43,ISR,14
2023,disability.pension,employees,m,39,SYR,2
2023,disability.pension,employees,f,25,GHA,3
2023,disability.pension,employees,m,51,CHE,2
2023,disability.pension,employees,f,25,BGD,6
2023,disability.pension,employees,m,38,NLD,17
2023,disability.pension,employees,f,28,NGA,2
2023,disability.pension,employees,f,25,ESP,15
2023,disability.pension,employees,f,24,IND,12
2023,disability.pension,employees,m,68,IRL,1
2023,disability.pension,employees,f,45,UKR,6
2023,disability.pension,employees,m,24,ITA,63
2023,disability.pension,employees,m,53,UKR,4
2023,disability.pension,employees,m,28,ESP,85
2023,disability.pension,employees,m,33,ROU,111
2023,disability.pension,employees,m,35,HND,3
2023,disability.pension,employees,f,29,MDA,94
2023,disability.pension,employees,m,24,PSE,2
2023,disability.pension,employees,m,26,HUN,22
2023,disability.pension,employees,f,35,AUS,1
2023,disability.pension,employees,f,21,KEN,4
2023,disability.pension,employees,f,29,PAK,14
2023,disability.pension,employees,m,21,JOR,2
2023,disability.pension,employees,f,19,KAZ,32
2023,disability.pension,employees,m,46,UKR,6
2023,disability.pension,employees,f,39,DEU,18
2023,disability.pension,employees,f,19,MOZ,1
2023,disability.pension,employees,f,24,RUS,18
2023,disability.pension,employees,f,35,IRQ,2
2023,disability.pension,employees,m,35,HUN,30
2023,disability.pension,employees,m,26,BGD,18
2023,disability.pension,employees,m,22,KAZ,54
2023,disability.pension,employees,m,24,IND,80
2023,disability.pension,employees,m,35,GRC,19
2023,disability.pension,employees,f,36,CAN,4
2023,disability.pension,employees,f,50,ESP,6
2023,disability.pension,employees,m,29,JOR,25
2023,disability.pension,employees,m,37,LVA,14
2023,disability.pension,employees,f,19,RUS,24
2023,disability.pension,employees,m,29,ESP,6
2023,disability.pension,employees,f,23,ETH,31
2023,disability.pension,employees,m,23,USA,10
2023,disability.pension,employees,f,27,IND,164
2023,disability.pension,employees,m,36,UKR,44
2023,disability.pension,employees,m,53,AZE,33
2023,disability.pension,employees,m,33,SVK,42
2023,disability.pension,employees,f,34,THA,13
2023,disability.pension,employees,f,24,AZE,62
2023,disability.pension,employees,m,33,GBR,35
2023,disability.pension,employees,f,27,MAR,6
2023,disability.pension,employees,m,35,LVA,17
2023,disability.pension,employees,m,36,LVA,22
2023,disability.pension,employees,m,48,MEX,10
2023,disability.pension,employees,f,26,ZWE,18
2023,disability.pension,employees,m,44,TUN,16
2023,disability.pension,employees,m,22,LVA,7
2023,disability.pension,employees,m,24,ROU,80
2023,disability.pension,employees,m,20,SWE,4
2023,disability.pension,employees,m,30,UGA,12
2023,disability.pension,employees,m,26,LVA,13
2023,disability.pension,employees,m,39,KAZ,92
2023,disability.pension,employees,m,26,PRT,31
2023,disability.pension,employees,m,23,KAZ,69
2023,disability.pension,employees,f,47,RUS,8
2023,disability.pension,employees,m,39,BGD,22
2023,disability.pension,employees,m,49,IRL,8
2023,disability.pension,employees,f,24,ESP,17
2023,disability.pension,employees,m,40,SGP,1
2023,disability.pension,employees,m,22,SVK,7
2023,disability.pension,employees,m,22,MLT,1
2023,disability.pension,employees,m,39,MYS,2
2023,disability.pension,employees,f,30,ZWE,32
2023,disability.pension,employees,m,24,GHA,4
2023,disability.pension,employees,m,28,BEL,10
2023,disability.pension,employees,f,29,CHN,12
2023,disability.pension,employees,m,27,CHN,10
2023,disability.pension,employees,f,20,CHN,9
2023,disability.pension,employees,m,28,HUN,17
2023,disability.pension,employees,m,54,PER,2
2023,disability.pension,employees,m,28,FRA,49
2023,disability.pension,employees,m,43,USA,21
2023,disability.pension,employees,f,27,CHN,46
2023,disability.pension,employees,m,25,MEX,11
2023,disability.pension,employees,f,18,IND,8
2023,disability.pension,employees,m,23,ZWE,56
2023,disability.pension,employees,f,27,IRN,10
2023,disability.pension,employees,f,29,EGY,2
2023,disability.pension,employees,m,31,DNK,4
2023,disability.pension,employees,m,17,SYR,1
2023,disability.pension,employees,m,31,IRN,22
2023,disability.pension,employees,m,21,COG,3
2023,disability.pension,employees,m,29,GHA,4
2023,disability.pension,employees,m,28,GHA,9
2023,disability.pension,employees,m,22,ROU,45
2023,disability.pension,employees,m,36,SWE,8
2023,disability.pension,employees,m,27,GHA,9
2023,disability.pension,employees,m,31,UKR,56
2023,disability.pension,employees,f,21,NER,1
2023,disability.pension,employees,m,34,ETH,8
2023,disability.pension,employees,m,26,ITA,2
2023,disability.pension,employees,f,20,PHL,4
2023,disability.pension,employees,m,26,IRN,4
2023,disability.pension,employees,m,36,CHL,2
2023,disability.pension,employees,f,22,KAZ,2
2023,disability.pension,employees,m,43,DZA,6
2023,disability.pension,employees,m,25,FIN,9
2023,disability.pension,employees,m,33,HUN,38
2023,disability.pension,employees,m,22,ESP,22
2023,disability.pension,employees,m,30,ITA,137
2023,disability.pension,employees,m,34,HUN,36
2023,disability.pension,employees,m,24,FIN,2
2023,disability.pension,employees,m,31,ETH,6
2023,disability.pension,employees,m,22,SDN,3
2023,disability.pension,employees,m,25,HUN,18
2023,disability.pension,employees,m,36,PAK,12
2023,disability.pension,employees,m,45,CHE,1
2023,disability.pension,employees,m,27,TUR,40
2023,disability.pension,employees,f,20,KOR,1
2023,disability.pension,employees,m,35,NPL,10
2023,disability.pension,employees,m,28,FRA,4
2023,disability.pension,employees,f,19,IRN,2
2023,disability.pension,employees,m,32,TUR,32
2023,disability.pension,employees,m,58,HUN,6
2023,disability.pension,employees,f,44,UKR,8
2023,disability.pension,employees,m,49,CUB,7
2023,disability.pension,employees,m,37,UZB,2
2023,disability.pension,employees,m,49,GEO,78
2023,disability.pension,employees,f,20,BLR,6
2023,disability.pension,employees,m,18,ROU,17
2023,disability.pension,employees,m,31,UKR,10
2023,disability.pension,employees,f,40,UKR,5
2023,disability.pension,employees,m,35,IDN,139
2023,disability.pension,employees,m,27,IDN,18
2023,disability.pension,employees,m,27,IDN,234
2023,disability.pension,employees,f,26,IDN,6
2023,disability.pension,employees,m,26,IDN,20
2023,disability.pension,employees,m,28,IDN,228
2023,disability.pension,employees,m,34,IDN,158
2023,disability.pension,employees,m,22,IDN,199
2023,disability.pension,employees,m,22,IDN,6
2023,disability.pension,employees,m,53,IDN,7
2023,disability.pension,employees,f,39,IDN,30
2023,disability.pension,employees,m,26,IDN,249
2023,disability.pension,employees,m,28,IDN,6
2023,disability.pension,employees,m,48,IDN,39
2023,disability.pension,employees,m,42,IDN,102
2023,disability.pension,employees,m,23,IDN,26
2023,disability.pension,employees,m,25,IDN,28
2023,disability.pension,employees,m,42,IDN,12
2023,disability.pension,employees,m,30,IDN,196
2023,disability.pension,employees,m,31,IDN,159
2023,disability.pension,employees,m,21,IDN,100
2023,disability.pension,employees,f,20,IDN,25
2023,disability.pension,employees,m,32,IDN,158
2023,disability.pension,employees,m,39,IDN,120
2023,disability.pension,employees,f,43,ROU,22
2023,disability.pension,employees,m,56,CUB,5
2023,disability.pension,employees,m,39,MEX,26
2023,disability.pension,employees,f,63,LTU,2
2023,disability.pension,employees,f,16,UKR,16
2023,disability.pension,employees,m,26,UKR,48
2023,disability.pension,employees,m,29,PAK,55
2023,disability.pension,employees,m,20,AZE,30
2023,disability.pension,employees,m,56,BGR,19
2023,disability.pension,employees,f,41,ARM,25
2023,disability.pension,employees,m,27,BGR,16
2023,disability.pension,employees,f,21,BGR,11
2023,disability.pension,employees,m,49,UZB,4
2023,disability.pension,employees,m,34,IND,116
2023,disability.pension,employees,f,30,IND,160
2023,disability.pension,employees,f,49,THA,27
2023,disability.pension,employees,m,41,UKR,10
2023,disability.pension,employees,m,59,UKR,45
2023,disability.pension,employees,m,53,PAK,7
2023,disability.pension,employees,m,41,PAK,34
2023,disability.pension,employees,f,44,MDA,34
2023,disability.pension,employees,f,20,RUS,2
2023,disability.pension,employees,m,16,UKR,20
2023,disability.pension,employees,m,37,PAK,32
2023,disability.pension,employees,m,65,DEU,48
2023,disability.pension,employees,f,60,DEU,10
2023,disability.pension,employees,f,64,DEU,11
2023,disability.pension,employees,f,37,ITA,2
2023,disability.pension,employees,f,32,ALB,5
2023,disability.pension,employees,m,31,ZAF,5
2023,disability.pension,employees,f,60,USA,6
2023,disability.pension,employees,f,24,TUR,56
2023,disability.pension,employees,f,29,ITA,57
2023,disability.pension,employees,m,30,SLV,2
2023,disability.pension,employees,f,31,TUR,47
2023,disability.pension,employees,f,62,BGR,8
2023,disability.pension,employees,f,24,BGR,2
2023,disability.pension,employees,m,21,TUR,119
2023,disability.pension,employees,f,43,BGR,10
2023,disability.pension,employees,m,47,AUS,4
2023,disability.pension,employees,m,63,DEU,50
2023,disability.pension,employees,f,55,BGR,11
2023,disability.pension,employees,m,33,BGR,32
2023,disability.pension,employees,f,37,BGR,14
2023,disability.pension,employees,m,51,GBR,2
2023,disability.pension,employees,m,61,NLD,10
2023,disability.pension,employees,f,70,BGR,2
2023,disability.pension,employees,m,38,BGR,40
2023,disability.pension,employees,m,50,BGR,24
2023,disability.pension,employees,f,54,MDA,63
2023,disability.pension,employees,f,21,BLR,80
2023,disability.pension,employees,f,55,NLD,1
2023,disability.pension,employees,m,44,ROU,84
2023,disability.pension,employees,m,52,SVK,11
2023,disability.pension,employees,m,40,LKA,9
2023,disability.pension,employees,m,30,SLE,1
2023,disability.pension,employees,m,25,BGR,11
2023,disability.pension,employees,f,32,BGR,2
2023,disability.pension,employees,m,23,ALB,2
2023,disability.pension,employees,m,55,BGR,24
2023,disability.pension,employees,f,44,BGR,21
2023,disability.pension,employees,m,66,BGR,6
2023,disability.pension,employees,f,31,BGR,13
2023,disability.pension,employees,f,35,BGR,27
2023,disability.pension,employees,f,34,BGR,19
2023,disability.pension,employees,m,39,BGR,44
2023,disability.pension,employees,f,32,VNM,91
2023,disability.pension,employees,f,38,BGR,20
2023,disability.pension,employees,f,49,BGR,17
2023,disability.pension,employees,m,51,CHN,55
2023,disability.pension,employees,m,59,VNM,49
2023,disability.pension,employees,f,35,MKD,2
2023,disability.pension,employees,f,33,MDA,94
2023,disability.pension,employees,f,49,BLR,24
2023,disability.pension,employees,m,52,CHN,2
2023,disability.pension,employees,m,57,TUR,45
2023,disability.pension,employees,f,47,DEU,15
2023,disability.pension,employees,f,58,BGR,4
2023,disability.pension,employees,m,28,TUR,22
2023,disability.pension,employees,m,57,TUR,2
2023,disability.pension,employees,m,50,TUR,20
2023,disability.pension,employees,m,24,TUR,12
2023,disability.pension,employees,m,21,TUR,4
2023,disability.pension,employees,m,65,BGR,11
2023,disability.pension,employees,f,29,BGR,13
2023,disability.pension,employees,m,43,IND,62
2023,disability.pension,employees,m,49,HRV,12
2023,disability.pension,employees,m,29,BGR,24
2023,disability.pension,employees,f,27,BGR,15
2023,disability.pension,employees,f,45,BGR,18
2023,disability.pension,employees,m,57,IND,15
2023,disability.pension,employees,m,43,ROU,6
2023,disability.pension,employees,m,36,KGZ,58
2023,disability.pension,employees,m,27,TJK,41
2023,disability.pension,employees,m,70,BGR,2
2023,disability.pension,employees,m,55,GEO,54
2023,disability.pension,employees,m,22,VNM,121
2023,disability.pension,employees,f,59,BGR,12
2023,disability.pension,employees,f,63,BGR,8
2023,disability.pension,employees,f,24,GEO,78
2023,disability.pension,employees,f,60,UKR,93
2023,disability.pension,employees,m,18,BGR,7
2023,disability.pension,employees,f,32,MEX,18
2023,disability.pension,employees,m,53,DEU,51
2023,disability.pension,employees,f,28,BGR,15
2023,disability.pension,employees,m,39,IND,90
2023,disability.pension,employees,m,40,IND,70
2023,disability.pension,employees,m,38,IND,86
2023,disability.pension,employees,m,26,IND,138
2023,disability.pension,employees,m,31,LKA,6
2023,disability.pension,employees,m,56,NLD,22
2023,disability.pension,employees,m,34,ROU,16
2023,disability.pension,employees,f,27,DEU,11
2023,disability.pension,employees,m,42,CHN,4
2023,disability.pension,employees,m,38,LTU,28
2023,disability.pension,employees,m,64,HRV,2
2023,disability.pension,employees,m,42,UKR,5
2023,disability.pension,employees,m,43,PSE,1
2023,disability.pension,employees,m,24,BGR,3
2023,disability.pension,employees,m,28,LTU,20
2023,disability.pension,employees,m,25,BLR,15
2023,disability.pension,employees,m,59,LTU,7
2023,disability.pension,employees,m,54,LVA,9
2023,disability.pension,employees,m,51,NLD,30
2023,disability.pension,employees,f,42,BGR,23
2023,disability.pension,employees,f,47,BGR,21
2023,disability.pension,employees,m,24,LBN,11
2023,disability.pension,employees,m,54,ROU,54
2023,disability.pension,employees,m,30,BGR,27
2023,disability.pension,employees,m,18,HUN,2
2023,disability.pension,employees,m,44,HUN,26
2023,disability.pension,employees,f,26,MDA,22
2023,disability.pension,employees,m,16,BGR,2
2023,disability.pension,employees,m,30,LTU,23
2023,disability.pension,employees,m,47,BGR,36
2023,disability.pension,employees,f,65,BGR,3
2023,disability.pension,employees,f,28,GMB,2
2023,disability.pension,employees,m,43,UKR,5
2023,disability.pension,employees,f,35,MDA,107
2023,disability.pension,employees,m,18,MDA,71
2023,disability.pension,employees,m,24,UKR,28
2023,disability.pension,employees,m,25,DEU,22
2023,disability.pension,employees,f,42,GEO,163
2023,disability.pension,employees,m,21,LTU,14
2023,disability.pension,employees,m,61,FIN,3
2023,disability.pension,employees,m,51,USA,20
2023,disability.pension,employees,m,58,ITA,38
2023,disability.pension,employees,m,46,ZAF,5
2023,disability.pension,employees,m,58,KAZ,13
2023,disability.pension,employees,m,46,USA,16
2023,disability.pension,employees,m,29,LBN,19
2023,disability.pension,employees,f,25,TUN,12
2023,disability.pension,employees,m,55,LVA,2
2023,disability.pension,employees,m,25,AFG,13
2023,disability.pension,employees,m,62,GRC,4
2023,disability.pension,employees,m,55,ETH,2
2023,disability.pension,employees,m,36,IDN,141
2023,disability.pension,employees,m,40,URY,6
2023,disability.pension,employees,m,52,PER,3
2023,disability.pension,employees,m,36,MKD,6
2023,disability.pension,employees,m,62,ITA,36
2023,disability.pension,employees,m,27,AZE,26
2023,disability.pension,employees,m,55,PRT,9
2023,disability.pension,employees,f,48,TUR,8
2023,disability.pension,employees,m,46,AUS,5
2023,disability.pension,employees,m,46,IND,9
2023,disability.pension,employees,m,20,CMR,2
2023,disability.pension,employees,m,24,ALB,8
2023,disability.pension,employees,m,59,ITA,42
2023,disability.pension,employees,m,51,HRV,6
2023,disability.pension,employees,m,75,NLD,3
2023,disability.pension,employees,f,39,USA,9
2023,disability.pension,employees,m,38,PER,8
2023,disability.pension,employees,m,58,ESP,6
2023,disability.pension,employees,m,56,ROU,58
2023,disability.pension,employees,m,35,ESP,114
2023,disability.pension,employees,m,33,KAZ,8
2023,disability.pension,employees,m,58,DEU,41
2023,disability.pension,employees,f,29,NLD,2
2023,disability.pension,employees,m,35,PRT,58
2023,disability.pension,employees,m,39,JOR,4
2023,disability.pension,employees,m,60,FRA,10
2023,disability.pension,employees,m,34,LKA,13
2023,disability.pension,employees,f,34,AFG,5
2023,disability.pension,employees,f,36,BGR,28
2023,disability.pension,employees,m,27,CZE,14
2023,disability.pension,employees,m,24,TUN,12
2023,disability.pension,employees,m,68,VNM,8
2023,disability.pension,employees,m,54,MKD,4
2023,disability.pension,employees,m,15,USA,1
2023,disability.pension,employees,m,19,KAZ,39
2023,disability.pension,employees,f,18,UKR,72
2023,disability.pension,employees,m,18,KAZ,46
2023,disability.pension,employees,f,17,KAZ,24
2023,disability.pension,employees,f,17,UKR,44
2023,disability.pension,employees,m,17,KAZ,49
2023,disability.pension,employees,f,16,KAZ,19
2023,disability.pension,employees,f,15,UKR,8
2023,disability.pension,employees,m,16,BLR,120
2023,disability.pension,employees,f,15,GEO,1
2023,disability.pension,employees,m,34,NER,7
2023,disability.pension,employees,m,27,TZA,7
2023,disability.pension,employees,m,60,PHL,10
2023,disability.pension,employees,m,56,PHL,24
2023,disability.pension,employees,m,60,UKR,12
2023,disability.pension,employees,f,39,BLR,15
2023,disability.pension,employees,m,22,ARM,10
2023,disability.pension,employees,m,76,GBR,5
2023,disability.pension,employees,f,62,UKR,2
2023,disability.pension,employees,m,57,LAO,2
2023,disability.pension,employees,m,59,LAO,1
2023,disability.pension,employees,f,55,MDA,52
2023,disability.pension,employees,m,27,TUN,34
2023,disability.pension,employees,m,30,TJK,24
2023,disability.pension,employees,m,26,TJK,33
2023,disability.pension,employees,m,46,COG,2
2023,disability.pension,employees,m,62,ZWE,1
2023,disability.pension,employees,m,49,CZE,19
2023,disability.pension,employees,f,32,THA,9
2023,disability.pension,employees,m,31,DNK,2
2023,disability.pension,employees,m,60,AFG,3
2023,disability.pension,employees,f,71,BGR,4
2023,disability.pension,employees,m,38,PAK,30
2023,disability.pension,employees,m,56,SYR,6
2023,disability.pension,employees,f,25,UKR,4
2023,disability.pension,employees,m,16,KAZ,39
2023,disability.pension,employees,m,15,KAZ,15
2023,disability.pension,employees,f,24,BRA,9
2023,disability.pension,employees,m,27,MNG,8
2023,disability.pension,employees,m,58,GRC,4
2023,disability.pension,employees,m,34,KGZ,60
2023,disability.pension,employees,m,58,UZB,16
2023,disability.pension,employees,m,39,PRT,60
2023,disability.pension,employees,m,17,UZB,2
2023,disability.pension,employees,m,43,ESP,53
2023,disability.pension,employees,f,53,BGR,9
2023,disability.pension,employees,m,33,NLD,24
2023,disability.pension,employees,m,54,BIH,2
2023,disability.pension,employees,f,59,KAZ,7
2023,disability.pension,employees,f,40,ARM,21
2023,disability.pension,employees,f,37,CZE,12
2023,disability.pension,employees,m,36,UKR,219
2023,disability.pension,employees,m,39,SLV,2
2023,disability.pension,employees,f,42,URY,2
2023,disability.pension,employees,m,59,BLR,3
2023,disability.pension,employees,m,32,KAZ,53
2023,disability.pension,employees,f,45,DEU,16
2023,disability.pension,employees,f,43,TKM,7
2023,disability.pension,employees,f,57,BGR,12
2023,disability.pension,employees,m,21,GEO,56
2023,disability.pension,employees,m,62,CUB,1
2023,disability.pension,employees,m,54,BGD,7
2023,disability.pension,employees,f,37,BGD,1
2023,disability.pension,employees,m,41,JPN,12
2023,disability.pension,employees,m,58,BLR,58
2023,disability.pension,employees,m,41,ZAF,9
2023,disability.pension,employees,m,59,LBN,2
2023,disability.pension,employees,m,25,YEM,4
2023,disability.pension,employees,f,52,MDA,95
2023,disability.pension,employees,f,48,UZB,9
2023,disability.pension,employees,f,23,MDA,26
2023,disability.pension,employees,f,25,MDA,16
2023,disability.pension,employees,f,27,ZWE,10
