year,type,group,sex,age,citizenship,count
2022,disability.pension,employees,m,40,BLR,272
2022,disability.pension,employees,f,33,UKR,8882
2022,disability.pension,employees,f,58,BLR,100
2022,disability.pension,employees,f,38,BLR,654
2022,disability.pension,employees,f,26,BLR,1211
2022,disability.pension,employees,f,27,UKR,2126
2022,disability.pension,employees,f,48,BLR,374
2022,disability.pension,employees,f,55,UKR,4221
2022,disability.pension,employees,f,33,BLR,102
2022,disability.pension,employees,f,63,UKR,1017
2022,disability.pension,employees,f,49,UKR,7458
2022,disability.pension,employees,f,42,UKR,9829
2022,disability.pension,employees,f,32,BLR,874
2022,disability.pension,employees,m,36,GBR,47
2022,disability.pension,employees,m,28,UKR,11592
2022,disability.pension,employees,f,24,UKR,8675
2022,disability.pension,employees,m,47,UKR,8125
2022,disability.pension,employees,m,29,UKR,11708
2022,disability.pension,employees,f,35,UKR,9879
2022,disability.pension,employees,m,26,MDA,384
2022,disability.pension,employees,m,49,UKR,7251
2022,disability.pension,employees,f,40,UKR,9727
2022,disability.pension,employees,m,45,UKR,8631
2022,disability.pension,employees,f,44,UKR,9431
2022,disability.pension,employees,f,28,UKR,8927
2022,disability.pension,employees,m,31,UKR,12137
2022,disability.pension,employees,m,26,UKR,11430
2022,disability.pension,employees,f,23,UKR,7832
2022,disability.pension,employees,f,38,UKR,2120
2022,disability.pension,employees,f,46,UKR,2056
2022,disability.pension,employees,f,32,MDA,97
2022,disability.pension,employees,m,61,UKR,2096
2022,disability.pension,employees,m,60,UKR,2330
2022,disability.pension,employees,f,32,UKR,8611
2022,disability.pension,employees,f,36,UKR,10280
2022,disability.pension,employees,f,29,UKR,8859
2022,disability.pension,employees,f,53,UKR,5190
2022,disability.pension,employees,f,46,UKR,9123
2022,disability.pension,employees,f,19,UKR,96
2022,disability.pension,employees,f,45,UKR,9354
2022,disability.pension,employees,f,45,MDA,120
2022,disability.pension,employees,f,25,UKR,8936
2022,disability.pension,employees,f,60,UKR,2083
2022,disability.pension,employees,f,66,RUS,17
2022,disability.pension,employees,f,48,RUS,84
2022,disability.pension,employees,m,64,BLR,70
2022,disability.pension,employees,m,56,BLR,551
2022,disability.pension,employees,m,38,BLR,304
2022,disability.pension,employees,m,46,ROU,75
2022,disability.pension,employees,f,50,UKR,7335
2022,disability.pension,employees,m,28,UKR,195
2022,disability.pension,employees,f,47,UKR,8670
2022,disability.pension,employees,m,46,GBR,39
2022,disability.pension,employees,m,30,UKR,11790
2022,disability.pension,employees,f,48,UKR,8322
2022,disability.pension,employees,m,50,UKR,6926
2022,disability.pension,employees,m,59,UKR,2206
2022,disability.pension,employees,m,62,UKR,1637
2022,disability.pension,employees,f,41,UKR,9534
2022,disability.pension,employees,m,60,GEO,149
2022,disability.pension,employees,m,55,GEO,305
2022,disability.pension,employees,f,41,RUS,123
2022,disability.pension,employees,m,53,UKR,5143
2022,disability.pension,employees,m,51,UKR,6403
2022,disability.pension,employees,f,57,UKR,3326
2022,disability.pension,employees,f,53,BLR,260
2022,disability.pension,employees,f,29,BLR,993
2022,disability.pension,employees,m,48,KAZ,34
2022,disability.pension,employees,m,44,MDA,257
2022,disability.pension,employees,m,46,UKR,8472
2022,disability.pension,employees,f,52,UKR,5959
2022,disability.pension,employees,f,41,BLR,70
2022,disability.pension,employees,f,21,UKR,6828
2022,disability.pension,employees,f,37,UKR,9962
2022,disability.pension,employees,m,20,UKR,4032
2022,disability.pension,employees,m,16,UKR,862
2022,disability.pension,employees,m,50,GEO,417
2022,disability.pension,employees,m,24,UKR,8649
2022,disability.pension,employees,m,22,UKR,6375
2022,disability.pension,employees,m,18,UKR,5381
2022,disability.pension,employees,f,20,UKR,6091
2022,disability.pension,employees,m,17,UKR,1530
2022,disability.pension,employees,f,22,UKR,7350
2022,disability.pension,employees,f,18,UKR,3669
2022,disability.pension,employees,f,30,UKR,8875
2022,disability.pension,employees,m,19,ALB,4
2022,disability.pension,employees,f,34,UKR,1928
2022,disability.pension,employees,f,57,BLR,119
2022,disability.pension,employees,f,39,BLR,618
2022,disability.pension,employees,f,44,BLR,489
2022,disability.pension,employees,f,52,BLR,263
2022,disability.pension,employees,f,51,UKR,6663
2022,disability.pension,employees,f,56,BLR,163
2022,disability.pension,employees,f,34,BLR,827
2022,disability.pension,employees,m,47,BLR,162
2022,disability.pension,employees,m,27,RUS,187
2022,disability.pension,employees,m,43,BLR,242
2022,disability.pension,employees,m,62,BLR,151
2022,disability.pension,employees,f,30,BLR,1023
2022,disability.pension,employees,m,40,ISL,2
2022,disability.pension,employees,m,19,UKR,2955
2022,disability.pension,employees,m,50,BLR,134
2022,disability.pension,employees,m,19,BLR,530
2022,disability.pension,employees,m,57,RUS,91
2022,disability.pension,employees,m,63,GBR,30
2022,disability.pension,employees,m,56,BLR,86
2022,disability.pension,employees,m,55,BLR,615
2022,disability.pension,employees,m,51,BLR,144
2022,disability.pension,employees,f,23,BLR,1045
2022,disability.pension,employees,f,35,LVA,11
2022,disability.pension,employees,f,43,BLR,492
2022,disability.pension,employees,f,27,NPL,23
2022,disability.pension,employees,m,20,BLR,657
2022,disability.pension,employees,m,60,BLR,268
2022,disability.pension,employees,m,22,BLR,1400
2022,disability.pension,employees,m,28,BLR,2526
2022,disability.pension,employees,f,27,BLR,1150
2022,disability.pension,employees,f,28,BLR,1066
2022,disability.pension,employees,m,30,UKR,1962
2022,disability.pension,employees,f,33,BLR,880
2022,disability.pension,employees,m,72,DEU,19
2022,disability.pension,employees,m,46,GEO,550
2022,disability.pension,employees,m,48,GEO,475
2022,disability.pension,employees,m,30,BLR,2754
2022,disability.pension,employees,m,27,BLR,326
2022,disability.pension,employees,m,23,BLR,1725
2022,disability.pension,employees,m,23,BLR,198
2022,disability.pension,employees,m,45,BLR,214
2022,disability.pension,employees,f,46,BLR,467
2022,disability.pension,employees,f,59,RUS,43
2022,disability.pension,employees,m,26,BLR,2323
2022,disability.pension,employees,m,29,RUS,179
2022,disability.pension,employees,m,35,UKR,1806
2022,disability.pension,employees,m,42,ALB,10
2022,disability.pension,employees,f,41,BLR,515
2022,disability.pension,employees,m,37,UKR,1608
2022,disability.pension,employees,m,46,ARM,49
2022,disability.pension,employees,f,59,BLR,90
2022,disability.pension,employees,f,45,BLR,48
2022,disability.pension,employees,f,29,BLR,134
2022,disability.pension,employees,m,53,USA,6
2022,disability.pension,employees,f,36,UKR,2148
2022,disability.pension,employees,m,65,RUS,17
2022,disability.pension,employees,f,41,UKR,2194
2022,disability.pension,employees,f,26,LTU,4
2022,disability.pension,employees,f,59,RUS,6
2022,disability.pension,employees,m,27,ROU,88
2022,disability.pension,employees,f,24,BLR,1152
2022,disability.pension,employees,f,49,ROU,33
2022,disability.pension,employees,m,38,UKR,1654
2022,disability.pension,employees,m,48,UKR,1096
2022,disability.pension,employees,m,43,UZB,149
2022,disability.pension,employees,m,29,UKR,2000
2022,disability.pension,employees,m,33,UKR,1752
2022,disability.pension,employees,m,38,PAK,30
2022,disability.pension,employees,f,47,BLR,363
2022,disability.pension,employees,f,56,UKR,3788
2022,disability.pension,employees,m,32,BLR,300
2022,disability.pension,employees,f,33,CHN,63
2022,disability.pension,employees,f,43,UKR,2062
2022,disability.pension,employees,m,34,MDA,334
2022,disability.pension,employees,m,55,UKR,3854
2022,disability.pension,employees,f,60,LTU,8
2022,disability.pension,employees,m,36,GEO,660
2022,disability.pension,employees,f,29,UKR,1880
2022,disability.pension,employees,m,32,UKR,183
2022,disability.pension,employees,m,57,UKR,2904
2022,disability.pension,employees,f,37,RUS,145
2022,disability.pension,employees,m,35,GEO,128
2022,disability.pension,employees,m,35,BLR,312
2022,disability.pension,employees,f,50,BLR,361
2022,disability.pension,employees,m,39,BLR,258
2022,disability.pension,employees,m,59,BLR,323
2022,disability.pension,employees,m,56,SYR,3
2022,disability.pension,employees,f,35,UKR,1862
2022,disability.pension,employees,m,68,BLR,15
2022,disability.pension,employees,m,34,BLR,328
2022,disability.pension,employees,f,17,BLR,228
2022,disability.pension,employees,f,16,BLR,91
2022,disability.pension,employees,f,16,RUS,5
2022,disability.pension,employees,f,17,RUS,13
2022,disability.pension,employees,f,32,BLR,108
2022,disability.pension,employees,m,46,UKR,1220
2022,disability.pension,employees,m,58,BLR,34
2022,disability.pension,employees,f,49,BLR,396
2022,disability.pension,employees,f,44,UKR,2064
2022,disability.pension,employees,m,18,UKR,844
2022,disability.pension,employees,f,65,UKR,609
2022,disability.pension,employees,m,43,ITA,112
2022,disability.pension,employees,f,14,UKR,107
2022,disability.pension,employees,m,42,UZB,157
2022,disability.pension,employees,m,24,BLR,222
2022,disability.pension,employees,f,36,BLR,728
2022,disability.pension,employees,m,64,UKR,865
2022,disability.pension,employees,f,16,UKR,644
2022,disability.pension,employees,f,37,BLR,732
2022,disability.pension,employees,f,28,IND,135
2022,disability.pension,employees,m,30,CUB,7
2022,disability.pension,employees,m,34,BGD,137
2022,disability.pension,employees,m,29,IND,721
2022,disability.pension,employees,m,24,ZWE,45
2022,disability.pension,employees,m,34,COG,4
2022,disability.pension,employees,m,28,TUR,371
2022,disability.pension,employees,f,19,BLR,595
2022,disability.pension,employees,f,27,IND,121
2022,disability.pension,employees,m,21,RWA,29
2022,disability.pension,employees,m,20,IND,47
2022,disability.pension,employees,m,26,IND,594
2022,disability.pension,employees,m,22,RWA,8
2022,disability.pension,employees,f,21,BLR,799
2022,disability.pension,employees,m,23,RUS,93
2022,disability.pension,employees,f,33,ETH,4
2022,disability.pension,employees,m,28,TUR,34
2022,disability.pension,employees,f,48,UKR,1972
2022,disability.pension,employees,f,36,PHL,138
2022,disability.pension,employees,f,19,UKR,5373
2022,disability.pension,employees,m,28,IND,699
2022,disability.pension,employees,m,28,CUB,7
2022,disability.pension,employees,f,68,UKR,270
2022,disability.pension,employees,m,21,DZA,5
2022,disability.pension,employees,m,26,DZA,27
2022,disability.pension,employees,f,23,DZA,4
2022,disability.pension,employees,m,24,BGD,74
2022,disability.pension,employees,m,22,DZA,7
2022,disability.pension,employees,f,59,UKR,2710
2022,disability.pension,employees,m,20,ETH,9
2022,disability.pension,employees,m,25,ETH,29
2022,disability.pension,employees,m,18,BDI,1
2022,disability.pension,employees,f,39,UKR,2254
2022,disability.pension,employees,m,26,UKR,285
2022,disability.pension,employees,m,27,UKR,210
2022,disability.pension,employees,m,21,UKR,4922
2022,disability.pension,employees,f,17,UKR,817
2022,disability.pension,employees,m,46,ALB,6
2022,disability.pension,employees,m,21,GEO,462
2022,disability.pension,employees,m,34,GEO,640
2022,disability.pension,employees,m,37,UZB,172
2022,disability.pension,employees,m,30,UZB,154
2022,disability.pension,employees,m,23,UZB,83
2022,disability.pension,employees,f,54,LTU,12
2022,disability.pension,employees,f,63,BLR,18
2022,disability.pension,employees,f,25,BLR,1140
2022,disability.pension,employees,m,19,BLR,60
2022,disability.pension,employees,m,20,ARM,6
2022,disability.pension,employees,m,73,UKR,25
2022,disability.pension,employees,m,66,JOR,2
2022,disability.pension,employees,m,45,UKR,1262
2022,disability.pension,employees,m,39,EGY,48
2022,disability.pension,employees,m,45,ESP,3
2022,disability.pension,employees,m,28,GEO,659
2022,disability.pension,employees,m,33,MDA,314
2022,disability.pension,employees,f,55,CHN,13
2022,disability.pension,employees,m,15,UKR,601
2022,disability.pension,employees,f,16,TJK,1
2022,disability.pension,employees,m,34,UZB,148
2022,disability.pension,employees,m,46,UZB,110
2022,disability.pension,employees,m,62,RUS,38
2022,disability.pension,employees,m,33,BLR,308
2022,disability.pension,employees,f,34,BLR,130
2022,disability.pension,employees,m,56,UKR,3414
2022,disability.pension,employees,m,56,UKR,470
2022,disability.pension,employees,f,58,UKR,2929
2022,disability.pension,employees,f,35,BLR,821
2022,disability.pension,employees,f,44,PER,2
2022,disability.pension,employees,m,43,SVK,29
2022,disability.pension,employees,f,39,MEX,5
2022,disability.pension,employees,m,42,MEX,12
2022,disability.pension,employees,m,63,UKR,1170
2022,disability.pension,employees,m,36,UKR,1806
2022,disability.pension,employees,m,36,EGY,83
2022,disability.pension,employees,m,53,RUS,98
2022,disability.pension,employees,m,42,BLR,226
2022,disability.pension,employees,m,41,HUN,28
2022,disability.pension,employees,m,47,RUS,128
2022,disability.pension,employees,m,44,ARM,39
2022,disability.pension,employees,f,46,UKR,300
2022,disability.pension,employees,f,28,UKR,1902
2022,disability.pension,employees,m,32,UKR,1840
2022,disability.pension,employees,f,37,UKR,2058
2022,disability.pension,employees,f,49,UKR,1770
2022,disability.pension,employees,m,51,UKR,888
2022,disability.pension,employees,m,45,MDA,264
2022,disability.pension,employees,m,24,MDA,353
2022,disability.pension,employees,m,49,GEO,427
2022,disability.pension,employees,f,40,BLR,9
2022,disability.pension,employees,f,44,BLR,102
2022,disability.pension,employees,m,17,RUS,5
2022,disability.pension,employees,f,30,UKR,1846
2022,disability.pension,employees,f,50,UKR,1696
2022,disability.pension,employees,f,45,UKR,2228
2022,disability.pension,employees,f,51,UKR,1488
2022,disability.pension,employees,f,55,RUS,65
2022,disability.pension,employees,m,68,BIH,1
2022,disability.pension,employees,f,53,RUS,67
2022,disability.pension,employees,m,52,BGR,24
2022,disability.pension,employees,m,32,NPL,123
2022,disability.pension,employees,m,27,NPL,154
2022,disability.pension,employees,f,53,BLR,58
2022,disability.pension,employees,f,70,UKR,127
2022,disability.pension,employees,m,66,BLR,39
2022,disability.pension,employees,m,57,SYR,8
2022,disability.pension,employees,m,30,LTU,31
2022,disability.pension,employees,f,25,UKR,1676
2022,disability.pension,employees,f,39,RUS,142
2022,disability.pension,employees,m,40,UKR,1424
2022,disability.pension,employees,m,43,MDA,293
2022,disability.pension,employees,m,26,UZB,115
2022,disability.pension,employees,m,38,UZB,158
2022,disability.pension,employees,m,48,UZB,111
2022,disability.pension,employees,m,52,LTU,2
2022,disability.pension,employees,f,55,BLR,215
2022,disability.pension,employees,m,18,RUS,32
2022,disability.pension,employees,m,62,VNM,52
2022,disability.pension,employees,m,53,VNM,66
2022,disability.pension,employees,m,22,UKR,1116
2022,disability.pension,employees,f,53,UKR,1230
2022,disability.pension,employees,m,22,RUS,91
2022,disability.pension,employees,f,54,AZE,4
2022,disability.pension,employees,f,61,ARM,14
2022,disability.pension,employees,f,38,BLR,102
2022,disability.pension,employees,m,39,RUS,227
2022,disability.pension,employees,m,40,MDA,315
2022,disability.pension,employees,m,32,MDA,326
2022,disability.pension,employees,m,38,MDA,337
2022,disability.pension,employees,m,29,MDA,364
2022,disability.pension,employees,m,25,MDA,302
2022,disability.pension,employees,m,41,MDA,287
2022,disability.pension,employees,f,35,MDA,14
2022,disability.pension,employees,m,27,MDA,337
2022,disability.pension,employees,m,57,IRN,1
2022,disability.pension,employees,f,50,LTU,12
2022,disability.pension,employees,m,47,UKR,1118
2022,disability.pension,employees,m,56,GBR,45
2022,disability.pension,employees,f,50,RUS,98
2022,disability.pension,employees,f,18,BLR,516
2022,disability.pension,employees,f,25,LTU,11
2022,disability.pension,employees,m,69,USA,14
2022,disability.pension,employees,m,48,BRA,10
2022,disability.pension,employees,m,32,ROU,97
2022,disability.pension,employees,f,51,LTU,17
2022,disability.pension,employees,m,28,LTU,29
2022,disability.pension,employees,m,46,UKR,135
2022,disability.pension,employees,f,33,UKR,1866
2022,disability.pension,employees,m,51,TUR,94
2022,disability.pension,employees,m,34,UKR,1694
2022,disability.pension,employees,m,31,GEO,780
2022,disability.pension,employees,f,40,UKR,2018
2022,disability.pension,employees,m,34,PHL,164
2022,disability.pension,employees,m,36,PHL,192
2022,disability.pension,employees,f,45,UKR,279
2022,disability.pension,employees,m,27,UKR,2120
2022,disability.pension,employees,m,29,GEO,619
2022,disability.pension,employees,f,23,UKR,1438
2022,disability.pension,employees,f,32,UKR,1762
2022,disability.pension,employees,f,24,UKR,147
2022,disability.pension,employees,m,40,GEO,104
2022,disability.pension,employees,f,29,PHL,74
2022,disability.pension,employees,m,38,GEO,648
2022,disability.pension,employees,f,45,PHL,65
2022,disability.pension,employees,m,36,UZB,165
2022,disability.pension,employees,f,36,UZB,11
2022,disability.pension,employees,m,31,AZE,134
2022,disability.pension,employees,m,30,AZE,129
2022,disability.pension,employees,m,44,UKR,1198
2022,disability.pension,employees,f,51,GEO,126
2022,disability.pension,employees,f,21,UKR,1156
2022,disability.pension,employees,m,24,UKR,1458
2022,disability.pension,employees,f,32,PHL,132
2022,disability.pension,employees,m,41,UKR,1412
2022,disability.pension,employees,m,32,TKM,76
2022,disability.pension,employees,m,44,TKM,22
2022,disability.pension,employees,f,22,UKR,1392
2022,disability.pension,employees,m,29,PHL,97
2022,disability.pension,employees,m,26,GEO,680
2022,disability.pension,employees,m,34,TKM,72
2022,disability.pension,employees,m,23,AZE,130
2022,disability.pension,employees,m,32,TUN,47
2022,disability.pension,employees,m,43,LKA,6
2022,disability.pension,employees,f,31,UKR,1766
2022,disability.pension,employees,f,48,UKR,240
2022,disability.pension,employees,m,27,TKM,105
2022,disability.pension,employees,m,28,UZB,128
2022,disability.pension,employees,f,64,UKR,851
2022,disability.pension,employees,m,30,GEO,649
2022,disability.pension,employees,m,21,UKR,878
2022,disability.pension,employees,f,52,UKR,1322
2022,disability.pension,employees,f,26,UKR,2106
2022,disability.pension,employees,m,29,TKM,90
2022,disability.pension,employees,m,52,UKR,756
2022,disability.pension,employees,m,35,TKM,46
2022,disability.pension,employees,m,42,UKR,1416
2022,disability.pension,employees,m,53,TKM,8
2022,disability.pension,employees,m,26,UKR,2300
2022,disability.pension,employees,m,39,UKR,1602
2022,disability.pension,employees,f,57,UKR,700
2022,disability.pension,employees,m,43,RUS,147
2022,disability.pension,employees,f,39,BGR,21
2022,disability.pension,employees,m,54,ESP,8
2022,disability.pension,employees,m,27,TJK,34
2022,disability.pension,employees,m,47,GEO,555
2022,disability.pension,employees,m,36,TJK,33
2022,disability.pension,employees,m,41,JPN,14
2022,disability.pension,employees,f,31,IDN,40
2022,disability.pension,employees,f,33,IDN,38
2022,disability.pension,employees,m,65,LTU,3
2022,disability.pension,employees,m,46,RUS,173
2022,disability.pension,employees,m,52,RUS,108
2022,disability.pension,employees,m,41,RUS,175
2022,disability.pension,employees,f,78,BLR,2
2022,disability.pension,employees,m,44,GEO,594
2022,disability.pension,employees,m,47,NLD,18
2022,disability.pension,employees,f,35,RUS,156
2022,disability.pension,employees,f,57,BLR,32
2022,disability.pension,employees,m,18,BLR,329
2022,disability.pension,employees,m,35,RUS,249
2022,disability.pension,employees,f,38,GEO,143
2022,disability.pension,employees,f,44,LTU,19
2022,disability.pension,employees,f,36,UKR,216
2022,disability.pension,employees,m,15,ITA,1
2022,disability.pension,employees,f,63,ARM,8
2022,disability.pension,employees,m,54,UKR,664
2022,disability.pension,employees,m,62,UKR,224
2022,disability.pension,employees,m,50,UKR,906
2022,disability.pension,employees,m,33,RUS,258
2022,disability.pension,employees,m,36,LTU,37
2022,disability.pension,employees,m,42,ARM,55
2022,disability.pension,employees,m,55,LTU,22
2022,disability.pension,employees,m,36,RUS,263
2022,disability.pension,employees,m,36,MDA,330
2022,disability.pension,employees,f,27,TUR,61
2022,disability.pension,employees,m,1,UKR,24
2022,disability.pension,employees,m,53,UKR,704
2022,disability.pension,employees,m,39,GEO,608
2022,disability.pension,employees,m,37,GEO,675
2022,disability.pension,employees,m,50,GEO,78
2022,disability.pension,employees,m,25,UKR,1704
2022,disability.pension,employees,m,45,GEO,106
2022,disability.pension,employees,m,26,TKM,74
2022,disability.pension,employees,m,54,GEO,74
2022,disability.pension,employees,m,42,GEO,574
2022,disability.pension,employees,m,64,UKR,138
2022,disability.pension,employees,m,38,UKR,162
2022,disability.pension,employees,m,45,TKM,18
2022,disability.pension,employees,m,36,TKM,47
2022,disability.pension,employees,m,21,TKM,12
2022,disability.pension,employees,m,37,TKM,43
2022,disability.pension,employees,m,47,AZE,22
2022,disability.pension,employees,m,53,GEO,70
2022,disability.pension,employees,m,52,GEO,381
2022,disability.pension,employees,m,63,BLR,114
2022,disability.pension,employees,f,31,BLR,915
2022,disability.pension,employees,f,46,BLR,84
2022,disability.pension,employees,f,48,BLR,12
2022,disability.pension,employees,f,42,BLR,82
2022,disability.pension,employees,f,26,BLR,178
2022,disability.pension,employees,f,29,ROU,41
2022,disability.pension,employees,m,38,MKD,1
2022,disability.pension,employees,m,65,UKR,637
2022,disability.pension,employees,m,33,IND,621
2022,disability.pension,employees,m,65,RUS,4
2022,disability.pension,employees,m,14,UKR,103
2022,disability.pension,employees,m,35,GEO,676
2022,disability.pension,employees,f,46,LTU,15
2022,disability.pension,employees,f,33,ROU,37
2022,disability.pension,employees,f,60,UKR,376
2022,disability.pension,employees,m,31,BLR,30
2022,disability.pension,employees,m,28,BLR,288
2022,disability.pension,employees,m,55,ARM,27
2022,disability.pension,employees,m,42,AGO,1
2022,disability.pension,employees,m,16,RUS,4
2022,disability.pension,employees,m,41,LTU,3
2022,disability.pension,employees,f,44,UKR,8
2022,disability.pension,employees,m,34,LTU,41
2022,disability.pension,employees,m,45,RUS,155
2022,disability.pension,employees,f,36,BLR,84
2022,disability.pension,employees,m,28,TWN,3
2022,disability.pension,employees,m,57,VNM,54
2022,disability.pension,employees,f,36,RUS,162
2022,disability.pension,employees,m,41,RUS,26
2022,disability.pension,employees,m,42,TJK,2
2022,disability.pension,employees,f,61,BLR,51
2022,disability.pension,employees,m,25,GEO,636
2022,disability.pension,employees,f,44,ARM,15
2022,disability.pension,employees,f,54,GEO,79
2022,disability.pension,employees,f,50,GEO,119
2022,disability.pension,employees,f,40,GEO,186
2022,disability.pension,employees,m,45,GEO,560
2022,disability.pension,employees,m,51,GEO,428
2022,disability.pension,employees,m,57,GEO,263
2022,disability.pension,employees,m,22,GEO,493
2022,disability.pension,employees,m,43,GEO,571
2022,disability.pension,employees,m,43,BLR,2
2022,disability.pension,employees,m,29,EGY,65
2022,disability.pension,employees,m,54,KAZ,14
2022,disability.pension,employees,m,39,KAZ,55
2022,disability.pension,employees,m,52,BLR,120
2022,disability.pension,employees,m,65,ARM,8
2022,disability.pension,employees,m,52,ARM,47
2022,disability.pension,employees,f,43,BLR,84
2022,disability.pension,employees,m,31,BLR,280
2022,disability.pension,employees,m,50,TUR,89
2022,disability.pension,employees,m,45,TUR,115
2022,disability.pension,employees,m,41,BLR,230
2022,disability.pension,employees,f,67,UKR,356
2022,disability.pension,employees,m,35,EGY,47
2022,disability.pension,employees,m,53,ARM,38
2022,disability.pension,employees,m,18,BLR,26
2022,disability.pension,employees,m,39,MDA,323
2022,disability.pension,employees,m,60,BLR,30
2022,disability.pension,employees,m,53,GEO,362
2022,disability.pension,employees,m,29,ALB,20
2022,disability.pension,employees,f,70,BLR,13
2022,disability.pension,employees,m,41,IND,302
2022,disability.pension,employees,m,38,IND,419
2022,disability.pension,employees,m,32,IND,681
2022,disability.pension,employees,m,47,IND,98
2022,disability.pension,employees,m,37,IND,512
2022,disability.pension,employees,f,68,LTU,7
2022,disability.pension,employees,m,69,UKR,152
2022,disability.pension,employees,m,28,GEO,142
2022,disability.pension,employees,m,37,GRC,25
2022,disability.pension,employees,f,15,FRA,1
2022,disability.pension,employees,m,42,TUR,147
2022,disability.pension,employees,m,51,LTU,17
2022,disability.pension,employees,f,61,LTU,11
2022,disability.pension,employees,f,52,BLR,56
2022,disability.pension,employees,f,38,DEU,3
2022,disability.pension,employees,f,57,RUS,47
2022,disability.pension,employees,f,46,RUS,90
2022,disability.pension,employees,f,49,RUS,114
2022,disability.pension,employees,m,29,BLR,21
2022,disability.pension,employees,m,30,IND,735
2022,disability.pension,employees,m,38,PHL,225
2022,disability.pension,employees,m,37,IDN,101
2022,disability.pension,employees,m,40,IDN,97
2022,disability.pension,employees,m,37,PHL,199
2022,disability.pension,employees,m,27,PHL,61
2022,disability.pension,employees,m,42,PHL,214
