year,period,same_year,citizenship,sex_age,count
2020,2020_II,FALSE,KOR,k_60,1
2020,2020_II,FALSE,KOR,m_18_59,3
2020,2020_II,FALSE,KOSOVO,m_18_59,1
2020,2020_II,FALSE,LBN,m_18_59,1
2020,2020_II,FALSE,LBY,m_18_59,1
2020,2020_II,FALSE,LKA,m_18_59,4
2020,2020_II,FALSE,MAR,k_18_59,1
2020,2020_II,FALSE,MAR,m_17,1
2020,2020_II,FALSE,MAR,m_18_59,4
2020,2020_II,FALSE,MDA,k_18_59,16
2020,2020_II,FALSE,MDA,m_18_59,51
2020,2020_II,FALSE,MEX,m_18_59,2
2020,2020_II,FALSE,MNG,m_18_59,1
2020,2020_II,FALSE,MYS,m_18_59,1
2020,2020_II,FALSE,NGA,m_18_59,11
2020,2020_II,FALSE,NPL,k_18_59,2
2020,2020_II,FALSE,NPL,m_18_59,5
2020,2020_II,FALSE,PAK,m_18_59,9
2020,2020_II,FALSE,PHL,k_18_59,2
2020,2020_II,FALSE,PHL,m_18_59,2
2020,2020_II,FALSE,PSE,m_18_59,2
2020,2020_II,FALSE,RUS,k_17,13
2020,2020_II,FALSE,RUS,k_18_59,16
2020,2020_II,FALSE,RUS,m_17,9
2020,2020_II,FALSE,RUS,m_18_59,37
2020,2020_II,FALSE,SAU,m_18_59,1
2020,2020_II,FALSE,SEN,m_18_59,1
2020,2020_II,FALSE,SLE,m_18_59,1
2020,2020_II,FALSE,SOM,m_18_59,2
2020,2020_II,FALSE,SYR,m_18_59,9
2020,2020_II,FALSE,TJK,k_17,1
2020,2020_II,FALSE,TJK,k_18_59,2
2020,2020_II,FALSE,TJK,m_17,3
2020,2020_II,FALSE,TJK,m_18_59,10
2020,2020_II,FALSE,TUN,k_18_59,1
2020,2020_II,FALSE,TUN,m_18_59,5
2020,2020_II,FALSE,TUR,m_18_59,9
2020,2020_II,FALSE,UGA,m_18_59,1
2020,2020_II,FALSE,UKR,k_17,23
2020,2020_II,FALSE,UKR,k_18_59,204
2020,2020_II,FALSE,UKR,k_60,3
2020,2020_II,FALSE,UKR,m_17,15
2020,2020_II,FALSE,UKR,m_18_59,696
2020,2020_II,FALSE,UKR,m_60,3
2020,2020_II,FALSE,UNK,k_17,1
2020,2020_II,FALSE,USA,k_18_59,2
2020,2020_II,FALSE,USA,m_18_59,1
2020,2020_II,FALSE,UZB,m_18_59,27
2020,2020_II,FALSE,VNM,k_17,2
2020,2020_II,FALSE,VNM,k_18_59,6
2020,2020_II,FALSE,VNM,m_18_59,17
2020,2020_II,FALSE,XXX,m_18_59,1
2020,2020_II,FALSE,YEM,m_18_59,1
2020,2020_II,FALSE,ZWE,k_18_59,1
2020,2020_II,FALSE,ZWE,m_18_59,2
2020,2020_II,TRUE,AFG,m_18_59,1
2020,2020_II,TRUE,BLR,m_18_59,1
2020,2020_II,TRUE,CIV,m_18_59,1
2020,2020_II,TRUE,UKR,m_18_59,1
2021,2021_I,FALSE,AFG,m_18_59,12
2021,2021_I,FALSE,AGO,k_18_59,1
2021,2021_I,FALSE,ARM,k_17,1
2021,2021_I,FALSE,ARM,k_18_59,1
2021,2021_I,FALSE,ARM,k_60,3
2021,2021_I,FALSE,ARM,m_18_59,6
2021,2021_I,FALSE,AZE,m_18_59,1
2021,2021_I,FALSE,BGD,k_18_59,1
2021,2021_I,FALSE,BGD,m_18_59,10
2021,2021_I,FALSE,BLR,k_17,1
2021,2021_I,FALSE,BLR,k_18_59,7
2021,2021_I,FALSE,BLR,k_60,1
2021,2021_I,FALSE,BLR,m_18_59,38
2021,2021_I,FALSE,BRA,k_18_59,1
2021,2021_I,FALSE,CAN,m_17,1
2021,2021_I,FALSE,CHN,k_18_59,3
2021,2021_I,FALSE,CHN,m_18_59,5
2021,2021_I,FALSE,CIV,k_17,1
2021,2021_I,FALSE,CMR,m_18_59,1
2021,2021_I,FALSE,COD,k_18_59,1
2021,2021_I,FALSE,COL,k_18_59,1
2021,2021_I,FALSE,COL,m_18_59,2
2021,2021_I,FALSE,CUB,k_18_59,1
2021,2021_I,FALSE,CUB,m_18_59,1
2021,2021_I,FALSE,DOM,k_18_59,1
2021,2021_I,FALSE,DZA,m_18_59,5
2021,2021_I,FALSE,EGY,m_18_59,3
2021,2021_I,FALSE,ETH,k_18_59,1
2021,2021_I,FALSE,ETH,m_18_59,1
2021,2021_I,FALSE,GEO,k_18_59,7
2021,2021_I,FALSE,GEO,m_17,1
2021,2021_I,FALSE,GEO,m_18_59,152
2021,2021_I,FALSE,IND,k_18_59,4
2021,2021_I,FALSE,IND,m_18_59,25
2021,2021_I,FALSE,IRN,m_18_59,3
2021,2021_I,FALSE,IRQ,m_18_59,1
2021,2021_I,FALSE,JOR,m_18_59,1
2021,2021_I,FALSE,KAZ,k_17,1
2021,2021_I,FALSE,KAZ,m_18_59,1
2021,2021_I,FALSE,KGZ,m_17,1
2021,2021_I,FALSE,KGZ,m_18_59,2
2021,2021_I,FALSE,KOR,k_18_59,1
2021,2021_I,FALSE,LBN,m_18_59,1
2021,2021_I,FALSE,LBY,m_18_59,1
2021,2021_I,FALSE,MAR,m_18_59,3
2021,2021_I,FALSE,MDA,k_18_59,8
2021,2021_I,FALSE,MDA,m_17,2
2021,2021_I,FALSE,MDA,m_18_59,30
2021,2021_I,FALSE,MDA,m_60,1
2021,2021_I,FALSE,MLI,m_17,1
2021,2021_I,FALSE,MNG,k_18_59,3
2021,2021_I,FALSE,MNG,m_18_59,2
2021,2021_I,FALSE,NGA,m_18_59,6
2021,2021_I,FALSE,NZL,m_18_59,1
2021,2021_I,FALSE,PAK,k_18_59,2
2021,2021_I,FALSE,PAK,m_18_59,8
2021,2021_I,FALSE,PHL,m_18_59,1
2021,2021_I,FALSE,PSE,m_18_59,1
2021,2021_I,FALSE,RUS,k_17,16
2021,2021_I,FALSE,RUS,k_18_59,17
2021,2021_I,FALSE,RUS,m_17,13
2021,2021_I,FALSE,RUS,m_18_59,28
2021,2021_I,FALSE,RUS,m_60,2
2021,2021_I,FALSE,SAU,m_18_59,1
2021,2021_I,FALSE,SDN,m_18_59,1
2021,2021_I,FALSE,SEN,m_18_59,1
2021,2021_I,FALSE,SOM,m_18_59,1
2021,2021_I,FALSE,SRB,m_18_59,2
2021,2021_I,FALSE,SRB,m_60,1
2021,2021_I,FALSE,SVK,m_18_59,1
2021,2021_I,FALSE,SYR,k_18_59,1
2021,2021_I,FALSE,SYR,m_18_59,5
2021,2021_I,FALSE,TJK,m_18_59,2
2021,2021_I,FALSE,TUN,m_18_59,4
2021,2021_I,FALSE,TUR,m_18_59,8
2021,2021_I,FALSE,UKR,k_17,6
2021,2021_I,FALSE,UKR,k_18_59,183
2021,2021_I,FALSE,UKR,k_60,13
2021,2021_I,FALSE,UKR,m_17,7
2021,2021_I,FALSE,UKR,m_18_59,649
2021,2021_I,FALSE,UKR,m_60,3
2021,2021_I,FALSE,UNK,m_18_59,2
2021,2021_I,FALSE,USA,m_18_59,2
2021,2021_I,FALSE,UZB,m_18_59,17
2021,2021_I,FALSE,VEN,k_17,1
2021,2021_I,FALSE,VEN,k_18_59,1
2021,2021_I,FALSE,VNM,k_17,1
2021,2021_I,FALSE,VNM,k_18_59,11
2021,2021_I,FALSE,VNM,m_17,2
2021,2021_I,FALSE,VNM,m_18_59,71
2021,2021_I,FALSE,XXX,k_17,1
2021,2021_I,FALSE,XXX,m_18_59,3
2021,2021_I,FALSE,ZWE,k_18_59,1
2021,2021_I,FALSE,ZWE,m_18_59,4
2021,2021_I,TRUE,AFG,m_18_59,2
2021,2021_I,TRUE,PSE,m_18_59,2
2021,2021_I,TRUE,UKR,m_18_59,1
2021,2021_I,TRUE,VNM,m_18_59,1
2021,2021_II,FALSE,AFG,k_18_59,1
2021,2021_II,FALSE,AFG,m_17,2
2021,2021_II,FALSE,AFG,m_18_59,17
2021,2021_II,FALSE,ALB,m_18_59,3
2021,2021_II,FALSE,ARM,k_17,1
2021,2021_II,FALSE,ARM,m_18_59,9
2021,2021_II,FALSE,AUT,k_17,1
2021,2021_II,FALSE,AZE,m_18_59,13
2021,2021_II,FALSE,BGD,m_18_59,10
2021,2021_II,FALSE,BGR,m_18_59,3
2021,2021_II,FALSE,BIH,m_18_59,1
2021,2021_II,FALSE,BLR,k_18_59,4
2021,2021_II,FALSE,BLR,m_18_59,38
2021,2021_II,FALSE,BLR,m_60,1
2021,2021_II,FALSE,BRA,m_18_59,1
2021,2021_II,FALSE,CAN,m_18_59,1
2021,2021_II,FALSE,CHE,m_18_59,1
2021,2021_II,FALSE,CHN,k_18_59,1
2021,2021_II,FALSE,CHN,m_18_59,5
2021,2021_II,FALSE,CMR,m_18_59,2
2021,2021_II,FALSE,COD,m_60,1
2021,2021_II,FALSE,CUB,m_18_59,1
2021,2021_II,FALSE,DOM,m_18_59,1
2021,2021_II,FALSE,DZA,m_17,1
2021,2021_II,FALSE,DZA,m_18_59,15
2021,2021_II,FALSE,EGY,m_18_59,13
2021,2021_II,FALSE,ERI,m_18_59,1
2021,2021_II,FALSE,ETH,m_18_59,1
2021,2021_II,FALSE,GBR,m_18_59,4
2021,2021_II,FALSE,GEO,k_18_59,11
2021,2021_II,FALSE,GEO,m_18_59,190
2021,2021_II,FALSE,GNB,m_18_59,1
2021,2021_II,FALSE,IDN,m_18_59,1
2021,2021_II,FALSE,IND,k_18_59,1
2021,2021_II,FALSE,IND,m_18_59,34
2021,2021_II,FALSE,IRN,k_18_59,1
2021,2021_II,FALSE,IRN,m_18_59,8
2021,2021_II,FALSE,IRQ,k_17,3
2021,2021_II,FALSE,IRQ,k_18_59,7
2021,2021_II,FALSE,IRQ,m_17,6
2021,2021_II,FALSE,IRQ,m_18_59,111
2021,2021_II,FALSE,KAZ,k_18_59,1
2021,2021_II,FALSE,KAZ,m_18_59,1
2021,2021_II,FALSE,KGZ,m_18_59,2
2021,2021_II,FALSE,KOR,m_18_59,2
2021,2021_II,FALSE,LBN,m_18_59,4
2021,2021_II,FALSE,LBY,k_18_59,1
2021,2021_II,FALSE,LKA,k_18_59,1
2021,2021_II,FALSE,LKA,m_17,1
2021,2021_II,FALSE,LKA,m_18_59,4
2021,2021_II,FALSE,MAR,k_60,1
2021,2021_II,FALSE,MAR,m_18_59,11
2021,2021_II,FALSE,MDA,k_17,1
2021,2021_II,FALSE,MDA,k_18_59,10
2021,2021_II,FALSE,MDA,m_18_59,45
2021,2021_II,FALSE,MLI,m_18_59,1
2021,2021_II,FALSE,MNG,k_18_59,1
2021,2021_II,FALSE,MNG,m_18_59,3
2021,2021_II,FALSE,NGA,k_18_59,1
2021,2021_II,FALSE,NGA,m_18_59,6
2021,2021_II,FALSE,NPL,k_17,1
2021,2021_II,FALSE,NPL,m_18_59,3
2021,2021_II,FALSE,PAK,k_18_59,1
2021,2021_II,FALSE,PAK,m_18_59,8
2021,2021_II,FALSE,PSE,k_18_59,1
2021,2021_II,FALSE,PSE,m_17,1
2021,2021_II,FALSE,PSE,m_18_59,5
2021,2021_II,FALSE,ROU,k_18_59,1
2021,2021_II,FALSE,ROU,m_18_59,1
2021,2021_II,FALSE,RUS,k_17,6
2021,2021_II,FALSE,RUS,k_18_59,11
2021,2021_II,FALSE,RUS,k_60,2
2021,2021_II,FALSE,RUS,m_17,5
2021,2021_II,FALSE,RUS,m_18_59,27
2021,2021_II,FALSE,RUS,m_60,1
2021,2021_II,FALSE,RWA,m_18_59,1
2021,2021_II,FALSE,SAU,m_18_59,1
2021,2021_II,FALSE,SEN,k_17,1
2021,2021_II,FALSE,SEN,k_18_59,1
2021,2021_II,FALSE,SOM,m_18_59,2
2021,2021_II,FALSE,SRB,m_18_59,2
2021,2021_II,FALSE,SYR,k_17,1
2021,2021_II,FALSE,SYR,k_18_59,1
2021,2021_II,FALSE,SYR,m_17,2
2021,2021_II,FALSE,SYR,m_18_59,109
2021,2021_II,FALSE,TJK,k_17,1
2021,2021_II,FALSE,TJK,k_18_59,1
2021,2021_II,FALSE,TJK,m_18_59,18
2021,2021_II,FALSE,TKM,m_18_59,2
2021,2021_II,FALSE,TUN,m_18_59,5
2021,2021_II,FALSE,TUR,k_18_59,2
2021,2021_II,FALSE,TUR,m_18_59,32
2021,2021_II,FALSE,UKR,k_17,2
2021,2021_II,FALSE,UKR,k_18_59,130
2021,2021_II,FALSE,UKR,k_60,13
2021,2021_II,FALSE,UKR,m_17,1
2021,2021_II,FALSE,UKR,m_18_59,631
2021,2021_II,FALSE,UKR,m_60,2
2021,2021_II,FALSE,UNK,k_17,1
2021,2021_II,FALSE,UNK,m_18_59,3
2021,2021_II,FALSE,USA,m_18_59,1
2021,2021_II,FALSE,UZB,m_18_59,33
2021,2021_II,FALSE,VEN,m_18_59,1
2021,2021_II,FALSE,VNM,k_17,2
2021,2021_II,FALSE,VNM,k_18_59,3
2021,2021_II,FALSE,VNM,m_18_59,32
2021,2021_II,FALSE,XXX,m_18_59,6
2021,2021_II,FALSE,YEM,m_18_59,3
2021,2021_II,FALSE,ZWE,k_18_59,2
2021,2021_II,FALSE,ZWE,m_18_59,3
2021,2021_II,TRUE,IRQ,m_18_59,1
2021,2021_II,TRUE,SYR,m_18_59,1
2021,2021_II,TRUE,UKR,m_18_59,4
2022,2022_I,FALSE,AFG,k_17,1
2022,2022_I,FALSE,AFG,k_18_59,1
2022,2022_I,FALSE,AFG,m_17,4
2022,2022_I,FALSE,AFG,m_18_59,15
2022,2022_I,FALSE,ALB,m_18_59,1
2022,2022_I,FALSE,ARM,k_18_59,4
2022,2022_I,FALSE,ARM,k_60,2
2022,2022_I,FALSE,ARM,m_17,2
2022,2022_I,FALSE,ARM,m_18_59,15
2022,2022_I,FALSE,AZE,k_18_59,1
2022,2022_I,FALSE,AZE,m_18_59,18
2022,2022_I,FALSE,AZE,m_60,1
2022,2022_I,FALSE,BGD,m_17,1
2022,2022_I,FALSE,BGD,m_18_59,4
2022,2022_I,FALSE,BGR,m_18_59,1
2022,2022_I,FALSE,BLR,k_17,2
2022,2022_I,FALSE,BLR,k_18_59,9
2022,2022_I,FALSE,BLR,m_17,1
2022,2022_I,FALSE,BLR,m_18_59,68
2022,2022_I,FALSE,BRA,m_18_59,1
2022,2022_I,FALSE,CAN,m_18_59,1
2022,2022_I,FALSE,CHN,k_18_59,3
2022,2022_I,FALSE,CHN,m_17,2
2022,2022_I,FALSE,CHN,m_18_59,9
2022,2022_I,FALSE,CMR,m_18_59,4
2022,2022_I,FALSE,COD,k_18_59,1
2022,2022_I,FALSE,COD,m_18_59,2
2022,2022_I,FALSE,COG,m_18_59,1
2022,2022_I,FALSE,COL,k_18_59,1
2022,2022_I,FALSE,COL,m_18_59,2
2022,2022_I,FALSE,COM,k_18_59,1
2022,2022_I,FALSE,CUB,k_18_59,1
2022,2022_I,FALSE,CUB,m_18_59,1
2022,2022_I,FALSE,DZA,m_18_59,6
2022,2022_I,FALSE,EGY,m_18_59,5
2022,2022_I,FALSE,ETH,m_18_59,6
2022,2022_I,FALSE,GBR,k_18_59,1
2022,2022_I,FALSE,GBR,m_18_59,1
2022,2022_I,FALSE,GEO,k_17,1
2022,2022_I,FALSE,GEO,k_18_59,8
2022,2022_I,FALSE,GEO,k_60,1
2022,2022_I,FALSE,GEO,m_18_59,246
2022,2022_I,FALSE,GHA,m_18_59,1
2022,2022_I,FALSE,GIN,m_18_59,8
2022,2022_I,FALSE,GMB,m_18_59,4
2022,2022_I,FALSE,GTM,m_18_59,1
2022,2022_I,FALSE,IDN,m_18_59,1
2022,2022_I,FALSE,IND,k_17,1
2022,2022_I,FALSE,IND,k_18_59,2
2022,2022_I,FALSE,IND,m_17,1
2022,2022_I,FALSE,IND,m_18_59,28
2022,2022_I,FALSE,IRN,m_18_59,2
2022,2022_I,FALSE,IRQ,m_18_59,8
2022,2022_I,FALSE,JOR,m_18_59,1
2022,2022_I,FALSE,JPN,m_18_59,1
2022,2022_I,FALSE,KAZ,m_18_59,5
2022,2022_I,FALSE,KEN,k_18_59,1
2022,2022_I,FALSE,KGZ,k_17,2
2022,2022_I,FALSE,KGZ,k_18_59,1
2022,2022_I,FALSE,KGZ,m_17,1
2022,2022_I,FALSE,KGZ,m_18_59,6
2022,2022_I,FALSE,KOR,m_18_59,2
2022,2022_I,FALSE,LBY,m_18_59,1
2022,2022_I,FALSE,LKA,m_18_59,3
2022,2022_I,FALSE,MAR,m_18_59,8
2022,2022_I,FALSE,MDA,k_18_59,5
2022,2022_I,FALSE,MDA,k_60,1
2022,2022_I,FALSE,MDA,m_17,1
2022,2022_I,FALSE,MDA,m_18_59,52
2022,2022_I,FALSE,MEX,m_18_59,1
2022,2022_I,FALSE,MKD,m_18_59,1
2022,2022_I,FALSE,MLI,m_18_59,2
2022,2022_I,FALSE,MNG,m_18_59,1
2022,2022_I,FALSE,MUS,k_18_59,8
2022,2022_I,FALSE,MUS,m_18_59,4
2022,2022_I,FALSE,MYS,m_18_59,1
2022,2022_I,FALSE,NGA,k_17,2
2022,2022_I,FALSE,NGA,k_18_59,1
2022,2022_I,FALSE,NGA,m_18_59,6
2022,2022_I,FALSE,NPL,m_18_59,4
2022,2022_I,FALSE,PAK,k_18_59,2
2022,2022_I,FALSE,PAK,m_17,1
2022,2022_I,FALSE,PAK,m_18_59,13
2022,2022_I,FALSE,PHL,k_18_59,1
2022,2022_I,FALSE,RUS,k_17,6
2022,2022_I,FALSE,RUS,k_18_59,17
2022,2022_I,FALSE,RUS,k_60,4
2022,2022_I,FALSE,RUS,m_17,3
2022,2022_I,FALSE,RUS,m_18_59,49
2022,2022_I,FALSE,RWA,k_18_59,1
2022,2022_I,FALSE,RWA,m_18_59,4
2022,2022_I,FALSE,SAU,m_18_59,1
2022,2022_I,FALSE,SDN,m_18_59,1
2022,2022_I,FALSE,SRB,m_18_59,1
2022,2022_I,FALSE,SYR,m_18_59,29
2022,2022_I,FALSE,TJK,k_17,1
2022,2022_I,FALSE,TJK,k_18_59,4
2022,2022_I,FALSE,TJK,m_17,4
2022,2022_I,FALSE,TJK,m_18_59,24
2022,2022_I,FALSE,TKM,m_18_59,24
2022,2022_I,FALSE,TUN,m_18_59,6
2022,2022_I,FALSE,TUR,m_18_59,22
2022,2022_I,FALSE,TZA,m_18_59,1
2022,2022_I,FALSE,UGA,m_18_59,2
2022,2022_I,FALSE,UKR,k_17,3
2022,2022_I,FALSE,UKR,k_18_59,49
2022,2022_I,FALSE,UKR,k_60,8
2022,2022_I,FALSE,UKR,m_17,3
2022,2022_I,FALSE,UKR,m_18_59,379
2022,2022_I,FALSE,UKR,m_60,2
2022,2022_I,FALSE,UNK,k_18_59,1
2022,2022_I,FALSE,UNK,m_18_59,2
2022,2022_I,FALSE,USA,m_60,1
2022,2022_I,FALSE,UZB,k_18_59,4
2022,2022_I,FALSE,UZB,m_18_59,49
2022,2022_I,FALSE,VEN,m_18_59,1
2022,2022_I,FALSE,VNM,k_17,6
2022,2022_I,FALSE,VNM,k_18_59,9
2022,2022_I,FALSE,VNM,k_60,1
2022,2022_I,FALSE,VNM,m_17,2
2022,2022_I,FALSE,VNM,m_18_59,57
2022,2022_I,FALSE,XXX,m_18_59,4
2022,2022_I,FALSE,YEM,m_18_59,2
2022,2022_I,FALSE,ZWE,m_18_59,2
2022,2022_I,TRUE,GEO,m_18_59,3
2022,2022_I,TRUE,MDA,m_18_59,2
2022,2022_I,TRUE,TKM,m_18_59,1
2022,2022_II,FALSE,AFG,m_17,1
2022,2022_II,FALSE,AFG,m_18_59,12
2022,2022_II,FALSE,AGO,k_18_59,2
2022,2022_II,FALSE,ALB,k_18_59,1
2022,2022_II,FALSE,ALB,m_18_59,5
2022,2022_II,FALSE,ARM,k_18_59,3
2022,2022_II,FALSE,ARM,m_17,3
2022,2022_II,FALSE,ARM,m_18_59,4
2022,2022_II,FALSE,AUS,m_18_59,1
2022,2022_II,FALSE,AZE,k_17,1
2022,2022_II,FALSE,AZE,m_17,1
2022,2022_II,FALSE,AZE,m_18_59,17
2022,2022_II,FALSE,BGD,m_18_59,6
2022,2022_II,FALSE,BLR,k_17,2
2022,2022_II,FALSE,BLR,k_18_59,16
2022,2022_II,FALSE,BLR,k_60,1
2022,2022_II,FALSE,BLR,m_17,3
2022,2022_II,FALSE,BLR,m_18_59,104
2022,2022_II,FALSE,BRA,m_18_59,2
2022,2022_II,FALSE,CHN,k_18_59,1
2022,2022_II,FALSE,CHN,m_18_59,3
2022,2022_II,FALSE,CMR,k_17,1
2022,2022_II,FALSE,CMR,m_18_59,3
2022,2022_II,FALSE,COD,m_18_59,5
2022,2022_II,FALSE,COL,k_18_59,1
2022,2022_II,FALSE,COL,m_18_59,7
2022,2022_II,FALSE,CUB,m_18_59,1
2022,2022_II,FALSE,DZA,m_18_59,2
2022,2022_II,FALSE,EGY,m_18_59,9
2022,2022_II,FALSE,ETH,k_18_59,4
2022,2022_II,FALSE,ETH,m_18_59,3
2022,2022_II,FALSE,GBR,m_18_59,1
2022,2022_II,FALSE,GEO,k_18_59,9
2022,2022_II,FALSE,GEO,k_60,1
2022,2022_II,FALSE,GEO,m_18_59,324
2022,2022_II,FALSE,GEO,m_60,1
2022,2022_II,FALSE,GHA,k_18_59,1
2022,2022_II,FALSE,GHA,m_18_59,4
2022,2022_II,FALSE,GTM,m_18_59,1
2022,2022_II,FALSE,IDN,k_18_59,1
2022,2022_II,FALSE,IDN,m_18_59,1
2022,2022_II,FALSE,IND,k_18_59,2
2022,2022_II,FALSE,IND,m_18_59,38
2022,2022_II,FALSE,IRN,m_18_59,2
2022,2022_II,FALSE,IRQ,k_17,2
2022,2022_II,FALSE,IRQ,k_18_59,2
2022,2022_II,FALSE,IRQ,m_17,1
2022,2022_II,FALSE,IRQ,m_18_59,7
2022,2022_II,FALSE,ISR,m_18_59,1
2022,2022_II,FALSE,JOR,m_18_59,3
2022,2022_II,FALSE,KAZ,k_18_59,2
2022,2022_II,FALSE,KAZ,m_18_59,11
2022,2022_II,FALSE,KGZ,m_17,1
2022,2022_II,FALSE,KGZ,m_18_59,5
2022,2022_II,FALSE,KOSOVO,m_18_59,1
2022,2022_II,FALSE,LBY,m_18_59,3
2022,2022_II,FALSE,LKA,k_18_59,1
2022,2022_II,FALSE,LKA,m_18_59,10
2022,2022_II,FALSE,MAR,m_17,3
2022,2022_II,FALSE,MAR,m_18_59,22
2022,2022_II,FALSE,MDA,k_17,3
2022,2022_II,FALSE,MDA,k_18_59,28
2022,2022_II,FALSE,MDA,m_17,11
2022,2022_II,FALSE,MDA,m_18_59,121
2022,2022_II,FALSE,MEX,k_18_59,1
2022,2022_II,FALSE,MEX,m_18_59,6
2022,2022_II,FALSE,MKD,m_18_59,1
2022,2022_II,FALSE,NGA,k_18_59,1
2022,2022_II,FALSE,NGA,m_18_59,17
2022,2022_II,FALSE,NPL,k_18_59,1
2022,2022_II,FALSE,NPL,m_18_59,6
2022,2022_II,FALSE,PAK,m_18_59,16
2022,2022_II,FALSE,PHL,k_18_59,2
2022,2022_II,FALSE,PHL,m_18_59,6
2022,2022_II,FALSE,PRY,m_18_59,5
2022,2022_II,FALSE,PSE,m_18_59,2
2022,2022_II,FALSE,RUS,k_17,5
2022,2022_II,FALSE,RUS,k_18_59,18
2022,2022_II,FALSE,RUS,k_60,1
2022,2022_II,FALSE,RUS,m_17,2
2022,2022_II,FALSE,RUS,m_18_59,37
2022,2022_II,FALSE,RUS,m_60,2
2022,2022_II,FALSE,RWA,k_18_59,4
2022,2022_II,FALSE,RWA,m_18_59,3
2022,2022_II,FALSE,SDN,m_18_59,4
2022,2022_II,FALSE,SRB,m_18_59,1
2022,2022_II,FALSE,SYR,m_18_59,14
2022,2022_II,FALSE,TJK,k_17,4
2022,2022_II,FALSE,TJK,k_18_59,1
2022,2022_II,FALSE,TJK,m_18_59,32
2022,2022_II,FALSE,TKM,m_18_59,33
2022,2022_II,FALSE,TUN,m_18_59,5
2022,2022_II,FALSE,TUR,m_18_59,24
2022,2022_II,FALSE,TUR,m_60,1
2022,2022_II,FALSE,UKR,k_17,3
2022,2022_II,FALSE,UKR,k_18_59,46
2022,2022_II,FALSE,UKR,k_60,3
2022,2022_II,FALSE,UKR,m_18_59,348
2022,2022_II,FALSE,UNK,k_18_59,1
2022,2022_II,FALSE,UNK,m_17,2
2022,2022_II,FALSE,UNK,m_18_59,5
2022,2022_II,FALSE,USA,m_18_59,1
2022,2022_II,FALSE,UZB,m_18_59,52
2022,2022_II,FALSE,VEN,m_18_59,3
2022,2022_II,FALSE,VNM,k_17,1
2022,2022_II,FALSE,VNM,k_18_59,7
2022,2022_II,FALSE,VNM,k_60,2
2022,2022_II,FALSE,VNM,m_17,3
2022,2022_II,FALSE,VNM,m_18_59,35
2022,2022_II,FALSE,XXX,m_18_59,2
2022,2022_II,FALSE,YEM,m_18_59,1
2022,2022_II,FALSE,ZMB,m_18_59,1
2022,2022_II,FALSE,ZWE,k_18_59,1
2022,2022_II,FALSE,ZWE,m_18_59,4
2022,2022_II,TRUE,ARM,m_18_59,3
2022,2022_II,TRUE,AZE,m_18_59,2
2022,2022_II,TRUE,BHS,m_18_59,1
2022,2022_II,TRUE,BLR,m_18_59,9
2022,2022_II,TRUE,ETH,m_18_59,3
2022,2022_II,TRUE,GEO,k_18_59,1
2022,2022_II,TRUE,GEO,m_18_59,26
2022,2022_II,TRUE,IND,m_18_59,1
2022,2022_II,TRUE,IRQ,m_18_59,3
2022,2022_II,TRUE,KGZ,m_18_59,1
2022,2022_II,TRUE,MDA,m_18_59,5
2022,2022_II,TRUE,PAK,m_18_59,1
2022,2022_II,TRUE,RUS,m_18_59,3
2022,2022_II,TRUE,SYR,m_18_59,4
2022,2022_II,TRUE,TJK,m_18_59,3
2022,2022_II,TRUE,TUR,m_18_59,3
2022,2022_II,TRUE,UKR,k_18_59,2
2022,2022_II,TRUE,UKR,m_18_59,24
2022,2022_II,TRUE,UZB,m_18_59,2
2022,2022_II,TRUE,VNM,m_18_59,1
2023,2023_I,FALSE,AFG,m_18_59,12
2023,2023_I,FALSE,ALB,m_18_59,1
2023,2023_I,FALSE,ARG,m_18_59,3
2023,2023_I,FALSE,ARM,k_18_59,1
2023,2023_I,FALSE,ARM,m_18_59,12
2023,2023_I,FALSE,AZE,m_18_59,19
2023,2023_I,FALSE,BDI,m_18_59,1
2023,2023_I,FALSE,BGD,m_18_59,10
2023,2023_I,FALSE,BLR,k_18_59,15
2023,2023_I,FALSE,BLR,k_60,1
2023,2023_I,FALSE,BLR,m_18_59,123
2023,2023_I,FALSE,BLR,m_60,1
2023,2023_I,FALSE,BRA,k_18_59,1
2023,2023_I,FALSE,BRA,m_18_59,3
2023,2023_I,FALSE,CAN,k_18_59,1
2023,2023_I,FALSE,CAN,m_18_59,3
2023,2023_I,FALSE,CHN,k_18_59,1
2023,2023_I,FALSE,CHN,k_60,1
2023,2023_I,FALSE,CHN,m_18_59,8
2023,2023_I,FALSE,CIV,m_18_59,1
2023,2023_I,FALSE,COD,k_18_59,1
2023,2023_I,FALSE,COG,m_18_59,1
2023,2023_I,FALSE,COL,k_18_59,5
2023,2023_I,FALSE,COL,m_18_59,9
2023,2023_I,FALSE,CUB,k_18_59,1
2023,2023_I,FALSE,CUB,m_17,1
2023,2023_I,FALSE,CUB,m_18_59,2
2023,2023_I,FALSE,DZA,m_18_59,11
2023,2023_I,FALSE,EGY,m_18_59,5
2023,2023_I,FALSE,ERI,m_18_59,1
2023,2023_I,FALSE,ETH,k_18_59,1
2023,2023_I,FALSE,ETH,m_18_59,5
2023,2023_I,FALSE,GEO,k_17,2
2023,2023_I,FALSE,GEO,k_18_59,9
2023,2023_I,FALSE,GEO,m_17,2
2023,2023_I,FALSE,GEO,m_18_59,322
2023,2023_I,FALSE,GHA,m_18_59,3
2023,2023_I,FALSE,GMB,m_18_59,1
