year,sex,country_code,prison,country,continent,wbd_region7,schengen
2016,m,MDA,10,Moldova,Europe,Europe & Central Asia,non-Schengen
2016,m,DEU,20,Germany,Europe,Europe & Central Asia,Schengen
2016,m,NGA,15,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2016,m,PAK,5,Pakistan,Asia,South Asia,non-Schengen
2016,m,RUS,55,Russia,Europe,Europe & Central Asia,non-Schengen
2016,m,ROU,48,Romania,Europe,Europe & Central Asia,non-Schengen
2016,m,SRB,5,Serbia,Europe,Europe & Central Asia,non-Schengen
2016,m,SVK,9,Slovakia,Europe,Europe & Central Asia,Schengen
2016,m,USA,2,United States,Americas,North America,non-Schengen
2016,m,SYR,3,Syria,Asia,Middle East & North Africa,non-Schengen
2016,m,TUN,1,Tunisia,Africa,Middle East & North Africa,non-Schengen
2016,m,TUR,10,Turkey,Asia,Europe & Central Asia,non-Schengen
2016,m,UKR,173,Ukraine,Europe,Europe & Central Asia,non-Schengen
2016,m,VEN,1,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2016,m,HUN,3,Hungary,Europe,Europe & Central Asia,Schengen
2016,m,VNM,24,Vietnam,Asia,East Asia & Pacific,non-Schengen
2016,m,ITA,6,Italy,Europe,Europe & Central Asia,Schengen
2016,m,XXX,11,Stateless,other/unknown,other/unknown,non-Schengen
2016,m,DZA,3,Algeria,Africa,Middle East & North Africa,non-Schengen
2016,m,AZE,1,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2016,m,HRV,2,Croatia,Europe,Europe & Central Asia,non-Schengen
2016,m,DNK,1,Denmark,Europe,Europe & Central Asia,Schengen
2016,m,GIN,1,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2016,m,IND,1,India,Asia,South Asia,non-Schengen
2016,m,YEM,1,Yemen,Asia,Middle East & North Africa,non-Schengen
2016,m,JOR,2,Jordan,Asia,Middle East & North Africa,non-Schengen
2016,m,LBY,1,Libya,Africa,Middle East & North Africa,non-Schengen
2016,m,NPL,1,Nepal,Asia,South Asia,non-Schengen
2016,m,PRT,2,Portugal,Europe,Europe & Central Asia,Schengen
2016,m,ZAF,1,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2016,m,SOM,1,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2016,m,TKM,1,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2016,f,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen
2016,f,BGR,1,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2016,f,CZE,1,Czechia,Europe,Europe & Central Asia,Schengen
2016,f,IRQ,1,Iraq,Asia,Middle East & North Africa,non-Schengen
2016,f,SRB,1,Serbia,Europe,Europe & Central Asia,non-Schengen
2016,f,SVK,1,Slovakia,Europe,Europe & Central Asia,Schengen
2016,f,USA,1,United States,Americas,North America,non-Schengen
2016,f,UKR,17,Ukraine,Europe,Europe & Central Asia,non-Schengen
2016,f,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen
2016,f,LTU,2,Lithuania,Europe,Europe & Central Asia,Schengen
2016,f,RUS,1,Russia,Europe,Europe & Central Asia,non-Schengen
2016,f,ROU,6,Romania,Europe,Europe & Central Asia,non-Schengen
2016,f,VEN,1,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2017,m,DZA,6,Algeria,Africa,Middle East & North Africa,non-Schengen
2017,m,ARM,21,Armenia,Asia,Europe & Central Asia,non-Schengen
2017,m,AZE,2,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2017,m,BGD,1,Bangladesh,Asia,South Asia,non-Schengen
2017,m,BEL,1,Belgium,Europe,Europe & Central Asia,Schengen
2017,m,BLR,30,Belarus,Europe,Europe & Central Asia,non-Schengen
2017,m,BGR,53,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2017,m,CHN,7,China,Asia,East Asia & Pacific,non-Schengen
2017,m,CZE,7,Czechia,Europe,Europe & Central Asia,Schengen
2017,m,DNK,2,Denmark,Europe,Europe & Central Asia,Schengen
2017,m,EGY,3,Egypt,Africa,Middle East & North Africa,non-Schengen
2017,m,EST,3,Estonia,Europe,Europe & Central Asia,Schengen
2017,m,FRA,1,France,Europe,Europe & Central Asia,Schengen
2017,m,GRC,2,Greece,Europe,Europe & Central Asia,Schengen
2017,m,GEO,44,Georgia,Asia,Europe & Central Asia,non-Schengen
2017,m,ESP,1,Spain,Europe,Europe & Central Asia,Schengen
2017,m,NLD,6,Netherlands,Europe,Europe & Central Asia,Schengen
2017,m,IRN,1,Iran,Asia,Middle East & North Africa,non-Schengen
2017,m,ISR,7,Israel,Asia,Middle East & North Africa,non-Schengen
2017,m,KGZ,2,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2017,m,LTU,22,Lithuania,Europe,Europe & Central Asia,Schengen
2017,m,LVA,14,Latvia,Europe,Europe & Central Asia,Schengen
2017,m,MAR,3,Morocco,Africa,Middle East & North Africa,non-Schengen
2017,m,MEX,2,Mexico,Americas,Latin America & Caribbean,non-Schengen
2017,m,MDA,11,Moldova,Europe,Europe & Central Asia,non-Schengen
2017,m,MNG,1,Mongolia,Asia,East Asia & Pacific,non-Schengen
2017,m,DEU,31,Germany,Europe,Europe & Central Asia,Schengen
2017,m,NGA,13,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2017,m,NOR,1,Norway,Europe,Europe & Central Asia,Schengen
2017,m,NZL,1,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2017,m,PSE,2,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2017,m,PRT,3,Portugal,Europe,Europe & Central Asia,Schengen
2017,m,BIH,1,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2017,m,RUS,68,Russia,Europe,Europe & Central Asia,non-Schengen
2017,m,ROU,52,Romania,Europe,Europe & Central Asia,non-Schengen
2017,m,SRB,6,Serbia,Europe,Europe & Central Asia,non-Schengen
2017,m,SVK,7,Slovakia,Europe,Europe & Central Asia,Schengen
2017,m,SYR,3,Syria,Asia,Middle East & North Africa,non-Schengen
