year,sex,country_code,border,police_id_no,police_id_yes,police,prison,pop_insured,pop_register,country,country_code2,schengen
2016,m,SDN,,,,,,35,,Sudan,SDN,non-Schengen
2016,m,SEN,3,0,1,1,,44,,Senegal,SEN,non-Schengen
2016,m,SGP,,,,,,6,,Singapore,SGP,non-Schengen
2016,m,SLB,,,,,,,,Solomon Islands,SLB,non-Schengen
2016,m,SLE,,,,,,14,,Sierra Leone,SLE,non-Schengen
2016,m,SLV,,,,,,8,,El Salvador,SLV,non-Schengen
2016,m,SMR,,,,,,,,San Marino,SMR,non-Schengen
2016,m,SOM,,1,0,1,1,16,,Somalia,SOM,non-Schengen
2016,m,SRB,5,9,4,13,5,565,,Serbia,SRB,non-Schengen
2016,m,SSD,,,,,,,,South Sudan,SSD,non-Schengen
2016,m,STP,,,,,,3,,São Tomé & Príncipe,STP,non-Schengen
2016,m,SUN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,SUR,,,,,,6,,Suriname,SUR,non-Schengen
2016,m,SVK,,43,3,46,9,741,,Slovakia,SVK,Schengen
2016,m,SVN,,5,1,6,,105,,Slovenia,SVN,Schengen
2016,m,SWE,,15,1,16,,406,,Sweden,SWE,Schengen
2016,m,SWZ,,,,,,,,Eswatini,SWZ,non-Schengen
2016,m,SYC,,,,,,,,Seychelles,SYC,non-Schengen
2016,m,SYR,9,0,6,6,3,531,,Syria,SYR,non-Schengen
2016,m,TCD,,,,,,2,,Chad,TCD,non-Schengen
2016,m,TGO,1,1,1,2,,15,,Togo,TGO,non-Schengen
2016,m,THA,3,,,,,121,,Thailand,THA,non-Schengen
2016,m,TJK,4,2,0,2,,43,,Tajikistan,TJK,non-Schengen
2016,m,TKM,,0,1,1,1,31,,Turkmenistan,TKM,non-Schengen
2016,m,TLS,,,,,,,,Timor-Leste,TLS,non-Schengen
2016,m,TON,,,,,,,,Tonga,TON,non-Schengen
2016,m,TTO,,,,,,5,,Trinidad & Tobago,TTO,non-Schengen
2016,m,TUN,16,8,15,23,1,589,,Tunisia,TUN,non-Schengen
2016,m,TUR,22,32,41,73,10,2285,,Turkey,TUR,non-Schengen
2016,m,TWN,2,,,,,25,,Taiwan,TWN,non-Schengen
2016,m,TZA,,0,2,2,,22,,Tanzania,TZA,non-Schengen
2016,m,UGA,,,,,,16,,Uganda,UGA,non-Schengen
2016,m,UKR,2248,2194,333,2527,173,125164,,Ukraine,UKR,non-Schengen
2016,m,UMI,,,,,,,,United States Minor Outlying Islands (the),UMI,non-Schengen
2016,m,UNK,1,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,UNKNOWN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,URY,,,,,,18,,Uruguay,URY,non-Schengen
2016,m,USA,4,25,7,32,2,915,,United States,USA,non-Schengen
2016,m,UZB,9,5,5,10,,505,,Uzbekistan,UZB,non-Schengen
2016,m,VAT,,0,1,1,,4,,Vatican City,VAT,non-Schengen
2016,m,VCT,,,,,,,,St. Vincent & Grenadines,VCT,non-Schengen
2016,m,VEN,1,0,1,1,1,70,,Venezuela,VEN,non-Schengen
2016,m,VGB,,,,,,12,,British Virgin Islands,VGB,non-Schengen
2016,m,VNM,81,17,41,58,24,4088,,Vietnam,VNM,non-Schengen
2016,m,VUT,,,,,,,,Vanuatu,VUT,non-Schengen
2016,m,XKX,,1,0,1,2,,,KOSOVO,KOSOVO,non-Schengen
2016,m,XXA,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,XXX,8,,,,11,3071,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,YEM,2,0,1,1,1,85,,Yemen,YEM,non-Schengen
2016,m,YUG,,1,0,1,,,,unknown/stateless,unknown/stateless,non-Schengen
2016,m,ZAF,,0,1,1,1,76,,South Africa,ZAF,non-Schengen
2016,m,ZMB,,,,,,6,,Zambia,ZMB,non-Schengen
2016,m,ZWE,,,,,,49,,Zimbabwe,ZWE,non-Schengen
2017,f,ABW,,,,,,,,Aruba,ABW,non-Schengen
2017,f,AFG,,,,,,212,63,Afghanistan,AFG,non-Schengen
2017,f,AGO,4,,,,,13,100,Angola,AGO,non-Schengen
2017,f,AIA,,,,,,,,Anguilla,AIA,non-Schengen
2017,f,ALB,,,,,,59,140,Albania,ALB,non-Schengen
2017,f,AND,,,,,,1,1,Andorra,AND,non-Schengen
2017,f,ANT,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2017,f,ARE,,,,,,,2,United Arab Emirates,ARE,non-Schengen
2017,f,ARG,,,,,,35,98,Argentina,ARG,non-Schengen
2017,f,ARM,16,5,17,22,,1022,1796,Armenia,ARM,non-Schengen
2017,f,ASM,,,,,,,,American Samoa,ASM,non-Schengen
2017,f,ATA,,,,,,,,Antarctica,ATA,non-Schengen
2017,f,ATF,,,,,,3,,French Southern Territories,ATF,non-Schengen
2017,f,ATG,,,,,,,,Antigua & Barbuda,ATG,non-Schengen
2017,f,AUS,,,,,,40,240,Australia,AUS,non-Schengen
2017,f,AUT,,,,,,138,2465,Austria,AUT,Schengen
2017,f,AZE,3,,,,,93,181,Azerbaijan,AZE,non-Schengen
2017,f,BDI,,,,,,1,,Burundi,BDI,non-Schengen
2017,f,BEL,,1,0,1,,85,371,Belgium,BEL,Schengen
2017,f,BEN,,,,,,2,3,Benin,BEN,non-Schengen
2017,f,BFA,,,,,,1,1,Burkina Faso,BFA,non-Schengen
2017,f,BGD,1,,,,,28,32,Bangladesh,BGD,non-Schengen
2017,f,BGR,,46,9,55,6,1024,2429,Bulgaria,BGR,non-Schengen
2017,f,BHR,,,,,,,1,Bahrain,BHR,non-Schengen
2017,f,BHS,,,,,,,1,Bahamas,BHS,non-Schengen
2017,f,BIH,1,,,,,18,40,Bosnia & Herzegovina,BIH,non-Schengen
2017,f,BLR,32,22,14,36,1,6584,9252,Belarus,BLR,non-Schengen
2017,f,BLZ,,,,,,,1,Belize,BLZ,non-Schengen
2017,f,BOL,,,,,,9,23,Bolivia,BOL,non-Schengen
2017,f,BRA,3,0,1,1,,150,415,Brazil,BRA,non-Schengen
2017,f,BRB,,,,,,7,1,Barbados,BRB,non-Schengen
2017,f,BRN,,,,,,,,Brunei,BRN,non-Schengen
2017,f,BTN,,,,,,,2,Bhutan,BTN,non-Schengen
2017,f,BWA,,,,,,,1,Botswana,BWA,non-Schengen
2017,f,CAF,,,,,,,1,Central African Republic,CAF,non-Schengen
2017,f,CAN,3,,,,,74,561,Canada,CAN,non-Schengen
2017,f,CHE,,,,,,27,168,Switzerland,CHE,Schengen
2017,f,CHL,,,,,,10,39,Chile,CHL,non-Schengen
2017,f,CHN,17,7,8,15,,2106,4019,China,CHN,non-Schengen
2017,f,CIV,,,,,,9,10,Côte d’Ivoire,CIV,non-Schengen
2017,f,CMR,,,,,,30,76,Cameroon,CMR,non-Schengen
2017,f,COD,,,,,,,6,Congo - Kinshasa,COD,non-Schengen
2017,f,COG,,0,1,1,,24,61,Congo - Brazzaville,COG,non-Schengen
2017,f,COL,1,,,,,44,148,Colombia,COL,non-Schengen
2017,f,COM,,,,,,,,Comoros,COM,non-Schengen
2017,f,CPV,,,,,,2,2,Cape Verde,CPV,non-Schengen
2017,f,CRI,,,,,,12,15,Costa Rica,CRI,non-Schengen
2017,f,CSK,,,,,,,94,unknown/stateless,unknown/stateless,non-Schengen
2017,f,CUB,,,,,,35,80,Cuba,CUB,non-Schengen
2017,f,CYM,,,,,,,,Cayman Islands,CYM,non-Schengen
2017,f,CYP,,,,,,8,18,Cyprus,CYP,non-Schengen
2017,f,CZE,,14,0,14,2,544,1273,Czechia,CZE,Schengen
2017,f,DDR,,,,,,,75,unknown/stateless,unknown/stateless,non-Schengen
2017,f,DEU,,15,4,19,1,725,11199,Germany,DEU,Schengen
2017,f,DJI,,,,,,,3,Djibouti,DJI,non-Schengen
2017,f,DMA,,,,,,,1,Dominica,DMA,non-Schengen
2017,f,DNK,,1,2,3,,46,622,Denmark,DNK,Schengen
2017,f,DOM,,0,1,1,,9,24,Dominican Republic,DOM,non-Schengen
2017,f,DZA,1,,,,,26,42,Algeria,DZA,non-Schengen
2017,f,ECU,,0,1,1,,8,28,Ecuador,ECU,non-Schengen
2017,f,EGY,2,,,,,25,92,Egypt,EGY,non-Schengen
2017,f,ERI,,,,,,1,7,Eritrea,ERI,non-Schengen
2017,f,ESH,,,,,,,,Western Sahara,ESH,non-Schengen
2017,f,ESP,,1,0,1,,370,1189,Spain,ESP,Schengen
2017,f,EST,,3,0,3,,50,102,Estonia,EST,Schengen
2017,f,ETH,,0,1,1,,14,36,Ethiopia,ETH,non-Schengen
2017,f,FIN,,,,,,103,411,Finland,FIN,Schengen
2017,f,FJI,,,,,,,1,Fiji,FJI,non-Schengen
2017,f,FLK,,,,,,,,Falkland Islands,FLK,non-Schengen
2017,f,FRA,,4,0,4,,395,2059,France,FRA,Schengen
2017,f,FRO,,,,,,,,Faroe Islands,FRO,non-Schengen
2017,f,FSM,,,,,,,1,Micronesia (Federated States of),FSM,non-Schengen
2017,f,GAB,,,,,,3,1,Gabon,GAB,non-Schengen
2017,f,GBR,,3,1,4,,350,1417,United Kingdom,GBR,non-Schengen
2017,f,GEO,16,6,1,7,,527,568,Georgia,GEO,non-Schengen
2017,f,GHA,,,,,,9,24,Ghana,GHA,non-Schengen
2017,f,GIN,,,,,,3,10,Guinea,GIN,non-Schengen
2017,f,GMB,,,,,,2,3,Gambia,GMB,non-Schengen
2017,f,GNB,,,,,,,4,Guinea-Bissau,GNB,non-Schengen
2017,f,GNQ,,,,,,,3,Equatorial Guinea,GNQ,non-Schengen
2017,f,GRC,,1,0,1,,129,609,Greece,GRC,Schengen
2017,f,GRD,,,,,,,,Grenada,GRD,non-Schengen
2017,f,GTM,,,,,,6,10,Guatemala,GTM,non-Schengen
2017,f,GUY,,,,,,2,1,Guyana,GUY,non-Schengen
2017,f,HKG,,,,,,,1,Hong Kong SAR China,HKG,non-Schengen
2017,f,HND,,,,,,1,7,Honduras,HND,non-Schengen
2017,f,HRV,,,,,,102,228,Croatia,HRV,non-Schengen
2017,f,HTI,,,,,,3,6,Haiti,HTI,non-Schengen
2017,f,HUN,,0,3,3,,399,775,Hungary,HUN,Schengen
2017,f,IDN,2,,,,,114,214,Indonesia,IDN,non-Schengen
2017,f,IND,9,1,0,1,,542,1516,India,IND,non-Schengen
2017,f,IOT,,,,,,,,British Indian Ocean Territory,IOT,non-Schengen
2017,f,IRL,,1,0,1,,46,209,Ireland,IRL,non-Schengen
2017,f,IRN,5,,,,,52,153,Iran,IRN,non-Schengen
2017,f,IRQ,3,,,,,31,203,Iraq,IRQ,non-Schengen
2017,f,ISL,,,,,,,7,Iceland,ISL,Schengen
2017,f,ISR,1,0,1,1,,43,175,Israel,ISR,non-Schengen
2017,f,ITA,,2,0,2,,537,951,Italy,ITA,Schengen
2017,f,JAM,,,,,,2,12,Jamaica,JAM,non-Schengen
2017,f,JOR,1,,,,,8,44,Jordan,JOR,non-Schengen
2017,f,JPN,1,0,1,1,,119,1068,Japan,JPN,non-Schengen
2017,f,KAZ,6,0,1,1,,640,1301,Kazakhstan,KAZ,non-Schengen
2017,f,KEN,1,,,,,35,111,Kenya,KEN,non-Schengen
2017,f,KGZ,9,,,,,52,120,Kyrgyzstan,KGZ,non-Schengen
2017,f,KHM,,,,,,3,8,Cambodia,KHM,non-Schengen
2017,f,KIR,,,,,,,,Kiribati,KIR,non-Schengen
2017,f,KNA,,,,,,,,St. Kitts & Nevis,KNA,non-Schengen
2017,f,KOR,,,,,,145,1749,South Korea,KOR,non-Schengen
2017,f,KOSOVO,,,,,,,,KOSOVO,KOSOVO,non-Schengen
2017,f,KWT,,,,,,,2,Kuwait,KWT,non-Schengen
2017,f,LAO,,,,,,,10,Laos,LAO,non-Schengen
2017,f,LBN,1,,,,,28,42,Lebanon,LBN,non-Schengen
2017,f,LBR,,,,,,,1,Liberia,LBR,non-Schengen
2017,f,LBY,1,,,,,1,99,Libya,LBY,non-Schengen
2017,f,LCA,,,,,,,1,St. Lucia,LCA,non-Schengen
2017,f,LIE,,,,,,,,Liechtenstein,LIE,Schengen
2017,f,LKA,,,,,,10,59,Sri Lanka,LKA,non-Schengen
2017,f,LSO,,,,,,,,Lesotho,LSO,non-Schengen
2017,f,LTU,,7,3,10,1,881,1735,Lithuania,LTU,Schengen
2017,f,LUX,,,,,,,13,Luxembourg,LUX,Schengen
2017,f,LVA,,2,2,4,,216,413,Latvia,LVA,Schengen
2017,f,MAC,,,,,,,,Macao SAR China,MAC,non-Schengen
2017,f,MAR,4,,,,,36,74,Morocco,MAR,non-Schengen
2017,f,MCO,,,,,,,,Monaco,MCO,non-Schengen
2017,f,MDA,11,7,1,8,,1985,1779,Moldova,MDA,non-Schengen
2017,f,MDG,,,,,,7,14,Madagascar,MDG,non-Schengen
2017,f,MDV,,,,,,,,Maldives,MDV,non-Schengen
2017,f,MEX,2,,,,,101,237,Mexico,MEX,non-Schengen
2017,f,MKD,,,,,,30,69,North Macedonia,MKD,non-Schengen
2017,f,MLI,,,,,,3,7,Mali,MLI,non-Schengen
2017,f,MLT,,,,,,6,11,Malta,MLT,Schengen
2017,f,MMR,,,,,,6,13,Myanmar (Burma),MMR,non-Schengen
2017,f,MNE,,,,,,10,23,Montenegro,MNE,non-Schengen
2017,f,MNG,1,0,2,2,,203,678,Mongolia,MNG,non-Schengen
2017,f,MOZ,,,,,,1,,Mozambique,MOZ,non-Schengen
2017,f,MRT,,,,,,1,3,Mauritania,MRT,non-Schengen
2017,f,MUS,,,,,,8,19,Mauritius,MUS,non-Schengen
2017,f,MWI,,,,,,,3,Malawi,MWI,non-Schengen
2017,f,MYS,,,,,,23,255,Malaysia,MYS,non-Schengen
2017,f,NAM,,,,,,1,6,Namibia,NAM,non-Schengen
2017,f,NER,,,,,,5,4,Niger,NER,non-Schengen
2017,f,NGA,9,,,,,43,193,Nigeria,NGA,non-Schengen
2017,f,NIC,,,,,,2,2,Nicaragua,NIC,non-Schengen
2017,f,NLD,,2,1,3,,118,842,Netherlands,NLD,Schengen
2017,f,NOR,,2,0,2,,29,475,Norway,NOR,Schengen
2017,f,NPL,,,,,,233,264,Nepal,NPL,non-Schengen
2017,f,NZL,,,,,,15,43,New Zealand,NZL,non-Schengen
2017,f,OMN,,,,,,,1,Oman,OMN,non-Schengen
2017,f,PAK,2,,,,,63,114,Pakistan,PAK,non-Schengen
2017,f,PAN,,,,,,5,6,Panama,PAN,non-Schengen
2017,f,PCN,,,,,,,,Pitcairn Islands,PCN,non-Schengen
2017,f,PER,,,,,,38,85,Peru,PER,non-Schengen
2017,f,PHL,6,,,,,279,489,Philippines,PHL,non-Schengen
2017,f,PLW,,,,,,,,Palau,PLW,non-Schengen
2017,f,PNG,,,,,,,5,Papua New Guinea,PNG,non-Schengen
2017,f,PRI,,,,,,,,Puerto Rico,PRI,non-Schengen
2017,f,PRT,,1,0,1,,186,312,Portugal,PRT,Schengen
2017,f,PRY,,,,,,7,13,Paraguay,PRY,non-Schengen
2017,f,PSE,,,,,,4,,Palestinian Territories,PSE,non-Schengen
2017,f,PYF,,,,,,,,French Polynesia,PYF,non-Schengen
2017,f,QAT,,,,,,,,Qatar,QAT,non-Schengen
2017,f,RKS,,,,,,,,KOSOVO,KOSOVO,non-Schengen
2017,f,ROU,,35,3,38,5,1553,1668,Romania,ROU,non-Schengen
2017,f,RUS,200,19,9,28,,3384,9209,Russia,RUS,non-Schengen
2017,f,RWA,,,,,,14,15,Rwanda,RWA,non-Schengen
2017,f,SAU,3,,,,,4,227,Saudi Arabia,SAU,non-Schengen
2017,f,SRB,,,,,,,58,Serbia,SRB,non-Schengen
2017,f,SDN,,,,,,6,12,Sudan,SDN,non-Schengen
2017,f,SEN,,,,,,8,19,Senegal,SEN,non-Schengen
2017,f,SGP,,,,,,8,42,Singapore,SGP,non-Schengen
2017,f,SLB,,,,,,,,Solomon Islands,SLB,non-Schengen
2017,f,SLE,,,,,,1,3,Sierra Leone,SLE,non-Schengen
2017,f,SLV,,,,,,3,9,El Salvador,SLV,non-Schengen
2017,f,SMR,,,,,,,,San Marino,SMR,non-Schengen
2017,f,SOM,,,,,,,17,Somalia,SOM,non-Schengen
2017,f,SRB,2,,,,,132,171,Serbia,SRB,non-Schengen
2017,f,SSD,,,,,,,,South Sudan,SSD,non-Schengen
2017,f,STP,,,,,,2,,São Tomé & Príncipe,STP,non-Schengen
2017,f,SUN,,,,,,,593,unknown/stateless,unknown/stateless,non-Schengen
2017,f,SUR,,,,,,5,3,Suriname,SUR,non-Schengen
2017,f,SVK,,8,0,8,,528,1026,Slovakia,SVK,Schengen
2017,f,SVN,,,,,,48,95,Slovenia,SVN,Schengen
2017,f,SWE,,2,1,3,,135,2699,Sweden,SWE,Schengen
2017,f,SWZ,,,,,,,,Eswatini,SWZ,non-Schengen
2017,f,SYC,,,,,,,2,Seychelles,SYC,non-Schengen
2017,f,SYR,,,,,,52,240,Syria,SYR,non-Schengen
2017,f,TCD,,,,,,,,Chad,TCD,non-Schengen
2017,f,TGO,,,,,,1,3,Togo,TGO,non-Schengen
2017,f,THA,3,,,,,257,522,Thailand,THA,non-Schengen
2017,f,TJK,7,,,,,16,42,Tajikistan,TJK,non-Schengen
2017,f,TKM,,,,,,33,73,Turkmenistan,TKM,non-Schengen
2017,f,TLS,,,,,,,,Timor-Leste,TLS,non-Schengen
2017,f,TON,,,,,,,,Tonga,TON,non-Schengen
2017,f,TTO,,,,,,2,8,Trinidad & Tobago,TTO,non-Schengen
2017,f,TUN,,,,,,27,70,Tunisia,TUN,non-Schengen
2017,f,TUR,8,1,1,2,,223,4215,Turkey,TUR,non-Schengen
2017,f,TWN,,,,,,48,296,Taiwan,TWN,non-Schengen
2017,f,TZA,1,,,,,7,37,Tanzania,TZA,non-Schengen
2017,f,UGA,,,,,,6,21,Uganda,UGA,non-Schengen
2017,f,UKR,1141,251,73,324,18,111791,63755,Ukraine,UKR,non-Schengen
2017,f,UMI,,,,,,,1,United States Minor Outlying Islands (the),UMI,non-Schengen
2017,f,UNK,1,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2017,f,UNKNOWN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2017,f,URY,,,,,,8,15,Uruguay,URY,non-Schengen
2017,f,USA,1,3,1,4,,365,2628,United States,USA,non-Schengen
2017,f,UZB,2,0,1,1,,151,289,Uzbekistan,UZB,non-Schengen
2017,f,VAT,,,,,,3,12,Vatican City,VAT,non-Schengen
2017,f,VCT,,,,,,,,St. Vincent & Grenadines,VCT,non-Schengen
2017,f,VEN,,,,,2,29,58,Venezuela,VEN,non-Schengen
2017,f,VGB,,,,,,1,,British Virgin Islands,VGB,non-Schengen
2017,f,VNM,36,6,10,16,2,2879,3731,Vietnam,VNM,non-Schengen
2017,f,VUT,,,,,,,,Vanuatu,VUT,non-Schengen
2017,f,XKX,,,,,,,10,KOSOVO,KOSOVO,non-Schengen
2017,f,XXA,,,,,,,729,unknown/stateless,unknown/stateless,non-Schengen
2017,f,XXX,3,,,,3,3196,9260,unknown/stateless,unknown/stateless,non-Schengen
2017,f,YEM,,,,,,2,52,Yemen,YEM,non-Schengen
2017,f,YUG,,,,,,,97,unknown/stateless,unknown/stateless,non-Schengen
2017,f,ZAF,,1,1,2,,48,117,South Africa,ZAF,non-Schengen
2017,f,ZMB,,,,,,7,20,Zambia,ZMB,non-Schengen
2017,f,ZWE,,,,,,109,32,Zimbabwe,ZWE,non-Schengen
2017,m,ABW,,,,,,2,,Aruba,ABW,non-Schengen
2017,m,AFG,4,1,4,5,,267,256,Afghanistan,AFG,non-Schengen
2017,m,AGO,2,1,1,2,,45,154,Angola,AGO,non-Schengen
2017,m,AIA,,,,,,,,Anguilla,AIA,non-Schengen
2017,m,ALB,5,3,0,3,2,155,373,Albania,ALB,non-Schengen
2017,m,AND,,,,,,3,,Andorra,AND,non-Schengen
2017,m,ANT,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2017,m,ARE,,,,,,2,4,United Arab Emirates,ARE,non-Schengen
2017,m,ARG,2,3,2,5,,107,145,Argentina,ARG,non-Schengen
2017,m,ARM,35,34,121,155,21,1451,2128,Armenia,ARM,non-Schengen
2017,m,ASM,,,,,,,,American Samoa,ASM,non-Schengen
2017,m,ATA,,,,,,,,Antarctica,ATA,non-Schengen
2017,m,ATF,,,,,,16,,French Southern Territories,ATF,non-Schengen
2017,m,ATG,,,,,,,,Antigua & Barbuda,ATG,non-Schengen
2017,m,AUS,2,5,1,6,,128,380,Australia,AUS,non-Schengen
2017,m,AUT,,7,6,13,1,334,2244,Austria,AUT,Schengen
2017,m,AZE,5,5,5,10,2,366,420,Azerbaijan,AZE,non-Schengen
2017,m,BDI,,,,,,5,6,Burundi,BDI,non-Schengen
2017,m,BEL,1,19,2,21,1,471,1150,Belgium,BEL,Schengen
2017,m,BEN,,,,,,8,9,Benin,BEN,non-Schengen
2017,m,BFA,,,,,,7,11,Burkina Faso,BFA,non-Schengen
2017,m,BGD,37,2,2,4,1,870,648,Bangladesh,BGD,non-Schengen
2017,m,BGR,,138,45,183,53,1584,4293,Bulgaria,BGR,non-Schengen
2017,m,BHR,,,,,,,2,Bahrain,BHR,non-Schengen
2017,m,BHS,,,,,,,,Bahamas,BHS,non-Schengen
2017,m,BIH,,0,3,3,1,137,343,Bosnia & Herzegovina,BIH,non-Schengen
2017,m,BLR,117,344,52,396,30,17392,11031,Belarus,BLR,non-Schengen
2017,m,BLZ,,,,,,,5,Belize,BLZ,non-Schengen
2017,m,BOL,,,,,,18,29,Bolivia,BOL,non-Schengen
2017,m,BRA,5,2,2,4,,528,692,Brazil,BRA,non-Schengen
2017,m,BRB,,,,,,2,,Barbados,BRB,non-Schengen
2017,m,BRN,,,,,,,4,Brunei,BRN,non-Schengen
2017,m,BTN,,,,,,,1,Bhutan,BTN,non-Schengen
2017,m,BWA,,,,,,3,3,Botswana,BWA,non-Schengen
2017,m,CAF,,,,,,,2,Central African Republic,CAF,non-Schengen
2017,m,CAN,3,5,2,7,1,184,793,Canada,CAN,non-Schengen
2017,m,CHE,,3,0,3,,104,312,Switzerland,CHE,Schengen
2017,m,CHL,,1,0,1,,65,102,Chile,CHL,non-Schengen
2017,m,CHN,21,14,24,38,7,2994,6487,China,CHN,non-Schengen
2017,m,CIV,1,1,0,1,,14,21,Côte d’Ivoire,CIV,non-Schengen
2017,m,CMR,3,4,7,11,,139,221,Cameroon,CMR,non-Schengen
2017,m,COD,,0,1,1,,1,15,Congo - Kinshasa,COD,non-Schengen
2017,m,COG,1,1,1,2,,103,161,Congo - Brazzaville,COG,non-Schengen
2017,m,COL,7,2,0,2,,132,180,Colombia,COL,non-Schengen
2017,m,COM,,,,,,,3,Comoros,COM,non-Schengen
2017,m,CPV,,,,,,1,4,Cape Verde,CPV,non-Schengen
2017,m,CRI,,,,,,27,42,Costa Rica,CRI,non-Schengen
2017,m,CSK,,,,,,,80,unknown/stateless,unknown/stateless,non-Schengen
2017,m,CUB,1,0,2,2,,101,137,Cuba,CUB,non-Schengen
2017,m,CYM,,,,,,,,Cayman Islands,CYM,non-Schengen
2017,m,CYP,,2,0,2,,31,75,Cyprus,CYP,non-Schengen
2017,m,CZE,,86,11,97,7,891,1470,Czechia,CZE,Schengen
2017,m,DDR,,,,,,,60,unknown/stateless,unknown/stateless,non-Schengen
2017,m,DEU,,200,35,235,31,2747,21064,Germany,DEU,Schengen
2017,m,DJI,,,,,,,1,Djibouti,DJI,non-Schengen
2017,m,DMA,,,,,,,1,Dominica,DMA,non-Schengen
2017,m,DNK,,8,2,10,2,372,1058,Denmark,DNK,Schengen
2017,m,DOM,,,,,,20,28,Dominican Republic,DOM,non-Schengen
2017,m,DZA,22,8,10,18,6,429,723,Algeria,DZA,non-Schengen
2017,m,ECU,2,0,1,1,,33,57,Ecuador,ECU,non-Schengen
2017,m,EGY,16,7,16,23,3,762,1337,Egypt,EGY,non-Schengen
2017,m,ERI,,,,,,3,8,Eritrea,ERI,non-Schengen
2017,m,ESH,,,,,,,,Western Sahara,ESH,non-Schengen
2017,m,ESP,,25,2,27,1,1753,2779,Spain,ESP,Schengen
2017,m,EST,,24,0,24,3,55,71,Estonia,EST,Schengen
2017,m,ETH,1,0,1,1,,39,87,Ethiopia,ETH,non-Schengen
2017,m,FIN,,3,0,3,,250,612,Finland,FIN,Schengen
2017,m,FJI,,,,,,,,Fiji,FJI,non-Schengen
2017,m,FLK,,,,,,,,Falkland Islands,FLK,non-Schengen
2017,m,FRA,,39,11,50,1,2172,4764,France,FRA,Schengen
2017,m,FRO,,,,,,,,Faroe Islands,FRO,non-Schengen
2017,m,FSM,,,,,,,1,Micronesia (Federated States of),FSM,non-Schengen
2017,m,GAB,,,,,,,4,Gabon,GAB,non-Schengen
2017,m,GBR,,42,5,47,4,2094,4804,United Kingdom,GBR,non-Schengen
2017,m,GEO,48,123,8,131,44,2195,976,Georgia,GEO,non-Schengen
2017,m,GHA,2,,,,,42,115,Ghana,GHA,non-Schengen
2017,m,GIN,,0,2,2,1,34,51,Guinea,GIN,non-Schengen
2017,m,GMB,1,1,0,1,,15,53,Gambia,GMB,non-Schengen
2017,m,GNB,,,,,,,5,Guinea-Bissau,GNB,non-Schengen
2017,m,GNQ,,,,,,,3,Equatorial Guinea,GNQ,non-Schengen
2017,m,GRC,,8,5,13,2,578,1472,Greece,GRC,Schengen
2017,m,GRD,,,,,,3,,Grenada,GRD,non-Schengen
2017,m,GTM,,,,,,21,24,Guatemala,GTM,non-Schengen
2017,m,GUY,,,,,,6,2,Guyana,GUY,non-Schengen
2017,m,HKG,,,,,,,,Hong Kong SAR China,HKG,non-Schengen
2017,m,HND,,,,,,10,16,Honduras,HND,non-Schengen
2017,m,HRV,,4,1,5,2,323,496,Croatia,HRV,non-Schengen
2017,m,HTI,,,,,,6,12,Haiti,HTI,non-Schengen
2017,m,HUN,,19,3,22,4,732,1137,Hungary,HUN,Schengen
2017,m,IDN,1,1,0,1,,66,147,Indonesia,IDN,non-Schengen
2017,m,IND,54,18,6,24,,3572,6121,India,IND,non-Schengen
2017,m,IOT,,,,,,3,,British Indian Ocean Territory,IOT,non-Schengen
2017,m,IRL,,19,3,22,,375,762,Ireland,IRL,non-Schengen
2017,m,IRN,16,9,1,10,1,189,364,Iran,IRN,non-Schengen
2017,m,IRQ,15,1,3,4,,310,661,Iraq,IRQ,non-Schengen
2017,m,ISL,,,,,,6,25,Iceland,ISL,Schengen
2017,m,ISR,,8,1,9,7,174,346,Israel,ISR,non-Schengen
2017,m,ITA,,50,29,79,3,3559,6246,Italy,ITA,Schengen
2017,m,JAM,,,,,,10,16,Jamaica,JAM,non-Schengen
2017,m,JOR,3,2,1,3,1,184,287,Jordan,JOR,non-Schengen
2017,m,JPN,,,,,,270,1511,Japan,JPN,non-Schengen
2017,m,KAZ,13,4,5,9,1,546,807,Kazakhstan,KAZ,non-Schengen
2017,m,KEN,4,1,1,2,,52,140,Kenya,KEN,non-Schengen
2017,m,KGZ,15,2,0,2,2,61,111,Kyrgyzstan,KGZ,non-Schengen
2017,m,KHM,,,,,,12,17,Cambodia,KHM,non-Schengen
2017,m,KIR,,,,,,,,Kiribati,KIR,non-Schengen
2017,m,KNA,,,,,,,1,St. Kitts & Nevis,KNA,non-Schengen
2017,m,KOR,,5,4,9,1,567,2639,South Korea,KOR,non-Schengen
2017,m,KOSOVO,4,,,,,,,KOSOVO,KOSOVO,non-Schengen
2017,m,KWT,,,,,,6,35,Kuwait,KWT,non-Schengen
2017,m,LAO,,,,,,14,33,Laos,LAO,non-Schengen
2017,m,LBN,3,1,2,3,,165,323,Lebanon,LBN,non-Schengen
