year,sex,country_code,border,police_id_no,police_id_yes,police,prison,pop_insured,pop_register,country,country_code2,schengen
2019,m,KEN,2,2,1,3,1,73,91,Kenya,KEN,non-Schengen
2019,m,KGZ,18,4,5,9,1,116,233,Kyrgyzstan,KGZ,non-Schengen
2019,m,KHM,,,,,,11,13,Cambodia,KHM,non-Schengen
2019,m,KIR,,,,,,,1,Kiribati,KIR,non-Schengen
2019,m,KNA,,,,,,,2,St. Kitts & Nevis,KNA,non-Schengen
2019,m,KOR,22,7,10,17,2,164,1030,South Korea,KOR,non-Schengen
2019,m,KOSOVO,1,,,,,,,KOSOVO,KOSOVO,non-Schengen
2019,m,KWT,,,,,,0,17,Kuwait,KWT,non-Schengen
2019,m,LAO,,,,,,12,4,Laos,LAO,non-Schengen
2019,m,LBN,5,1,3,4,,195,150,Lebanon,LBN,non-Schengen
2019,m,LBR,1,,,,,0,4,Liberia,LBR,non-Schengen
2019,m,LBY,4,1,3,4,2,99,97,Libya,LBY,non-Schengen
2019,m,LCA,,,,,,,2,St. Lucia,LCA,non-Schengen
2019,m,LIE,,,,,,,3,Liechtenstein,LIE,Schengen
2019,m,LKA,5,1,1,2,,96,127,Sri Lanka,LKA,non-Schengen
2019,m,LSO,,,,,,,,Lesotho,LSO,non-Schengen
2019,m,LTU,,157,14,171,33,973,2057,Lithuania,LTU,Schengen
2019,m,LUX,,,,,,0,55,Luxembourg,LUX,Schengen
2019,m,LVA,,60,4,64,14,407,1003,Latvia,LVA,Schengen
2019,m,MAC,,,,,,,,Macao SAR China,MAC,non-Schengen
2019,m,MAR,8,6,4,10,3,503,396,Morocco,MAR,non-Schengen
2019,m,MCO,,,,,,0,,Monaco,MCO,non-Schengen
2019,m,MDA,146,165,47,212,29,6023,10613,Moldova,MDA,non-Schengen
2019,m,MDG,,,,,,0,8,Madagascar,MDG,non-Schengen
2019,m,MDV,,,,,,,1,Maldives,MDV,non-Schengen
2019,m,MEX,2,5,2,7,,362,324,Mexico,MEX,non-Schengen
2019,m,MKD,4,8,4,12,3,163,84,North Macedonia,MKD,non-Schengen
2019,m,MLI,,,,,,19,17,Mali,MLI,non-Schengen
2019,m,MLT,,2,0,2,,16,59,Malta,MLT,Schengen
2019,m,MMR,,,,,,0,3,Myanmar (Burma),MMR,non-Schengen
2019,m,MNE,1,1,0,1,,55,46,Montenegro,MNE,non-Schengen
2019,m,MNG,8,1,5,6,1,218,164,Mongolia,MNG,non-Schengen
2019,m,MOZ,1,0,1,1,,3,13,Mozambique,MOZ,non-Schengen
2019,m,MRT,,,,,,4,4,Mauritania,MRT,non-Schengen
2019,m,MUS,,,,,,21,21,Mauritius,MUS,non-Schengen
2019,m,MWI,,,,,,,3,Malawi,MWI,non-Schengen
2019,m,MYS,1,,,,,35,48,Malaysia,MYS,non-Schengen
2019,m,NAM,,,,,,0,8,Namibia,NAM,non-Schengen
2019,m,NER,,0,1,1,,52,41,Niger,NER,non-Schengen
2019,m,NGA,19,16,13,29,11,420,453,Nigeria,NGA,non-Schengen
2019,m,NIC,,,,,,4,8,Nicaragua,NIC,non-Schengen
2019,m,NLD,,29,17,46,6,981,3908,Netherlands,NLD,Schengen
2019,m,NOR,,12,4,16,1,112,1071,Norway,NOR,Schengen
2019,m,NPL,31,6,2,8,1,2081,2207,Nepal,NPL,non-Schengen
2019,m,NZL,1,1,1,2,1,37,31,New Zealand,NZL,non-Schengen
2019,m,OMN,,0,1,1,,,7,Oman,OMN,non-Schengen
2019,m,PAK,30,8,14,22,3,653,854,Pakistan,PAK,non-Schengen
2019,m,PAN,,,,,1,8,11,Panama,PAN,non-Schengen
2019,m,PCN,,,,,,,,Pitcairn Islands,PCN,non-Schengen
2019,m,PER,,,,,,94,72,Peru,PER,non-Schengen
2019,m,PHL,12,1,1,2,,1120,863,Philippines,PHL,non-Schengen
2019,m,PLW,,,,,,,,Palau,PLW,non-Schengen
2019,m,PNG,,,,,,0,2,Papua New Guinea,PNG,non-Schengen
2019,m,PRI,,,,,,,,Puerto Rico,PRI,non-Schengen
2019,m,PRT,,5,6,11,1,1192,2209,Portugal,PRT,Schengen
2019,m,PRY,8,,,,5,0,7,Paraguay,PRY,non-Schengen
2019,m,PSE,,3,3,6,2,133,14,Palestinian Territories,PSE,non-Schengen
2019,m,PYF,,,,,,,,French Polynesia,PYF,non-Schengen
2019,m,QAT,,,,,,0,3,Qatar,QAT,non-Schengen
2019,m,RKS,,,,,,,,KOSOVO,KOSOVO,non-Schengen
2019,m,ROU,,150,46,196,54,2850,5661,Romania,ROU,non-Schengen
2019,m,RUS,163,141,113,254,81,4734,4463,Russia,RUS,non-Schengen
2019,m,RWA,5,,,,,76,117,Rwanda,RWA,non-Schengen
2019,m,SAU,15,4,1,5,1,8,108,Saudi Arabia,SAU,non-Schengen
2019,m,SRB,,1,1,2,,,,Serbia,SRB,non-Schengen
2019,m,SDN,1,1,1,2,,27,19,Sudan,SDN,non-Schengen
2019,m,SEN,2,,,,,60,36,Senegal,SEN,non-Schengen
2019,m,SGP,,,,,,5,43,Singapore,SGP,non-Schengen
2019,m,SLB,,,,,,,,Solomon Islands,SLB,non-Schengen
2019,m,SLE,,,,,,3,3,Sierra Leone,SLE,non-Schengen
2019,m,SLV,,,,,,8,15,El Salvador,SLV,non-Schengen
2019,m,SMR,,,,,,,1,San Marino,SMR,non-Schengen
2019,m,SOM,1,1,1,2,,13,13,Somalia,SOM,non-Schengen
2019,m,SRB,8,14,5,19,9,970,729,Serbia,SRB,non-Schengen
2019,m,SSD,,,,,,,,South Sudan,SSD,non-Schengen
2019,m,STP,,,,,,0,1,São Tomé & Príncipe,STP,non-Schengen
2019,m,SUN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2019,m,SUR,,,,,,0,4,Suriname,SUR,non-Schengen
2019,m,SVK,,51,10,61,8,888,1846,Slovakia,SVK,Schengen
2019,m,SVN,,11,1,12,1,143,269,Slovenia,SVN,Schengen
2019,m,SWE,1,23,5,28,3,453,3355,Sweden,SWE,Schengen
2019,m,SWZ,,,,,,,,Eswatini,SWZ,non-Schengen
2019,m,SYC,,,,,,,1,Seychelles,SYC,non-Schengen
2019,m,SYR,13,4,6,10,2,597,276,Syria,SYR,non-Schengen
2019,m,TCD,,,,,,0,1,Chad,TCD,non-Schengen
2019,m,TGO,,,,,,14,8,Togo,TGO,non-Schengen
2019,m,THA,2,0,1,1,,219,137,Thailand,THA,non-Schengen
2019,m,TJK,47,12,3,15,,254,423,Tajikistan,TJK,non-Schengen
2019,m,TKM,2,0,4,4,,59,79,Turkmenistan,TKM,non-Schengen
2019,m,TLS,,,,,,,,Timor-Leste,TLS,non-Schengen
2019,m,TON,,,,,,,1,Tonga,TON,non-Schengen
2019,m,TTO,,,,,,0,7,Trinidad & Tobago,TTO,non-Schengen
2019,m,TUN,18,5,16,21,2,699,366,Tunisia,TUN,non-Schengen
2019,m,TUR,52,37,67,104,12,3430,4598,Turkey,TUR,non-Schengen
2019,m,TWN,2,3,0,3,1,30,63,Taiwan,TWN,non-Schengen
2019,m,TZA,,,,,1,34,27,Tanzania,TZA,non-Schengen
2019,m,UGA,2,1,0,1,1,19,16,Uganda,UGA,non-Schengen
2019,m,UKR,2892,4535,1807,6342,468,304656,343022,Ukraine,UKR,non-Schengen
2019,m,UMI,,,,,,,,United States Minor Outlying Islands (the),UMI,non-Schengen
2019,m,UNK,2,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2019,m,UNKNOWN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2019,m,URY,,1,0,1,,16,14,Uruguay,URY,non-Schengen
2019,m,USA,6,18,15,33,3,1062,1445,United States,USA,non-Schengen
2019,m,UZB,57,12,9,21,2,1246,1469,Uzbekistan,UZB,non-Schengen
2019,m,VAT,,,,,,3,,Vatican City,VAT,non-Schengen
2019,m,VCT,1,,,,,,2,St. Vincent & Grenadines,VCT,non-Schengen
2019,m,VEN,2,0,1,1,,146,104,Venezuela,VEN,non-Schengen
2019,m,VGB,,,,,,0,,British Virgin Islands,VGB,non-Schengen
2019,m,VNM,113,36,53,89,56,5463,2828,Vietnam,VNM,non-Schengen
2019,m,VUT,,,,,,,3,Vanuatu,VUT,non-Schengen
2019,m,XKX,,3,1,4,,,132,KOSOVO,KOSOVO,non-Schengen
2019,m,XXA,,,,,,,70,unknown/stateless,unknown/stateless,non-Schengen
2019,m,XXX,5,,,,18,3153,5403,unknown/stateless,unknown/stateless,non-Schengen
2019,m,YEM,1,0,1,1,,115,69,Yemen,YEM,non-Schengen
2019,m,YUG,,0,1,1,,,,unknown/stateless,unknown/stateless,non-Schengen
2019,m,ZAF,3,0,3,3,,131,131,South Africa,ZAF,non-Schengen
2019,m,ZMB,,,,,,9,18,Zambia,ZMB,non-Schengen
2019,m,ZWE,12,3,0,3,,180,259,Zimbabwe,ZWE,non-Schengen
2020,f,ABW,,,,,,0,,Aruba,ABW,non-Schengen
2020,f,AFG,,,,,,308,19,Afghanistan,AFG,non-Schengen
2020,f,AGO,,,,,,18,43,Angola,AGO,non-Schengen
2020,f,AIA,,,,,,,,Anguilla,AIA,non-Schengen
2020,f,ALB,,,,,,71,126,Albania,ALB,non-Schengen
2020,f,AND,,,,,,0,2,Andorra,AND,non-Schengen
2020,f,ANT,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,ARE,,,,,,0,2,United Arab Emirates,ARE,non-Schengen
2020,f,ARG,,,,,,59,86,Argentina,ARG,non-Schengen
2020,f,ARM,6,2,12,14,2,1104,663,Armenia,ARM,non-Schengen
2020,f,ASM,,,,,,0,,American Samoa,ASM,non-Schengen
2020,f,ATA,,,,,,,,Antarctica,ATA,non-Schengen
2020,f,ATF,,,,,,0,,French Southern Territories,ATF,non-Schengen
2020,f,ATG,,,,,,,2,Antigua & Barbuda,ATG,non-Schengen
2020,f,AUS,,,,,,34,57,Australia,AUS,non-Schengen
2020,f,AUT,,0,1,1,,135,2600,Austria,AUT,Schengen
2020,f,AZE,1,1,0,1,,260,470,Azerbaijan,AZE,non-Schengen
2020,f,BDI,,,,,,0,4,Burundi,BDI,non-Schengen
2020,f,BEL,,1,0,1,,93,521,Belgium,BEL,Schengen
2020,f,BEN,,,,,,0,4,Benin,BEN,non-Schengen
2020,f,BFA,,,,,,0,7,Burkina Faso,BFA,non-Schengen
2020,f,BGD,2,1,0,1,,57,120,Bangladesh,BGD,non-Schengen
2020,f,BGR,,84,15,99,3,1072,3490,Bulgaria,BGR,non-Schengen
2020,f,BHR,,,,,,,5,Bahrain,BHR,non-Schengen
2020,f,BHS,,,,,,,,Bahamas,BHS,non-Schengen
2020,f,BIH,,,,,,23,50,Bosnia & Herzegovina,BIH,non-Schengen
2020,f,BLR,18,23,39,62,3,13184,17810,Belarus,BLR,non-Schengen
2020,f,BLZ,,,,,,,,Belize,BLZ,non-Schengen
2020,f,BOL,,,,,,6,16,Bolivia,BOL,non-Schengen
2020,f,BRA,,0,1,1,2,291,645,Brazil,BRA,non-Schengen
2020,f,BRB,,,,,,3,2,Barbados,BRB,non-Schengen
2020,f,BRN,,,,,,,,Brunei,BRN,non-Schengen
2020,f,BTN,,,,,,,5,Bhutan,BTN,non-Schengen
2020,f,BWA,,,,,,0,2,Botswana,BWA,non-Schengen
2020,f,CAF,,,,,,0,2,Central African Republic,CAF,non-Schengen
2020,f,CAN,2,1,0,1,,65,154,Canada,CAN,non-Schengen
2020,f,CHE,,,,,,16,226,Switzerland,CHE,Schengen
2020,f,CHL,1,,,,,14,41,Chile,CHL,non-Schengen
2020,f,CHN,7,2,15,17,,1682,2849,China,CHN,non-Schengen
2020,f,CIV,,,,,,6,11,Côte d’Ivoire,CIV,non-Schengen
2020,f,CMR,1,,,,,44,72,Cameroon,CMR,non-Schengen
2020,f,COD,1,,,,,,40,Congo - Kinshasa,COD,non-Schengen
2020,f,COG,,,,,1,34,26,Congo - Brazzaville,COG,non-Schengen
2020,f,COL,,,,,,113,151,Colombia,COL,non-Schengen
2020,f,COM,,,,,,,,Comoros,COM,non-Schengen
2020,f,CPV,,,,,,0,3,Cape Verde,CPV,non-Schengen
2020,f,CRI,,,,,,28,45,Costa Rica,CRI,non-Schengen
2020,f,CSK,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,CUB,2,,,,,42,42,Cuba,CUB,non-Schengen
2020,f,CYM,,,,,,,,Cayman Islands,CYM,non-Schengen
2020,f,CYP,,,,,,3,48,Cyprus,CYP,non-Schengen
2020,f,CZE,,16,0,16,,565,1711,Czechia,CZE,Schengen
2020,f,DDR,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,DEU,,13,3,16,,804,12945,Germany,DEU,Schengen
2020,f,DJI,,,,,,,1,Djibouti,DJI,non-Schengen
2020,f,DMA,,,,,,,2,Dominica,DMA,non-Schengen
2020,f,DNK,,,,,,42,746,Denmark,DNK,Schengen
2020,f,DOM,,0,1,1,,8,16,Dominican Republic,DOM,non-Schengen
2020,f,DZA,,,,,,38,50,Algeria,DZA,non-Schengen
2020,f,ECU,,,,,,14,46,Ecuador,ECU,non-Schengen
2020,f,EGY,1,,,,,49,140,Egypt,EGY,non-Schengen
2020,f,ERI,,,,,,0,2,Eritrea,ERI,non-Schengen
2020,f,ESH,,,,,,,,Western Sahara,ESH,non-Schengen
2020,f,ESP,,3,1,4,2,447,2502,Spain,ESP,Schengen
2020,f,EST,,2,0,2,,63,224,Estonia,EST,Schengen
2020,f,ETH,,,,,,53,179,Ethiopia,ETH,non-Schengen
2020,f,FIN,,,,,,110,606,Finland,FIN,Schengen
2020,f,FJI,,,,,,,,Fiji,FJI,non-Schengen
2020,f,FLK,,,,,,,,Falkland Islands,FLK,non-Schengen
2020,f,FRA,,5,1,6,,441,2940,France,FRA,Schengen
2020,f,FRO,,,,,,,,Faroe Islands,FRO,non-Schengen
2020,f,FSM,,,,,,,,Micronesia (Federated States of),FSM,non-Schengen
2020,f,GAB,,,,,,4,7,Gabon,GAB,non-Schengen
2020,f,GBR,,3,0,3,1,404,2015,United Kingdom,GBR,non-Schengen
2020,f,GEO,25,9,4,13,2,2415,3184,Georgia,GEO,non-Schengen
2020,f,GHA,,,,,,18,52,Ghana,GHA,non-Schengen
2020,f,GIN,,,,,,3,8,Guinea,GIN,non-Schengen
2020,f,GMB,,,,,,0,5,Gambia,GMB,non-Schengen
2020,f,GNB,,,,,,,,Guinea-Bissau,GNB,non-Schengen
2020,f,GNQ,,,,,,,,Equatorial Guinea,GNQ,non-Schengen
2020,f,GRC,,,,,,182,887,Greece,GRC,Schengen
2020,f,GRD,,,,,,0,1,Grenada,GRD,non-Schengen
2020,f,GTM,,,,,,3,8,Guatemala,GTM,non-Schengen
2020,f,GUY,,,,,,0,1,Guyana,GUY,non-Schengen
2020,f,HKG,,,,,,,,Hong Kong SAR China,HKG,non-Schengen
2020,f,HND,,,,,,0,9,Honduras,HND,non-Schengen
2020,f,HRV,,,,,,107,386,Croatia,HRV,non-Schengen
2020,f,HTI,,,,,,0,10,Haiti,HTI,non-Schengen
2020,f,HUN,,3,1,4,,417,1194,Hungary,HUN,Schengen
2020,f,IDN,1,,,,,355,465,Indonesia,IDN,non-Schengen
2020,f,IND,3,1,1,2,,1160,2790,India,IND,non-Schengen
2020,f,IOT,,,,,,0,,British Indian Ocean Territory,IOT,non-Schengen
2020,f,IRL,,1,0,1,,59,341,Ireland,IRL,non-Schengen
2020,f,IRN,,0,1,1,,119,300,Iran,IRN,non-Schengen
2020,f,IRQ,,,,,,31,94,Iraq,IRQ,non-Schengen
2020,f,ISL,,,,,,0,11,Iceland,ISL,Schengen
2020,f,ISR,,,,,,51,107,Israel,ISR,non-Schengen
2020,f,ITA,,1,4,5,2,674,2128,Italy,ITA,Schengen
2020,f,JAM,,,,,,3,4,Jamaica,JAM,non-Schengen
2020,f,JOR,,,,,,15,44,Jordan,JOR,non-Schengen
2020,f,JPN,,1,0,1,,153,395,Japan,JPN,non-Schengen
2020,f,KAZ,2,1,0,1,1,893,1367,Kazakhstan,KAZ,non-Schengen
2020,f,KEN,3,,,,,75,112,Kenya,KEN,non-Schengen
2020,f,KGZ,2,,,,,169,358,Kyrgyzstan,KGZ,non-Schengen
2020,f,KHM,,,,,,3,14,Cambodia,KHM,non-Schengen
2020,f,KIR,,,,,,,,Kiribati,KIR,non-Schengen
2020,f,KNA,,,,,,,2,St. Kitts & Nevis,KNA,non-Schengen
2020,f,KOR,1,,,,,51,831,South Korea,KOR,non-Schengen
2020,f,KOSOVO,,,,,,,,KOSOVO,KOSOVO,non-Schengen
2020,f,KWT,,,,,,0,2,Kuwait,KWT,non-Schengen
2020,f,LAO,,,,,,0,1,Laos,LAO,non-Schengen
2020,f,LBN,,,,,,15,46,Lebanon,LBN,non-Schengen
2020,f,LBR,,,,,,0,,Liberia,LBR,non-Schengen
2020,f,LBY,,1,0,1,,0,15,Libya,LBY,non-Schengen
2020,f,LCA,,,,,,,2,St. Lucia,LCA,non-Schengen
2020,f,LIE,,,,,,,,Liechtenstein,LIE,Schengen
2020,f,LKA,,,,,,17,56,Sri Lanka,LKA,non-Schengen
2020,f,LSO,,,,,,,4,Lesotho,LSO,non-Schengen
2020,f,LTU,,8,6,14,1,984,2331,Lithuania,LTU,Schengen
2020,f,LUX,,,,,,0,19,Luxembourg,LUX,Schengen
2020,f,LVA,,3,2,5,,259,758,Latvia,LVA,Schengen
2020,f,MAC,,,,,,,,Macao SAR China,MAC,non-Schengen
2020,f,MAR,1,1,0,1,,77,169,Morocco,MAR,non-Schengen
2020,f,MCO,,,,,,,3,Monaco,MCO,non-Schengen
2020,f,MDA,25,12,1,13,,3318,7203,Moldova,MDA,non-Schengen
2020,f,MDG,,,,,,6,17,Madagascar,MDG,non-Schengen
2020,f,MDV,,,,,,,1,Maldives,MDV,non-Schengen
2020,f,MEX,,,,,,183,264,Mexico,MEX,non-Schengen
2020,f,MKD,,,,,,32,55,North Macedonia,MKD,non-Schengen
2020,f,MLI,,,,,,0,6,Mali,MLI,non-Schengen
2020,f,MLT,,,,,,0,18,Malta,MLT,Schengen
2020,f,MMR,,,,,,0,10,Myanmar (Burma),MMR,non-Schengen
2020,f,MNE,,,,,,13,25,Montenegro,MNE,non-Schengen
2020,f,MNG,,0,1,1,,232,208,Mongolia,MNG,non-Schengen
2020,f,MOZ,,,,,,4,17,Mozambique,MOZ,non-Schengen
2020,f,MRT,,,,,,0,,Mauritania,MRT,non-Schengen
2020,f,MUS,,,,,,0,9,Mauritius,MUS,non-Schengen
2020,f,MWI,,,,,,,6,Malawi,MWI,non-Schengen
2020,f,MYS,,,,,,24,66,Malaysia,MYS,non-Schengen
2020,f,NAM,,,,,,0,14,Namibia,NAM,non-Schengen
2020,f,NER,,,,,,9,16,Niger,NER,non-Schengen
2020,f,NGA,2,,,,1,77,166,Nigeria,NGA,non-Schengen
2020,f,NIC,,,,,,5,7,Nicaragua,NIC,non-Schengen
2020,f,NLD,,1,0,1,1,137,1203,Netherlands,NLD,Schengen
2020,f,NOR,,0,1,1,,24,740,Norway,NOR,Schengen
2020,f,NPL,4,,,,,364,585,Nepal,NPL,non-Schengen
2020,f,NZL,,,,,,10,10,New Zealand,NZL,non-Schengen
2020,f,OMN,,,,,,,2,Oman,OMN,non-Schengen
2020,f,PAK,1,,,,,131,164,Pakistan,PAK,non-Schengen
2020,f,PAN,,,,,,3,8,Panama,PAN,non-Schengen
2020,f,PCN,,,,,,,,Pitcairn Islands,PCN,non-Schengen
2020,f,PER,,,,,,62,58,Peru,PER,non-Schengen
2020,f,PHL,5,,,,,1111,1362,Philippines,PHL,non-Schengen
2020,f,PLW,,,,,,,1,Palau,PLW,non-Schengen
2020,f,PNG,,,,,,0,6,Papua New Guinea,PNG,non-Schengen
2020,f,PRI,,,,,,,,Puerto Rico,PRI,non-Schengen
2020,f,PRT,,,,,,207,648,Portugal,PRT,Schengen
2020,f,PRY,,,,,,3,6,Paraguay,PRY,non-Schengen
2020,f,PSE,,,,,,0,3,Palestinian Territories,PSE,non-Schengen
2020,f,PYF,,,,,,,,French Polynesia,PYF,non-Schengen
2020,f,QAT,,,,,,0,1,Qatar,QAT,non-Schengen
2020,f,RKS,,,,,,,,KOSOVO,KOSOVO,non-Schengen
2020,f,ROU,,39,12,51,5,1853,2869,Romania,ROU,non-Schengen
2020,f,RUS,40,4,18,22,3,4738,5304,Russia,RUS,non-Schengen
2020,f,RWA,,,,,,78,149,Rwanda,RWA,non-Schengen
2020,f,SAU,,,,,,6,95,Saudi Arabia,SAU,non-Schengen
2020,f,SRB,,,,,,,,Serbia,SRB,non-Schengen
2020,f,SDN,,,,,,3,12,Sudan,SDN,non-Schengen
2020,f,SEN,,,,,,4,14,Senegal,SEN,non-Schengen
2020,f,SGP,,,,,,11,33,Singapore,SGP,non-Schengen
2020,f,SLB,,,,,,,,Solomon Islands,SLB,non-Schengen
2020,f,SLE,,,,,,0,2,Sierra Leone,SLE,non-Schengen
2020,f,SLV,,,,,,4,12,El Salvador,SLV,non-Schengen
2020,f,SMR,,,,,,,,San Marino,SMR,non-Schengen
2020,f,SOM,,,,,,0,2,Somalia,SOM,non-Schengen
2020,f,SRB,,,,,,146,220,Serbia,SRB,non-Schengen
2020,f,SSD,,,,,,,,South Sudan,SSD,non-Schengen
2020,f,STP,,,,,,0,2,São Tomé & Príncipe,STP,non-Schengen
2020,f,SUN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,SUR,,,,,,4,15,Suriname,SUR,non-Schengen
2020,f,SVK,,10,1,11,2,621,1494,Slovakia,SVK,Schengen
2020,f,SVN,,,,,,43,160,Slovenia,SVN,Schengen
2020,f,SWE,,,,,,158,3030,Sweden,SWE,Schengen
2020,f,SWZ,,,,,,,2,Eswatini,SWZ,non-Schengen
2020,f,SYC,,,,,,,2,Seychelles,SYC,non-Schengen
2020,f,SYR,,,,,,61,109,Syria,SYR,non-Schengen
2020,f,TCD,,,,,,0,,Chad,TCD,non-Schengen
2020,f,TGO,,,,,,0,,Togo,TGO,non-Schengen
2020,f,THA,,0,1,1,,368,506,Thailand,THA,non-Schengen
2020,f,TJK,4,,,,,47,120,Tajikistan,TJK,non-Schengen
2020,f,TKM,1,,,,,48,63,Turkmenistan,TKM,non-Schengen
2020,f,TLS,,,,,,,1,Timor-Leste,TLS,non-Schengen
2020,f,TON,,,,,,,,Tonga,TON,non-Schengen
2020,f,TTO,,,,,,0,5,Trinidad & Tobago,TTO,non-Schengen
2020,f,TUN,1,,,,,69,117,Tunisia,TUN,non-Schengen
2020,f,TUR,3,0,3,3,,428,2901,Turkey,TUR,non-Schengen
2020,f,TWN,1,,,,,56,87,Taiwan,TWN,non-Schengen
2020,f,TZA,,,,,,12,46,Tanzania,TZA,non-Schengen
2020,f,UGA,,,,,,26,45,Uganda,UGA,non-Schengen
2020,f,UKR,505,222,284,506,27,194375,315066,Ukraine,UKR,non-Schengen
2020,f,UMI,,,,,,,,United States Minor Outlying Islands (the),UMI,non-Schengen
2020,f,UNK,1,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,UNKNOWN,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,URY,,,,,,17,15,Uruguay,URY,non-Schengen
2020,f,USA,3,1,1,2,1,382,891,United States,USA,non-Schengen
2020,f,UZB,2,0,2,2,,241,356,Uzbekistan,UZB,non-Schengen
2020,f,VAT,,,,,,0,,Vatican City,VAT,non-Schengen
2020,f,VCT,,,,,,,,St. Vincent & Grenadines,VCT,non-Schengen
2020,f,VEN,1,,,,,62,91,Venezuela,VEN,non-Schengen
2020,f,VGB,,,,,,0,,British Virgin Islands,VGB,non-Schengen
2020,f,VNM,14,3,10,13,4,2937,2101,Vietnam,VNM,non-Schengen
2020,f,VUT,,,,,,,,Vanuatu,VUT,non-Schengen
2020,f,XKX,,,,,,,47,KOSOVO,KOSOVO,non-Schengen
2020,f,XXA,,,,,,,30,unknown/stateless,unknown/stateless,non-Schengen
2020,f,XXX,,,,,1,3119,9194,unknown/stateless,unknown/stateless,non-Schengen
2020,f,YEM,,,,,,0,35,Yemen,YEM,non-Schengen
2020,f,YUG,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,f,ZAF,,0,1,1,,84,142,South Africa,ZAF,non-Schengen
2020,f,ZMB,,,,,,15,27,Zambia,ZMB,non-Schengen
2020,f,ZWE,6,0,1,1,,204,533,Zimbabwe,ZWE,non-Schengen
2020,m,ABW,,,,,,0,,Aruba,ABW,non-Schengen
2020,m,AFG,4,1,1,2,,370,109,Afghanistan,AFG,non-Schengen
2020,m,AGO,1,,,,,71,77,Angola,AGO,non-Schengen
2020,m,AIA,,,,,,,,Anguilla,AIA,non-Schengen
2020,m,ALB,3,2,3,5,1,338,346,Albania,ALB,non-Schengen
2020,m,AND,,,,,,3,5,Andorra,AND,non-Schengen
2020,m,ANT,,,,,,,,unknown/stateless,unknown/stateless,non-Schengen
2020,m,ARE,,1,0,1,,0,6,United Arab Emirates,ARE,non-Schengen
2020,m,ARG,,,,,,171,144,Argentina,ARG,non-Schengen
2020,m,ARM,14,22,93,115,32,1672,1135,Armenia,ARM,non-Schengen
2020,m,ASM,,,,,,0,,American Samoa,ASM,non-Schengen
2020,m,ATA,,,,,,,,Antarctica,ATA,non-Schengen
2020,m,ATF,,,,,,5,,French Southern Territories,ATF,non-Schengen
2020,m,ATG,,,,,,,,Antigua & Barbuda,ATG,non-Schengen
2020,m,AUS,,1,0,1,1,137,182,Australia,AUS,non-Schengen
2020,m,AUT,,4,5,9,1,317,2780,Austria,AUT,Schengen
2020,m,AZE,14,16,20,36,3,1157,2298,Azerbaijan,AZE,non-Schengen
2020,m,BDI,,,,,,0,5,Burundi,BDI,non-Schengen
2020,m,BEL,,15,2,17,2,500,1973,Belgium,BEL,Schengen
2020,m,BEN,,0,1,1,,0,6,Benin,BEN,non-Schengen
2020,m,BFA,4,,,,,3,7,Burkina Faso,BFA,non-Schengen
2020,m,BGD,8,3,10,13,2,1761,1737,Bangladesh,BGD,non-Schengen
2020,m,BGR,,112,99,211,56,1721,5828,Bulgaria,BGR,non-Schengen
2020,m,BHR,,1,0,1,,,11,Bahrain,BHR,non-Schengen
2020,m,BHS,,,,,,,3,Bahamas,BHS,non-Schengen
2020,m,BIH,,1,3,4,1,128,219,Bosnia & Herzegovina,BIH,non-Schengen
2020,m,BLR,98,320,201,521,53,37308,39453,Belarus,BLR,non-Schengen
2020,m,BLZ,,,,,,,1,Belize,BLZ,non-Schengen
2020,m,BOL,,0,1,1,,36,35,Bolivia,BOL,non-Schengen
2020,m,BRA,8,0,4,4,,890,914,Brazil,BRA,non-Schengen
2020,m,BRB,,,,,,0,1,Barbados,BRB,non-Schengen
2020,m,BRN,,,,,,,,Brunei,BRN,non-Schengen
2020,m,BTN,,,,,,,2,Bhutan,BTN,non-Schengen
2020,m,BWA,,,,,,0,1,Botswana,BWA,non-Schengen
2020,m,CAF,,1,0,1,,0,,Central African Republic,CAF,non-Schengen
2020,m,CAN,2,3,1,4,1,223,307,Canada,CAN,non-Schengen
2020,m,CHE,,2,0,2,,101,615,Switzerland,CHE,Schengen
2020,m,CHL,1,1,1,2,,94,85,Chile,CHL,non-Schengen
2020,m,CHN,26,14,24,38,15,2433,3145,China,CHN,non-Schengen
2020,m,CIV,,1,2,3,,26,24,Côte d’Ivoire,CIV,non-Schengen
2020,m,CMR,2,3,6,9,3,171,135,Cameroon,CMR,non-Schengen
2020,m,COD,1,,,,,,79,Congo - Kinshasa,COD,non-Schengen
2020,m,COG,,0,1,1,,148,76,Congo - Brazzaville,COG,non-Schengen
2020,m,COL,3,1,0,1,4,264,283,Colombia,COL,non-Schengen
2020,m,COM,,,,,,,1,Comoros,COM,non-Schengen
