year,period,same_year,country_code,border,country,continent,wbd_region7,schengen,sex,age
2017,2017_I,FALSE,SRB,5,Serbia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,FALSE,SYR,3,Syria,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_I,FALSE,THA,1,Thailand,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_I,FALSE,TJK,1,Tajikistan,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_I,FALSE,TJK,5,Tajikistan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_I,FALSE,TJK,5,Tajikistan,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_I,FALSE,TJK,5,Tajikistan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,FALSE,TUN,5,Tunisia,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_I,FALSE,TUR,7,Turkey,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_I,FALSE,TUR,1,Turkey,Asia,Europe & Central Asia,non-Schengen,f,60
2017,2017_I,FALSE,TUR,2,Turkey,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_I,FALSE,TUR,20,Turkey,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,FALSE,TWN,1,Taiwan,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_I,FALSE,TZA,1,Tanzania,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2017,2017_I,FALSE,TZA,2,Tanzania,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_I,FALSE,UKR,50,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_I,FALSE,UKR,599,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_I,FALSE,UKR,36,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,60
2017,2017_I,FALSE,UKR,45,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_I,FALSE,UKR,1238,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,FALSE,UKR,8,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,60
2017,2017_I,FALSE,UNK,2,unknown,other/unknown,other/unknown,non-Schengen,m,18_59
2017,2017_I,FALSE,USA,4,United States,Americas,North America,non-Schengen,m,18_59
2017,2017_I,FALSE,UZB,13,Uzbekistan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,FALSE,VEN,1,Venezuela,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_I,FALSE,VNM,11,Vietnam,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_I,FALSE,VNM,1,Vietnam,Asia,East Asia & Pacific,non-Schengen,m,17
2017,2017_I,FALSE,VNM,45,Vietnam,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_I,FALSE,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen,f,17
2017,2017_I,FALSE,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen,f,18_59
2017,2017_I,FALSE,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen,f,60
2017,2017_I,FALSE,XXX,11,Stateless,other/unknown,other/unknown,non-Schengen,m,18_59
2017,2017_I,FALSE,ZWE,1,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_I,TRUE,BGD,1,Bangladesh,Asia,South Asia,non-Schengen,m,18_59
2017,2017_I,TRUE,MAR,1,Morocco,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_I,TRUE,PAK,2,Pakistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_I,TRUE,RUS,2,Russia,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_I,TRUE,RUS,1,Russia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_I,TRUE,UKR,1,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_I,TRUE,UKR,2,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_I,TRUE,UKR,1,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_I,TRUE,UKR,8,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,AFG,2,Afghanistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,AGO,1,Angola,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2017,2017_II,FALSE,AGO,1,Angola,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,ALB,3,Albania,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,ARG,1,Argentina,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,ARM,2,Armenia,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,ARM,6,Armenia,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,ARM,1,Armenia,Asia,Europe & Central Asia,non-Schengen,f,60
2017,2017_II,FALSE,ARM,4,Armenia,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,ARM,15,Armenia,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,ARM,1,Armenia,Asia,Europe & Central Asia,non-Schengen,m,60
2017,2017_II,FALSE,AUS,2,Australia,Oceania,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,AZE,1,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,AZE,1,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,AZE,2,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,BEL,1,Belgium,Europe,Europe & Central Asia,Schengen,m,18_59
2017,2017_II,FALSE,BGD,1,Bangladesh,Asia,South Asia,non-Schengen,f,17
2017,2017_II,FALSE,BGD,1,Bangladesh,Asia,South Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,BGD,3,Bangladesh,Asia,South Asia,non-Schengen,m,17
2017,2017_II,FALSE,BGD,27,Bangladesh,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,BIH,1,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,BIH,1,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,BLR,14,Belarus,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,BLR,57,Belarus,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,BRA,2,Brazil,Americas,Latin America & Caribbean,non-Schengen,f,18_59
2017,2017_II,FALSE,BRA,4,Brazil,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,CAN,1,Canada,Americas,North America,non-Schengen,f,18_59
2017,2017_II,FALSE,CAN,1,Canada,Americas,North America,non-Schengen,m,18_59
2017,2017_II,FALSE,CHN,10,China,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,CHN,1,China,Asia,East Asia & Pacific,non-Schengen,m,17
2017,2017_II,FALSE,CHN,12,China,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,CMR,1,Cameroon,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,COG,1,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,COL,1,Colombia,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,DZA,1,Algeria,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,DZA,12,Algeria,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,ECU,2,Ecuador,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,EGY,1,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,17
2017,2017_II,FALSE,EGY,1,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,EGY,9,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,ETH,1,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,GEO,4,Georgia,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,GEO,9,Georgia,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,GEO,1,Georgia,Asia,Europe & Central Asia,non-Schengen,f,60
2017,2017_II,FALSE,GEO,2,Georgia,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,GEO,25,Georgia,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,GHA,1,Ghana,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,IDN,2,Indonesia,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,IDN,1,Indonesia,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,IND,1,India,Asia,South Asia,non-Schengen,f,17
2017,2017_II,FALSE,IND,6,India,Asia,South Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,IND,1,India,Asia,South Asia,non-Schengen,m,17
2017,2017_II,FALSE,IND,38,India,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,IRN,2,Iran,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,IRN,9,Iran,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,IRQ,1,Iraq,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,17
2017,2017_II,FALSE,IRQ,2,Iraq,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,IRQ,2,Iraq,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,17
2017,2017_II,FALSE,IRQ,11,Iraq,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,ISR,1,Israel,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,JOR,1,Jordan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,17
2017,2017_II,FALSE,JOR,1,Jordan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,17
2017,2017_II,FALSE,JOR,3,Jordan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,JPN,1,Japan,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,KAZ,2,Kazakhstan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,KAZ,1,Kazakhstan,Asia,Europe & Central Asia,non-Schengen,f,60
2017,2017_II,FALSE,KAZ,5,Kazakhstan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,KEN,2,Kenya,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,KGZ,6,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,KGZ,3,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,KGZ,3,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,KGZ,8,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,KOSOVO,2,KOSOVO,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,LBN,2,Lebanon,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,LBY,1,Libya,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,LBY,1,Libya,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,LKA,1,Sri Lanka,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,MAR,3,Morocco,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,MAR,6,Morocco,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,MDA,1,Moldova,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,MDA,4,Moldova,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,MDA,2,Moldova,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,MDA,20,Moldova,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,MEX,1,Mexico,Americas,Latin America & Caribbean,non-Schengen,f,18_59
2017,2017_II,FALSE,MEX,1,Mexico,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,MKD,2,North Macedonia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,MNG,1,Mongolia,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,MNG,1,Mongolia,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,NGA,1,Nigeria,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2017,2017_II,FALSE,NGA,11,Nigeria,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,NPL,10,Nepal,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,NZL,1,New Zealand,Oceania,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,PAK,1,Pakistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,PAK,1,Pakistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,17
2017,2017_II,FALSE,PAK,26,Pakistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,PHL,3,Philippines,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,PHL,1,Philippines,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,PSE,3,Palestinian Territories,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,RUS,91,Russia,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,RUS,85,Russia,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,RUS,2,Russia,Europe,Europe & Central Asia,non-Schengen,f,60
2017,2017_II,FALSE,RUS,96,Russia,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,RUS,122,Russia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,RUS,1,Russia,Europe,Europe & Central Asia,non-Schengen,m,60
2017,2017_II,FALSE,SAU,1,Saudi Arabia,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2017,2017_II,FALSE,SAU,4,Saudi Arabia,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,SDN,1,Sudan,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,SEN,2,Senegal,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,SLE,1,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,SOM,1,Somalia,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,SRB,2,Serbia,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,SRB,7,Serbia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,SYR,3,Syria,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,THA,2,Thailand,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,THA,2,Thailand,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,TJK,5,Tajikistan,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,TJK,2,Tajikistan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,TJK,17,Tajikistan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,TUN,6,Tunisia,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,TUR,1,Turkey,Asia,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,TUR,16,Turkey,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,UGA,1,Uganda,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,FALSE,UKR,22,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,FALSE,UKR,478,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,UKR,28,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,60
2017,2017_II,FALSE,UKR,36,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,FALSE,UKR,1304,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,UKR,4,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,60
2017,2017_II,FALSE,UNK,1,unknown,other/unknown,other/unknown,non-Schengen,f,18_59
2017,2017_II,FALSE,UNK,1,unknown,other/unknown,other/unknown,non-Schengen,m,18_59
2017,2017_II,FALSE,USA,1,United States,Americas,North America,non-Schengen,f,18_59
2017,2017_II,FALSE,USA,1,United States,Americas,North America,non-Schengen,m,17
2017,2017_II,FALSE,USA,2,United States,Americas,North America,non-Schengen,m,18_59
2017,2017_II,FALSE,UZB,2,Uzbekistan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,FALSE,UZB,8,Uzbekistan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,FALSE,VEN,1,Venezuela,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2017,2017_II,FALSE,VNM,2,Vietnam,Asia,East Asia & Pacific,non-Schengen,f,17
2017,2017_II,FALSE,VNM,25,Vietnam,Asia,East Asia & Pacific,non-Schengen,f,18_59
2017,2017_II,FALSE,VNM,3,Vietnam,Asia,East Asia & Pacific,non-Schengen,m,17
2017,2017_II,FALSE,VNM,57,Vietnam,Asia,East Asia & Pacific,non-Schengen,m,18_59
2017,2017_II,FALSE,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen,f,17
2017,2017_II,FALSE,XXX,1,Stateless,other/unknown,other/unknown,non-Schengen,f,18_59
2017,2017_II,FALSE,XXX,4,Stateless,other/unknown,other/unknown,non-Schengen,m,18_59
2017,2017_II,FALSE,YEM,1,Yemen,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,FALSE,ZAF,2,South Africa,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2017,2017_II,TRUE,BGD,2,Bangladesh,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,DZA,1,Algeria,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,TRUE,EGY,1,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,TRUE,IND,1,India,Asia,South Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,KAZ,1,Kazakhstan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,KGZ,1,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,TRUE,MDA,1,Moldova,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,NGA,1,Nigeria,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2017,2017_II,TRUE,PAK,3,Pakistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2017,2017_II,TRUE,RUS,8,Russia,Europe,Europe & Central Asia,non-Schengen,f,17
2017,2017_II,TRUE,RUS,6,Russia,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,TRUE,RUS,7,Russia,Europe,Europe & Central Asia,non-Schengen,m,17
2017,2017_II,TRUE,RUS,10,Russia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,TUR,1,Turkey,Asia,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,UKR,4,Ukraine,Europe,Europe & Central Asia,non-Schengen,f,18_59
2017,2017_II,TRUE,UKR,21,Ukraine,Europe,Europe & Central Asia,non-Schengen,m,18_59
2017,2017_II,TRUE,VNM,1,Vietnam,Asia,East Asia & Pacific,non-Schengen,m,18_59
2018,2018_I,FALSE,AFG,2,Afghanistan,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2018,2018_I,FALSE,ALB,2,Albania,Europe,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,ALB,2,Albania,Europe,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,ARG,1,Argentina,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2018,2018_I,FALSE,ARM,5,Armenia,Asia,Europe & Central Asia,non-Schengen,f,17
2018,2018_I,FALSE,ARM,10,Armenia,Asia,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,ARM,2,Armenia,Asia,Europe & Central Asia,non-Schengen,m,17
2018,2018_I,FALSE,ARM,12,Armenia,Asia,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,AUS,1,Australia,Oceania,East Asia & Pacific,non-Schengen,f,18_59
2018,2018_I,FALSE,AUS,1,Australia,Oceania,East Asia & Pacific,non-Schengen,f,60
2018,2018_I,FALSE,AUS,1,Australia,Oceania,East Asia & Pacific,non-Schengen,m,18_59
2018,2018_I,FALSE,AZE,1,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,AZE,2,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,m,17
2018,2018_I,FALSE,AZE,9,Azerbaijan,Asia,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,BGD,17,Bangladesh,Asia,South Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,BGR,1,Bulgaria,Europe,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen,f,17
2018,2018_I,FALSE,BLR,24,Belarus,Europe,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,BLR,2,Belarus,Europe,Europe & Central Asia,non-Schengen,f,60
2018,2018_I,FALSE,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen,m,17
2018,2018_I,FALSE,BLR,84,Belarus,Europe,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,BLR,1,Belarus,Europe,Europe & Central Asia,non-Schengen,m,60
2018,2018_I,FALSE,BRA,4,Brazil,Americas,Latin America & Caribbean,non-Schengen,f,18_59
2018,2018_I,FALSE,BRA,7,Brazil,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2018,2018_I,FALSE,CAN,1,Canada,Americas,North America,non-Schengen,m,18_59
2018,2018_I,FALSE,CHN,2,China,Asia,East Asia & Pacific,non-Schengen,f,17
2018,2018_I,FALSE,CHN,20,China,Asia,East Asia & Pacific,non-Schengen,f,18_59
2018,2018_I,FALSE,CHN,1,China,Asia,East Asia & Pacific,non-Schengen,f,60
2018,2018_I,FALSE,CHN,1,China,Asia,East Asia & Pacific,non-Schengen,m,17
2018,2018_I,FALSE,CHN,23,China,Asia,East Asia & Pacific,non-Schengen,m,18_59
2018,2018_I,FALSE,CIV,1,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2018,2018_I,FALSE,CMR,1,Cameroon,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,COD,1,Congo - Kinshasa,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,COG,1,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen,f,18_59
2018,2018_I,FALSE,COG,4,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen,m,17
2018,2018_I,FALSE,COG,5,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,COL,1,Colombia,Americas,Latin America & Caribbean,non-Schengen,f,18_59
2018,2018_I,FALSE,COL,1,Colombia,Americas,Latin America & Caribbean,non-Schengen,m,18_59
2018,2018_I,FALSE,COM,1,Comoros,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,CYP,1,Cyprus,Asia,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,DZA,1,Algeria,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
2018,2018_I,FALSE,DZA,31,Algeria,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2018,2018_I,FALSE,EGY,1,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,60
2018,2018_I,FALSE,EGY,15,Egypt,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,m,18_59
2018,2018_I,FALSE,GEO,4,Georgia,Asia,Europe & Central Asia,non-Schengen,f,17
2018,2018_I,FALSE,GEO,10,Georgia,Asia,Europe & Central Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,GEO,2,Georgia,Asia,Europe & Central Asia,non-Schengen,f,60
2018,2018_I,FALSE,GEO,5,Georgia,Asia,Europe & Central Asia,non-Schengen,m,17
2018,2018_I,FALSE,GEO,118,Georgia,Asia,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,GEO,1,Georgia,Asia,Europe & Central Asia,non-Schengen,m,60
2018,2018_I,FALSE,GHA,2,Ghana,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,GIN,3,Guinea,Africa,Sub-Saharan Africa,non-Schengen,m,18_59
2018,2018_I,FALSE,HRV,1,Croatia,Europe,Europe & Central Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,IND,3,India,Asia,South Asia,non-Schengen,f,18_59
2018,2018_I,FALSE,IND,1,India,Asia,South Asia,non-Schengen,m,17
2018,2018_I,FALSE,IND,53,India,Asia,South Asia,non-Schengen,m,18_59
2018,2018_I,FALSE,IND,1,India,Asia,South Asia,non-Schengen,m,60
2018,2018_I,FALSE,IRN,4,Iran,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,f,18_59
