year,sex,country_code,country,border,police_id_no,police_id_yes,police,prison,pop_insured,pop_register,continent,wbd_region7,schengen,ukr,simplified_proc
2020,f,VNM,Vietnam,14,3,10,13,4,2937,2101,Asia,East Asia & Pacific,non-Schengen,0,0
2020,f,VUT,Vanuatu,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,f,YEM,Yemen,0,0,0,0,0,0,35,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,f,ZAF,South Africa,0,0,1,1,0,84,142,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,f,ZMB,Zambia,0,0,0,0,0,15,27,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,f,ZWE,Zimbabwe,6,0,1,1,0,204,533,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,ABW,Aruba,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,AFG,Afghanistan,4,1,1,2,0,370,109,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,AGO,Angola,1,0,0,0,0,71,77,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,AIA,Anguilla,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,ALB,Albania,3,2,3,5,1,338,346,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,AND,Andorra,0,0,0,0,0,3,5,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,unknown/stateless,unknown/stateless,3,0,1,1,27,3223,5507,unknown/stateless,unknown/stateless,non-Schengen,0,0
2020,m,ARE,United Arab Emirates,0,1,0,1,0,0,6,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,ARG,Argentina,0,0,0,0,0,171,144,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,ARM,Armenia,14,22,93,115,32,1672,1135,Asia,Europe & Central Asia,non-Schengen,0,1
2020,m,ASM,American Samoa,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,ATA,Antarctica,0,0,0,0,0,0,0,Antarctica,unknown/stateless,non-Schengen,0,0
2020,m,ATF,French Southern Territories,0,0,0,0,0,5,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,ATG,Antigua & Barbuda,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,AUS,Australia,0,1,0,1,1,137,182,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,AZE,Azerbaijan,14,16,20,36,3,1157,2298,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,BDI,Burundi,0,0,0,0,0,0,5,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,BEN,Benin,0,0,1,1,0,0,6,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,BFA,Burkina Faso,4,0,0,0,0,3,7,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,BGD,Bangladesh,8,3,10,13,2,1761,1737,Asia,South Asia,non-Schengen,0,0
2020,m,BHR,Bahrain,0,1,0,1,0,0,11,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,BHS,Bahamas,0,0,0,0,0,0,3,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,BIH,Bosnia & Herzegovina,0,1,3,4,1,128,219,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,BLR,Belarus,98,320,201,521,53,37308,39453,Europe,Europe & Central Asia,non-Schengen,0,1
2020,m,BLZ,Belize,0,0,0,0,0,0,1,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,BOL,Bolivia,0,0,1,1,0,36,35,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,BRA,Brazil,8,0,4,4,0,890,914,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,BRB,Barbados,0,0,0,0,0,0,1,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,BRN,Brunei,0,0,0,0,0,0,0,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,BTN,Bhutan,0,0,0,0,0,0,2,Asia,South Asia,non-Schengen,0,0
2020,m,BWA,Botswana,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,CAF,Central African Republic,0,1,0,1,0,0,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,CAN,Canada,2,3,1,4,1,223,307,Americas,North America,non-Schengen,0,0
2020,m,CHL,Chile,1,1,1,2,0,94,85,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,CHN,China,26,14,24,38,15,2433,3145,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,CIV,Côte d’Ivoire,0,1,2,3,0,26,24,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,CMR,Cameroon,2,3,6,9,3,171,135,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,COD,Congo - Kinshasa,1,0,0,0,0,0,79,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,COG,Congo - Brazzaville,0,0,1,1,0,148,76,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,COL,Colombia,3,1,0,1,4,264,283,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,COM,Comoros,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,CPV,Cape Verde,0,0,0,0,0,0,2,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,CRI,Costa Rica,0,0,0,0,1,67,69,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,CUB,Cuba,0,0,0,0,0,163,134,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,CYM,Cayman Islands,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,DJI,Djibouti,0,0,0,0,0,0,1,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,DMA,Dominica,0,0,0,0,0,0,6,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,DOM,Dominican Republic,0,0,0,0,0,23,33,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,DZA,Algeria,20,3,6,9,1,601,561,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,ECU,Ecuador,0,1,0,1,0,38,59,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,EGY,Egypt,15,5,20,25,3,1123,987,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,ERI,Eritrea,2,0,0,0,0,0,6,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,ESH,Western Sahara,0,0,0,0,0,0,0,Africa,Middle East & North Africa,non-Schengen,0,0
2020,m,ETH,Ethiopia,1,0,0,0,0,142,410,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,FJI,Fiji,0,0,0,0,0,0,2,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,FLK,Falkland Islands,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,FRO,Faroe Islands,0,0,0,0,0,0,0,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,FSM,Micronesia (Federated States of),0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,GAB,Gabon,0,0,0,0,0,3,2,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GEO,Georgia,365,546,303,849,103,10474,16423,Asia,Europe & Central Asia,non-Schengen,0,1
2020,m,GHA,Ghana,3,1,0,1,0,71,125,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GIN,Guinea,0,0,1,1,0,32,31,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GMB,Gambia,3,0,1,1,0,25,26,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GNB,Guinea-Bissau,1,0,0,0,0,0,5,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GNQ,Equatorial Guinea,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,GRD,Grenada,0,0,0,0,0,0,2,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,GTM,Guatemala,0,0,1,1,0,30,22,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,GUY,Guyana,0,0,0,0,0,7,3,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,HKG,Hong Kong SAR China,0,0,0,0,0,0,0,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,HND,Honduras,0,0,0,0,0,6,12,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,HTI,Haiti,0,0,0,0,0,0,7,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,IDN,Indonesia,2,0,0,0,0,1275,1276,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,IND,India,64,17,39,56,11,7103,9074,Asia,South Asia,non-Schengen,0,0
2020,m,IOT,British Indian Ocean Territory,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,IRN,Iran,9,6,6,12,2,318,517,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,IRQ,Iraq,4,6,7,13,3,332,461,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,ISR,Israel,1,5,2,7,2,299,472,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,JAM,Jamaica,0,1,0,1,0,9,10,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,JOR,Jordan,1,2,2,4,2,210,229,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,JPN,Japan,0,0,0,0,0,279,603,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,KAZ,Kazakhstan,7,9,10,19,4,872,1195,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,KEN,Kenya,1,0,1,1,0,111,131,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,KGZ,Kyrgyzstan,5,7,3,10,2,134,314,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,KHM,Cambodia,0,0,0,0,0,8,13,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,KIR,Kiribati,0,0,0,0,0,0,1,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,KNA,St. Kitts & Nevis,0,0,0,0,0,0,6,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,KOR,South Korea,5,6,5,11,1,134,1761,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,KOSOVO,KOSOVO,1,1,1,2,1,0,275,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,KWT,Kuwait,0,0,0,0,0,3,18,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,LAO,Laos,0,0,0,0,0,12,6,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,LBN,Lebanon,4,3,7,10,1,204,221,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,LBR,Liberia,1,0,1,1,0,0,5,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,LBY,Libya,2,0,4,4,2,95,118,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,LCA,St. Lucia,0,0,0,0,0,0,2,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,LKA,Sri Lanka,4,1,1,2,0,115,161,Asia,South Asia,non-Schengen,0,0
2020,m,LSO,Lesotho,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MAC,Macao SAR China,0,0,0,0,0,0,0,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,MAR,Morocco,9,9,4,13,1,535,529,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,MCO,Monaco,0,0,0,0,0,0,0,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,MDA,Moldova,103,182,105,287,41,7337,15518,Europe,Europe & Central Asia,non-Schengen,0,1
2020,m,MDG,Madagascar,0,0,0,0,0,3,10,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MDV,Maldives,0,0,0,0,0,0,1,Asia,South Asia,non-Schengen,0,0
2020,m,MEX,Mexico,3,0,3,3,0,476,464,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,MKD,North Macedonia,1,3,2,5,1,165,110,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,MLI,Mali,0,1,0,1,0,20,25,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MMR,Myanmar (Burma),0,0,0,0,0,3,6,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,MNE,Montenegro,0,0,2,2,0,56,64,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,MNG,Mongolia,5,1,4,5,1,182,195,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,MOZ,Mozambique,0,0,0,0,0,6,25,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MRT,Mauritania,0,0,0,0,0,3,5,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MUS,Mauritius,0,0,0,0,0,17,24,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MWI,Malawi,0,0,0,0,0,0,6,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,MYS,Malaysia,1,0,0,0,0,32,70,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,NAM,Namibia,0,0,0,0,0,0,11,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,NER,Niger,0,1,1,2,0,60,64,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,NGA,Nigeria,16,16,27,43,22,500,711,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,NIC,Nicaragua,0,0,0,0,0,6,9,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,NPL,Nepal,12,0,1,1,0,1971,2542,Asia,South Asia,non-Schengen,0,0
2020,m,NZL,New Zealand,0,0,0,0,1,35,44,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,OMN,Oman,0,0,0,0,0,0,8,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,PAK,Pakistan,21,10,15,25,3,687,1036,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,PAN,Panama,0,0,0,0,1,4,14,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,PCN,Pitcairn Islands,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,PER,Peru,0,0,1,1,0,142,99,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,PHL,Philippines,3,0,1,1,0,1694,1586,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,PLW,Palau,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,PNG,Papua New Guinea,0,0,0,0,0,0,5,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,PRI,Puerto Rico,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,PRY,Paraguay,1,0,0,0,0,4,8,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,PSE,Palestinian Territories,2,1,2,3,1,137,15,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,PYF,French Polynesia,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,QAT,Qatar,0,1,1,2,0,0,4,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,RUS,Russia,84,88,122,210,66,5564,6442,Europe,Europe & Central Asia,non-Schengen,0,1
2020,m,RWA,Rwanda,3,2,1,3,0,107,252,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SAU,Saudi Arabia,1,2,0,2,1,11,125,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,SRB,Serbia,4,8,8,16,9,943,1119,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,SDN,Sudan,0,1,0,1,0,33,30,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SEN,Senegal,1,0,3,3,0,55,40,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SGP,Singapore,0,0,0,0,0,8,52,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,SLB,Solomon Islands,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,SLE,Sierra Leone,2,0,0,0,0,3,3,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SLV,El Salvador,0,0,0,0,0,3,18,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,SMR,San Marino,0,0,0,0,0,0,1,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,SOM,Somalia,3,1,0,1,0,12,17,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SSD,South Sudan,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,STP,São Tomé & Príncipe,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SUR,Suriname,0,0,0,0,0,4,5,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,SWZ,Eswatini,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SYC,Seychelles,0,0,0,0,0,0,2,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,SYR,Syria,10,2,11,13,4,610,322,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,TCD,Chad,0,0,0,0,0,0,1,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,TGO,Togo,0,0,0,0,0,14,8,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,THA,Thailand,1,0,0,0,0,196,196,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,TJK,Tajikistan,26,12,6,18,0,324,626,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,TKM,Turkmenistan,0,0,2,2,2,123,150,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,TLS,Timor-Leste,0,0,0,0,0,0,0,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,TON,Tonga,0,0,0,0,0,0,1,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,TTO,Trinidad & Tobago,0,0,0,0,0,0,8,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,TUN,Tunisia,10,3,23,26,1,745,470,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,TUR,Turkey,23,27,57,84,5,3695,5680,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,TWN,Taiwan,1,1,1,2,1,36,101,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,TZA,Tanzania,1,0,1,1,1,37,42,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,UGA,Uganda,1,0,0,0,0,32,28,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,UKR,Ukraine,1542,3224,2800,6024,467,334937,467791,Europe,Europe & Central Asia,non-Schengen,1,1
2020,m,UMI,United States Minor Outlying Islands (the),0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,URY,Uruguay,0,0,0,0,0,30,20,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,USA,United States,4,9,8,17,2,1084,1860,Americas,North America,non-Schengen,0,0
2020,m,UZB,Uzbekistan,49,29,15,44,2,1454,2627,Asia,Europe & Central Asia,non-Schengen,0,0
2020,m,VAT,Vatican City,0,0,1,1,0,0,0,Europe,Europe & Central Asia,non-Schengen,0,0
2020,m,VCT,St. Vincent & Grenadines,0,0,0,0,0,0,2,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,VEN,Venezuela,1,0,0,0,0,161,146,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,VGB,British Virgin Islands,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2020,m,VNM,Vietnam,37,14,48,62,52,5535,3616,Asia,East Asia & Pacific,non-Schengen,0,0
2020,m,VUT,Vanuatu,0,0,0,0,0,0,3,Oceania,East Asia & Pacific,non-Schengen,0,0
2020,m,YEM,Yemen,1,0,0,0,0,121,88,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2020,m,ZAF,South Africa,2,0,1,1,0,151,182,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,ZMB,Zambia,0,0,0,0,0,8,22,Africa,Sub-Saharan Africa,non-Schengen,0,0
2020,m,ZWE,Zimbabwe,9,8,2,10,1,213,430,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,ABW,Aruba,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,AFG,Afghanistan,1,0,0,0,0,331,147,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,AGO,Angola,1,0,0,0,0,31,57,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,AIA,Anguilla,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,ALB,Albania,0,1,0,1,0,93,188,Europe,Europe & Central Asia,non-Schengen,0,0
2021,f,AND,Andorra,0,0,0,0,0,3,3,Europe,Europe & Central Asia,non-Schengen,0,0
2021,f,unknown/stateless,unknown/stateless,0,0,0,0,1,3096,9253,unknown/stateless,unknown/stateless,non-Schengen,0,0
2021,f,ARE,United Arab Emirates,0,0,0,0,0,0,5,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,ARG,Argentina,0,0,0,0,0,88,136,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,ARM,Armenia,4,1,18,19,1,1187,929,Asia,Europe & Central Asia,non-Schengen,0,1
2021,f,ASM,American Samoa,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2021,f,ATA,Antarctica,0,0,0,0,0,0,0,Antarctica,unknown/stateless,non-Schengen,0,0
2021,f,ATF,French Southern Territories,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,ATG,Antigua & Barbuda,0,0,0,0,0,0,3,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,AUS,Australia,0,0,0,0,0,36,78,Oceania,East Asia & Pacific,non-Schengen,0,0
2021,f,AZE,Azerbaijan,0,1,2,3,0,373,773,Asia,Europe & Central Asia,non-Schengen,0,0
2021,f,BDI,Burundi,0,0,0,0,0,0,20,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,BEN,Benin,0,0,0,0,0,0,4,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,BFA,Burkina Faso,0,0,0,0,0,0,8,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,BGD,Bangladesh,1,0,0,0,0,76,187,Asia,South Asia,non-Schengen,0,0
2021,f,BHR,Bahrain,0,0,0,0,0,0,5,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,BHS,Bahamas,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,BIH,Bosnia & Herzegovina,0,0,0,0,0,25,61,Europe,Europe & Central Asia,non-Schengen,0,0
2021,f,BLR,Belarus,12,35,44,79,7,18925,34773,Europe,Europe & Central Asia,non-Schengen,0,1
2021,f,BLZ,Belize,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,BOL,Bolivia,0,0,0,0,0,16,29,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,BRA,Brazil,1,0,0,0,2,366,842,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,BRB,Barbados,0,0,0,0,0,4,2,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,BRN,Brunei,0,0,0,0,0,0,1,Asia,East Asia & Pacific,non-Schengen,0,0
2021,f,BTN,Bhutan,0,0,0,0,0,0,8,Asia,South Asia,non-Schengen,0,0
2021,f,BWA,Botswana,0,0,0,0,0,0,8,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,CAF,Central African Republic,0,0,0,0,0,0,2,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,CAN,Canada,0,0,0,0,0,74,244,Americas,North America,non-Schengen,0,0
2021,f,CHL,Chile,0,0,1,1,0,16,59,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,CHN,China,4,6,9,15,0,1687,3482,Asia,East Asia & Pacific,non-Schengen,0,0
2021,f,CIV,Côte d’Ivoire,0,0,0,0,0,11,15,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,CMR,Cameroon,0,0,0,0,0,61,115,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,COD,Congo - Kinshasa,1,0,0,0,0,0,57,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,COG,Congo - Brazzaville,0,0,0,0,0,46,52,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,COL,Colombia,1,1,0,1,0,150,261,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,COM,Comoros,0,0,0,0,0,0,3,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,CPV,Cape Verde,0,0,0,0,0,0,3,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,CRI,Costa Rica,0,0,0,0,0,28,58,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,CUB,Cuba,1,0,0,0,0,62,78,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,CYM,Cayman Islands,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,DJI,Djibouti,0,0,0,0,0,0,2,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,DMA,Dominica,0,0,0,0,0,0,4,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,DOM,Dominican Republic,1,0,0,0,0,10,23,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,DZA,Algeria,0,0,0,0,0,49,79,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,ECU,Ecuador,0,0,0,0,0,27,68,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,EGY,Egypt,0,0,0,0,0,54,194,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen,0,0
2021,f,ERI,Eritrea,0,0,0,0,0,0,3,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,ESH,Western Sahara,0,0,0,0,0,0,0,Africa,Middle East & North Africa,non-Schengen,0,0
2021,f,ETH,Ethiopia,1,0,0,0,0,142,456,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,FJI,Fiji,0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2021,f,FLK,Falkland Islands,0,0,0,0,0,0,0,Americas,Latin America & Caribbean,non-Schengen,0,0
2021,f,FRO,Faroe Islands,0,0,0,0,0,0,0,Europe,Europe & Central Asia,non-Schengen,0,0
2021,f,FSM,Micronesia (Federated States of),0,0,0,0,0,0,0,Oceania,East Asia & Pacific,non-Schengen,0,0
2021,f,GAB,Gabon,0,0,0,0,0,5,8,Africa,Sub-Saharan Africa,non-Schengen,0,0
2021,f,GBR,United Kingdom,0,3,1,4,0,392,2201,Europe,Europe & Central Asia,non-Schengen,0,0
2021,f,GEO,Georgia,18,14,14,28,0,4284,6511,Asia,Europe & Central Asia,non-Schengen,0,1
