year,country_code,sex,zus,country,continent,wbd_region7,schengen
2020,MKD,f,32,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2020,MKD,m,165,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2020,MLI,f,0,Mali,Africa,Sub-Saharan Africa,non-Schengen
2020,MLI,m,20,Mali,Africa,Sub-Saharan Africa,non-Schengen
2020,MLT,f,0,Malta,Europe,Middle East & North Africa,Schengen
2020,MLT,m,20,Malta,Europe,Middle East & North Africa,Schengen
2020,MMR,f,0,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2020,MMR,m,3,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2020,MNE,f,13,Montenegro,Europe,Europe & Central Asia,non-Schengen
2020,MNE,m,56,Montenegro,Europe,Europe & Central Asia,non-Schengen
2020,MNG,f,232,Mongolia,Asia,East Asia & Pacific,non-Schengen
2020,MNG,m,182,Mongolia,Asia,East Asia & Pacific,non-Schengen
2020,MOZ,f,4,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2020,MOZ,m,6,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2020,MRT,f,0,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2020,MRT,m,3,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2020,MUS,f,0,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2020,MUS,m,17,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2020,MYS,f,24,Malaysia,Asia,East Asia & Pacific,non-Schengen
2020,MYS,m,32,Malaysia,Asia,East Asia & Pacific,non-Schengen
2020,NAM,f,0,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2020,NAM,m,0,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2020,NER,f,9,Niger,Africa,Sub-Saharan Africa,non-Schengen
2020,NER,m,60,Niger,Africa,Sub-Saharan Africa,non-Schengen
2020,NGA,f,77,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2020,NGA,m,500,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2020,NIC,f,5,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2020,NIC,m,6,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2020,NLD,f,137,Netherlands,Europe,Europe & Central Asia,Schengen
2020,NLD,m,1001,Netherlands,Europe,Europe & Central Asia,Schengen
2020,NOR,f,24,Norway,Europe,Europe & Central Asia,Schengen
2020,NOR,m,115,Norway,Europe,Europe & Central Asia,Schengen
2020,NPL,f,364,Nepal,Asia,South Asia,non-Schengen
2020,NPL,m,1971,Nepal,Asia,South Asia,non-Schengen
2020,NZL,f,10,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2020,NZL,m,35,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2020,PAK,f,131,Pakistan,Asia,South Asia,non-Schengen
2020,PAK,m,687,Pakistan,Asia,South Asia,non-Schengen
2020,PAN,f,3,Panama,Americas,Latin America & Caribbean,non-Schengen
2020,PAN,m,4,Panama,Americas,Latin America & Caribbean,non-Schengen
2020,PER,f,62,Peru,Americas,Latin America & Caribbean,non-Schengen
2020,PER,m,142,Peru,Americas,Latin America & Caribbean,non-Schengen
2020,PHL,f,1111,Philippines,Asia,East Asia & Pacific,non-Schengen
2020,PHL,m,1694,Philippines,Asia,East Asia & Pacific,non-Schengen
2020,PNG,f,0,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2020,PNG,m,0,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2020,PRT,f,207,Portugal,Europe,Europe & Central Asia,Schengen
2020,PRT,m,1238,Portugal,Europe,Europe & Central Asia,Schengen
2020,PRY,f,3,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2020,PRY,m,4,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2020,PSE,f,0,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2020,PSE,m,137,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2020,QAT,f,0,Qatar,Asia,Middle East & North Africa,non-Schengen
2020,QAT,m,0,Qatar,Asia,Middle East & North Africa,non-Schengen
2020,ROU,f,1853,Romania,Europe,Europe & Central Asia,non-Schengen
2020,ROU,m,2914,Romania,Europe,Europe & Central Asia,non-Schengen
2020,RUS,f,4738,Russia,Europe,Europe & Central Asia,non-Schengen
2020,RUS,m,5564,Russia,Europe,Europe & Central Asia,non-Schengen
2020,RWA,f,78,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2020,RWA,m,107,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2020,SAU,f,6,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2020,SAU,m,11,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2020,SRB,f,146,Serbia,Europe,Europe & Central Asia,non-Schengen
2020,SRB,m,943,Serbia,Europe,Europe & Central Asia,non-Schengen
2020,SDN,f,3,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2020,SDN,m,33,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2020,SEN,f,4,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2020,SEN,m,55,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2020,SGP,f,11,Singapore,Asia,East Asia & Pacific,non-Schengen
2020,SGP,m,8,Singapore,Asia,East Asia & Pacific,non-Schengen
2020,SLE,f,0,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2020,SLE,m,3,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2020,SLV,f,4,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2020,SLV,m,3,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2020,SOM,f,0,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2020,SOM,m,12,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2020,STP,f,0,São Tomé & Príncipe,Africa,Sub-Saharan Africa,non-Schengen
2020,STP,m,0,São Tomé & Príncipe,Africa,Sub-Saharan Africa,non-Schengen
2020,SUR,f,4,Suriname,Americas,Latin America & Caribbean,non-Schengen
2020,SUR,m,4,Suriname,Americas,Latin America & Caribbean,non-Schengen
2020,SVK,f,621,Slovakia,Europe,Europe & Central Asia,Schengen
2020,SVK,m,948,Slovakia,Europe,Europe & Central Asia,Schengen
2020,SVN,f,43,Slovenia,Europe,Europe & Central Asia,Schengen
2020,SVN,m,146,Slovenia,Europe,Europe & Central Asia,Schengen
2020,SWE,f,158,Sweden,Europe,Europe & Central Asia,Schengen
2020,SWE,m,484,Sweden,Europe,Europe & Central Asia,Schengen
2020,SYR,f,61,Syria,Asia,Middle East & North Africa,non-Schengen
2020,SYR,m,610,Syria,Asia,Middle East & North Africa,non-Schengen
2020,TCD,f,0,Chad,Africa,Sub-Saharan Africa,non-Schengen
2020,TCD,m,0,Chad,Africa,Sub-Saharan Africa,non-Schengen
2020,TGO,f,0,Togo,Africa,Sub-Saharan Africa,non-Schengen
2020,TGO,m,14,Togo,Africa,Sub-Saharan Africa,non-Schengen
2020,THA,f,368,Thailand,Asia,East Asia & Pacific,non-Schengen
2020,THA,m,196,Thailand,Asia,East Asia & Pacific,non-Schengen
2020,TJK,f,47,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2020,TJK,m,324,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2020,TKM,f,48,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2020,TKM,m,123,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2020,TTO,f,0,Trinidad & Tobago,Americas,Latin America & Caribbean,non-Schengen
2020,TTO,m,0,Trinidad & Tobago,Americas,Latin America & Caribbean,non-Schengen
2020,TUN,f,69,Tunisia,Africa,Middle East & North Africa,non-Schengen
2020,TUN,m,745,Tunisia,Africa,Middle East & North Africa,non-Schengen
2020,TUR,f,428,Turkey,Asia,Europe & Central Asia,non-Schengen
2020,TUR,m,3695,Turkey,Asia,Europe & Central Asia,non-Schengen
2020,TWN,f,56,Taiwan,Asia,East Asia & Pacific,non-Schengen
2020,TWN,m,36,Taiwan,Asia,East Asia & Pacific,non-Schengen
2020,TZA,f,12,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2020,TZA,m,37,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2020,UGA,f,26,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2020,UGA,m,32,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2020,UKR,f,194375,Ukraine,Europe,Europe & Central Asia,non-Schengen
2020,UKR,m,334937,Ukraine,Europe,Europe & Central Asia,non-Schengen
2020,URY,f,17,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2020,URY,m,30,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2020,USA,f,382,United States,Americas,North America,non-Schengen
2020,USA,m,1084,United States,Americas,North America,non-Schengen
2020,UZB,f,241,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2020,UZB,m,1454,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2020,VAT,f,0,Vatican City,Europe,Europe & Central Asia,non-Schengen
2020,VAT,m,0,Vatican City,Europe,Europe & Central Asia,non-Schengen
2020,VEN,f,62,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2020,VEN,m,161,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2020,VGB,f,0,British Virgin Islands,Americas,Latin America & Caribbean,non-Schengen
2020,VGB,m,0,British Virgin Islands,Americas,Latin America & Caribbean,non-Schengen
2020,VNM,f,2937,Vietnam,Asia,East Asia & Pacific,non-Schengen
2020,VNM,m,5535,Vietnam,Asia,East Asia & Pacific,non-Schengen
2020,XXX,f,3119,unknown,other/unknown,other/unknown,non-Schengen
2020,XXX,m,3223,unknown,other/unknown,other/unknown,non-Schengen
2020,YEM,f,0,Yemen,Asia,Middle East & North Africa,non-Schengen
2020,YEM,m,121,Yemen,Asia,Middle East & North Africa,non-Schengen
2020,ZAF,f,84,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2020,ZAF,m,151,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2020,ZMB,f,15,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2020,ZMB,m,8,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2020,ZWE,f,204,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2020,ZWE,m,213,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2021,ABW,f,0,Aruba,Americas,Latin America & Caribbean,non-Schengen
2021,ABW,m,0,Aruba,Americas,Latin America & Caribbean,non-Schengen
2021,AFG,f,331,Afghanistan,Asia,South Asia,non-Schengen
2021,AFG,m,434,Afghanistan,Asia,South Asia,non-Schengen
2021,AGO,f,31,Angola,Africa,Sub-Saharan Africa,non-Schengen
2021,AGO,m,97,Angola,Africa,Sub-Saharan Africa,non-Schengen
2021,ALB,f,93,Albania,Europe,Europe & Central Asia,non-Schengen
2021,ALB,m,362,Albania,Europe,Europe & Central Asia,non-Schengen
2021,AND,f,3,Andorra,Europe,Europe & Central Asia,non-Schengen
2021,AND,m,3,Andorra,Europe,Europe & Central Asia,non-Schengen
2021,ARE,f,0,United Arab Emirates,Asia,Middle East & North Africa,non-Schengen
2021,ARE,m,0,United Arab Emirates,Asia,Middle East & North Africa,non-Schengen
2021,ARG,f,88,Argentina,Americas,Latin America & Caribbean,non-Schengen
2021,ARG,m,295,Argentina,Americas,Latin America & Caribbean,non-Schengen
2021,ARM,f,1187,Armenia,Asia,Europe & Central Asia,non-Schengen
2021,ARM,m,2021,Armenia,Asia,Europe & Central Asia,non-Schengen
2021,ASM,f,0,American Samoa,Oceania,East Asia & Pacific,non-Schengen
2021,ASM,m,0,American Samoa,Oceania,East Asia & Pacific,non-Schengen
2021,ATF,f,0,French Southern Territories,Africa,Sub-Saharan Africa,non-Schengen
2021,ATF,m,10,French Southern Territories,Africa,Sub-Saharan Africa,non-Schengen
2021,AUS,f,36,Australia,Oceania,East Asia & Pacific,non-Schengen
2021,AUS,m,159,Australia,Oceania,East Asia & Pacific,non-Schengen
2021,AUT,f,130,Austria,Europe,Europe & Central Asia,Schengen
2021,AUT,m,336,Austria,Europe,Europe & Central Asia,Schengen
2021,AZE,f,373,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2021,AZE,m,1780,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2021,BDI,f,0,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2021,BDI,m,3,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2021,BEL,f,109,Belgium,Europe,Europe & Central Asia,Schengen
2021,BEL,m,519,Belgium,Europe,Europe & Central Asia,Schengen
2021,BEN,f,0,Benin,Africa,Sub-Saharan Africa,non-Schengen
2021,BEN,m,6,Benin,Africa,Sub-Saharan Africa,non-Schengen
2021,BFA,f,0,Burkina Faso,Africa,Sub-Saharan Africa,non-Schengen
2021,BFA,m,4,Burkina Faso,Africa,Sub-Saharan Africa,non-Schengen
2021,BGD,f,76,Bangladesh,Asia,South Asia,non-Schengen
2021,BGD,m,2212,Bangladesh,Asia,South Asia,non-Schengen
2021,BGR,f,1102,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2021,BGR,m,1815,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2021,BIH,f,25,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2021,BIH,m,157,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2021,BLR,f,18925,Belarus,Europe,Europe & Central Asia,non-Schengen
2021,BLR,m,52123,Belarus,Europe,Europe & Central Asia,non-Schengen
2021,BOL,f,16,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2021,BOL,m,45,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2021,BRA,f,366,Brazil,Americas,Latin America & Caribbean,non-Schengen
2021,BRA,m,913,Brazil,Americas,Latin America & Caribbean,non-Schengen
2021,BRB,f,4,Barbados,Americas,Latin America & Caribbean,non-Schengen
2021,BRB,m,6,Barbados,Americas,Latin America & Caribbean,non-Schengen
2021,BWA,f,0,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2021,BWA,m,0,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2021,CAF,f,0,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2021,CAF,m,0,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2021,CAN,f,74,Canada,Americas,North America,non-Schengen
2021,CAN,m,239,Canada,Americas,North America,non-Schengen
2021,CHE,f,23,Switzerland,Europe,Europe & Central Asia,Schengen
2021,CHE,m,108,Switzerland,Europe,Europe & Central Asia,Schengen
2021,CHL,f,16,Chile,Americas,Latin America & Caribbean,non-Schengen
2021,CHL,m,118,Chile,Americas,Latin America & Caribbean,non-Schengen
2021,CHN,f,1687,China,Asia,East Asia & Pacific,non-Schengen
2021,CHN,m,2370,China,Asia,East Asia & Pacific,non-Schengen
2021,CIV,f,11,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2021,CIV,m,26,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2021,CMR,f,61,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2021,CMR,m,217,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2021,COG,f,46,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2021,COG,m,178,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2021,COL,f,150,Colombia,Americas,Latin America & Caribbean,non-Schengen
2021,COL,m,360,Colombia,Americas,Latin America & Caribbean,non-Schengen
2021,CPV,f,0,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2021,CPV,m,0,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2021,CRI,f,28,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2021,CRI,m,70,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2021,CUB,f,62,Cuba,Americas,Latin America & Caribbean,non-Schengen
2021,CUB,m,222,Cuba,Americas,Latin America & Caribbean,non-Schengen
2021,CYP,f,3,Cyprus,Asia,Europe & Central Asia,non-Schengen
2021,CYP,m,40,Cyprus,Asia,Europe & Central Asia,non-Schengen
2021,CZE,f,562,Czechia,Europe,Europe & Central Asia,Schengen
2021,CZE,m,1009,Czechia,Europe,Europe & Central Asia,Schengen
2021,DEU,f,834,Germany,Europe,Europe & Central Asia,Schengen
2021,DEU,m,2911,Germany,Europe,Europe & Central Asia,Schengen
2021,DJI,f,0,Djibouti,Africa,Middle East & North Africa,non-Schengen
2021,DJI,m,0,Djibouti,Africa,Middle East & North Africa,non-Schengen
2021,DNK,f,45,Denmark,Europe,Europe & Central Asia,Schengen
2021,DNK,m,365,Denmark,Europe,Europe & Central Asia,Schengen
2021,DOM,f,10,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2021,DOM,m,31,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2021,DZA,f,49,Algeria,Africa,Middle East & North Africa,non-Schengen
2021,DZA,m,686,Algeria,Africa,Middle East & North Africa,non-Schengen
2021,ECU,f,27,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2021,ECU,m,59,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2021,EGY,f,54,Egypt,Africa,Middle East & North Africa,non-Schengen
2021,EGY,m,1255,Egypt,Africa,Middle East & North Africa,non-Schengen
2021,ERI,f,0,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2021,ERI,m,0,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2021,ESP,f,498,Spain,Europe,Europe & Central Asia,Schengen
2021,ESP,m,2293,Spain,Europe,Europe & Central Asia,Schengen
2021,EST,f,62,Estonia,Europe,Europe & Central Asia,Schengen
2021,EST,m,90,Estonia,Europe,Europe & Central Asia,Schengen
2021,ETH,f,142,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2021,ETH,m,279,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2021,FIN,f,102,Finland,Europe,Europe & Central Asia,Schengen
2021,FIN,m,261,Finland,Europe,Europe & Central Asia,Schengen
2021,FRA,f,479,France,Europe,Europe & Central Asia,Schengen
2021,FRA,m,2434,France,Europe,Europe & Central Asia,Schengen
2021,GAB,f,5,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2021,GAB,m,3,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2021,GBR,f,392,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2021,GBR,m,2464,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2021,GEO,f,4284,Georgia,Asia,Europe & Central Asia,non-Schengen
2021,GEO,m,18896,Georgia,Asia,Europe & Central Asia,non-Schengen
2021,GHA,f,49,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2021,GHA,m,344,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2021,GIN,f,5,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2021,GIN,m,40,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2021,GMB,f,0,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2021,GMB,m,28,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2021,GRC,f,183,Greece,Europe,Europe & Central Asia,Schengen
2021,GRC,m,797,Greece,Europe,Europe & Central Asia,Schengen
2021,GRD,f,0,Grenada,Americas,Latin America & Caribbean,non-Schengen
2021,GRD,m,0,Grenada,Americas,Latin America & Caribbean,non-Schengen
2021,GTM,f,6,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2021,GTM,m,35,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2021,GUY,f,0,Guyana,Americas,Latin America & Caribbean,non-Schengen
2021,GUY,m,4,Guyana,Americas,Latin America & Caribbean,non-Schengen
2021,HND,f,0,Honduras,Americas,Latin America & Caribbean,non-Schengen
2021,HND,m,16,Honduras,Americas,Latin America & Caribbean,non-Schengen
2021,HRV,f,128,Croatia,Europe,Europe & Central Asia,non-Schengen
2021,HRV,m,364,Croatia,Europe,Europe & Central Asia,non-Schengen
2021,HTI,f,0,Haiti,Americas,Latin America & Caribbean,non-Schengen
2021,HTI,m,3,Haiti,Americas,Latin America & Caribbean,non-Schengen
2021,HUN,f,466,Hungary,Europe,Europe & Central Asia,Schengen
2021,HUN,m,871,Hungary,Europe,Europe & Central Asia,Schengen
2021,IDN,f,621,Indonesia,Asia,East Asia & Pacific,non-Schengen
2021,IDN,m,2261,Indonesia,Asia,East Asia & Pacific,non-Schengen
2021,IND,f,1563,India,Asia,South Asia,non-Schengen
2021,IND,m,9161,India,Asia,South Asia,non-Schengen
2021,IOT,f,0,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2021,IOT,m,0,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2021,IRL,f,56,Ireland,Europe,Europe & Central Asia,non-Schengen
2021,IRL,m,457,Ireland,Europe,Europe & Central Asia,non-Schengen
2021,IRN,f,180,Iran,Asia,Middle East & North Africa,non-Schengen
2021,IRN,m,398,Iran,Asia,Middle East & North Africa,non-Schengen
2021,IRQ,f,43,Iraq,Asia,Middle East & North Africa,non-Schengen
2021,IRQ,m,363,Iraq,Asia,Middle East & North Africa,non-Schengen
2021,ISL,f,0,Iceland,Europe,Europe & Central Asia,Schengen
2021,ISL,m,6,Iceland,Europe,Europe & Central Asia,Schengen
2021,ISR,f,55,Israel,Asia,Middle East & North Africa,non-Schengen
2021,ISR,m,329,Israel,Asia,Middle East & North Africa,non-Schengen
2021,ITA,f,751,Italy,Europe,Europe & Central Asia,Schengen
2021,ITA,m,4480,Italy,Europe,Europe & Central Asia,Schengen
2021,JAM,f,4,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2021,JAM,m,11,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2021,JOR,f,26,Jordan,Asia,Middle East & North Africa,non-Schengen
2021,JOR,m,260,Jordan,Asia,Middle East & North Africa,non-Schengen
2021,JPN,f,153,Japan,Asia,East Asia & Pacific,non-Schengen
2021,JPN,m,281,Japan,Asia,East Asia & Pacific,non-Schengen
2021,KAZ,f,1056,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2021,KAZ,m,1279,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2021,KEN,f,141,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2021,KEN,m,206,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2021,KGZ,f,197,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2021,KGZ,m,365,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2021,KHM,f,4,Cambodia,Asia,East Asia & Pacific,non-Schengen
2021,KHM,m,8,Cambodia,Asia,East Asia & Pacific,non-Schengen
2021,KOR,f,43,South Korea,Asia,East Asia & Pacific,non-Schengen
2021,KOR,m,105,South Korea,Asia,East Asia & Pacific,non-Schengen
2021,KWT,f,0,Kuwait,Asia,Middle East & North Africa,non-Schengen
2021,KWT,m,3,Kuwait,Asia,Middle East & North Africa,non-Schengen
2021,LAO,f,0,Laos,Asia,East Asia & Pacific,non-Schengen
2021,LAO,m,14,Laos,Asia,East Asia & Pacific,non-Schengen
2021,LBN,f,36,Lebanon,Asia,Middle East & North Africa,non-Schengen
2021,LBN,m,267,Lebanon,Asia,Middle East & North Africa,non-Schengen
2021,LBR,f,0,Liberia,Africa,Sub-Saharan Africa,non-Schengen
2021,LBR,m,0,Liberia,Africa,Sub-Saharan Africa,non-Schengen
2021,LBY,f,0,Libya,Africa,Middle East & North Africa,non-Schengen
2021,LBY,m,95,Libya,Africa,Middle East & North Africa,non-Schengen
2021,LKA,f,31,Sri Lanka,Asia,South Asia,non-Schengen
2021,LKA,m,152,Sri Lanka,Asia,South Asia,non-Schengen
2021,LTU,f,1058,Lithuania,Europe,Europe & Central Asia,Schengen
2021,LTU,m,1229,Lithuania,Europe,Europe & Central Asia,Schengen
2021,LUX,f,0,Luxembourg,Europe,Europe & Central Asia,Schengen
2021,LUX,m,3,Luxembourg,Europe,Europe & Central Asia,Schengen
2021,LVA,f,340,Latvia,Europe,Europe & Central Asia,Schengen
2021,LVA,m,587,Latvia,Europe,Europe & Central Asia,Schengen
2021,MAR,f,111,Morocco,Africa,Middle East & North Africa,non-Schengen
2021,MAR,m,632,Morocco,Africa,Middle East & North Africa,non-Schengen
2021,MCO,f,0,Monaco,Europe,Europe & Central Asia,non-Schengen
2021,MCO,m,0,Monaco,Europe,Europe & Central Asia,non-Schengen
2021,MDA,f,3770,Moldova,Europe,Europe & Central Asia,non-Schengen
2021,MDA,m,9009,Moldova,Europe,Europe & Central Asia,non-Schengen
2021,MDG,f,6,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2021,MDG,m,7,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2021,MEX,f,222,Mexico,Americas,Latin America & Caribbean,non-Schengen
2021,MEX,m,521,Mexico,Americas,Latin America & Caribbean,non-Schengen
2021,MKD,f,42,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2021,MKD,m,186,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2021,MLI,f,68,Mali,Africa,Sub-Saharan Africa,non-Schengen
2021,MLI,m,114,Mali,Africa,Sub-Saharan Africa,non-Schengen
2021,MLT,f,3,Malta,Europe,Middle East & North Africa,Schengen
2021,MLT,m,18,Malta,Europe,Middle East & North Africa,Schengen
2021,MMR,f,0,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2021,MMR,m,3,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2021,MNE,f,9,Montenegro,Europe,Europe & Central Asia,non-Schengen
2021,MNE,m,54,Montenegro,Europe,Europe & Central Asia,non-Schengen
2021,MNG,f,214,Mongolia,Asia,East Asia & Pacific,non-Schengen
2021,MNG,m,170,Mongolia,Asia,East Asia & Pacific,non-Schengen
2021,MOZ,f,6,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2021,MOZ,m,15,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2021,MRT,f,0,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2021,MRT,m,4,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2021,MUS,f,3,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2021,MUS,m,21,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2021,MYS,f,29,Malaysia,Asia,East Asia & Pacific,non-Schengen
2021,MYS,m,47,Malaysia,Asia,East Asia & Pacific,non-Schengen
2021,NAM,f,0,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2021,NAM,m,3,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2021,NER,f,9,Niger,Africa,Sub-Saharan Africa,non-Schengen
2021,NER,m,90,Niger,Africa,Sub-Saharan Africa,non-Schengen
2021,NGA,f,195,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2021,NGA,m,920,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2021,NIC,f,0,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2021,NIC,m,7,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2021,NLD,f,129,Netherlands,Europe,Europe & Central Asia,Schengen
2021,NLD,m,1049,Netherlands,Europe,Europe & Central Asia,Schengen
2021,NOR,f,20,Norway,Europe,Europe & Central Asia,Schengen
2021,NOR,m,105,Norway,Europe,Europe & Central Asia,Schengen
2021,NPL,f,397,Nepal,Asia,South Asia,non-Schengen
2021,NPL,m,2195,Nepal,Asia,South Asia,non-Schengen
2021,NZL,f,13,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2021,NZL,m,35,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2021,PAK,f,145,Pakistan,Asia,South Asia,non-Schengen
2021,PAK,m,856,Pakistan,Asia,South Asia,non-Schengen
