year,country_code,sex,zus,country,continent,wbd_region7,schengen
2018,GIN,f,8,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2018,GIN,m,28,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2018,GMB,f,2,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2018,GMB,m,12,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2018,GRC,f,159,Greece,Europe,Europe & Central Asia,Schengen
2018,GRC,m,621,Greece,Europe,Europe & Central Asia,Schengen
2018,GRD,f,0,Grenada,Americas,Latin America & Caribbean,non-Schengen
2018,GRD,m,1,Grenada,Americas,Latin America & Caribbean,non-Schengen
2018,GTM,f,5,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2018,GTM,m,21,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2018,GUY,f,4,Guyana,Americas,Latin America & Caribbean,non-Schengen
2018,GUY,m,6,Guyana,Americas,Latin America & Caribbean,non-Schengen
2018,HND,f,5,Honduras,Americas,Latin America & Caribbean,non-Schengen
2018,HND,m,13,Honduras,Americas,Latin America & Caribbean,non-Schengen
2018,HRV,f,115,Croatia,Europe,Europe & Central Asia,non-Schengen
2018,HRV,m,334,Croatia,Europe,Europe & Central Asia,non-Schengen
2018,HTI,f,2,Haiti,Americas,Latin America & Caribbean,non-Schengen
2018,HTI,m,7,Haiti,Americas,Latin America & Caribbean,non-Schengen
2018,HUN,f,404,Hungary,Europe,Europe & Central Asia,Schengen
2018,HUN,m,756,Hungary,Europe,Europe & Central Asia,Schengen
2018,IDN,f,173,Indonesia,Asia,East Asia & Pacific,non-Schengen
2018,IDN,m,121,Indonesia,Asia,East Asia & Pacific,non-Schengen
2018,IND,f,794,India,Asia,South Asia,non-Schengen
2018,IND,m,5132,India,Asia,South Asia,non-Schengen
2018,IOT,f,0,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2018,IOT,m,2,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2018,IRL,f,43,Ireland,Europe,Europe & Central Asia,non-Schengen
2018,IRL,m,388,Ireland,Europe,Europe & Central Asia,non-Schengen
2018,IRN,f,67,Iran,Asia,Middle East & North Africa,non-Schengen
2018,IRN,m,221,Iran,Asia,Middle East & North Africa,non-Schengen
2018,IRQ,f,30,Iraq,Asia,Middle East & North Africa,non-Schengen
2018,IRQ,m,351,Iraq,Asia,Middle East & North Africa,non-Schengen
2018,ISL,f,0,Iceland,Europe,Europe & Central Asia,Schengen
2018,ISL,m,13,Iceland,Europe,Europe & Central Asia,Schengen
2018,ISR,f,41,Israel,Asia,Middle East & North Africa,non-Schengen
2018,ISR,m,173,Israel,Asia,Middle East & North Africa,non-Schengen
2018,ITA,f,638,Italy,Europe,Europe & Central Asia,Schengen
2018,ITA,m,3819,Italy,Europe,Europe & Central Asia,Schengen
2018,JAM,f,4,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2018,JAM,m,8,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2018,JOR,f,14,Jordan,Asia,Middle East & North Africa,non-Schengen
2018,JOR,m,194,Jordan,Asia,Middle East & North Africa,non-Schengen
2018,JPN,f,131,Japan,Asia,East Asia & Pacific,non-Schengen
2018,JPN,m,273,Japan,Asia,East Asia & Pacific,non-Schengen
2018,KAZ,f,722,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2018,KAZ,m,642,Kazakhstan,Asia,Europe & Central Asia,non-Schengen
2018,KEN,f,43,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2018,KEN,m,58,Kenya,Africa,Sub-Saharan Africa,non-Schengen
2018,KGZ,f,70,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2018,KGZ,m,82,Kyrgyzstan,Asia,Europe & Central Asia,non-Schengen
2018,KHM,f,8,Cambodia,Asia,East Asia & Pacific,non-Schengen
2018,KHM,m,13,Cambodia,Asia,East Asia & Pacific,non-Schengen
2018,KOR,f,117,South Korea,Asia,East Asia & Pacific,non-Schengen
2018,KOR,m,396,South Korea,Asia,East Asia & Pacific,non-Schengen
2018,KWT,f,0,Kuwait,Asia,Middle East & North Africa,non-Schengen
2018,KWT,m,7,Kuwait,Asia,Middle East & North Africa,non-Schengen
2018,LAO,f,0,Laos,Asia,East Asia & Pacific,non-Schengen
2018,LAO,m,15,Laos,Asia,East Asia & Pacific,non-Schengen
2018,LBN,f,28,Lebanon,Asia,Middle East & North Africa,non-Schengen
2018,LBN,m,183,Lebanon,Asia,Middle East & North Africa,non-Schengen
2018,LBR,f,0,Liberia,Africa,Sub-Saharan Africa,non-Schengen
2018,LBR,m,5,Liberia,Africa,Sub-Saharan Africa,non-Schengen
2018,LBY,f,2,Libya,Africa,Middle East & North Africa,non-Schengen
2018,LBY,m,96,Libya,Africa,Middle East & North Africa,non-Schengen
2018,LKA,f,13,Sri Lanka,Asia,South Asia,non-Schengen
2018,LKA,m,90,Sri Lanka,Asia,South Asia,non-Schengen
2018,LTU,f,985,Lithuania,Europe,Europe & Central Asia,Schengen
2018,LTU,m,947,Lithuania,Europe,Europe & Central Asia,Schengen
2018,LUX,f,2,Luxembourg,Europe,Europe & Central Asia,Schengen
2018,LUX,m,11,Luxembourg,Europe,Europe & Central Asia,Schengen
2018,LVA,f,237,Latvia,Europe,Europe & Central Asia,Schengen
2018,LVA,m,274,Latvia,Europe,Europe & Central Asia,Schengen
2018,MAR,f,59,Morocco,Africa,Middle East & North Africa,non-Schengen
2018,MAR,m,428,Morocco,Africa,Middle East & North Africa,non-Schengen
2018,MCO,f,0,Monaco,Europe,Europe & Central Asia,non-Schengen
2018,MCO,m,0,Monaco,Europe,Europe & Central Asia,non-Schengen
2018,MDA,f,2373,Moldova,Europe,Europe & Central Asia,non-Schengen
2018,MDA,m,5271,Moldova,Europe,Europe & Central Asia,non-Schengen
2018,MDG,f,7,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2018,MDG,m,11,Madagascar,Africa,Sub-Saharan Africa,non-Schengen
2018,MEX,f,120,Mexico,Americas,Latin America & Caribbean,non-Schengen
2018,MEX,m,328,Mexico,Americas,Latin America & Caribbean,non-Schengen
2018,MKD,f,36,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2018,MKD,m,153,North Macedonia,Europe,Europe & Central Asia,non-Schengen
2018,MLI,f,5,Mali,Africa,Sub-Saharan Africa,non-Schengen
2018,MLI,m,23,Mali,Africa,Sub-Saharan Africa,non-Schengen
2018,MLT,f,8,Malta,Europe,Middle East & North Africa,Schengen
2018,MLT,m,16,Malta,Europe,Middle East & North Africa,Schengen
2018,MMR,f,5,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2018,MMR,m,9,Myanmar (Burma),Asia,East Asia & Pacific,non-Schengen
2018,MNE,f,15,Montenegro,Europe,Europe & Central Asia,non-Schengen
2018,MNE,m,61,Montenegro,Europe,Europe & Central Asia,non-Schengen
2018,MNG,f,220,Mongolia,Asia,East Asia & Pacific,non-Schengen
2018,MNG,m,160,Mongolia,Asia,East Asia & Pacific,non-Schengen
2018,MOZ,f,2,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2018,MOZ,m,6,Mozambique,Africa,Sub-Saharan Africa,non-Schengen
2018,MRT,f,1,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2018,MRT,m,7,Mauritania,Africa,Sub-Saharan Africa,non-Schengen
2018,MUS,f,8,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2018,MUS,m,18,Mauritius,Africa,Sub-Saharan Africa,non-Schengen
2018,MYS,f,30,Malaysia,Asia,East Asia & Pacific,non-Schengen
2018,MYS,m,35,Malaysia,Asia,East Asia & Pacific,non-Schengen
2018,NAM,f,0,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2018,NAM,m,1,Namibia,Africa,Sub-Saharan Africa,non-Schengen
2018,NER,f,7,Niger,Africa,Sub-Saharan Africa,non-Schengen
2018,NER,m,47,Niger,Africa,Sub-Saharan Africa,non-Schengen
2018,NGA,f,43,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2018,NGA,m,333,Nigeria,Africa,Sub-Saharan Africa,non-Schengen
2018,NIC,f,4,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2018,NIC,m,10,Nicaragua,Americas,Latin America & Caribbean,non-Schengen
2018,NLD,f,120,Netherlands,Europe,Europe & Central Asia,Schengen
2018,NLD,m,968,Netherlands,Europe,Europe & Central Asia,Schengen
2018,NOR,f,32,Norway,Europe,Europe & Central Asia,Schengen
2018,NOR,m,110,Norway,Europe,Europe & Central Asia,Schengen
2018,NPL,f,388,Nepal,Asia,South Asia,non-Schengen
2018,NPL,m,2262,Nepal,Asia,South Asia,non-Schengen
2018,NZL,f,17,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2018,NZL,m,30,New Zealand,Oceania,East Asia & Pacific,non-Schengen
2018,PAK,f,102,Pakistan,Asia,South Asia,non-Schengen
2018,PAK,m,624,Pakistan,Asia,South Asia,non-Schengen
2018,PAN,f,5,Panama,Americas,Latin America & Caribbean,non-Schengen
2018,PAN,m,11,Panama,Americas,Latin America & Caribbean,non-Schengen
2018,PER,f,49,Peru,Americas,Latin America & Caribbean,non-Schengen
2018,PER,m,94,Peru,Americas,Latin America & Caribbean,non-Schengen
2018,PHL,f,377,Philippines,Asia,East Asia & Pacific,non-Schengen
2018,PHL,m,555,Philippines,Asia,East Asia & Pacific,non-Schengen
2018,PNG,f,0,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2018,PNG,m,1,Papua New Guinea,Oceania,East Asia & Pacific,non-Schengen
2018,PRT,f,206,Portugal,Europe,Europe & Central Asia,Schengen
2018,PRT,m,1126,Portugal,Europe,Europe & Central Asia,Schengen
2018,PRY,f,7,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2018,PRY,m,7,Paraguay,Americas,Latin America & Caribbean,non-Schengen
2018,PSE,f,5,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2018,PSE,m,124,Palestinian Territories,Asia,Middle East & North Africa,non-Schengen
2018,QAT,f,0,Qatar,Asia,Middle East & North Africa,non-Schengen
2018,QAT,m,1,Qatar,Asia,Middle East & North Africa,non-Schengen
2018,ROU,f,1790,Romania,Europe,Europe & Central Asia,non-Schengen
2018,ROU,m,2789,Romania,Europe,Europe & Central Asia,non-Schengen
2018,RUS,f,3757,Russia,Europe,Europe & Central Asia,non-Schengen
2018,RUS,m,3803,Russia,Europe,Europe & Central Asia,non-Schengen
2018,RWA,f,20,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2018,RWA,m,30,Rwanda,Africa,Sub-Saharan Africa,non-Schengen
2018,SAU,f,7,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2018,SAU,m,16,Saudi Arabia,Asia,Middle East & North Africa,non-Schengen
2018,SRB,f,138,Serbia,Europe,Europe & Central Asia,non-Schengen
2018,SRB,m,939,Serbia,Europe,Europe & Central Asia,non-Schengen
2018,SDN,f,9,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2018,SDN,m,34,Sudan,Africa,Sub-Saharan Africa,non-Schengen
2018,SEN,f,5,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2018,SEN,m,64,Senegal,Africa,Sub-Saharan Africa,non-Schengen
2018,SGP,f,6,Singapore,Asia,East Asia & Pacific,non-Schengen
2018,SGP,m,12,Singapore,Asia,East Asia & Pacific,non-Schengen
2018,SLE,f,0,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2018,SLE,m,12,Sierra Leone,Africa,Sub-Saharan Africa,non-Schengen
2018,SLV,f,6,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2018,SLV,m,15,El Salvador,Americas,Latin America & Caribbean,non-Schengen
2018,SOM,f,2,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2018,SOM,m,18,Somalia,Africa,Sub-Saharan Africa,non-Schengen
2018,STP,f,1,São Tomé & Príncipe,Africa,Sub-Saharan Africa,non-Schengen
2018,STP,m,2,São Tomé & Príncipe,Africa,Sub-Saharan Africa,non-Schengen
2018,SUR,f,10,Suriname,Americas,Latin America & Caribbean,non-Schengen
2018,SUR,m,8,Suriname,Americas,Latin America & Caribbean,non-Schengen
2018,SVK,f,556,Slovakia,Europe,Europe & Central Asia,Schengen
2018,SVK,m,855,Slovakia,Europe,Europe & Central Asia,Schengen
2018,SVN,f,48,Slovenia,Europe,Europe & Central Asia,Schengen
2018,SVN,m,138,Slovenia,Europe,Europe & Central Asia,Schengen
2018,SWE,f,134,Sweden,Europe,Europe & Central Asia,Schengen
2018,SWE,m,424,Sweden,Europe,Europe & Central Asia,Schengen
2018,SYR,f,61,Syria,Asia,Middle East & North Africa,non-Schengen
2018,SYR,m,614,Syria,Asia,Middle East & North Africa,non-Schengen
2018,TCD,f,0,Chad,Africa,Sub-Saharan Africa,non-Schengen
2018,TCD,m,2,Chad,Africa,Sub-Saharan Africa,non-Schengen
2018,TGO,f,1,Togo,Africa,Sub-Saharan Africa,non-Schengen
2018,TGO,m,15,Togo,Africa,Sub-Saharan Africa,non-Schengen
2018,THA,f,319,Thailand,Asia,East Asia & Pacific,non-Schengen
2018,THA,m,199,Thailand,Asia,East Asia & Pacific,non-Schengen
2018,TJK,f,31,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2018,TJK,m,191,Tajikistan,Asia,Europe & Central Asia,non-Schengen
2018,TKM,f,35,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2018,TKM,m,40,Turkmenistan,Asia,Europe & Central Asia,non-Schengen
2018,TTO,f,2,Trinidad & Tobago,Americas,Latin America & Caribbean,non-Schengen
2018,TTO,m,6,Trinidad & Tobago,Americas,Latin America & Caribbean,non-Schengen
2018,TUN,f,32,Tunisia,Africa,Middle East & North Africa,non-Schengen
2018,TUN,m,666,Tunisia,Africa,Middle East & North Africa,non-Schengen
2018,TUR,f,281,Turkey,Asia,Europe & Central Asia,non-Schengen
2018,TUR,m,3003,Turkey,Asia,Europe & Central Asia,non-Schengen
2018,TWN,f,53,Taiwan,Asia,East Asia & Pacific,non-Schengen
2018,TWN,m,26,Taiwan,Asia,East Asia & Pacific,non-Schengen
2018,TZA,f,8,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2018,TZA,m,30,Tanzania,Africa,Sub-Saharan Africa,non-Schengen
2018,UGA,f,11,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2018,UGA,m,22,Uganda,Africa,Sub-Saharan Africa,non-Schengen
2018,UKR,f,148441,Ukraine,Europe,Europe & Central Asia,non-Schengen
2018,UKR,m,271614,Ukraine,Europe,Europe & Central Asia,non-Schengen
2018,URY,f,16,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2018,URY,m,26,Uruguay,Americas,Latin America & Caribbean,non-Schengen
2018,USA,f,375,United States,Americas,North America,non-Schengen
2018,USA,m,1008,United States,Americas,North America,non-Schengen
2018,UZB,f,168,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2018,UZB,m,775,Uzbekistan,Asia,Europe & Central Asia,non-Schengen
2018,VAT,f,3,Vatican City,Europe,Europe & Central Asia,non-Schengen
2018,VAT,m,5,Vatican City,Europe,Europe & Central Asia,non-Schengen
2018,VEN,f,42,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2018,VEN,m,103,Venezuela,Americas,Latin America & Caribbean,non-Schengen
2018,VGB,f,1,British Virgin Islands,Americas,Latin America & Caribbean,non-Schengen
2018,VGB,m,10,British Virgin Islands,Americas,Latin America & Caribbean,non-Schengen
2018,VNM,f,3049,Vietnam,Asia,East Asia & Pacific,non-Schengen
2018,VNM,m,5067,Vietnam,Asia,East Asia & Pacific,non-Schengen
2018,XXX,f,3126,unknown,other/unknown,other/unknown,non-Schengen
2018,XXX,m,2956,unknown,other/unknown,other/unknown,non-Schengen
2018,YEM,f,2,Yemen,Asia,Middle East & North Africa,non-Schengen
2018,YEM,m,111,Yemen,Asia,Middle East & North Africa,non-Schengen
2018,ZAF,f,64,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2018,ZAF,m,107,South Africa,Africa,Sub-Saharan Africa,non-Schengen
2018,ZMB,f,11,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2018,ZMB,m,6,Zambia,Africa,Sub-Saharan Africa,non-Schengen
2018,ZWE,f,127,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2018,ZWE,m,127,Zimbabwe,Africa,Sub-Saharan Africa,non-Schengen
2019,ABW,f,0,Aruba,Americas,Latin America & Caribbean,non-Schengen
2019,ABW,m,0,Aruba,Americas,Latin America & Caribbean,non-Schengen
2019,AFG,f,269,Afghanistan,Asia,South Asia,non-Schengen
2019,AFG,m,333,Afghanistan,Asia,South Asia,non-Schengen
2019,AGO,f,15,Angola,Africa,Sub-Saharan Africa,non-Schengen
2019,AGO,m,66,Angola,Africa,Sub-Saharan Africa,non-Schengen
2019,ALB,f,64,Albania,Europe,Europe & Central Asia,non-Schengen
2019,ALB,m,209,Albania,Europe,Europe & Central Asia,non-Schengen
2019,AND,f,0,Andorra,Europe,Europe & Central Asia,non-Schengen
2019,AND,m,0,Andorra,Europe,Europe & Central Asia,non-Schengen
2019,ARE,f,0,United Arab Emirates,Asia,Middle East & North Africa,non-Schengen
2019,ARE,m,0,United Arab Emirates,Asia,Middle East & North Africa,non-Schengen
2019,ARG,f,52,Argentina,Americas,Latin America & Caribbean,non-Schengen
2019,ARG,m,166,Argentina,Americas,Latin America & Caribbean,non-Schengen
2019,ARM,f,1089,Armenia,Asia,Europe & Central Asia,non-Schengen
2019,ARM,m,1621,Armenia,Asia,Europe & Central Asia,non-Schengen
2019,ASM,f,0,American Samoa,Oceania,East Asia & Pacific,non-Schengen
2019,ASM,m,0,American Samoa,Oceania,East Asia & Pacific,non-Schengen
2019,ATF,f,0,French Southern Territories,Africa,Sub-Saharan Africa,non-Schengen
2019,ATF,m,9,French Southern Territories,Africa,Sub-Saharan Africa,non-Schengen
2019,AUS,f,44,Australia,Oceania,East Asia & Pacific,non-Schengen
2019,AUS,m,130,Australia,Oceania,East Asia & Pacific,non-Schengen
2019,AUT,f,143,Austria,Europe,Europe & Central Asia,Schengen
2019,AUT,m,338,Austria,Europe,Europe & Central Asia,Schengen
2019,AZE,f,219,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2019,AZE,m,983,Azerbaijan,Asia,Europe & Central Asia,non-Schengen
2019,BDI,f,0,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2019,BDI,m,0,Burundi,Africa,Sub-Saharan Africa,non-Schengen
2019,BEL,f,84,Belgium,Europe,Europe & Central Asia,Schengen
2019,BEL,m,499,Belgium,Europe,Europe & Central Asia,Schengen
2019,BEN,f,0,Benin,Africa,Sub-Saharan Africa,non-Schengen
2019,BEN,m,0,Benin,Africa,Sub-Saharan Africa,non-Schengen
2019,BFA,f,0,Burkina Faso,Africa,Sub-Saharan Africa,non-Schengen
2019,BFA,m,0,Burkina Faso,Africa,Sub-Saharan Africa,non-Schengen
2019,BGD,f,47,Bangladesh,Asia,South Asia,non-Schengen
2019,BGD,m,1607,Bangladesh,Asia,South Asia,non-Schengen
2019,BGR,f,1091,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2019,BGR,m,1635,Bulgaria,Europe,Europe & Central Asia,non-Schengen
2019,BIH,f,23,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2019,BIH,m,110,Bosnia & Herzegovina,Europe,Europe & Central Asia,non-Schengen
2019,BLR,f,11023,Belarus,Europe,Europe & Central Asia,non-Schengen
2019,BLR,m,31639,Belarus,Europe,Europe & Central Asia,non-Schengen
2019,BOL,f,3,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2019,BOL,m,17,Bolivia,Americas,Latin America & Caribbean,non-Schengen
2019,BRA,f,248,Brazil,Americas,Latin America & Caribbean,non-Schengen
2019,BRA,m,823,Brazil,Americas,Latin America & Caribbean,non-Schengen
2019,BRB,f,6,Barbados,Americas,Latin America & Caribbean,non-Schengen
2019,BRB,m,0,Barbados,Americas,Latin America & Caribbean,non-Schengen
2019,BWA,f,0,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2019,BWA,m,0,Botswana,Africa,Sub-Saharan Africa,non-Schengen
2019,CAF,f,0,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2019,CAF,m,0,Central African Republic,Africa,Sub-Saharan Africa,non-Schengen
2019,CAN,f,66,Canada,Americas,North America,non-Schengen
2019,CAN,m,210,Canada,Americas,North America,non-Schengen
2019,CHE,f,18,Switzerland,Europe,Europe & Central Asia,Schengen
2019,CHE,m,99,Switzerland,Europe,Europe & Central Asia,Schengen
2019,CHL,f,7,Chile,Americas,Latin America & Caribbean,non-Schengen
2019,CHL,m,71,Chile,Americas,Latin America & Caribbean,non-Schengen
2019,CHN,f,1807,China,Asia,East Asia & Pacific,non-Schengen
2019,CHN,m,2614,China,Asia,East Asia & Pacific,non-Schengen
2019,CIV,f,9,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2019,CIV,m,18,Côte d’Ivoire,Africa,Sub-Saharan Africa,non-Schengen
2019,CMR,f,39,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2019,CMR,m,152,Cameroon,Africa,Sub-Saharan Africa,non-Schengen
2019,COG,f,32,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2019,COG,m,142,Congo - Brazzaville,Africa,Sub-Saharan Africa,non-Schengen
2019,COL,f,73,Colombia,Americas,Latin America & Caribbean,non-Schengen
2019,COL,m,208,Colombia,Americas,Latin America & Caribbean,non-Schengen
2019,CPV,f,0,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2019,CPV,m,0,Cape Verde,Africa,Sub-Saharan Africa,non-Schengen
2019,CRI,f,9,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2019,CRI,m,34,Costa Rica,Americas,Latin America & Caribbean,non-Schengen
2019,CUB,f,32,Cuba,Americas,Latin America & Caribbean,non-Schengen
2019,CUB,m,130,Cuba,Americas,Latin America & Caribbean,non-Schengen
2019,CYP,f,3,Cyprus,Asia,Europe & Central Asia,non-Schengen
2019,CYP,m,31,Cyprus,Asia,Europe & Central Asia,non-Schengen
2019,CZE,f,557,Czechia,Europe,Europe & Central Asia,Schengen
2019,CZE,m,952,Czechia,Europe,Europe & Central Asia,Schengen
2019,DEU,f,810,Germany,Europe,Europe & Central Asia,Schengen
2019,DEU,m,2761,Germany,Europe,Europe & Central Asia,Schengen
2019,DNK,f,44,Denmark,Europe,Europe & Central Asia,Schengen
2019,DNK,m,377,Denmark,Europe,Europe & Central Asia,Schengen
2019,DOM,f,6,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2019,DOM,m,18,Dominican Republic,Americas,Latin America & Caribbean,non-Schengen
2019,DZA,f,23,Algeria,Africa,Middle East & North Africa,non-Schengen
2019,DZA,m,531,Algeria,Africa,Middle East & North Africa,non-Schengen
2019,ECU,f,11,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2019,ECU,m,38,Ecuador,Americas,Latin America & Caribbean,non-Schengen
2019,EGY,f,49,Egypt,Africa,Middle East & North Africa,non-Schengen
2019,EGY,m,1018,Egypt,Africa,Middle East & North Africa,non-Schengen
2019,ERI,f,0,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2019,ERI,m,0,Eritrea,Africa,Sub-Saharan Africa,non-Schengen
2019,ESP,f,449,Spain,Europe,Europe & Central Asia,Schengen
2019,ESP,m,2011,Spain,Europe,Europe & Central Asia,Schengen
2019,EST,f,60,Estonia,Europe,Europe & Central Asia,Schengen
2019,EST,m,87,Estonia,Europe,Europe & Central Asia,Schengen
2019,ETH,f,36,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2019,ETH,m,110,Ethiopia,Africa,Sub-Saharan Africa,non-Schengen
2019,FIN,f,102,Finland,Europe,Europe & Central Asia,Schengen
2019,FIN,m,263,Finland,Europe,Europe & Central Asia,Schengen
2019,FRA,f,441,France,Europe,Europe & Central Asia,Schengen
2019,FRA,m,2319,France,Europe,Europe & Central Asia,Schengen
2019,GAB,f,4,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2019,GAB,m,0,Gabon,Africa,Sub-Saharan Africa,non-Schengen
2019,GBR,f,373,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2019,GBR,m,2265,United Kingdom,Europe,Europe & Central Asia,non-Schengen
2019,GEO,f,1837,Georgia,Asia,Europe & Central Asia,non-Schengen
2019,GEO,m,8713,Georgia,Asia,Europe & Central Asia,non-Schengen
2019,GHA,f,6,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2019,GHA,m,68,Ghana,Africa,Sub-Saharan Africa,non-Schengen
2019,GIN,f,3,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2019,GIN,m,29,Guinea,Africa,Sub-Saharan Africa,non-Schengen
2019,GMB,f,0,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2019,GMB,m,16,Gambia,Africa,Sub-Saharan Africa,non-Schengen
2019,GRC,f,182,Greece,Europe,Europe & Central Asia,Schengen
2019,GRC,m,659,Greece,Europe,Europe & Central Asia,Schengen
2019,GRD,f,0,Grenada,Americas,Latin America & Caribbean,non-Schengen
2019,GRD,m,0,Grenada,Americas,Latin America & Caribbean,non-Schengen
2019,GTM,f,0,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2019,GTM,m,21,Guatemala,Americas,Latin America & Caribbean,non-Schengen
2019,GUY,f,0,Guyana,Americas,Latin America & Caribbean,non-Schengen
2019,GUY,m,4,Guyana,Americas,Latin America & Caribbean,non-Schengen
2019,HND,f,0,Honduras,Americas,Latin America & Caribbean,non-Schengen
2019,HND,m,6,Honduras,Americas,Latin America & Caribbean,non-Schengen
2019,HRV,f,103,Croatia,Europe,Europe & Central Asia,non-Schengen
2019,HRV,m,323,Croatia,Europe,Europe & Central Asia,non-Schengen
2019,HTI,f,0,Haiti,Americas,Latin America & Caribbean,non-Schengen
2019,HTI,m,3,Haiti,Americas,Latin America & Caribbean,non-Schengen
2019,HUN,f,414,Hungary,Europe,Europe & Central Asia,Schengen
2019,HUN,m,805,Hungary,Europe,Europe & Central Asia,Schengen
2019,IDN,f,239,Indonesia,Asia,East Asia & Pacific,non-Schengen
2019,IDN,m,415,Indonesia,Asia,East Asia & Pacific,non-Schengen
2019,IND,f,1036,India,Asia,South Asia,non-Schengen
2019,IND,m,6142,India,Asia,South Asia,non-Schengen
2019,IOT,f,0,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2019,IOT,m,0,British Indian Ocean Territory,Africa,Sub-Saharan Africa,non-Schengen
2019,IRL,f,46,Ireland,Europe,Europe & Central Asia,non-Schengen
2019,IRL,m,400,Ireland,Europe,Europe & Central Asia,non-Schengen
2019,IRN,f,88,Iran,Asia,Middle East & North Africa,non-Schengen
2019,IRN,m,268,Iran,Asia,Middle East & North Africa,non-Schengen
2019,IRQ,f,27,Iraq,Asia,Middle East & North Africa,non-Schengen
2019,IRQ,m,330,Iraq,Asia,Middle East & North Africa,non-Schengen
2019,ISL,f,0,Iceland,Europe,Europe & Central Asia,Schengen
2019,ISL,m,6,Iceland,Europe,Europe & Central Asia,Schengen
2019,ISR,f,40,Israel,Asia,Middle East & North Africa,non-Schengen
2019,ISR,m,198,Israel,Asia,Middle East & North Africa,non-Schengen
2019,ITA,f,661,Italy,Europe,Europe & Central Asia,Schengen
2019,ITA,m,4052,Italy,Europe,Europe & Central Asia,Schengen
2019,JAM,f,3,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2019,JAM,m,8,Jamaica,Americas,Latin America & Caribbean,non-Schengen
2019,JOR,f,10,Jordan,Asia,Middle East & North Africa,non-Schengen
