year,country,country_code,sex,pesel,continent,wbd_region7,schengen
2022,Bolivia,BOL,m,1,Americas,Latin America & Caribbean,non-Schengen
2022,Rwanda,RWA,f,59,Africa,Sub-Saharan Africa,non-Schengen
2022,South Korea,KOR,m,7,Asia,East Asia & Pacific,non-Schengen
2022,Mexico,MEX,f,31,Americas,Latin America & Caribbean,non-Schengen
2022,Spain,ESP,f,2,Europe,Europe & Central Asia,Schengen
2022,Montenegro,MNE,m,1,Europe,Europe & Central Asia,non-Schengen
2022,Kazakhstan,KAZ,f,35,Asia,Europe & Central Asia,non-Schengen
2022,Canada,CAN,f,11,Americas,North America,non-Schengen
2022,Canada,CAN,m,33,Americas,North America,non-Schengen
2022,Cameroon,CMR,f,2,Africa,Sub-Saharan Africa,non-Schengen
2022,Taiwan,TWN,f,28,Asia,East Asia & Pacific,non-Schengen
2022,Estonia,EST,f,5,Europe,Europe & Central Asia,Schengen
2022,Nigeria,NGA,m,42,Africa,Sub-Saharan Africa,non-Schengen
2022,Uzbekistan,UZB,f,24,Asia,Europe & Central Asia,non-Schengen
2022,Greece,GRC,f,12,Europe,Europe & Central Asia,Schengen
2022,Taiwan,TWN,m,41,Asia,East Asia & Pacific,non-Schengen
2022,Canada,CAN,f,26,Americas,North America,non-Schengen
2022,Portugal,PRT,m,36,Europe,Europe & Central Asia,Schengen
2022,Yemen,YEM,f,3,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Mexico,MEX,m,22,Americas,Latin America & Caribbean,non-Schengen
2022,Taiwan,TWN,m,28,Asia,East Asia & Pacific,non-Schengen
2022,Slovakia,SVK,m,7,Europe,Europe & Central Asia,Schengen
2022,China,CHN,f,22,Asia,East Asia & Pacific,non-Schengen
2022,Kazakhstan,KAZ,f,16,Asia,Europe & Central Asia,non-Schengen
2022,Ukraine,UKR,f,15,Europe,Europe & Central Asia,non-Schengen
2022,unknown,UNKNOWN,f,8,other/unknown,other/unknown,non-Schengen
2022,Spain,ESP,f,37,Europe,Europe & Central Asia,Schengen
2022,Afghanistan,AFG,m,29,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Pakistan,PAK,m,50,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,United States,USA,f,88,Americas,North America,non-Schengen
2022,Uzbekistan,UZB,f,6,Asia,Europe & Central Asia,non-Schengen
2022,Greece,GRC,f,7,Europe,Europe & Central Asia,Schengen
2022,Egypt,EGY,m,1,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Bosnia & Herzegovina,BIH,m,24,Europe,Europe & Central Asia,non-Schengen
2022,Canada,CAN,f,14,Americas,North America,non-Schengen
2022,unknown,UNKNOWN,m,63,other/unknown,other/unknown,non-Schengen
2022,Finland,FIN,m,33,Europe,Europe & Central Asia,Schengen
2022,Estonia,EST,f,1,Europe,Europe & Central Asia,Schengen
2022,Netherlands,NLD,f,3,Europe,Europe & Central Asia,Schengen
2022,Albania,ALB,m,58,Europe,Europe & Central Asia,non-Schengen
2022,Libya,LBY,m,8,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Guinea,GIN,m,4,Africa,Sub-Saharan Africa,non-Schengen
2022,Lebanon,LBN,m,16,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Morocco,MAR,m,27,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Congo - Kinshasa,COD,m,8,Africa,Sub-Saharan Africa,non-Schengen
2022,Turkey,TUR,f,89,Asia,Europe & Central Asia,non-Schengen
2022,Hungary,HUN,f,5,Europe,Europe & Central Asia,Schengen
2022,Taiwan,TWN,m,6,Asia,East Asia & Pacific,non-Schengen
2022,Kazakhstan,KAZ,f,14,Asia,Europe & Central Asia,non-Schengen
2022,Peru,PER,m,3,Americas,Latin America & Caribbean,non-Schengen
2022,Czechia,CZE,f,25,Europe,Europe & Central Asia,Schengen
2022,Peru,PER,m,13,Americas,Latin America & Caribbean,non-Schengen
2022,Belgium,BEL,f,13,Europe,Europe & Central Asia,Schengen
2022,Switzerland,CHE,m,17,Europe,Europe & Central Asia,Schengen
2022,Netherlands,NLD,m,87,Europe,Europe & Central Asia,Schengen
2022,Syria,SYR,f,10,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Niger,NER,m,3,Africa,Sub-Saharan Africa,non-Schengen
2022,Kyrgyzstan,KGZ,f,22,Asia,Europe & Central Asia,non-Schengen
2022,Turkey,TUR,m,80,Asia,Europe & Central Asia,non-Schengen
2022,Mozambique,MOZ,f,3,Africa,Sub-Saharan Africa,non-Schengen
2022,Syria,SYR,f,10,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Norway,NOR,m,14,Europe,Europe & Central Asia,Schengen
2022,Bosnia & Herzegovina,BIH,f,5,Europe,Europe & Central Asia,non-Schengen
2022,Finland,FIN,f,19,Europe,Europe & Central Asia,Schengen
2022,Japan,JPN,m,40,Asia,East Asia & Pacific,non-Schengen
2022,United Kingdom,GBR,f,11,Europe,Europe & Central Asia,non-Schengen
2022,Canada,CAN,m,51,Americas,North America,non-Schengen
2022,Armenia,ARM,f,12,Asia,Europe & Central Asia,non-Schengen
2022,Congo - Kinshasa,COD,f,1,Africa,Sub-Saharan Africa,non-Schengen
2022,Nigeria,NGA,m,149,Africa,Sub-Saharan Africa,non-Schengen
2022,Colombia,COL,m,64,Americas,Latin America & Caribbean,non-Schengen
2022,Egypt,EGY,m,26,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Belarus,BLR,f,21,Europe,Europe & Central Asia,non-Schengen
2022,Kyrgyzstan,KGZ,m,39,Asia,Europe & Central Asia,non-Schengen
2022,Ukraine,UKR,m,10,Europe,Europe & Central Asia,non-Schengen
2022,Russia,RUS,m,66,Europe,Europe & Central Asia,non-Schengen
2022,India,IND,m,126,Asia,South Asia,non-Schengen
2022,Ghana,GHA,f,8,Africa,Sub-Saharan Africa,non-Schengen
2022,Ecuador,ECU,f,2,Americas,Latin America & Caribbean,non-Schengen
2022,Turkmenistan,TKM,f,26,Asia,Europe & Central Asia,non-Schengen
2022,Iran,IRN,m,9,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,unknown,UNKNOWN,f,107,other/unknown,other/unknown,non-Schengen
2022,Gambia,GMB,m,5,Africa,Sub-Saharan Africa,non-Schengen
2022,Netherlands,NLD,m,80,Europe,Europe & Central Asia,Schengen
2022,United States,USA,m,47,Americas,North America,non-Schengen
2022,Brazil,BRA,m,30,Americas,Latin America & Caribbean,non-Schengen
2022,Albania,ALB,m,40,Europe,Europe & Central Asia,non-Schengen
2022,Canada,CAN,m,24,Americas,North America,non-Schengen
2022,Thailand,THA,m,22,Asia,East Asia & Pacific,non-Schengen
2022,unknown,UNKNOWN,f,207,other/unknown,other/unknown,non-Schengen
2022,Kyrgyzstan,KGZ,m,67,Asia,Europe & Central Asia,non-Schengen
2022,Morocco,MAR,f,31,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Netherlands,NLD,m,19,Europe,Europe & Central Asia,Schengen
2022,Russia,RUS,m,107,Europe,Europe & Central Asia,non-Schengen
2022,Sri Lanka,LKA,m,13,Asia,South Asia,non-Schengen
2022,Nepal,NPL,f,2,Asia,South Asia,non-Schengen
2022,Canada,CAN,m,32,Americas,North America,non-Schengen
2022,Nigeria,NGA,m,40,Africa,Sub-Saharan Africa,non-Schengen
2022,Algeria,DZA,m,46,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Latvia,LVA,f,16,Europe,Europe & Central Asia,Schengen
2022,Cameroon,CMR,m,18,Africa,Sub-Saharan Africa,non-Schengen
2022,South Africa,ZAF,f,12,Africa,Sub-Saharan Africa,non-Schengen
2022,Lithuania,LTU,f,44,Europe,Europe & Central Asia,Schengen
2022,Syria,SYR,f,5,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Jordan,JOR,m,16,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Uzbekistan,UZB,f,35,Asia,Europe & Central Asia,non-Schengen
2022,Guatemala,GTM,m,18,Americas,Latin America & Caribbean,non-Schengen
2022,Congo - Brazzaville,COG,f,1,Africa,Sub-Saharan Africa,non-Schengen
2022,Algeria,DZA,m,23,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Kazakhstan,KAZ,f,5,Asia,Europe & Central Asia,non-Schengen
2022,Congo - Brazzaville,COG,f,6,Africa,Sub-Saharan Africa,non-Schengen
2022,Portugal,PRT,f,33,Europe,Europe & Central Asia,Schengen
2022,United Kingdom,GBR,f,40,Europe,Europe & Central Asia,non-Schengen
2022,Iran,IRN,m,63,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Switzerland,CHE,f,3,Europe,Europe & Central Asia,Schengen
2022,Cambodia,KHM,m,3,Asia,East Asia & Pacific,non-Schengen
2022,Armenia,ARM,m,155,Asia,Europe & Central Asia,non-Schengen
2022,United Kingdom,GBR,m,133,Europe,Europe & Central Asia,non-Schengen
2022,Turkey,TUR,m,39,Asia,Europe & Central Asia,non-Schengen
2022,Slovakia,SVK,m,9,Europe,Europe & Central Asia,Schengen
2022,Cameroon,CMR,f,5,Africa,Sub-Saharan Africa,non-Schengen
2022,Czechia,CZE,m,91,Europe,Europe & Central Asia,Schengen
2022,Indonesia,IDN,f,5,Asia,East Asia & Pacific,non-Schengen
2022,Indonesia,IDN,f,61,Asia,East Asia & Pacific,non-Schengen
2022,United Kingdom,GBR,f,29,Europe,Europe & Central Asia,non-Schengen
2022,Lithuania,LTU,m,8,Europe,Europe & Central Asia,Schengen
2022,Venezuela,VEN,f,4,Americas,Latin America & Caribbean,non-Schengen
2022,Lebanon,LBN,f,1,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Netherlands,NLD,f,34,Europe,Europe & Central Asia,Schengen
2022,Sweden,SWE,f,31,Europe,Europe & Central Asia,Schengen
2022,Italy,ITA,f,34,Europe,Europe & Central Asia,Schengen
2022,Canada,CAN,m,24,Americas,North America,non-Schengen
2022,Brazil,BRA,m,43,Americas,Latin America & Caribbean,non-Schengen
2022,Spain,ESP,m,25,Europe,Europe & Central Asia,Schengen
2022,Mexico,MEX,f,5,Americas,Latin America & Caribbean,non-Schengen
2022,Sweden,SWE,f,67,Europe,Europe & Central Asia,Schengen
2022,Angola,AGO,m,10,Africa,Sub-Saharan Africa,non-Schengen
2022,Uzbekistan,UZB,f,32,Asia,Europe & Central Asia,non-Schengen
2022,Albania,ALB,m,37,Europe,Europe & Central Asia,non-Schengen
2022,India,IND,m,73,Asia,South Asia,non-Schengen
2022,Croatia,HRV,m,17,Europe,Europe & Central Asia,non-Schengen
2022,South Korea,KOR,f,61,Asia,East Asia & Pacific,non-Schengen
2022,Kazakhstan,KAZ,m,9,Asia,Europe & Central Asia,non-Schengen
2022,Lebanon,LBN,f,19,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,unknown,UNKNOWN,m,14,other/unknown,other/unknown,non-Schengen
2022,Malaysia,MYS,f,1,Asia,East Asia & Pacific,non-Schengen
2022,Spain,ESP,f,11,Europe,Europe & Central Asia,Schengen
2022,Canada,CAN,m,33,Americas,North America,non-Schengen
2022,South Korea,KOR,m,10,Asia,East Asia & Pacific,non-Schengen
2022,Kenya,KEN,f,32,Africa,Sub-Saharan Africa,non-Schengen
2022,Jordan,JOR,m,13,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,United Kingdom,GBR,m,78,Europe,Europe & Central Asia,non-Schengen
2022,Croatia,HRV,m,1,Europe,Europe & Central Asia,non-Schengen
2022,China,CHN,m,130,Asia,East Asia & Pacific,non-Schengen
2022,Tunisia,TUN,m,22,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Australia,AUS,m,17,Oceania,East Asia & Pacific,non-Schengen
2022,Lebanon,LBN,m,9,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Italy,ITA,m,74,Europe,Europe & Central Asia,Schengen
2022,unknown,UNKNOWN,m,5,other/unknown,other/unknown,non-Schengen
2022,India,IND,m,63,Asia,South Asia,non-Schengen
2022,Greece,GRC,f,12,Europe,Europe & Central Asia,Schengen
2022,Kazakhstan,KAZ,f,104,Asia,Europe & Central Asia,non-Schengen
2022,Latvia,LVA,f,16,Europe,Europe & Central Asia,Schengen
2022,Turkmenistan,TKM,f,17,Asia,Europe & Central Asia,non-Schengen
2022,Netherlands,NLD,m,95,Europe,Europe & Central Asia,Schengen
2022,Italy,ITA,f,40,Europe,Europe & Central Asia,Schengen
2022,China,CHN,f,41,Asia,East Asia & Pacific,non-Schengen
2022,Serbia,SRB,m,52,Europe,Europe & Central Asia,non-Schengen
2022,Taiwan,TWN,m,20,Asia,East Asia & Pacific,non-Schengen
2022,Iraq,IRQ,m,41,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,KOSOVO,KOSOVO,f,4,Europe,Europe & Central Asia,non-Schengen
2022,Serbia,SRB,f,21,Europe,Europe & Central Asia,non-Schengen
2022,North Macedonia,MKD,m,10,Europe,Europe & Central Asia,non-Schengen
2022,Mexico,MEX,m,37,Americas,Latin America & Caribbean,non-Schengen
2022,Croatia,HRV,m,28,Europe,Europe & Central Asia,non-Schengen
2022,Syria,SYR,m,30,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Austria,AUT,m,34,Europe,Europe & Central Asia,Schengen
2022,United States,USA,f,88,Americas,North America,non-Schengen
2022,Nepal,NPL,f,11,Asia,South Asia,non-Schengen
2022,Ireland,IRL,m,23,Europe,Europe & Central Asia,non-Schengen
2022,Armenia,ARM,m,38,Asia,Europe & Central Asia,non-Schengen
2022,Belarus,BLR,f,26,Europe,Europe & Central Asia,non-Schengen
2022,France,FRA,m,70,Europe,Europe & Central Asia,Schengen
2022,Armenia,ARM,f,54,Asia,Europe & Central Asia,non-Schengen
2022,Australia,AUS,f,5,Oceania,East Asia & Pacific,non-Schengen
2022,Japan,JPN,m,34,Asia,East Asia & Pacific,non-Schengen
2022,France,FRA,f,57,Europe,Europe & Central Asia,Schengen
2022,South Korea,KOR,f,1,Asia,East Asia & Pacific,non-Schengen
2022,Netherlands,NLD,f,40,Europe,Europe & Central Asia,Schengen
2022,Egypt,EGY,f,17,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,France,FRA,f,64,Europe,Europe & Central Asia,Schengen
2022,Indonesia,IDN,f,51,Asia,East Asia & Pacific,non-Schengen
2022,Saudi Arabia,SAU,m,5,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Malaysia,MYS,f,31,Asia,East Asia & Pacific,non-Schengen
2022,Switzerland,CHE,m,6,Europe,Europe & Central Asia,Schengen
2022,Syria,SYR,m,21,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Netherlands,NLD,f,11,Europe,Europe & Central Asia,Schengen
2022,Belgium,BEL,f,10,Europe,Europe & Central Asia,Schengen
2022,Croatia,HRV,m,14,Europe,Europe & Central Asia,non-Schengen
2022,Cameroon,CMR,m,22,Africa,Sub-Saharan Africa,non-Schengen
2022,Australia,AUS,m,31,Oceania,East Asia & Pacific,non-Schengen
2022,Belgium,BEL,f,11,Europe,Europe & Central Asia,Schengen
2022,Iran,IRN,m,28,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Finland,FIN,f,22,Europe,Europe & Central Asia,Schengen
2022,Mexico,MEX,f,30,Americas,Latin America & Caribbean,non-Schengen
2022,Portugal,PRT,f,31,Europe,Europe & Central Asia,Schengen
2022,Ireland,IRL,m,30,Europe,Europe & Central Asia,non-Schengen
2022,India,IND,f,21,Asia,South Asia,non-Schengen
2022,Lithuania,LTU,f,29,Europe,Europe & Central Asia,Schengen
2022,Congo - Brazzaville,COG,m,4,Africa,Sub-Saharan Africa,non-Schengen
2022,Iraq,IRQ,m,37,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Serbia,SRB,f,11,Europe,Europe & Central Asia,non-Schengen
2022,Bulgaria,BGR,m,44,Europe,Europe & Central Asia,non-Schengen
2022,Libya,LBY,m,12,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Bosnia & Herzegovina,BIH,m,18,Europe,Europe & Central Asia,non-Schengen
2022,Bulgaria,BGR,f,71,Europe,Europe & Central Asia,non-Schengen
2022,Belgium,BEL,f,15,Europe,Europe & Central Asia,Schengen
2022,France,FRA,m,13,Europe,Europe & Central Asia,Schengen
2022,Turkmenistan,TKM,m,64,Asia,Europe & Central Asia,non-Schengen
2022,South Korea,KOR,m,170,Asia,East Asia & Pacific,non-Schengen
2022,Bulgaria,BGR,m,68,Europe,Europe & Central Asia,non-Schengen
2022,unknown,UNKNOWN,m,91,other/unknown,other/unknown,non-Schengen
2022,Rwanda,RWA,m,11,Africa,Sub-Saharan Africa,non-Schengen
2022,Greece,GRC,f,2,Europe,Europe & Central Asia,Schengen
2022,Lebanon,LBN,m,42,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,United Kingdom,GBR,m,14,Europe,Europe & Central Asia,non-Schengen
2022,Egypt,EGY,f,4,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Slovakia,SVK,m,44,Europe,Europe & Central Asia,Schengen
2022,Slovakia,SVK,m,6,Europe,Europe & Central Asia,Schengen
2022,Finland,FIN,m,11,Europe,Europe & Central Asia,Schengen
2022,Ireland,IRL,m,14,Europe,Europe & Central Asia,non-Schengen
2022,Sweden,SWE,f,27,Europe,Europe & Central Asia,Schengen
2022,Kazakhstan,KAZ,m,44,Asia,Europe & Central Asia,non-Schengen
2022,United Kingdom,GBR,f,62,Europe,Europe & Central Asia,non-Schengen
2022,Israel,ISR,m,13,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Japan,JPN,m,20,Asia,East Asia & Pacific,non-Schengen
2022,Sweden,SWE,m,69,Europe,Europe & Central Asia,Schengen
2022,Greece,GRC,m,30,Europe,Europe & Central Asia,Schengen
2022,South Korea,KOR,f,29,Asia,East Asia & Pacific,non-Schengen
2022,Angola,AGO,m,5,Africa,Sub-Saharan Africa,non-Schengen
2022,Thailand,THA,m,31,Asia,East Asia & Pacific,non-Schengen
2022,Singapore,SGP,f,1,Asia,East Asia & Pacific,non-Schengen
2022,Finland,FIN,m,12,Europe,Europe & Central Asia,Schengen
2022,United Kingdom,GBR,m,2,Europe,Europe & Central Asia,non-Schengen
2022,Kyrgyzstan,KGZ,m,69,Asia,Europe & Central Asia,non-Schengen
2022,Italy,ITA,f,23,Europe,Europe & Central Asia,Schengen
2022,Japan,JPN,m,5,Asia,East Asia & Pacific,non-Schengen
2022,Iran,IRN,f,31,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Uganda,UGA,f,12,Africa,Sub-Saharan Africa,non-Schengen
2022,Serbia,SRB,f,16,Europe,Europe & Central Asia,non-Schengen
2022,Libya,LBY,f,2,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Latvia,LVA,m,22,Europe,Europe & Central Asia,Schengen
2022,Greece,GRC,m,39,Europe,Europe & Central Asia,Schengen
2022,Norway,NOR,m,14,Europe,Europe & Central Asia,Schengen
2022,Mongolia,MNG,f,12,Asia,East Asia & Pacific,non-Schengen
2022,Iran,IRN,m,56,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Lithuania,LTU,m,26,Europe,Europe & Central Asia,Schengen
2022,United Kingdom,GBR,f,35,Europe,Europe & Central Asia,non-Schengen
2022,United Kingdom,GBR,f,44,Europe,Europe & Central Asia,non-Schengen
2022,Lebanon,LBN,m,28,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Ghana,GHA,m,1,Africa,Sub-Saharan Africa,non-Schengen
2022,Belgium,BEL,m,50,Europe,Europe & Central Asia,Schengen
2022,France,FRA,m,17,Europe,Europe & Central Asia,Schengen
2022,Denmark,DNK,m,43,Europe,Europe & Central Asia,Schengen
2022,Brazil,BRA,m,22,Americas,Latin America & Caribbean,non-Schengen
2022,Denmark,DNK,f,5,Europe,Europe & Central Asia,Schengen
2022,Bangladesh,BGD,m,6,Asia,South Asia,non-Schengen
2022,Pakistan,PAK,f,25,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Nepal,NPL,f,8,Asia,South Asia,non-Schengen
2022,Kyrgyzstan,KGZ,f,25,Asia,Europe & Central Asia,non-Schengen
2022,Colombia,COL,m,1,Americas,Latin America & Caribbean,non-Schengen
2022,Canada,CAN,m,11,Americas,North America,non-Schengen
2022,Venezuela,VEN,m,12,Americas,Latin America & Caribbean,non-Schengen
2022,France,FRA,f,8,Europe,Europe & Central Asia,Schengen
2022,Australia,AUS,f,8,Oceania,East Asia & Pacific,non-Schengen
2022,Sweden,SWE,f,37,Europe,Europe & Central Asia,Schengen
2022,Kazakhstan,KAZ,m,123,Asia,Europe & Central Asia,non-Schengen
2022,Mali,MLI,f,1,Africa,Sub-Saharan Africa,non-Schengen
2022,Israel,ISR,m,25,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Kyrgyzstan,KGZ,f,15,Asia,Europe & Central Asia,non-Schengen
2022,Algeria,DZA,m,32,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,France,FRA,f,7,Europe,Europe & Central Asia,Schengen
2022,Latvia,LVA,f,10,Europe,Europe & Central Asia,Schengen
2022,Pakistan,PAK,m,34,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Canada,CAN,f,22,Americas,North America,non-Schengen
2022,France,FRA,f,72,Europe,Europe & Central Asia,Schengen
2022,Tunisia,TUN,m,68,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Tunisia,TUN,f,19,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,South Korea,KOR,f,30,Asia,East Asia & Pacific,non-Schengen
2022,Italy,ITA,m,228,Europe,Europe & Central Asia,Schengen
2022,France,FRA,f,65,Europe,Europe & Central Asia,Schengen
2022,Mongolia,MNG,m,38,Asia,East Asia & Pacific,non-Schengen
2022,Israel,ISR,f,12,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Nigeria,NGA,f,27,Africa,Sub-Saharan Africa,non-Schengen
2022,Azerbaijan,AZE,m,14,Asia,Europe & Central Asia,non-Schengen
2022,Malaysia,MYS,m,23,Asia,East Asia & Pacific,non-Schengen
2022,Slovakia,SVK,f,23,Europe,Europe & Central Asia,Schengen
2022,unknown,UNKNOWN,f,35,other/unknown,other/unknown,non-Schengen
2022,Mongolia,MNG,m,5,Asia,East Asia & Pacific,non-Schengen
2022,Slovakia,SVK,m,36,Europe,Europe & Central Asia,Schengen
2022,Japan,JPN,f,7,Asia,East Asia & Pacific,non-Schengen
2022,United States,USA,f,31,Americas,North America,non-Schengen
2022,Taiwan,TWN,m,5,Asia,East Asia & Pacific,non-Schengen
2022,Israel,ISR,m,16,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Greece,GRC,m,48,Europe,Europe & Central Asia,Schengen
2022,Tunisia,TUN,f,17,Africa,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Norway,NOR,f,19,Europe,Europe & Central Asia,Schengen
2022,Argentina,ARG,m,18,Americas,Latin America & Caribbean,non-Schengen
2022,Mongolia,MNG,m,31,Asia,East Asia & Pacific,non-Schengen
2022,Vatican City,VAT,m,1,Europe,Europe & Central Asia,non-Schengen
2022,Sweden,SWE,m,69,Europe,Europe & Central Asia,Schengen
2022,United Kingdom,GBR,m,27,Europe,Europe & Central Asia,non-Schengen
2022,Bosnia & Herzegovina,BIH,m,17,Europe,Europe & Central Asia,non-Schengen
2022,Bulgaria,BGR,f,10,Europe,Europe & Central Asia,non-Schengen
2022,Austria,AUT,m,67,Europe,Europe & Central Asia,Schengen
2022,Kazakhstan,KAZ,f,48,Asia,Europe & Central Asia,non-Schengen
2022,Iraq,IRQ,m,43,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,United Kingdom,GBR,f,27,Europe,Europe & Central Asia,non-Schengen
2022,unknown,UNKNOWN,f,41,other/unknown,other/unknown,non-Schengen
2022,Kazakhstan,KAZ,f,92,Asia,Europe & Central Asia,non-Schengen
2022,Nigeria,NGA,m,67,Africa,Sub-Saharan Africa,non-Schengen
2022,Venezuela,VEN,m,14,Americas,Latin America & Caribbean,non-Schengen
2022,Mexico,MEX,m,50,Americas,Latin America & Caribbean,non-Schengen
2022,Slovakia,SVK,m,96,Europe,Europe & Central Asia,Schengen
2022,Taiwan,TWN,m,14,Asia,East Asia & Pacific,non-Schengen
2022,Belgium,BEL,m,35,Europe,Europe & Central Asia,Schengen
2022,United Kingdom,GBR,m,60,Europe,Europe & Central Asia,non-Schengen
2022,Tajikistan,TJK,f,17,Asia,Europe & Central Asia,non-Schengen
2022,Russia,RUS,m,9,Europe,Europe & Central Asia,non-Schengen
2022,Turkmenistan,TKM,f,13,Asia,Europe & Central Asia,non-Schengen
2022,Colombia,COL,f,43,Americas,Latin America & Caribbean,non-Schengen
2022,Latvia,LVA,m,83,Europe,Europe & Central Asia,Schengen
2022,Panama,PAN,f,3,Americas,Latin America & Caribbean,non-Schengen
2022,unknown,UNKNOWN,f,17,other/unknown,other/unknown,non-Schengen
2022,Italy,ITA,f,83,Europe,Europe & Central Asia,Schengen
2022,Slovakia,SVK,f,14,Europe,Europe & Central Asia,Schengen
2022,China,CHN,f,129,Asia,East Asia & Pacific,non-Schengen
2022,Cyprus,CYP,m,5,Asia,Europe & Central Asia,non-Schengen
2022,Portugal,PRT,f,21,Europe,Europe & Central Asia,Schengen
2022,Croatia,HRV,f,2,Europe,Europe & Central Asia,non-Schengen
2022,Rwanda,RWA,m,38,Africa,Sub-Saharan Africa,non-Schengen
2022,India,IND,m,16,Asia,South Asia,non-Schengen
2022,Vatican City,VAT,m,2,Europe,Europe & Central Asia,non-Schengen
2022,Iceland,ISL,m,5,Europe,Europe & Central Asia,Schengen
2022,Cuba,CUB,m,5,Americas,Latin America & Caribbean,non-Schengen
2022,Brazil,BRA,m,54,Americas,Latin America & Caribbean,non-Schengen
2022,South Korea,KOR,m,112,Asia,East Asia & Pacific,non-Schengen
2022,Czechia,CZE,f,10,Europe,Europe & Central Asia,Schengen
2022,Afghanistan,AFG,m,5,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Croatia,HRV,m,20,Europe,Europe & Central Asia,non-Schengen
2022,Taiwan,TWN,m,10,Asia,East Asia & Pacific,non-Schengen
2022,Armenia,ARM,f,32,Asia,Europe & Central Asia,non-Schengen
2022,Italy,ITA,m,45,Europe,Europe & Central Asia,Schengen
2022,unknown,UNKNOWN,f,20,other/unknown,other/unknown,non-Schengen
2022,Italy,ITA,f,37,Europe,Europe & Central Asia,Schengen
2022,Afghanistan,AFG,f,8,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
2022,Hungary,HUN,m,73,Europe,Europe & Central Asia,Schengen
2022,Mongolia,MNG,m,7,Asia,East Asia & Pacific,non-Schengen
2022,Kyrgyzstan,KGZ,f,1,Asia,Europe & Central Asia,non-Schengen
2022,Pakistan,PAK,m,15,Asia,"Middle East, North Africa, Afghanistan & Pakistan",non-Schengen
